County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,bachelors_and_above_percentage,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,median_household_income,asian_population,per_capita_income,total_population_race,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,Year
Fayette County,Ohio,74.7556254565274,39,47,16.5,27380,28931,13.4,19.3,487,13.1,698,78.1,0.4218,112,4.9,15.6,12.1,38864,154,20594,28931,45.2,110000,627,8.3,2012
Fayette County,Pennsylvania,76.123286419734,42,51,19.8,127766,136914,15.3,18.7,920,13.4,560,81.8,0.4322,204,5.3,11.9,9.8,38108,512,20663,136914,50.2,83500,5837,8.5,2012
Fayette County,Tennessee,77.8328724854486,47,47,15.2,26442,38370,14.2,13.2,162,21.6,661,78.3,0.4591,42,6.2,11.4,10.0,56297,247,28541,38370,36.2,173700,10864,7.0,2012
Fayette County,Texas,78.6609657781342,48,149,12.6,22146,24557,20.1,14.5,165,17.4,677,79.5,0.4822,2,8.7,15.7,2.6,45478,22,27520,24557,37.3,131000,1771,6.5,2012
Fayette County,West Virginia,73.3358064830639,54,19,24.7,42903,46000,14.4,19.8,243,9.2,524,81.5,0.4299,103,8.5,16.5,8.8,34891,76,18722,46000,45.9,70900,2257,8.4,2012
Fentress County,Tennessee,72.9603447748258,47,49,24.6,17586,17945,16.0,25.4,113,12.0,511,78.3,0.4888,67,17.3,15.8,11.1,27773,23,17106,17945,45.4,95100,39,7.9,2012
Fergus County,Montana,78.1022170138206,30,27,13.8,11122,11507,20.4,13.1,175,24.3,620,83.2,0.4277,188,3.7,19.1,4.8,39276,4,24212,11507,31.6,116200,11,6.1,2012
Ferry County,Washington,77.4571020394517,53,19,19.9,5758,7584,18.2,20.5,68,11.2,546,84.1,0.4504,1304,5.1,19.0,13.7,35742,34,19320,7584,41.2,154400,51,11.9,2012
Fillmore County,Minnesota,81.021829922699,27,45,11.7,20509,20880,17.1,12.9,182,18.0,571,77.8,0.4133,45,7.4,11.3,6.1,48717,73,24859,20880,37.7,136400,35,7.3,2012
Fillmore County,Nebraska,78.8719442430313,31,59,13.9,5692,5867,20.0,8.8,13,18.7,521,79.7,0.389,29,2.3,8.9,1.8,45970,9,24286,5867,38.5,77200,57,6.5,2012
Finney County,Kansas,79.4701987982048,20,55,10.4,31698,36608,7.7,13.6,182,17.6,653,70.7,0.4182,158,18.3,17.1,3.6,49617,1183,21925,36608,28.5,106900,871,11.6,2012
Fisher County,Texas,77.4706127994629,48,151,15.5,3269,3963,20.1,14.2,13,15.7,504,80.4,0.4711,34,10.3,17.9,7.3,42900,1,22401,3963,43.9,57600,179,11.6,2012
Flagler County,Florida,79.6435125265413,12,35,14.7,77586,95987,24.5,14.4,849,25.1,1040,81.8,0.4279,195,3.1,17.7,12.0,48134,2003,24788,95987,34.5,180300,11032,7.0,2012
Flathead County,Montana,79.0416834391333,30,29,11.3,87017,90967,13.8,12.5,1134,29.4,768,78.4,0.4509,1416,1.7,20.5,8.7,45545,508,25616,90967,32.5,231300,209,7.7,2012
Fleming County,Kentucky,73.9729178875857,21,69,18.7,13995,14415,13.5,18.1,130,10.6,552,77.3,0.4479,14,13.4,19.6,9.1,32677,0,18449,14415,44.5,82000,172,7.8,2012
Florence County,South Carolina,74.5023876696339,45,41,15.4,76054,136714,11.5,19.9,1490,20.6,644,76.5,0.4668,167,7.8,15.7,11.5,41738,1498,22381,136714,34.9,112300,56292,9.6,2012
Florence County,Wisconsin,78.1456363058323,55,37,15.8,4239,4486,19.2,13.4,29,15.4,608,83.1,0.3794,111,2.0,10.2,5.7,44652,6,22128,4486,46.2,140300,0,4.9,2012
Floyd County,Georgia,75.5360393828392,13,115,17.2,75976,96204,12.5,20.9,1233,17.6,698,77.2,0.4595,520,9.8,19.0,11.9,41442,1270,20769,96204,32.7,115000,13764,10.3,2012
Floyd County,Indiana,76.8176948594496,18,43,12.7,67975,74601,11.3,12.0,849,23.1,713,78.3,0.4346,75,3.3,12.4,8.5,53208,726,27101,74601,33.9,150600,3463,9.3,2012
Floyd County,Iowa,79.7533906447473,19,67,14.1,15605,16204,17.9,12.3,86,17.4,501,79.4,0.4232,0,2.9,9.7,6.4,42386,159,23480,16204,42.4,89200,224,7.2,2012
Floyd County,Kentucky,71.5768261599747,21,71,28.0,38698,39454,12.1,28.1,236,10.1,555,78.4,0.4748,60,16.1,18.8,9.2,29237,37,17146,39454,34.9,69600,351,8.6,2012
Floyd County,Texas,77.6305755690571,48,153,13.4,5728,6439,16.1,23.2,89,13.6,572,72.5,0.4478,7,18.0,19.2,4.0,35323,0,19112,6439,30.5,58800,150,7.0,2012
Floyd County,Virginia,78.5159060416957,51,63,15.5,14590,15268,16.4,12.8,78,16.4,546,79.2,0.4081,165,9.4,14.5,7.0,44038,139,21855,15268,40.4,151500,186,6.0,2012
Fluvanna County,Virginia,80.4532722032601,51,65,10.9,20836,25749,16.2,6.7,84,29.2,1001,77.0,0.4014,74,6.2,8.1,6.0,71181,180,30337,25749,29.7,234700,4006,5.4,2012
Foard County,Texas,77.492403647671,48,155,31.8,1171,1273,22.1,18.9,13,30.2,386,81.6,0.404,0,7.0,28.8,16.4,32443,7,18954,1273,26.8,37700,10,1.5,2012
Fond du Lac County,Wisconsin,80.1754584372088,55,39,11.3,95928,101577,12.9,9.6,792,17.6,674,79.2,0.4063,415,3.5,7.4,7.1,53399,999,26331,101577,40.7,145800,1068,9.2,2012
Ford County,Illinois,76.6670484113413,17,53,12.6,13705,14045,15.5,9.9,39,15.8,576,78.1,0.4382,25,5.7,8.2,9.1,50203,28,26042,14045,38.3,91500,75,7.7,2012
Ford County,Kansas,78.5103828841101,20,57,11.1,29712,33725,8.4,16.4,116,16.1,600,72.1,0.3962,301,18.5,19.2,6.5,50577,464,20398,33725,24.6,87300,597,11.0,2012
Forest County,Pennsylvania,76.8944305745127,42,53,29.1,6095,7664,15.0,12.8,18,8.1,471,93.1,0.3881,63,5.8,9.9,8.2,36686,0,14491,7664,49.7,81000,1245,15.3,2012
Forest County,Wisconsin,77.5636302144415,55,41,16.2,7719,9361,19.8,16.0,34,10.1,452,80.0,0.4162,1246,3.8,13.0,8.2,40215,13,20684,9361,43.4,121600,79,9.2,2012
Forrest County,Mississippi,74.2716729858956,28,35,19.0,45440,75378,10.0,27.5,1198,25.2,668,77.9,0.5085,82,6.0,17.6,11.4,35459,639,20182,75378,27.9,114800,27418,15.8,2012
Forsyth County,Georgia,81.1621661366037,13,117,7.1,152592,177103,8.4,6.7,657,46.4,1113,72.2,0.4054,458,3.8,12.8,8.0,87585,10986,34742,177103,19.0,265900,4819,6.5,2012
Forsyth County,North Carolina,77.9470432725648,37,67,10.3,229686,351368,11.4,17.6,4186,32.2,701,76.9,0.4788,767,5.7,15.9,9.9,45809,6641,26377,351368,27.7,151700,92066,9.9,2012
Fort Bend County,Texas,81.7305585223078,48,157,6.9,317324,587666,6.9,8.3,2396,42.7,1140,73.0,0.42,1488,5.5,17.6,5.4,84211,101219,33343,587666,18.4,179800,125758,8.6,2012
Foster County,North Dakota,79.0740351733329,38,31,9.0,3325,3368,19.2,10.8,22,16.4,467,81.6,0.5149,12,7.7,5.4,1.3,49516,8,33164,3368,33.8,83700,1,7.9,2012
Fountain County,Indiana,76.7105769389428,18,45,15.6,16766,17212,15.5,11.7,128,10.8,620,78.7,0.3777,44,4.8,13.3,10.0,45919,61,22275,17212,49.1,89900,54,8.1,2012
Franklin City,Virginia,76.0450529261432,51,620,18.4,3379,8531,14.7,23.2,317,20.9,730,76.4,0.4537,0,6.3,19.5,13.7,33447,72,18883,8531,29.6,195400,4916,12.0,2012
Franklin County,Alabama,73.4441492092538,1,59,18.4,28001,31664,12.9,19.8,298,11.3,517,77.6,0.4483,157,11.6,16.9,9.3,37235,64,19282,31664,32.8,82000,1469,10.0,2012
Franklin County,Arkansas,75.1411510297566,5,47,19.6,17262,18110,15.2,18.7,81,13.0,578,78.7,0.4375,126,7.2,17.3,10.5,35918,55,18694,18110,42.7,92500,156,9.5,2012
Franklin County,Florida,76.5862795016104,12,37,23.0,9528,11545,15.9,22.2,66,12.4,700,87.1,0.4775,16,8.6,21.4,10.2,37428,151,20546,11545,35.3,159800,1724,8.2,2012
Franklin County,Georgia,74.539746357532,13,119,17.7,19219,22070,14.5,21.2,200,12.6,550,79.4,0.4456,29,7.8,18.2,10.0,32179,129,18441,22070,40.6,129700,1931,9.8,2012
Franklin County,Idaho,79.7813378741643,16,41,11.0,12111,12739,11.7,11.8,89,19.9,623,67.7,0.3801,54,2.0,15.2,6.6,47598,11,18593,12739,38.6,163000,23,7.9,2012
Franklin County,Illinois,74.8161855865432,17,55,19.8,38646,39518,16.2,18.8,322,13.8,557,79.3,0.4145,46,4.1,13.8,9.8,37158,160,20233,39518,33.4,63900,69,8.1,2012
Franklin County,Indiana,78.2254029893972,18,47,13.0,22735,23108,12.7,13.9,155,16.3,640,76.8,0.41,41,4.1,10.6,7.0,50271,98,23785,23108,44.1,151900,17,7.6,2012
Franklin County,Iowa,80.3416972775274,19,69,9.6,9782,10650,16.6,11.6,29,14.1,532,79.5,0.4174,2,4.8,12.4,4.3,49144,47,25102,10650,33.8,85200,19,8.0,2012
Franklin County,Kansas,77.7326210452103,20,59,13.2,24370,25916,12.7,12.2,394,19.7,719,75.7,0.3811,121,3.3,9.9,6.3,50240,98,23193,25916,38.3,120000,185,8.7,2012
Franklin County,Kentucky,76.5156574529496,21,73,17.2,41306,49399,12.4,14.9,462,28.3,658,80.0,0.4251,35,6.1,13.0,9.0,47086,646,26367,49399,33.4,142200,5204,10.6,2012
Franklin County,Maine,78.8506776425987,23,7,17.3,29738,30704,16.2,17.1,252,21.9,610,81.6,0.4307,76,4.0,11.4,8.9,39416,181,21744,30704,40.0,130300,94,10.9,2012
Franklin County,Massachusetts,80.2427466227882,25,11,14.4,67612,71489,13.6,11.9,771,30.2,835,82.2,0.4176,204,2.6,4.3,8.0,53298,988,28841,71489,31.8,221700,644,8.7,2012
Franklin County,Mississippi,74.794345422362,28,37,22.4,5160,8055,14.6,25.4,44,11.2,533,75.3,0.5387,31,6.6,16.3,12.1,31819,44,20527,8055,36.0,64900,2787,8.1,2012
Franklin County,Missouri,77.0222983379519,29,71,12.3,98448,101440,12.2,12.9,636,16.5,646,77.4,0.4268,266,4.9,11.4,8.5,48322,535,24247,101440,36.0,150100,1270,8.7,2012
Franklin County,Nebraska,79.1683110724289,31,61,18.3,3141,3196,22.2,12.5,13,16.9,499,80.8,0.4474,10,3.4,11.1,3.9,42054,5,24321,3196,38.0,50300,7,6.5,2012
Franklin County,New York,78.7506912483883,36,33,13.1,43360,51698,11.0,17.6,389,15.8,643,83.1,0.4281,2798,6.8,11.9,9.3,45702,552,21570,51698,42.0,95700,3333,11.7,2012
Franklin County,North Carolina,77.6587297420706,37,69,14.7,40547,60470,11.0,15.4,600,14.3,689,77.9,0.4156,397,9.1,17.6,12.4,42920,287,21710,60470,34.6,124800,15602,9.1,2012
Franklin County,Ohio,77.4361192302578,39,49,11.4,818220,1167484,8.4,17.7,17493,37.5,804,77.5,0.4681,2459,3.1,13.3,8.5,50700,46047,28062,1167484,25.6,153600,246939,12.0,2012
Franklin County,Pennsylvania,79.6485723925647,42,55,11.4,139798,149554,15.0,10.3,1334,18.8,759,78.0,0.3952,326,4.9,13.1,7.1,52167,1401,25398,149554,44.5,178200,5232,8.0,2012
Franklin County,Tennessee,76.0208182079924,47,51,19.2,37098,40972,16.1,15.9,215,18.9,598,80.3,0.4439,17,10.3,11.4,10.8,41625,189,22123,40972,38.1,107300,1970,10.3,2012
Franklin County,Texas,77.6897661252821,48,159,22.0,9763,10593,17.7,14.1,88,26.8,712,76.5,0.4959,158,8.1,20.7,5.6,45684,25,27875,10593,31.7,89400,503,8.0,2012
Franklin County,Vermont,78.8741037847024,50,11,15.0,45603,47853,11.3,10.2,474,18.1,870,77.8,0.3954,399,5.7,7.3,6.6,55051,239,26090,47853,42.5,205300,210,7.8,2012
Franklin County,Virginia,78.3789022280821,51,67,15.1,50306,56012,17.0,14.4,481,17.7,638,81.6,0.4305,62,9.1,13.7,8.8,45049,171,23991,56012,37.2,164300,4801,8.4,2012
Franklin County,Washington,80.3118134700413,53,21,8.9,46005,78680,6.6,21.5,555,15.7,708,69.3,0.4131,604,20.3,21.0,8.4,51770,1539,19073,78680,24.8,158200,1528,10.4,2012
Franklin Parish,Louisiana,73.6364946214106,22,41,21.5,13919,20714,13.9,28.3,92,9.1,515,75.3,0.482,0,13.8,23.4,13.2,32981,4,19108,20714,37.6,76900,6691,8.0,2012
Frederick County,Maryland,80.531514585771,24,21,9.2,193183,234268,9.8,5.7,1736,38.7,1210,76.9,0.3879,948,3.1,7.8,6.1,83706,9129,36472,234268,26.4,316800,20261,8.8,2012
Frederick County,Virginia,79.5851330232103,51,69,10.2,71186,78397,11.7,7.3,517,27.1,1059,77.2,0.3898,62,6.4,10.9,6.0,67694,1057,29935,78397,32.1,234100,3258,7.9,2012
Fredericksburg City,Virginia,79.1887267571482,51,630,9.9,16220,24932,8.1,17.2,612,33.9,1063,77.9,0.4815,102,2.8,14.0,10.5,45951,624,27284,24932,32.0,323600,5850,18.2,2012
Freeborn County,Minnesota,80.4656487369124,27,47,13.6,29760,31188,17.4,11.8,231,13.7,553,78.9,0.4414,110,4.5,8.9,5.1,43962,291,25645,31188,40.0,107900,239,8.2,2012
Freestone County,Texas,76.6023253689358,48,161,16.5,15053,19631,14.8,15.1,116,10.1,703,79.8,0.446,197,6.7,20.6,5.8,45510,42,22295,19631,36.0,81800,3251,6.1,2012
Fremont County,Colorado,77.401443466878,8,43,17.3,39965,47006,14.4,15.1,588,13.1,711,88.2,0.4206,904,9.3,14.9,7.5,40893,495,19379,47006,39.3,161100,2791,7.7,2012
Fremont County,Idaho,79.5370839143604,16,43,13.9,12684,13123,13.8,10.8,32,20.3,629,72.9,0.3923,103,7.0,21.1,5.8,43053,42,19199,13123,35.0,142500,5,7.4,2012
Fremont County,Iowa,78.617035422691,19,71,16.1,7153,7373,17.6,9.1,70,17.4,551,79.2,0.421,21,3.4,7.8,4.5,49245,2,25422,7373,43.7,90500,15,7.4,2012
Fremont County,Wyoming,75.183332529987,56,13,14.3,29748,40103,13.5,15.2,269,22.4,639,76.5,0.416,8461,2.9,20.3,9.4,48565,259,23758,40103,30.7,177300,162,8.9,2012
Fresno County,California,78.6072763856699,6,19,11.6,546915,930517,8.9,24.8,11284,19.0,864,73.1,0.4687,9490,17.2,19.9,14.0,45741,88770,20391,930517,22.6,212100,47376,11.9,2012
Frio County,Texas,77.3556715984976,48,163,18.9,15002,17265,9.8,22.8,135,10.5,619,80.9,0.4739,10,17.9,23.7,7.9,38161,33,16463,17265,31.7,59400,562,14.7,2012
Frontier County,Nebraska,82.0021166676896,31,63,11.4,2657,2693,17.6,11.2,0,20.4,528,82.0,0.3904,6,3.0,8.7,3.8,51328,0,23959,2693,37.9,75900,7,10.0,2012
Fulton County,Arkansas,75.5379827898365,5,49,26.6,11946,12301,22.5,19.6,66,10.7,491,80.8,0.4103,41,8.2,18.7,11.3,35059,105,18243,12301,45.1,89700,36,6.6,2012
Fulton County,Georgia,78.2466293954694,13,121,8.8,425949,929535,7.5,16.8,14038,50.2,959,77.9,0.5356,1896,3.9,17.5,10.8,57664,52628,37238,929535,18.6,246200,410993,11.2,2012
Fulton County,Illinois,77.1574269694275,17,57,14.2,34996,36989,15.1,14.8,400,12.4,594,81.6,0.4046,44,4.5,9.4,8.2,43363,37,21396,36989,37.8,81800,1268,9.5,2012
Fulton County,Indiana,76.2220073610104,18,49,15.6,19848,20762,14.2,13.7,139,14.2,619,77.8,0.4395,55,5.2,16.3,8.3,40910,105,22513,20762,45.0,93200,205,7.7,2012
Fulton County,Kentucky,72.730042355421,21,75,19.9,4954,6758,14.7,24.2,68,11.5,504,79.4,0.4413,14,7.5,18.6,15.6,36813,96,19260,6758,44.1,58500,1599,8.9,2012
Fulton County,New York,78.2363111373056,36,35,16.4,52865,55358,13.9,16.5,628,14.0,693,80.3,0.4245,105,4.7,10.0,9.9,45333,403,23527,55358,42.0,104400,868,8.4,2012
Fulton County,Ohio,78.7046041789877,39,51,10.3,40799,42635,12.6,10.3,184,14.7,648,76.5,0.3821,82,3.4,8.2,10.4,53039,130,23994,42635,43.0,131000,216,7.9,2012
Fulton County,Pennsylvania,78.2661654625311,42,57,14.8,14465,14829,15.9,11.9,89,10.8,600,79.6,0.3862,40,6.0,11.2,9.4,47470,21,22706,14829,53.0,159300,182,7.2,2012
Furnas County,Nebraska,78.4902671721375,31,65,19.6,4803,4922,20.0,16.1,13,21.3,509,78.9,0.4228,61,3.7,11.1,4.7,40759,4,22107,4922,35.5,56600,7,5.7,2012
Gadsden County,Florida,75.7723355129187,12,39,14.5,17330,46823,11.6,29.5,180,13.9,693,78.6,0.4899,135,7.8,18.6,13.9,35593,208,18183,46823,38.8,112000,26009,9.3,2012
Gage County,Nebraska,78.6377449025606,31,67,14.6,21624,22209,16.8,12.0,184,18.9,566,78.2,0.4205,37,2.7,9.3,6.2,46164,84,23951,22209,39.9,103100,41,7.9,2012
Gaines County,Texas,77.4488045605969,48,165,10.8,15761,17572,8.4,17.0,106,12.3,582,70.1,0.4816,248,29.2,34.9,4.8,50850,43,22360,17572,26.2,83100,190,11.4,2012
Galax City,Virginia,73.1313893062685,51,640,21.2,6482,6942,19.0,28.3,82,15.7,471,78.7,0.5125,38,9.3,17.4,7.0,24059,10,20039,6942,32.2,107000,270,1.7,2012
Gallatin County,Illinois,74.6583494791198,17,59,21.5,5430,5592,19.5,17.5,48,11.5,399,81.7,0.4879,21,6.4,14.1,8.9,38934,12,24055,5592,37.6,59700,23,7.7,2012
Gallatin County,Kentucky,72.9563859777985,21,77,17.5,7888,8513,10.2,20.2,65,7.4,661,76.7,0.3953,0,13.3,18.1,10.6,43860,54,19032,8513,41.8,101700,77,10.4,2012
Gallatin County,Montana,81.6493688020949,30,31,7.7,85949,90339,8.5,13.3,1067,45.2,831,82.4,0.4435,926,0.9,14.1,6.4,52211,920,28642,90339,21.5,270500,344,17.6,2012
Gallia County,Ohio,75.0536359797763,39,53,18.0,29250,30877,14.0,19.0,142,12.8,595,78.0,0.4665,7,6.7,14.4,10.1,39399,157,21290,30877,41.8,99300,712,8.7,2012
Galveston County,Texas,77.4589897337617,48,167,11.9,229774,292874,10.3,12.8,2478,28.6,893,76.7,0.4536,1262,5.3,18.4,8.1,61555,8879,30804,292874,26.4,146700,40685,9.0,2012
Garden County,Nebraska,78.6217771456694,31,69,18.6,1960,2011,25.5,7.3,4,15.4,506,84.5,0.4113,0,1.4,19.3,6.0,40125,13,24923,2011,42.3,62100,0,4.5,2012
Garfield County,Colorado,80.5775115723691,8,45,8.1,50756,56330,7.7,10.9,657,22.7,1133,76.3,0.3875,287,6.6,30.6,7.8,60215,323,26989,56330,27.7,323100,630,8.7,2012
Garfield County,Montana,78.2413642596037,30,33,13.2,1076,1100,23.8,11.5,0,10.4,562,77.5,0.4077,12,7.8,19.0,0.2,40125,0,24223,1100,47.6,85000,0,3.5,2012
Garfield County,Nebraska,78.6375786788767,31,71,16.6,2078,2106,24.1,13.8,7,13.1,341,79.1,0.379,0,2.2,13.8,3.2,39241,0,20401,2106,48.0,83900,13,4.9,2012
Garfield County,Oklahoma,75.9437209512167,40,47,15.4,50923,60272,13.4,15.3,545,21.4,629,77.9,0.441,1391,4.1,16.8,5.8,43458,547,24149,60272,34.9,88600,1689,10.2,2012
Garfield County,Utah,79.2098911559818,49,17,14.6,4869,5107,14.9,12.3,7,23.7,510,75.5,0.4135,97,0.9,17.6,5.3,44345,65,22238,5107,28.1,160300,17,5.9,2012
Garfield County,Washington,80.5715745181285,53,23,17.2,2130,2246,24.9,9.7,15,24.9,670,85.6,0.3693,0,2.0,5.8,7.3,51325,28,27217,2246,22.4,129400,0,5.1,2012
Garland County,Arkansas,75.2570452248396,5,51,18.7,82114,96249,18.9,19.0,1137,22.8,711,80.6,0.4672,599,4.6,18.9,9.5,38680,844,23249,96249,33.4,131500,8043,8.1,2012
Garrard County,Kentucky,77.6303146171834,21,79,20.4,16092,16892,12.9,18.5,154,13.9,592,79.3,0.3874,37,11.9,16.7,12.2,44115,0,19715,16892,42.2,115600,347,7.4,2012
Garrett County,Maryland,78.4737102727222,24,23,14.0,29356,30079,16.1,13.0,268,18.6,615,80.5,0.4492,63,5.5,14.7,6.0,45354,74,24904,30079,45.4,169500,288,8.9,2012
Garvin County,Oklahoma,73.277113336676,40,49,17.6,22819,27471,14.8,16.9,156,12.9,595,77.5,0.4688,2163,6.5,20.2,5.8,38356,73,20956,27471,46.0,80200,701,7.8,2012
Garza County,Texas,76.2106337409592,48,169,18.1,5364,6295,8.8,20.8,20,9.9,446,89.3,0.4681,40,30.4,24.9,2.5,41750,0,14526,6295,27.5,72800,342,7.9,2012
Gasconade County,Missouri,77.0749297543685,29,73,18.1,14841,15160,17.9,13.6,30,15.4,508,80.2,0.4151,83,6.3,10.9,9.6,41304,47,21651,15160,42.4,115500,47,7.4,2012
Gaston County,North Carolina,75.4665095800915,37,71,15.4,160843,206291,11.5,17.0,2062,18.6,707,77.7,0.4618,965,7.9,17.5,13.0,43220,2665,22929,206291,30.0,124400,31084,9.0,2012
Gates County,North Carolina,77.0860623007177,37,73,16.1,7666,12069,13.9,18.2,23,9.2,709,77.6,0.4117,21,7.6,10.7,9.7,45136,39,21289,12069,40.4,153800,4129,7.7,2012
Geary County,Kansas,76.5520605133894,20,61,10.4,23307,34110,6.6,10.8,382,19.2,910,71.3,0.3935,208,2.5,10.8,7.2,47879,1231,21969,34110,31.4,130600,6060,14.0,2012
Geauga County,Ohio,81.3467425865988,39,55,9.6,90694,93485,14.1,8.3,463,35.6,774,76.5,0.4635,64,5.3,11.9,6.2,66127,530,34514,93485,27.9,225100,1044,7.4,2012
Gem County,Idaho,78.34011101866,16,45,15.5,15906,16768,18.0,17.8,101,15.2,758,77.1,0.4124,53,6.5,21.5,14.9,41976,198,19838,16768,33.3,155500,2,6.9,2012
Genesee County,Michigan,75.9722532882769,26,49,15.5,318400,425337,12.1,19.9,3845,19.2,695,76.8,0.4467,2279,3.0,10.0,16.1,42730,4000,22526,425337,35.4,99900,86511,9.2,2012
Genesee County,New York,78.8659596222263,36,37,12.2,55716,59992,13.8,11.8,570,18.2,682,80.5,0.4096,558,3.4,8.9,7.4,51734,339,25355,59992,39.4,104800,1603,9.6,2012
Geneva County,Alabama,75.2391510545445,1,61,23.3,23239,26769,15.4,20.0,245,9.9,559,79.1,0.4525,87,10.4,15.8,9.7,33618,30,19393,26769,40.2,79400,2632,7.9,2012
Gentry County,Missouri,77.7995567008037,29,75,16.7,6657,6773,17.6,17.7,35,12.2,462,78.3,0.4142,24,7.5,14.7,7.2,38465,12,20206,6773,45.9,76000,38,8.3,2012
George County,Mississippi,72.9297852520777,28,39,15.9,20038,22579,11.3,17.6,73,9.1,665,76.6,0.4003,20,5.8,21.4,12.0,46263,48,20080,22579,50.2,99800,1900,9.6,2012
Georgetown County,South Carolina,76.7115325901028,45,43,16.2,38223,60285,19.4,20.1,254,24.1,807,79.9,0.5026,49,6.3,22.3,14.0,42472,222,24513,60285,32.6,165700,20450,7.8,2012
Gibson County,Indiana,77.62049806858,18,51,12.8,31782,33437,13.1,12.8,165,13.7,605,77.2,0.4039,6,3.5,11.0,6.6,48524,39,23390,33437,41.5,103100,722,8.8,2012
Gibson County,Tennessee,73.8445755524247,47,53,17.3,39015,49594,14.5,18.6,305,14.6,566,76.8,0.4582,142,7.5,13.5,12.6,36981,110,20307,49594,40.8,86800,9286,7.6,2012
Gila County,Arizona,75.6097304830814,4,7,18.7,42288,53436,22.3,20.8,361,17.6,722,80.5,0.4379,7831,4.2,17.5,9.2,38504,140,20547,53436,31.3,140500,238,7.9,2012
Gilchrist County,Florida,76.9222692782641,12,41,21.9,15511,16880,14.9,21.9,139,12.1,754,81.7,0.4772,38,6.5,23.3,16.7,36521,88,19217,16880,38.7,107300,935,16.4,2012
Giles County,Tennessee,75.4352858373049,47,55,17.5,25460,29439,15.2,18.6,233,12.1,552,80.4,0.4451,18,9.0,13.9,12.5,38014,153,19726,29439,42.7,96700,3195,8.8,2012
Giles County,Virginia,75.5820719208166,51,71,18.6,16585,17149,16.2,14.1,26,15.8,547,79.9,0.4295,17,10.6,16.0,6.8,45231,32,23766,17149,37.0,103900,230,7.9,2012
Gillespie County,Texas,80.8469592338386,48,171,15.6,23863,24777,25.0,9.3,158,31.7,840,81.8,0.4237,70,8.2,19.3,4.9,55017,47,29178,24777,28.9,204600,81,6.6,2012
Gilliam County,Oregon,80.9832218531754,41,21,22.4,1771,1904,16.0,12.6,5,13.8,725,79.2,0.3987,15,4.0,19.6,8.1,45833,0,26315,1904,28.7,118100,15,4.1,2012
Gilmer County,Georgia,78.3285795455149,13,123,18.9,26348,28232,17.4,20.4,305,15.2,707,80.3,0.4665,69,11.4,23.8,10.1,37257,20,21290,28232,34.6,148500,121,7.9,2012
Gilmer County,West Virginia,77.3596128556992,54,21,19.5,7112,8623,11.2,27.3,30,11.8,577,89.3,0.4504,38,11.3,15.4,7.4,35524,30,16235,8623,40.0,70300,994,13.1,2012
Gilpin County,Colorado,80.1710618635178,8,47,11.0,4983,5358,12.1,10.3,64,28.9,1059,87.6,0.4004,17,0.7,11.0,5.9,62286,21,35473,5358,27.7,295800,44,5.5,2012
Glacier County,Montana,72.7597547105107,30,35,14.4,4244,13422,9.9,29.1,68,16.7,449,71.4,0.4542,8696,6.3,35.0,16.0,36872,50,17247,13422,30.9,81400,1,10.2,2012
Glades County,Florida,80.9184507641511,12,43,17.0,10183,12952,20.8,25.3,63,8.7,742,81.4,0.4133,502,13.3,31.7,14.5,35219,244,16111,12952,38.0,84400,1511,8.0,2012
Gladwin County,Michigan,77.3671124296942,26,51,19.2,25087,25736,21.6,20.7,183,12.0,585,81.6,0.4347,88,5.0,13.3,14.6,38571,101,21066,25736,39.6,108300,140,7.2,2012
Glascock County,Georgia,74.4093464008475,13,125,11.3,2750,3082,13.3,23.7,49,8.7,468,76.0,0.4111,0,9.2,23.1,11.8,32346,0,17169,3082,45.1,70200,243,5.3,2012
Glasscock County,Texas,81.1266647739999,48,173,5.9,1181,1255,10.9,3.3,0,17.8,1035,79.9,0.3927,0,14.7,17.8,1.5,76563,0,32659,1255,26.4,108000,33,10.3,2012
Glenn County,California,78.2580621580513,6,21,15.0,22848,28078,12.0,19.5,333,12.9,740,74.3,0.4823,742,15.6,20.9,10.5,42641,680,21689,28078,28.2,222300,236,9.4,2012
Gloucester County,New Jersey,78.4572375256499,34,15,11.7,239402,288187,10.9,7.7,1852,27.9,1034,77.6,0.3992,460,2.8,8.6,9.9,74915,7763,32459,288187,34.3,232400,28656,9.9,2012
Gloucester County,Virginia,77.8703623315989,51,73,11.9,32179,36821,13.8,9.1,121,20.0,808,80.9,0.3894,179,5.1,10.2,6.4,60752,332,28571,36821,32.0,229100,3367,7.7,2012
Glynn County,Georgia,77.090338827007,13,127,13.9,53812,79628,13.9,17.7,714,27.2,803,77.2,0.4705,140,4.2,20.8,10.5,49986,978,27446,79628,29.3,171300,20399,8.9,2012
Gogebic County,Michigan,78.4467834531813,26,53,16.2,14924,16297,18.7,18.9,119,19.0,557,86.4,0.4467,345,3.4,17.1,10.2,34397,49,20853,16297,37.5,67500,739,8.9,2012
Golden Valley County,North Dakota,81.6384983310785,38,33,15.2,1606,1646,18.8,12.9,14,14.8,488,78.5,0.4897,27,2.9,8.2,2.3,35742,0,25458,1646,41.5,69500,1,9.3,2012
