County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value
Wise County,Virginia,51,195,,,,,,616.0,,,,,,,,,
Wythe County,Virginia,51,197,,,,,,612.0,,,,,,,,,
Alexandria City,Virginia,51,510,,,,,,1501.0,,,,,,,,,
Bristol City,Virginia,51,520,,,,,,623.0,,,,,,,,,
Chesapeake City,Virginia,51,550,,,,,,1160.0,,,,,,,,,
Colonial Heights City,Virginia,51,570,,,,,,881.0,,,,,,,,,
Covington City,Virginia,51,580,,,,,,641.0,,,,,,,,,
Falls Church City,Virginia,51,610,,,,,,1588.0,,,,,,,,,
Galax City,Virginia,51,640,,,,,,520.0,,,,,,,,,
Hampton City,Virginia,51,650,,,,,,998.0,,,,,,,,,
Hopewell City,Virginia,51,670,,,,,,820.0,,,,,,,,,
Lexington City,Virginia,51,678,,,,,,795.0,,,,,,,,,
Lynchburg City,Virginia,51,680,,,,,,735.0,,,,,,,,,
Martinsville City,Virginia,51,690,,,,,,558.0,,,,,,,,,
Norfolk City,Virginia,51,710,,,,,,948.0,,,,,,,,,
Norton City,Virginia,51,720,,,,,,596.0,,,,,,,,,
Petersburg City,Virginia,51,730,,,,,,833.0,,,,,,,,,
Poquoson City,Virginia,51,735,,,,,,1237.0,,,,,,,,,
Portsmouth City,Virginia,51,740,,,,,,953.0,,,,,,,,,
Radford City,Virginia,51,750,,,,,,718.0,,,,,,,,,
Richmond City,Virginia,51,760,,,,,,883.0,,,,,,,,,
Roanoke City,Virginia,51,770,,,,,,697.0,,,,,,,,,
Salem City,Virginia,51,775,,,,,,809.0,,,,,,,,,
Suffolk City,Virginia,51,800,,,,,,986.0,,,,,,,,,
Virginia Beach City,Virginia,51,810,,,,,,1235.0,,,,,,,,,
Winchester City,Virginia,51,840,,,,,,900.0,,,,,,,,,
Fairfax County,Virginia,51,59,,,,,,1687.0,,,,,,,,,
Fairfax City,Virginia,51,600,,,,,,1666.0,,,,,,,,,
Rockingham County,Virginia,51,165,,,,,,817.0,,,,,,,,,
Harrisonburg City,Virginia,51,660,,,,,,852.0,,,,,,,,,
James City County,Virginia,51,95,,,,,,1153.0,,,,,,,,,
Williamsburg City,Virginia,51,830,,,,,,1068.0,,,,,,,,,
Prince William County,Virginia,51,153,,,,,,1477.0,,,,,,,,,
Manassas City,Virginia,51,683,,,,,,1328.0,,,,,,,,,
Manassas Park City,Virginia,51,685,,,,,,1469.0,,,,,,,,,
Rockbridge County,Virginia,51,163,,,,,,695.0,,,,,,,,,
Buena Vista City,Virginia,51,530,,,,,,637.0,,,,,,,,,
Spotsylvania County,Virginia,51,177,,,,,,1285.0,,,,,,,,,
Fredericksburg City,Virginia,51,630,,,,,,1045.0,,,,,,,,,
Augusta County,Virginia,51,15,,,,,,743.0,,,,,,,,,
Staunton City,Virginia,51,790,,,,,,704.0,,,,,,,,,
Waynesboro City,Virginia,51,820,,,,,,771.0,,,,,,,,,
Pittsylvania County,Virginia,51,143,,,,,,616.0,,,,,,,,,
Danville City,Virginia,51,590,,,,,,589.0,,,,,,,,,
Greensville County,Virginia,51,81,,,,,,720.0,,,,,,,,,
Emporia City,Virginia,51,595,,,,,,629.0,,,,,,,,,
Albemarle County,Virginia,51,3,,,,,,1106.0,,,,,,,,,
Charlottesville City,Virginia,51,540,,,,,,993.0,,,,,,,,,
Bedford County,Virginia,51,19,,,,,,763.0,,,,,,,,,
Bedford City,Virginia,51,515,,,,,,636.0,,,,,,,,,
Halifax County,Virginia,51,83,,,,,,568.0,,,,,,,,,
Southampton County,Virginia,51,175,,,,,,734.0,,,,,,,,,
Franklin City,Virginia,51,620,,,,,,746.0,,,,,,,,,
Alleghany County,Virginia,51,5,,,,,,521.0,,,,,,,,,
York County,Virginia,51,199,,,,,,1349.0,,,,,,,,,
Newport News City,Virginia,51,700,,,,,,974.0,,,,,,,,,
Adams County,Washington,53,1,,,,,,628.0,,,,,,,,,
Asotin County,Washington,53,3,,,,,,674.0,,,,,,,,,
Benton County,Washington,53,5,,,,,,805.0,,,,,,,,,
Chelan County,Washington,53,7,,,,,,762.0,,,,,,,,,
Clallam County,Washington,53,9,,,,,,802.0,,,,,,,,,
Clark County,Washington,53,11,,,,,,941.0,,,,,,,,,
Columbia County,Washington,53,13,,,,,,638.0,,,,,,,,,
Cowlitz County,Washington,53,15,,,,,,747.0,,,,,,,,,
Douglas County,Washington,53,17,,,,,,771.0,,,,,,,,,
Ferry County,Washington,53,19,,,,,,573.0,,,,,,,,,
Franklin County,Washington,53,21,,,,,,737.0,,,,,,,,,
Garfield County,Washington,53,23,,,,,,717.0,,,,,,,,,
Grant County,Washington,53,25,,,,,,672.0,,,,,,,,,
Grays Harbor County,Washington,53,27,,,,,,707.0,,,,,,,,,
Island County,Washington,53,29,,,,,,1069.0,,,,,,,,,
Jefferson County,Washington,53,31,,,,,,838.0,,,,,,,,,
King County,Washington,53,33,,,,,,1131.0,,,,,,,,,
Kitsap County,Washington,53,35,,,,,,1035.0,,,,,,,,,
Kittitas County,Washington,53,37,,,,,,796.0,,,,,,,,,
Klickitat County,Washington,53,39,,,,,,805.0,,,,,,,,,
Lewis County,Washington,53,41,,,,,,781.0,,,,,,,,,
Lincoln County,Washington,53,43,,,,,,615.0,,,,,,,,,
Mason County,Washington,53,45,,,,,,869.0,,,,,,,,,
Okanogan County,Washington,53,47,,,,,,631.0,,,,,,,,,
Pacific County,Washington,53,49,,,,,,720.0,,,,,,,,,
Pend Oreille County,Washington,53,51,,,,,,785.0,,,,,,,,,
Pierce County,Washington,53,53,,,,,,997.0,,,,,,,,,
San Juan County,Washington,53,55,,,,,,957.0,,,,,,,,,
Skagit County,Washington,53,57,,,,,,952.0,,,,,,,,,
Skamania County,Washington,53,59,,,,,,702.0,,,,,,,,,
Snohomish County,Washington,53,61,,,,,,1102.0,,,,,,,,,
Spokane County,Washington,53,63,,,,,,764.0,,,,,,,,,
Stevens County,Washington,53,65,,,,,,659.0,,,,,,,,,
Thurston County,Washington,53,67,,,,,,1021.0,,,,,,,,,
Wahkiakum County,Washington,53,69,,,,,,625.0,,,,,,,,,
Walla Walla County,Washington,53,71,,,,,,697.0,,,,,,,,,
Whatcom County,Washington,53,73,,,,,,890.0,,,,,,,,,
Whitman County,Washington,53,75,,,,,,697.0,,,,,,,,,
Yakima County,Washington,53,77,,,,,,746.0,,,,,,,,,
Barbour County,West Virginia,54,1,,,,,,502.0,,,,,,,,,
Berkeley County,West Virginia,54,3,,,,,,832.0,,,,,,,,,
Boone County,West Virginia,54,5,,,,,,519.0,,,,,,,,,
Braxton County,West Virginia,54,7,,,,,,486.0,,,,,,,,,
Brooke County,West Virginia,54,9,,,,,,570.0,,,,,,,,,
Cabell County,West Virginia,54,11,,,,,,638.0,,,,,,,,,
Calhoun County,West Virginia,54,13,,,,,,477.0,,,,,,,,,
Clay County,West Virginia,54,15,,,,,,403.0,,,,,,,,,
Doddridge County,West Virginia,54,17,,,,,,544.0,,,,,,,,,
Fayette County,West Virginia,54,19,,,,,,561.0,,,,,,,,,
Gilmer County,West Virginia,54,21,,,,,,549.0,,,,,,,,,
Grant County,West Virginia,54,23,,,,,,555.0,,,,,,,,,
Greenbrier County,West Virginia,54,25,,,,,,625.0,,,,,,,,,
Hampshire County,West Virginia,54,27,,,,,,504.0,,,,,,,,,
Hancock County,West Virginia,54,29,,,,,,605.0,,,,,,,,,
Hardy County,West Virginia,54,31,,,,,,543.0,,,,,,,,,
Harrison County,West Virginia,54,33,,,,,,615.0,,,,,,,,,
Jackson County,West Virginia,54,35,,,,,,562.0,,,,,,,,,
Jefferson County,West Virginia,54,37,,,,,,899.0,,,,,,,,,
Kanawha County,West Virginia,54,39,,,,,,671.0,,,,,,,,,
Lewis County,West Virginia,54,41,,,,,,507.0,,,,,,,,,
Lincoln County,West Virginia,54,43,,,,,,558.0,,,,,,,,,
Logan County,West Virginia,54,45,,,,,,532.0,,,,,,,,,
McDowell County,West Virginia,54,47,,,,,,475.0,,,,,,,,,
Marion County,West Virginia,54,49,,,,,,661.0,,,,,,,,,
Marshall County,West Virginia,54,51,,,,,,517.0,,,,,,,,,
Mason County,West Virginia,54,53,,,,,,521.0,,,,,,,,,
Mercer County,West Virginia,54,55,,,,,,574.0,,,,,,,,,
Mineral County,West Virginia,54,57,,,,,,516.0,,,,,,,,,
Mingo County,West Virginia,54,59,,,,,,518.0,,,,,,,,,
Monongalia County,West Virginia,54,61,,,,,,715.0,,,,,,,,,
Monroe County,West Virginia,54,63,,,,,,564.0,,,,,,,,,
Morgan County,West Virginia,54,65,,,,,,680.0,,,,,,,,,
Nicholas County,West Virginia,54,67,,,,,,536.0,,,,,,,,,
Ohio County,West Virginia,54,69,,,,,,532.0,,,,,,,,,
Pendleton County,West Virginia,54,71,,,,,,589.0,,,,,,,,,
Pleasants County,West Virginia,54,73,,,,,,412.0,,,,,,,,,
Pocahontas County,West Virginia,54,75,,,,,,578.0,,,,,,,,,
Preston County,West Virginia,54,77,,,,,,557.0,,,,,,,,,
Putnam County,West Virginia,54,79,,,,,,703.0,,,,,,,,,
Raleigh County,West Virginia,54,81,,,,,,603.0,,,,,,,,,
Randolph County,West Virginia,54,83,,,,,,534.0,,,,,,,,,
Ritchie County,West Virginia,54,85,,,,,,515.0,,,,,,,,,
Roane County,West Virginia,54,87,,,,,,467.0,,,,,,,,,
Summers County,West Virginia,54,89,,,,,,469.0,,,,,,,,,
Taylor County,West Virginia,54,91,,,,,,509.0,,,,,,,,,
Tucker County,West Virginia,54,93,,,,,,525.0,,,,,,,,,
Tyler County,West Virginia,54,95,,,,,,499.0,,,,,,,,,
Upshur County,West Virginia,54,97,,,,,,566.0,,,,,,,,,
Wayne County,West Virginia,54,99,,,,,,569.0,,,,,,,,,
Webster County,West Virginia,54,101,,,,,,455.0,,,,,,,,,
Wetzel County,West Virginia,54,103,,,,,,494.0,,,,,,,,,
Wirt County,West Virginia,54,105,,,,,,494.0,,,,,,,,,
Wood County,West Virginia,54,107,,,,,,604.0,,,,,,,,,
Wyoming County,West Virginia,54,109,,,,,,525.0,,,,,,,,,
Adams County,Wisconsin,55,1,,,,,,670.0,,,,,,,,,
Ashland County,Wisconsin,55,3,,,,,,545.0,,,,,,,,,
Barron County,Wisconsin,55,5,,,,,,630.0,,,,,,,,,
Bayfield County,Wisconsin,55,7,,,,,,543.0,,,,,,,,,
Brown County,Wisconsin,55,9,,,,,,699.0,,,,,,,,,
Buffalo County,Wisconsin,55,11,,,,,,624.0,,,,,,,,,
Burnett County,Wisconsin,55,13,,,,,,580.0,,,,,,,,,
Calumet County,Wisconsin,55,15,,,,,,679.0,,,,,,,,,
Chippewa County,Wisconsin,55,17,,,,,,696.0,,,,,,,,,
Clark County,Wisconsin,55,19,,,,,,579.0,,,,,,,,,
Columbia County,Wisconsin,55,21,,,,,,742.0,,,,,,,,,
Crawford County,Wisconsin,55,23,,,,,,571.0,,,,,,,,,
Dane County,Wisconsin,55,25,,,,,,895.0,,,,,,,,,
Dodge County,Wisconsin,55,27,,,,,,743.0,,,,,,,,,
Door County,Wisconsin,55,29,,,,,,696.0,,,,,,,,,
Douglas County,Wisconsin,55,31,,,,,,672.0,,,,,,,,,
Dunn County,Wisconsin,55,33,,,,,,703.0,,,,,,,,,
Eau Claire County,Wisconsin,55,35,,,,,,699.0,,,,,,,,,
Florence County,Wisconsin,55,37,,,,,,635.0,,,,,,,,,
Fond du Lac County,Wisconsin,55,39,,,,,,683.0,,,,,,,,,
Forest County,Wisconsin,55,41,,,,,,456.0,,,,,,,,,
Grant County,Wisconsin,55,43,,,,,,642.0,,,,,,,,,
Green County,Wisconsin,55,45,,,,,,674.0,,,,,,,,,
Green Lake County,Wisconsin,55,47,,,,,,575.0,,,,,,,,,
Iowa County,Wisconsin,55,49,,,,,,695.0,,,,,,,,,
Iron County,Wisconsin,55,51,,,,,,486.0,,,,,,,,,
Jackson County,Wisconsin,55,53,,,,,,610.0,,,,,,,,,
Jefferson County,Wisconsin,55,55,,,,,,746.0,,,,,,,,,
Juneau County,Wisconsin,55,57,,,,,,668.0,,,,,,,,,
Kenosha County,Wisconsin,55,59,,,,,,829.0,,,,,,,,,
Kewaunee County,Wisconsin,55,61,,,,,,619.0,,,,,,,,,
La Crosse County,Wisconsin,55,63,,,,,,726.0,,,,,,,,,
Lafayette County,Wisconsin,55,65,,,,,,606.0,,,,,,,,,
Langlade County,Wisconsin,55,67,,,,,,600.0,,,,,,,,,
Lincoln County,Wisconsin,55,69,,,,,,600.0,,,,,,,,,
Manitowoc County,Wisconsin,55,71,,,,,,588.0,,,,,,,,,
Marathon County,Wisconsin,55,73,,,,,,692.0,,,,,,,,,
Marinette County,Wisconsin,55,75,,,,,,582.0,,,,,,,,,
Marquette County,Wisconsin,55,77,,,,,,723.0,,,,,,,,,
Menominee County,Wisconsin,55,78,,,,,,503.0,,,,,,,,,
Milwaukee County,Wisconsin,55,79,,,,,,792.0,,,,,,,,,
Monroe County,Wisconsin,55,81,,,,,,743.0,,,,,,,,,
Oconto County,Wisconsin,55,83,,,,,,590.0,,,,,,,,,
Oneida County,Wisconsin,55,85,,,,,,714.0,,,,,,,,,
Outagamie County,Wisconsin,55,87,,,,,,723.0,,,,,,,,,
Ozaukee County,Wisconsin,55,89,,,,,,812.0,,,,,,,,,
Pepin County,Wisconsin,55,91,,,,,,589.0,,,,,,,,,
Pierce County,Wisconsin,55,93,,,,,,758.0,,,,,,,,,
Polk County,Wisconsin,55,95,,,,,,708.0,,,,,,,,,
Portage County,Wisconsin,55,97,,,,,,669.0,,,,,,,,,
Price County,Wisconsin,55,99,,,,,,573.0,,,,,,,,,
Racine County,Wisconsin,55,101,,,,,,759.0,,,,,,,,,
Richland County,Wisconsin,55,103,,,,,,617.0,,,,,,,,,
Rock County,Wisconsin,55,105,,,,,,743.0,,,,,,,,,
Rusk County,Wisconsin,55,107,,,,,,622.0,,,,,,,,,
Saint Croix County,Wisconsin,55,109,,,,,,860.0,,,,,,,,,
Sauk County,Wisconsin,55,111,,,,,,742.0,,,,,,,,,
Sawyer County,Wisconsin,55,113,,,,,,614.0,,,,,,,,,
Shawano County,Wisconsin,55,115,,,,,,617.0,,,,,,,,,
Sheboygan County,Wisconsin,55,117,,,,,,658.0,,,,,,,,,
Taylor County,Wisconsin,55,119,,,,,,558.0,,,,,,,,,
Trempealeau County,Wisconsin,55,121,,,,,,618.0,,,,,,,,,
Vernon County,Wisconsin,55,123,,,,,,615.0,,,,,,,,,
Vilas County,Wisconsin,55,125,,,,,,677.0,,,,,,,,,
Walworth County,Wisconsin,55,127,,,,,,816.0,,,,,,,,,
Washburn County,Wisconsin,55,129,,,,,,631.0,,,,,,,,,
Washington County,Wisconsin,55,131,,,,,,820.0,,,,,,,,,
Waukesha County,Wisconsin,55,133,,,,,,908.0,,,,,,,,,
Waupaca County,Wisconsin,55,135,,,,,,657.0,,,,,,,,,
Waushara County,Wisconsin,55,137,,,,,,644.0,,,,,,,,,
Winnebago County,Wisconsin,55,139,,,,,,659.0,,,,,,,,,
Wood County,Wisconsin,55,141,,,,,,582.0,,,,,,,,,
Albany County,Wyoming,56,1,,,,,,726.0,,,,,,,,,
Big Horn County,Wyoming,56,3,,,,,,601.0,,,,,,,,,
Campbell County,Wyoming,56,5,,,,,,912.0,,,,,,,,,
Carbon County,Wyoming,56,7,,,,,,777.0,,,,,,,,,
Converse County,Wyoming,56,9,,,,,,660.0,,,,,,,,,
Crook County,Wyoming,56,11,,,,,,720.0,,,,,,,,,
Fremont County,Wyoming,56,13,,,,,,663.0,,,,,,,,,
Goshen County,Wyoming,56,15,,,,,,611.0,,,,,,,,,
Hot Springs County,Wyoming,56,17,,,,,,566.0,,,,,,,,,
Johnson County,Wyoming,56,19,,,,,,746.0,,,,,,,,,
Laramie County,Wyoming,56,21,,,,,,760.0,,,,,,,,,
Lincoln County,Wyoming,56,23,,,,,,804.0,,,,,,,,,
Natrona County,Wyoming,56,25,,,,,,804.0,,,,,,,,,
Niobrara County,Wyoming,56,27,,,,,,559.0,,,,,,,,,
Park County,Wyoming,56,29,,,,,,666.0,,,,,,,,,
Platte County,Wyoming,56,31,,,,,,606.0,,,,,,,,,
Sheridan County,Wyoming,56,33,,,,,,748.0,,,,,,,,,
Sublette County,Wyoming,56,35,,,,,,1157.0,,,,,,,,,
Sweetwater County,Wyoming,56,37,,,,,,907.0,,,,,,,,,
Teton County,Wyoming,56,39,,,,,,1099.0,,,,,,,,,
Uinta County,Wyoming,56,41,,,,,,661.0,,,,,,,,,
Washakie County,Wyoming,56,43,,,,,,482.0,,,,,,,,,
Weston County,Wyoming,56,45,,,,,,719.0,,,,,,,,,
Autauga County,Alabama,1,1,,,,,,,0.4031,,,,,,,,
Baldwin County,Alabama,1,3,,,,,,,0.4455,,,,,,,,
Barbour County,Alabama,1,5,,,,,,,0.4658,,,,,,,,
Bibb County,Alabama,1,7,,,,,,,0.45,,,,,,,,
Blount County,Alabama,1,9,,,,,,,0.4144,,,,,,,,
Bullock County,Alabama,1,11,,,,,,,0.4899,,,,,,,,
Butler County,Alabama,1,13,,,,,,,0.4659,,,,,,,,
Calhoun County,Alabama,1,15,,,,,,,0.4594,,,,,,,,
Chambers County,Alabama,1,17,,,,,,,0.4773,,,,,,,,
Cherokee County,Alabama,1,19,,,,,,,0.4639,,,,,,,,
Chilton County,Alabama,1,21,,,,,,,0.4356,,,,,,,,
Choctaw County,Alabama,1,23,,,,,,,0.4814,,,,,,,,
Clarke County,Alabama,1,25,,,,,,,0.5205,,,,,,,,
Clay County,Alabama,1,27,,,,,,,0.4322,,,,,,,,
Cleburne County,Alabama,1,29,,,,,,,0.4346,,,,,,,,
Coffee County,Alabama,1,31,,,,,,,0.4509,,,,,,,,
Colbert County,Alabama,1,33,,,,,,,0.4385,,,,,,,,
Conecuh County,Alabama,1,35,,,,,,,0.5244,,,,,,,,
Coosa County,Alabama,1,37,,,,,,,0.4259,,,,,,,,
Covington County,Alabama,1,39,,,,,,,0.4568,,,,,,,,
Crenshaw County,Alabama,1,41,,,,,,,0.4828,,,,,,,,
Cullman County,Alabama,1,43,,,,,,,0.4489,,,,,,,,
Dale County,Alabama,1,45,,,,,,,0.4434,,,,,,,,
Dallas County,Alabama,1,47,,,,,,,0.5268,,,,,,,,
DeKalb County,Alabama,1,49,,,,,,,0.4397,,,,,,,,
Elmore County,Alabama,1,51,,,,,,,0.4083,,,,,,,,
Escambia County,Alabama,1,53,,,,,,,0.4777,,,,,,,,
Etowah County,Alabama,1,55,,,,,,,0.4436,,,,,,,,
Fayette County,Alabama,1,57,,,,,,,0.4581,,,,,,,,
Franklin County,Alabama,1,59,,,,,,,0.4482,,,,,,,,
Geneva County,Alabama,1,61,,,,,,,0.4572,,,,,,,,
Greene County,Alabama,1,63,,,,,,,0.4939,,,,,,,,
Hale County,Alabama,1,65,,,,,,,0.5143,,,,,,,,
Henry County,Alabama,1,67,,,,,,,0.4321,,,,,,,,
Houston County,Alabama,1,69,,,,,,,0.4745,,,,,,,,
Jackson County,Alabama,1,71,,,,,,,0.4405,,,,,,,,
Jefferson County,Alabama,1,73,,,,,,,0.4972,,,,,,,,
Lamar County,Alabama,1,75,,,,,,,0.438,,,,,,,,
Lauderdale County,Alabama,1,77,,,,,,,0.4497,,,,,,,,
Lawrence County,Alabama,1,79,,,,,,,0.4249,,,,,,,,
Lee County,Alabama,1,81,,,,,,,0.4816,,,,,,,,
Limestone County,Alabama,1,83,,,,,,,0.4501,,,,,,,,
Lowndes County,Alabama,1,85,,,,,,,0.5466,,,,,,,,
Macon County,Alabama,1,87,,,,,,,0.4634,,,,,,,,
Madison County,Alabama,1,89,,,,,,,0.4654,,,,,,,,
Marengo County,Alabama,1,91,,,,,,,0.5174,,,,,,,,
Marion County,Alabama,1,93,,,,,,,0.4727,,,,,,,,
Marshall County,Alabama,1,95,,,,,,,0.4578,,,,,,,,
Mobile County,Alabama,1,97,,,,,,,0.4711,,,,,,,,
Monroe County,Alabama,1,99,,,,,,,0.4774,,,,,,,,
Montgomery County,Alabama,1,101,,,,,,,0.4756,,,,,,,,
Morgan County,Alabama,1,103,,,,,,,0.45,,,,,,,,
Perry County,Alabama,1,105,,,,,,,0.4775,,,,,,,,
Pickens County,Alabama,1,107,,,,,,,0.4616,,,,,,,,
Pike County,Alabama,1,109,,,,,,,0.5025,,,,,,,,
Randolph County,Alabama,1,111,,,,,,,0.4952,,,,,,,,
Russell County,Alabama,1,113,,,,,,,0.4533,,,,,,,,
Saint Clair County,Alabama,1,115,,,,,,,0.4245,,,,,,,,
Shelby County,Alabama,1,117,,,,,,,0.4274,,,,,,,,
Sumter County,Alabama,1,119,,,,,,,0.4816,,,,,,,,
Talladega County,Alabama,1,121,,,,,,,0.4627,,,,,,,,
Tallapoosa County,Alabama,1,123,,,,,,,0.452,,,,,,,,
Tuscaloosa County,Alabama,1,125,,,,,,,0.4678,,,,,,,,
Walker County,Alabama,1,127,,,,,,,0.4588,,,,,,,,
Washington County,Alabama,1,129,,,,,,,0.4381,,,,,,,,
Wilcox County,Alabama,1,131,,,,,,,0.5292,,,,,,,,
Winston County,Alabama,1,133,,,,,,,0.4661,,,,,,,,
Anchorage Municipality,Alaska,2,20,,,,,,,0.4132,,,,,,,,
Bethel Census Area,Alaska,2,50,,,,,,,0.4486,,,,,,,,
Bristol Bay Borough,Alaska,2,60,,,,,,,0.3485,,,,,,,,
Fairbanks North Star Borough,Alaska,2,90,,,,,,,0.4081,,,,,,,,
Haines Borough,Alaska,2,100,,,,,,,0.3759,,,,,,,,
Juneau City and Borough,Alaska,2,110,,,,,,,0.3831,,,,,,,,
Kenai Peninsula Borough,Alaska,2,122,,,,,,,0.4198,,,,,,,,
Kodiak Island Borough,Alaska,2,150,,,,,,,0.3878,,,,,,,,
Matanuska-Susitna Borough,Alaska,2,170,,,,,,,0.4042,,,,,,,,
Nome Census Area,Alaska,2,180,,,,,,,0.4356,,,,,,,,
North Slope Borough,Alaska,2,185,,,,,,,0.356,,,,,,,,
Sitka City and Borough,Alaska,2,220,,,,,,,0.3813,,,,,,,,
Southeast Fairbanks Census Area,Alaska,2,240,,,,,,,0.413,,,,,,,,
Valdez-Cordova Census Area,Alaska,2,261,,,,,,,0.392,,,,,,,,
Wade Hampton Census Area,Alaska,2,270,,,,,,,0.398,,,,,,,,
Northwest Arctic Borough,Alaska,2,188,,,,,,,0.405,,,,,,,,
Aleutians East Borough,Alaska,2,13,,,,,,,0.3727,,,,,,,,
Aleutians West Census Area,Alaska,2,16,,,,,,,0.3827,,,,,,,,
Dillingham Census Area,Alaska,2,70,,,,,,,0.4378,,,,,,,,
Lake and Peninsula Borough,Alaska,2,164,,,,,,,0.4257,,,,,,,,
Denali Borough,Alaska,2,68,,,,,,,0.3741,,,,,,,,
Yukon-Koyukuk Census Area,Alaska,2,290,,,,,,,0.4571,,,,,,,,
Hoonah-Angoon Census Area,Alaska,2,105,,,,,,,0.44,,,,,,,,
Skagway Municipality,Alaska,2,230,,,,,,,0.3781,,,,,,,,
Yakutat City and Borough,Alaska,2,282,,,,,,,0.3296,,,,,,,,
Ketchikan Gateway Borough,Alaska,2,130,,,,,,,0.3981,,,,,,,,
Petersburg Borough,Alaska,2,195,,,,,,,0.4365,,,,,,,,
Prince of Wales-Hyder Census Area,Alaska,2,198,,,,,,,0.4239,,,,,,,,
Wrangell City and Borough,Alaska,2,275,,,,,,,0.4184,,,,,,,,
Apache County,Arizona,4,1,,,,,,,0.4738,,,,,,,,
Cochise County,Arizona,4,3,,,,,,,0.445,,,,,,,,
Coconino County,Arizona,4,5,,,,,,,0.4617,,,,,,,,
Gila County,Arizona,4,7,,,,,,,0.4215,,,,,,,,
Graham County,Arizona,4,9,,,,,,,0.4205,,,,,,,,
Greenlee County,Arizona,4,11,,,,,,,0.3722,,,,,,,,
Maricopa County,Arizona,4,13,,,,,,,0.4582,,,,,,,,
Mohave County,Arizona,4,15,,,,,,,0.4318,,,,,,,,
Navajo County,Arizona,4,17,,,,,,,0.4702,,,,,,,,
Pima County,Arizona,4,19,,,,,,,0.4672,,,,,,,,
Pinal County,Arizona,4,21,,,,,,,0.399,,,,,,,,
Santa Cruz County,Arizona,4,23,,,,,,,0.4793,,,,,,,,
Yavapai County,Arizona,4,25,,,,,,,0.4462,,,,,,,,
La Paz County,Arizona,4,12,,,,,,,0.4221,,,,,,,,
Yuma County,Arizona,4,27,,,,,,,0.4251,,,,,,,,
Arkansas County,Arkansas,5,1,,,,,,,0.4455,,,,,,,,
Ashley County,Arkansas,5,3,,,,,,,0.4555,,,,,,,,
Baxter County,Arkansas,5,5,,,,,,,0.4382,,,,,,,,
Benton County,Arkansas,5,7,,,,,,,0.4384,,,,,,,,
Boone County,Arkansas,5,9,,,,,,,0.4643,,,,,,,,
Bradley County,Arkansas,5,11,,,,,,,0.4984,,,,,,,,
Calhoun County,Arkansas,5,13,,,,,,,0.4255,,,,,,,,
Carroll County,Arkansas,5,15,,,,,,,0.438,,,,,,,,
Chicot County,Arkansas,5,17,,,,,,,0.5181,,,,,,,,
Clark County,Arkansas,5,19,,,,,,,0.4731,,,,,,,,
Clay County,Arkansas,5,21,,,,,,,0.4298,,,,,,,,
Cleburne County,Arkansas,5,23,,,,,,,0.4542,,,,,,,,
Cleveland County,Arkansas,5,25,,,,,,,0.4465,,,,,,,,
Columbia County,Arkansas,5,27,,,,,,,0.463,,,,,,,,
Conway County,Arkansas,5,29,,,,,,,0.4621,,,,,,,,
Craighead County,Arkansas,5,31,,,,,,,0.4874,,,,,,,,
Crawford County,Arkansas,5,33,,,,,,,0.4301,,,,,,,,
Crittenden County,Arkansas,5,35,,,,,,,0.4611,,,,,,,,
Cross County,Arkansas,5,37,,,,,,,0.4319,,,,,,,,
Dallas County,Arkansas,5,39,,,,,,,0.4638,,,,,,,,
Desha County,Arkansas,5,41,,,,,,,0.525,,,,,,,,
Drew County,Arkansas,5,43,,,,,,,0.4782,,,,,,,,
Faulkner County,Arkansas,5,45,,,,,,,0.4374,,,,,,,,
Franklin County,Arkansas,5,47,,,,,,,0.4409,,,,,,,,
Fulton County,Arkansas,5,49,,,,,,,0.4142,,,,,,,,
Garland County,Arkansas,5,51,,,,,,,0.4677,,,,,,,,
Grant County,Arkansas,5,53,,,,,,,0.4094,,,,,,,,
Greene County,Arkansas,5,55,,,,,,,0.4303,,,,,,,,
Hempstead County,Arkansas,5,57,,,,,,,0.4508,,,,,,,,
Hot Spring County,Arkansas,5,59,,,,,,,0.4189,,,,,,,,
Howard County,Arkansas,5,61,,,,,,,0.4466,,,,,,,,
Independence County,Arkansas,5,63,,,,,,,0.4768,,,,,,,,
Izard County,Arkansas,5,65,,,,,,,0.4422,,,,,,,,
Jackson County,Arkansas,5,67,,,,,,,0.4568,,,,,,,,
Jefferson County,Arkansas,5,69,,,,,,,0.4679,,,,,,,,
Johnson County,Arkansas,5,71,,,,,,,0.4993,,,,,,,,
Lafayette County,Arkansas,5,73,,,,,,,0.475,,,,,,,,
Lawrence County,Arkansas,5,75,,,,,,,0.4212,,,,,,,,
Lee County,Arkansas,5,77,,,,,,,0.4708,,,,,,,,
Lincoln County,Arkansas,5,79,,,,,,,0.4968,,,,,,,,
Little River County,Arkansas,5,81,,,,,,,0.4003,,,,,,,,
Logan County,Arkansas,5,83,,,,,,,0.4377,,,,,,,,
Lonoke County,Arkansas,5,85,,,,,,,0.39,,,,,,,,
Madison County,Arkansas,5,87,,,,,,,0.4378,,,,,,,,
Marion County,Arkansas,5,89,,,,,,,0.4045,,,,,,,,
