County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_60_and_over
Erie County,Ohio,77.5018704196317,39,043,16.2
Fairfield County,Ohio,79.0974885197777,39,045,11.1
Fayette County,Ohio,74.7556254565274,39,047,13.4
Franklin County,Ohio,77.4361192302578,39,049,8.4
Fulton County,Ohio,78.7046041789877,39,051,12.6
Gallia County,Ohio,75.0536359797763,39,053,14.0
Geauga County,Ohio,81.3467425865988,39,055,14.1
Greene County,Ohio,79.5749874593363,39,057,12.5
Guernsey County,Ohio,76.4126965099166,39,059,14.7
Hamilton County,Ohio,77.0103490129858,39,061,11.3
Hancock County,Ohio,78.8493315368556,39,063,12.9
Hardin County,Ohio,76.6588602695806,39,065,11.8
Harrison County,Ohio,76.1316630693774,39,067,16.8
Henry County,Ohio,78.9639845580122,39,069,13.5
Highland County,Ohio,75.7462692079958,39,071,13.8
Hocking County,Ohio,76.5892867807143,39,073,15.0
Holmes County,Ohio,79.4170903497219,39,075,10.3
Huron County,Ohio,77.2768745335087,39,077,12.1
Jackson County,Ohio,74.2857346998441,39,079,12.2
Jefferson County,Ohio,75.2400652155938,39,081,16.3
Knox County,Ohio,77.8692688025615,39,083,13.3
Lake County,Ohio,78.9691255969015,39,085,14.0
Lawrence County,Ohio,74.7786936486816,39,087,13.9
Licking County,Ohio,77.9289676154855,39,089,12.0
Logan County,Ohio,76.9352683973745,39,091,13.5
Lorain County,Ohio,78.3441562931265,39,093,12.6
Lucas County,Ohio,76.6742829178291,39,095,11.3
Madison County,Ohio,77.050423667996,39,097,10.0
Mahoning County,Ohio,76.8170241823361,39,099,15.0
Marion County,Ohio,76.6797776141111,39,101,11.3
Medina County,Ohio,80.0747485402658,39,103,12.1
Meigs County,Ohio,75.3297132790251,39,105,14.0
Mercer County,Ohio,79.1522705868227,39,107,13.5
Miami County,Ohio,78.2726700208534,39,109,13.8
Monroe County,Ohio,77.5969966317978,39,111,18.9
Montgomery County,Ohio,76.3459509782825,39,113,13.2
Morgan County,Ohio,77.4021984175888,39,115,16.8
Morrow County,Ohio,78.1706758428942,39,117,12.3
Muskingum County,Ohio,76.533165507332,39,119,13.3
Noble County,Ohio,80.8219120877373,39,121,18.5
Ottawa County,Ohio,78.915864120011,39,123,17.8
Paulding County,Ohio,77.7768375489964,39,125,13.0
Perry County,Ohio,76.6820812608645,39,127,11.6
Pickaway County,Ohio,76.9791012181657,39,129,11.0
Pike County,Ohio,74.2512197052991,39,131,12.6
Portage County,Ohio,78.57967216342,39,133,11.9
Preble County,Ohio,76.5756668410404,39,135,13.8
Putnam County,Ohio,80.1185236597328,39,137,12.3
Richland County,Ohio,77.3470962941403,39,139,14.1
Ross County,Ohio,75.724522057859,39,141,11.4
Sandusky County,Ohio,77.6410022755261,39,143,13.2
Scioto County,Ohio,74.3812322861788,39,145,13.2
Seneca County,Ohio,77.9946981120118,39,147,12.3
Shelby County,Ohio,78.6106467586808,39,149,11.4
Stark County,Ohio,78.1498604176915,39,151,14.2
Summit County,Ohio,77.7171173674376,39,153,12.6
Trumbull County,Ohio,76.7138320115805,39,155,15.4
Tuscarawas County,Ohio,78.509309340939,39,157,14.3
Union County,Ohio,78.8241861150223,39,159,8.9
Van Wert County,Ohio,78.1932129785786,39,161,14.3
Vinton County,Ohio,75.2828090316415,39,163,13.5
Warren County,Ohio,79.5749782854194,39,165,9.6
Washington County,Ohio,77.1917887479537,39,167,15.6
Wayne County,Ohio,78.7595356439489,39,169,13.1
Williams County,Ohio,78.4446962220383,39,171,14.1
Wood County,Ohio,79.3054567533441,39,173,10.8
Wyandot County,Ohio,78.3123764327508,39,175,14.2
Adair County,Oklahoma,73.6569132504799,40,001,12.2
Alfalfa County,Oklahoma,78.213851413375,40,003,16.8
Atoka County,Oklahoma,75.3433286350076,40,005,14.0
Beaver County,Oklahoma,78.1813459984802,40,007,15.0
Beckham County,Oklahoma,74.1872749120625,40,009,9.5
Blaine County,Oklahoma,74.9406776151362,40,011,12.3
Bryan County,Oklahoma,75.1453762595848,40,013,14.5
Caddo County,Oklahoma,73.0681813616997,40,015,12.4
Canadian County,Oklahoma,78.1653294503395,40,017,9.8
Carter County,Oklahoma,73.4698715237982,40,019,13.1
Cherokee County,Oklahoma,75.0788809045779,40,021,12.5
Choctaw County,Oklahoma,72.8809714212113,40,023,17.1
Cimarron County,Oklahoma,76.6820124213111,40,025,18.2
Cleveland County,Oklahoma,78.3073590759491,40,027,9.1
Coal County,Oklahoma,72.6220924239406,40,029,15.4
Comanche County,Oklahoma,75.910101680542,40,031,8.8
Cotton County,Oklahoma,74.8989943068628,40,033,15.4
Craig County,Oklahoma,74.2020531418993,40,035,14.7
Creek County,Oklahoma,74.4398532012905,40,037,13.6
Custer County,Oklahoma,75.6895843135263,40,039,11.7
Delaware County,Oklahoma,76.0081079157934,40,041,20.2
Dewey County,Oklahoma,74.7090360379116,40,043,17.0
Ellis County,Oklahoma,77.1296710068985,40,045,17.2
Garfield County,Oklahoma,75.9437209512167,40,047,13.4
Garvin County,Oklahoma,73.277113336676,40,049,14.8
Grady County,Oklahoma,75.7092720315495,40,051,12.3
Grant County,Oklahoma,76.1846442545534,40,053,19.0
Greer County,Oklahoma,75.4087622518666,40,055,13.7
Harmon County,Oklahoma,75.5418843243948,40,057,15.7
Harper County,Oklahoma,76.4686703120701,40,059,15.9
Haskell County,Oklahoma,74.0318880852263,40,061,17.2
Hughes County,Oklahoma,72.7455638741042,40,063,14.2
Jackson County,Oklahoma,75.3584266451956,40,065,11.2
Jefferson County,Oklahoma,73.2313457462357,40,067,17.9
Johnston County,Oklahoma,73.5721054662361,40,069,15.2
Kay County,Oklahoma,75.0160686104631,40,071,14.8
Kingfisher County,Oklahoma,76.9808284041109,40,073,13.5
Kiowa County,Oklahoma,73.0912776360791,40,075,16.0
Latimer County,Oklahoma,75.0664027693384,40,077,17.3
Le Flore County,Oklahoma,73.6016420109833,40,079,13.8
Lincoln County,Oklahoma,75.1453008030196,40,081,14.4
Logan County,Oklahoma,78.2734424377223,40,083,12.6
Love County,Oklahoma,75.3675795017152,40,085,16.1
McClain County,Oklahoma,76.262351816908,40,087,12.4
McCurtain County,Oklahoma,73.1402536004088,40,089,14.4
McIntosh County,Oklahoma,73.8058021127258,40,091,21.9
Major County,Oklahoma,76.6120482510747,40,093,17.2
Marshall County,Oklahoma,75.9198161294278,40,095,18.3
Mayes County,Oklahoma,74.8939454955916,40,097,14.4
Murray County,Oklahoma,73.9500924703815,40,099,16.9
Muskogee County,Oklahoma,73.1113994566584,40,101,13.0
Noble County,Oklahoma,76.4441895846163,40,103,15.0
Nowata County,Oklahoma,75.639692368007,40,105,16.8
Okfuskee County,Oklahoma,72.0859176222705,40,107,14.1
Oklahoma County,Oklahoma,75.7168643236211,40,109,10.3
Okmulgee County,Oklahoma,73.5589609506353,40,111,13.9
Osage County,Oklahoma,77.4382046213177,40,113,14.7
Ottawa County,Oklahoma,73.5190215300525,40,115,15.3
Pawnee County,Oklahoma,74.5069347314103,40,117,15.6
Payne County,Oklahoma,78.156343347304,40,119,9.1
Pittsburg County,Oklahoma,73.8733903728487,40,121,14.6
Pontotoc County,Oklahoma,74.3500794255313,40,123,13.2
Pottawatomie County,Oklahoma,74.3717685153726,40,125,13.1
Pushmataha County,Oklahoma,73.5656590429323,40,127,19.2
Roger Mills County,Oklahoma,77.7965452839383,40,129,15.5
Rogers County,Oklahoma,77.3104434818655,40,131,12.7
Seminole County,Oklahoma,72.2260660659344,40,133,14.6
Sequoyah County,Oklahoma,73.8133785336062,40,135,14.2
Stephens County,Oklahoma,75.1573231027423,40,137,15.7
Texas County,Oklahoma,76.8637693651323,40,139,8.9
Tillman County,Oklahoma,75.0806143691514,40,141,15.4
Tulsa County,Oklahoma,76.3623899772523,40,143,10.3
Wagoner County,Oklahoma,77.6545177428619,40,145,12.3
Washington County,Oklahoma,77.1129511973382,40,147,15.9
Washita County,Oklahoma,75.729076920225,40,149,15.4
Woods County,Oklahoma,76.9628598868597,40,151,14.4
Woodward County,Oklahoma,76.5433580967506,40,153,12.2
Baker County,Oregon,78.0753362251289,41,001,21.3
Benton County,Oregon,82.5157119433,41,003,10.9
Clackamas County,Oregon,80.5442463000983,41,005,12.4
Clatsop County,Oregon,78.5832335087269,41,007,15.7
Columbia County,Oregon,79.0763346634492,41,009,13.3
Coos County,Oregon,76.8641796738303,41,011,20.6
Crook County,Oregon,78.8418869262331,41,013,20.0
Curry County,Oregon,77.0152305515129,41,015,27.4
Deschutes County,Oregon,80.6050355307504,41,017,14.4
Douglas County,Oregon,77.4316300362063,41,019,20.0
Gilliam County,Oregon,80.9832218531754,41,021,16.0
Grant County,Oregon,80.0571771071902,41,023,24.3
Harney County,Oregon,78.4719292608875,41,025,18.4
Hood River County,Oregon,80.7364756469489,41,027,11.2
Jackson County,Oregon,78.9060452807828,41,029,16.4
Jefferson County,Oregon,77.6465483142264,41,031,14.8
Josephine County,Oregon,76.9735092473363,41,033,20.9
Klamath County,Oregon,76.9173800027263,41,035,16.6
Lake County,Oregon,78.5569529958845,41,037,20.0
Lane County,Oregon,79.2866442688774,41,039,13.7
Lincoln County,Oregon,78.1651331420068,41,041,20.8
Linn County,Oregon,78.1904549692376,41,043,14.3
Malheur County,Oregon,78.2363069729391,41,045,12.9
Marion County,Oregon,79.1189423976745,41,047,11.3
Morrow County,Oregon,79.6234343370333,41,049,11.6
Multnomah County,Oregon,79.1240863264622,41,051,9.1
Polk County,Oregon,80.4446290119376,41,053,14.1
Sherman County,Oregon,81.1578825056856,41,055,19.5
Tillamook County,Oregon,79.1183410643878,41,057,19.7
Umatilla County,Oregon,78.4984942545097,41,059,11.5
Union County,Oregon,79.1320815678523,41,061,15.3
Wallowa County,Oregon,80.3690972337076,41,063,23.5
Wasco County,Oregon,77.6534197905577,41,065,16.5
Washington County,Oregon,82.1110833223254,41,067,8.7
Wheeler County,Oregon,79.7539818779963,41,069,34.2
Yamhill County,Oregon,79.6514837770657,41,071,12.2
Adams County,Pennsylvania,79.6490113694166,42,001,14.5
Allegheny County,Pennsylvania,78.4201941780666,42,003,14.1
Armstrong County,Pennsylvania,77.5527650679597,42,005,16.1
Beaver County,Pennsylvania,77.7525360707217,42,007,16.0
Bedford County,Pennsylvania,78.694826848397,42,009,16.9
Berks County,Pennsylvania,79.353899524622,42,011,12.8
Blair County,Pennsylvania,77.1979362793643,42,013,15.1
Bradford County,Pennsylvania,78.3776614706278,42,015,16.1
Bucks County,Pennsylvania,80.0716232467026,42,017,12.9
Butler County,Pennsylvania,79.0531369488193,42,019,13.3
Cambria County,Pennsylvania,77.2074143754192,42,021,15.7
Cameron County,Pennsylvania,78.9985168212632,42,023,18.8
Carbon County,Pennsylvania,77.0276328344113,42,025,15.7
Centre County,Pennsylvania,81.9658787327856,42,027,9.8
Chester County,Pennsylvania,81.1321750649522,42,029,11.5
Clarion County,Pennsylvania,78.0814130738752,42,031,14.9
Clearfield County,Pennsylvania,78.151775286466,42,033,14.7
Clinton County,Pennsylvania,78.5272931172222,42,035,14.7
Columbia County,Pennsylvania,78.8112903137766,42,037,14.2
Crawford County,Pennsylvania,77.513284021149,42,039,15.4
Cumberland County,Pennsylvania,80.0597832333766,42,041,13.5
Dauphin County,Pennsylvania,78.5570299041448,42,043,12.0
Delaware County,Pennsylvania,78.4941389270158,42,045,12.1
Elk County,Pennsylvania,78.4527414423587,42,047,16.8
Erie County,Pennsylvania,78.0223334899198,42,049,12.5
Fayette County,Pennsylvania,76.123286419734,42,051,15.3
Forest County,Pennsylvania,76.8944305745127,42,053,15.0
Franklin County,Pennsylvania,79.6485723925647,42,055,15.0
Fulton County,Pennsylvania,78.2661654625311,42,057,15.9
Greene County,Pennsylvania,76.4990882320713,42,059,13.1
Huntingdon County,Pennsylvania,78.9464460294832,42,061,13.9
Indiana County,Pennsylvania,78.8963116902439,42,063,13.7
Jefferson County,Pennsylvania,77.5750189550308,42,065,15.9
Juniata County,Pennsylvania,79.099432722126,42,067,15.4
Lackawanna County,Pennsylvania,77.1975026279802,42,069,14.9
Lancaster County,Pennsylvania,80.2352625437193,42,071,13.4
Lawrence County,Pennsylvania,77.6081326731408,42,073,16.3
Lebanon County,Pennsylvania,79.366377840628,42,075,15.0
Lehigh County,Pennsylvania,79.4344843972156,42,077,12.8
Luzerne County,Pennsylvania,77.0524008290447,42,079,14.9
Lycoming County,Pennsylvania,78.4340526744191,42,081,14.1
McKean County,Pennsylvania,77.1131287071783,42,083,14.5
Mercer County,Pennsylvania,77.7995596600875,42,085,15.9
Mifflin County,Pennsylvania,78.4229411109851,42,087,16.5
Monroe County,Pennsylvania,78.8062874375103,42,089,11.9
Montgomery County,Pennsylvania,80.7737281495742,42,091,13.1
Montour County,Pennsylvania,78.4825318424176,42,093,15.5
Northampton County,Pennsylvania,80.061116184748,42,095,13.6
Northumberland County,Pennsylvania,77.726474662077,42,097,15.5
Perry County,Pennsylvania,77.7291845793053,42,099,12.4
Philadelphia County,Pennsylvania,75.6899890046334,42,101,10.0
Pike County,Pennsylvania,80.1413746720034,42,103,15.9
Potter County,Pennsylvania,78.598387719556,42,105,18.0
Schuylkill County,Pennsylvania,76.470118997366,42,107,15.1
Snyder County,Pennsylvania,80.2430211604804,42,109,13.6
Somerset County,Pennsylvania,78.0622807379323,42,111,15.8
Sullivan County,Pennsylvania,76.5938512787207,42,113,22.7
Susquehanna County,Pennsylvania,78.0701590695715,42,115,16.8
Tioga County,Pennsylvania,78.9591744072778,42,117,16.9
Union County,Pennsylvania,81.2526537318946,42,119,11.7
Venango County,Pennsylvania,77.4498287761158,42,121,15.8
Warren County,Pennsylvania,78.3208008413361,42,123,17.2
Washington County,Pennsylvania,77.6613122799956,42,125,15.2
Wayne County,Pennsylvania,78.0164379961433,42,127,17.2
Westmoreland County,Pennsylvania,78.5383771212102,42,129,16.4
Wyoming County,Pennsylvania,77.4142079276379,42,131,14.7
York County,Pennsylvania,79.3015757018981,42,133,12.6
Bristol County,Rhode Island,81.3349718673075,44,001,15.0
Kent County,Rhode Island,79.3208826015824,44,003,13.3
Newport County,Rhode Island,81.2986708633524,44,005,15.5
Providence County,Rhode Island,79.4989449432078,44,007,11.3
Washington County,Rhode Island,81.287987975741,44,009,13.8
Abbeville County,South Carolina,76.5546140449695,45,001,14.7
Aiken County,South Carolina,77.0462405096629,45,003,14.2
Allendale County,South Carolina,73.4829522741102,45,005,10.7
Anderson County,South Carolina,76.0079023325299,45,007,13.7
Bamberg County,South Carolina,74.9076326969608,45,009,14.4
Barnwell County,South Carolina,74.060720034047,45,011,12.3
Beaufort County,South Carolina,81.6708030026769,45,013,19.9
Berkeley County,South Carolina,78.002017859236,45,015,9.2
Calhoun County,South Carolina,76.1079324597715,45,017,15.5
Charleston County,South Carolina,78.5513645768897,45,019,11.4
Cherokee County,South Carolina,74.4577076723186,45,021,11.9
Chester County,South Carolina,73.8584466246305,45,023,13.2
Chesterfield County,South Carolina,74.6944390581118,45,025,12.1
Clarendon County,South Carolina,75.8478650704583,45,027,15.7
Colleton County,South Carolina,73.4878198991466,45,029,14.6
Darlington County,South Carolina,73.7362698391129,45,031,12.7
Dillon County,South Carolina,72.9255721244712,45,033,11.3
Dorchester County,South Carolina,78.3806604502882,45,035,9.1
Edgefield County,South Carolina,78.870533527743,45,037,10.9
Fairfield County,South Carolina,74.2433710362961,45,039,13.8
Florence County,South Carolina,74.5023876696339,45,041,11.5
Georgetown County,South Carolina,76.7115325901028,45,043,19.4
Greenville County,South Carolina,77.9110613085729,45,045,11.2
Greenwood County,South Carolina,76.9803826426887,45,047,13.4
Hampton County,South Carolina,74.4685753785154,45,049,11.8
Horry County,South Carolina,76.9124933167539,45,051,16.3
Jasper County,South Carolina,76.6801060485973,45,053,10.1
Kershaw County,South Carolina,76.6141852130464,45,055,12.8
Lancaster County,South Carolina,76.9922081503045,45,057,13.8
Laurens County,South Carolina,74.5205182827544,45,059,13.3
Lee County,South Carolina,72.9815552496086,45,061,10.7
Lexington County,South Carolina,77.8652159373194,45,063,11.0
McCormick County,South Carolina,76.9257917022418,45,065,22.3
Marion County,South Carolina,72.8214255239057,45,067,12.7
Marlboro County,South Carolina,72.7505496246093,45,069,10.6
Newberry County,South Carolina,76.3660475543563,45,071,13.8
Oconee County,South Carolina,76.8953171893745,45,073,17.8
Orangeburg County,South Carolina,74.4404851209941,45,075,13.3
Pickens County,South Carolina,76.9200414435742,45,077,11.7
Richland County,South Carolina,77.2367398809477,45,079,8.4
Saluda County,South Carolina,77.2357318968332,45,081,14.2
Spartanburg County,South Carolina,75.823733776989,45,083,11.8
Sumter County,South Carolina,75.8302692811265,45,085,11.1
Union County,South Carolina,74.0726391189325,45,087,14.2
Williamsburg County,South Carolina,73.4358745671627,45,089,12.5
York County,South Carolina,77.4146598073724,45,091,10.2
Aurora County,South Dakota,80.1944568043233,46,003,16.8
Beadle County,South Dakota,79.0912358512811,46,005,14.3
Bennett County,South Dakota,73.7620018924249,46,007,10.7
Bon Homme County,South Dakota,80.9396365512622,46,009,15.5
Brookings County,South Dakota,81.6406728497061,46,011,8.7
Brown County,South Dakota,80.0110205449014,46,013,14.3
Brule County,South Dakota,78.8748611812474,46,015,15.2
Buffalo County,South Dakota,70.58851511959,46,017,6.7
Butte County,South Dakota,77.8414169789923,46,019,15.9
Campbell County,South Dakota,81.5167598397089,46,021,25.5
Charles Mix County,South Dakota,78.2144952785479,46,023,16.2
Clark County,South Dakota,80.1592606715103,46,025,19.4
Clay County,South Dakota,79.4566235363705,46,027,9.0
Codington County,South Dakota,80.3633249434353,46,029,12.8
Corson County,South Dakota,70.8000440418209,46,031,9.9
Custer County,South Dakota,80.0080451971052,46,033,21.5
Davison County,South Dakota,80.074070377042,46,035,13.3
Day County,South Dakota,78.9430457680477,46,037,21.5
Deuel County,South Dakota,80.6584754503487,46,039,17.9
Dewey County,South Dakota,70.5649978866486,46,041,8.6
Douglas County,South Dakota,80.5801330417132,46,043,21.6
Edmunds County,South Dakota,80.3955247450146,46,045,19.0
Fall River County,South Dakota,75.9565138293828,46,047,21.6
Faulk County,South Dakota,80.234779561656,46,049,22.7
Grant County,South Dakota,79.3630748067329,46,051,16.2
Gregory County,South Dakota,78.16771780279,46,053,20.2
Haakon County,South Dakota,78.4861420959464,46,055,16.5
Hamlin County,South Dakota,78.9496029269522,46,057,14.5
Hand County,South Dakota,80.7128810803556,46,059,22.6
Hanson County,South Dakota,80.9139879406333,46,061,13.4
Harding County,South Dakota,81.5690542416293,46,063,11.5
Hughes County,South Dakota,79.4517002823879,46,065,12.3
Hutchinson County,South Dakota,80.4653115327341,46,067,22.1
Hyde County,South Dakota,78.3894929954729,46,069,20.4
Jerauld County,South Dakota,80.0466879634335,46,073,21.0
Jones County,South Dakota,79.2306432192927,46,075,20.1
Kingsbury County,South Dakota,79.1912198769516,46,077,18.5
Lake County,South Dakota,80.7179946662057,46,079,15.6
Lawrence County,South Dakota,80.5541866702122,46,081,15.2
Lincoln County,South Dakota,83.9857075366106,46,083,8.1
Lyman County,South Dakota,77.46839943966,46,085,13.1
McCook County,South Dakota,78.3842511227543,46,087,16.2
McPherson County,South Dakota,80.351269005032,46,089,23.6
Marshall County,South Dakota,80.1885868274638,46,091,16.4
Meade County,South Dakota,78.7974123547466,46,093,11.0
Mellette County,South Dakota,72.9335074430473,46,095,12.7
Miner County,South Dakota,79.772983575224,46,097,17.7
Minnehaha County,South Dakota,79.2752821335582,46,099,9.4
Moody County,South Dakota,81.0035129555368,46,101,13.1
Pennington County,South Dakota,80.1006833476461,46,103,12.0
Perkins County,South Dakota,78.5646187315079,46,105,21.4
Potter County,South Dakota,78.8352362961342,46,107,23.3
Roberts County,South Dakota,77.5628589648141,46,109,16.0
Sanborn County,South Dakota,79.2659714765691,46,111,18.3
Shannon County,South Dakota,66.6866950364587,46,113,5.3
Spink County,South Dakota,79.7838504110077,46,115,17.3
Stanley County,South Dakota,80.742412989763,46,117,15.9
Sully County,South Dakota,82.0344207021742,46,119,16.7
Todd County,South Dakota,68.467171866303,46,121,5.5
Tripp County,South Dakota,78.5051077902533,46,123,17.6
Turner County,South Dakota,79.5167587957526,46,125,16.2
Union County,South Dakota,81.4461192729029,46,127,13.6
Walworth County,South Dakota,77.6092644772388,46,129,20.9
Yankton County,South Dakota,80.3094071644126,46,135,13.1
Ziebach County,South Dakota,76.951980359716,46,137,8.9
Jackson County,South Dakota,74.4915300092174,46,071,12.9
Anderson County,Tennessee,76.1776655444476,47,001,15.3
Bedford County,Tennessee,75.2757525090034,47,003,12.0
Benton County,Tennessee,72.9903672791984,47,005,18.8
Bledsoe County,Tennessee,76.7122909615176,47,007,13.3
Blount County,Tennessee,77.3569191671141,47,009,14.6
Bradley County,Tennessee,76.702817679307,47,011,12.7
Campbell County,Tennessee,73.2188670413967,47,013,15.8
Cannon County,Tennessee,75.0480450892477,47,015,14.2
Carroll County,Tennessee,73.5581838384994,47,017,15.7
Carter County,Tennessee,76.2282263133238,47,019,15.5
Cheatham County,Tennessee,75.2974219131138,47,021,10.4
Chester County,Tennessee,76.5733063316345,47,023,13.6
Claiborne County,Tennessee,73.3301005454143,47,025,14.6
Clay County,Tennessee,74.233963747345,47,027,19.9
Cocke County,Tennessee,73.0491389521973,47,029,16.4
Coffee County,Tennessee,74.6232024239982,47,031,14.0
Crockett County,Tennessee,74.9799166569812,47,033,13.9
Cumberland County,Tennessee,77.2132630531129,47,035,26.0
Davidson County,Tennessee,77.0498747272764,47,037,8.7
Decatur County,Tennessee,75.0640189754979,47,039,18.7
DeKalb County,Tennessee,73.9153869601868,47,041,13.5
Dickson County,Tennessee,75.4746205958301,47,043,11.7
Dyer County,Tennessee,74.8803678512879,47,045,12.0
Fayette County,Tennessee,77.8328724854486,47,047,14.2
Fentress County,Tennessee,72.9603447748258,47,049,16.0
Franklin County,Tennessee,76.0208182079924,47,051,16.1
Gibson County,Tennessee,73.8445755524247,47,053,14.5
Giles County,Tennessee,75.4352858373049,47,055,15.2
Grainger County,Tennessee,74.5567610984934,47,057,14.9
Greene County,Tennessee,75.1220420151944,47,059,15.7
Grundy County,Tennessee,71.692878357299,47,061,16.1
Hamblen County,Tennessee,75.1002970771182,47,063,13.9
Hamilton County,Tennessee,77.5192368333293,47,065,12.6
Hancock County,Tennessee,72.6433473460511,47,067,14.8
Hardeman County,Tennessee,74.7851488908007,47,069,11.4
Hardin County,Tennessee,73.9625366628562,47,071,17.4
Hawkins County,Tennessee,75.213026197946,47,073,15.5
Haywood County,Tennessee,75.0871026056506,47,075,12.0
Henderson County,Tennessee,74.5507129335503,47,077,12.9
Henry County,Tennessee,74.6037072383468,47,079,18.0
Hickman County,Tennessee,75.1212162109472,47,081,11.8
Houston County,Tennessee,74.8075898857533,47,083,16.1
Humphreys County,Tennessee,74.9070491587908,47,085,16.3
Jackson County,Tennessee,74.2821936400059,47,087,16.4
Jefferson County,Tennessee,75.9637780838364,47,089,15.3
Johnson County,Tennessee,75.4833626281111,47,091,15.4
Knox County,Tennessee,76.9018083052656,47,093,11.4
Lake County,Tennessee,72.6584767072105,47,095,9.6
Lauderdale County,Tennessee,74.267872379044,47,097,10.1
Lawrence County,Tennessee,75.1157895088495,47,099,14.0
Lewis County,Tennessee,75.2852733744117,47,101,14.0
Lincoln County,Tennessee,75.5680512864634,47,103,14.7
Loudon County,Tennessee,77.5893609018783,47,105,20.2
McMinn County,Tennessee,74.9937354012973,47,107,15.3
McNairy County,Tennessee,73.8105896404178,47,109,15.9
Macon County,Tennessee,73.9761409865795,47,111,12.1
Madison County,Tennessee,76.6949475453888,47,113,11.7
Marion County,Tennessee,74.5089513226115,47,115,14.2
Marshall County,Tennessee,75.851573899911,47,117,11.7
Maury County,Tennessee,76.4398780143494,47,119,11.4
Meigs County,Tennessee,73.2916972780979,47,121,15.9
Monroe County,Tennessee,75.5152441123373,47,123,15.2
Montgomery County,Tennessee,76.4975671182216,47,125,7.1
Moore County,Tennessee,78.3157688684933,47,127,17.0
Morgan County,Tennessee,75.0572608438593,47,129,11.7
Obion County,Tennessee,75.4029497837009,47,131,14.7
Overton County,Tennessee,74.108359292631,47,133,15.4
Perry County,Tennessee,74.2781650836019,47,135,16.7
Pickett County,Tennessee,75.7946861722881,47,137,21.3
Polk County,Tennessee,74.2244039258364,47,139,16.3
Putnam County,Tennessee,75.9933846667786,47,141,12.9
Rhea County,Tennessee,74.6857135616076,47,143,14.1
Roane County,Tennessee,75.4662786978718,47,145,16.9
Robertson County,Tennessee,76.0314594781642,47,147,10.7
Rutherford County,Tennessee,78.0329526563821,47,149,7.4
Scott County,Tennessee,73.220068797708,47,151,12.3
Sequatchie County,Tennessee,75.6933637795147,47,153,15.3
Sevier County,Tennessee,76.5557390331784,47,155,14.4
Shelby County,Tennessee,75.8428757362747,47,157,8.6
Smith County,Tennessee,74.8338564139781,47,159,12.3
Stewart County,Tennessee,75.0012912352845,47,161,15.0
Sullivan County,Tennessee,76.0283400123907,47,163,16.7
Sumner County,Tennessee,78.0175700800662,47,165,11.3
Tipton County,Tennessee,75.5254999603982,47,167,10.1
Trousdale County,Tennessee,74.2938826324973,47,169,11.5
Unicoi County,Tennessee,74.8747880536471,47,171,17.3
Union County,Tennessee,74.5730367736006,47,173,12.8
Van Buren County,Tennessee,75.5577165095296,47,175,16.1
Warren County,Tennessee,74.513317553322,47,177,13.3
Washington County,Tennessee,76.5172060180112,47,179,13.7
Wayne County,Tennessee,75.2975105295222,47,181,12.9
Weakley County,Tennessee,76.3973900518128,47,183,13.2
White County,Tennessee,74.3047186317088,47,185,15.7
Williamson County,Tennessee,81.8649703826682,47,187,9.0
Wilson County,Tennessee,77.9447176940437,47,189,11.4
Anderson County,Texas,73.808518399089,48,001,10.0
Andrews County,Texas,76.7943009015044,48,003,9.7
Angelina County,Texas,75.9343183923887,48,005,12.2
Aransas County,Texas,75.5705932899885,48,007,24.2
Archer County,Texas,78.822128985781,48,009,15.1
Armstrong County,Texas,76.9044510680001,48,011,21.5
Atascosa County,Texas,77.5697284774244,48,013,12.0
Austin County,Texas,78.2511222182086,48,015,14.7
Bailey County,Texas,77.3425519622911,48,017,9.3
Bandera County,Texas,79.5922296082375,48,019,21.2
Bastrop County,Texas,77.4688340902497,48,021,10.6
Baylor County,Texas,75.4685947760442,48,023,24.8
Bee County,Texas,77.0585413487789,48,025,7.9
Bell County,Texas,77.9246430102917,48,027,7.8
Bexar County,Texas,78.5222744942105,48,029,9.0
Blanco County,Texas,79.0591275517415,48,031,17.4
Bosque County,Texas,76.5030647763147,48,035,20.2
Bowie County,Texas,75.5713799588799,48,037,11.8
Brazoria County,Texas,78.37663145418,48,039,8.6
Brazos County,Texas,80.1573644849949,48,041,6.3
Brewster County,Texas,80.8050507177825,48,043,15.8
Briscoe County,Texas,78.1439592925105,48,045,20.5
Brooks County,Texas,75.8889458881456,48,047,13.9
Brown County,Texas,75.1650766475048,48,049,15.6
Burleson County,Texas,77.3695400145118,48,051,16.6
Burnet County,Texas,78.752589163398,48,053,18.3
Caldwell County,Texas,77.9826042256667,48,055,10.6
Calhoun County,Texas,77.4488675059329,48,057,14.6
Callahan County,Texas,75.9095016260194,48,059,17.3
Cameron County,Texas,80.0150287716986,48,061,10.1
Camp County,Texas,74.7121155886648,48,063,16.3
Carson County,Texas,77.5037821405661,48,065,16.0
Cass County,Texas,74.892796890548,48,067,17.5
Castro County,Texas,78.4973478927778,48,069,12.9
Chambers County,Texas,77.2510093163623,48,071,8.7
Cherokee County,Texas,76.0849254003898,48,073,12.8
Childress County,Texas,76.5007352818854,48,075,9.6
Clay County,Texas,77.3090549977851,48,077,16.8
Cochran County,Texas,76.0292709976221,48,079,12.4
Coke County,Texas,76.724566166898,48,081,23.3
