County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Disability Rate,Rent Denominator,Poverty Rate,Black Population,High School Degree or Higher (%),Year
Alcorn County,Mississippi,73.5396761606999,28,3,460.0,6.5,14649.0,1179.0,525.0,37090.0,31319.0,989.0,42086.0,183.0,0.4654,39.7,17.1,9590.0,21.0,4585.0,15.0,4492.0,81.3,2019
Amite County,Mississippi,75.9042389324328,28,5,280.0,8.6,5218.0,0.0,137.0,12412.0,7119.0,462.0,33981.0,177.0,0.513,47.1,12.6,3401.0,21.6,788.0,26.7,5202.0,81.9,2019
Attala County,Mississippi,72.8576909799673,28,7,474.0,10.0,6941.0,377.0,446.0,18437.0,9916.0,638.0,33767.0,196.0,0.5098,39.8,13.9,4735.0,22.8,1910.0,26.7,7792.0,77.6,2019
Benton County,Mississippi,73.5793688949727,28,9,28.0,5.9,3149.0,214.0,59.0,8232.0,5051.0,164.0,36258.0,93.0,0.4587,41.5,11.5,2082.0,17.4,611.0,20.3,2813.0,72.6,2019
Bolivar County,Mississippi,71.0922222769784,28,11,1263.0,8.2,12111.0,687.0,1458.0,31848.0,10497.0,1654.0,29854.0,288.0,0.5283,35.6,23.6,7719.0,19.3,5620.0,35.0,20453.0,77.8,2019
Calhoun County,Mississippi,74.3455944226729,28,13,261.0,5.1,5846.0,873.0,188.0,14499.0,9459.0,470.0,37263.0,216.0,0.4152,41.4,11.8,3752.0,21.6,1488.0,21.6,3968.0,77.5,2019
Carroll County,Mississippi,76.398243956759,28,15,103.0,7.2,3827.0,24.0,178.0,10070.0,6499.0,147.0,46052.0,72.0,0.4482,47.6,12.2,2685.0,19.4,721.0,17.0,3499.0,80.2,2019
Chickasaw County,Mississippi,74.6750155828738,28,17,296.0,3.7,6476.0,841.0,444.0,17193.0,8651.0,762.0,36548.0,183.0,0.4516,37.8,12.4,4278.0,19.1,1963.0,20.6,7616.0,75.4,2019
Choctaw County,Mississippi,75.7191755686119,28,19,106.0,8.5,3228.0,49.0,55.0,8277.0,5611.0,169.0,36777.0,93.0,0.4758,44.0,19.1,2010.0,26.3,692.0,19.9,2566.0,80.5,2019
Claiborne County,Mississippi,72.5800080200203,28,21,153.0,12.6,2908.0,8.0,112.0,9089.0,1028.0,329.0,29338.0,96.0,0.4696,33.9,24.0,1897.0,13.6,888.0,41.0,7928.0,80.3,2019
Clarke County,Mississippi,73.5375508947883,28,23,256.0,6.9,6237.0,102.0,254.0,15770.0,10028.0,544.0,43207.0,170.0,0.4894,42.2,12.5,4397.0,23.8,1042.0,19.1,5592.0,82.9,2019
Clay County,Mississippi,74.7405950197326,28,25,472.0,10.3,7618.0,14.0,498.0,19640.0,7622.0,769.0,31833.0,233.0,0.5082,39.5,20.4,4841.0,9.6,2182.0,25.5,11784.0,81.7,2019
Coahoma County,Mississippi,70.2628908768596,28,27,1071.0,14.8,8782.0,86.0,978.0,23255.0,4860.0,1246.0,29121.0,139.0,0.5442,34.8,16.5,5637.0,13.8,4340.0,34.8,18050.0,79.5,2019
Copiah County,Mississippi,74.3562169414243,28,29,296.0,7.5,9414.0,902.0,358.0,28501.0,12849.0,960.0,42151.0,329.0,0.454,38.5,14.5,6609.0,15.2,2143.0,24.0,14698.0,80.2,2019
Covington County,Mississippi,72.8512805309686,28,31,94.0,8.2,6759.0,452.0,337.0,18978.0,11886.0,624.0,38178.0,196.0,0.4543,37.3,14.7,4965.0,18.3,1473.0,24.2,6946.0,83.2,2019
DeSoto County,Mississippi,76.8743246499726,28,33,1488.0,5.3,62890.0,8836.0,3119.0,178975.0,119455.0,4697.0,67038.0,734.0,0.4054,36.8,25.0,45789.0,11.5,16359.0,9.2,48835.0,90.4,2019
Forrest County,Mississippi,73.8191773831766,28,35,1508.0,8.1,28086.0,2203.0,3142.0,75224.0,44649.0,2848.0,39840.0,649.0,0.4955,32.5,27.8,16991.0,20.8,12778.0,26.0,27951.0,87.4,2019
Franklin County,Mississippi,74.5655055762087,28,37,54.0,4.7,2928.0,21.0,74.0,7733.0,4903.0,125.0,40219.0,95.0,0.4748,42.5,12.0,2096.0,18.1,676.0,15.1,2782.0,84.6,2019
George County,Mississippi,72.565718154723,28,39,272.0,13.2,7592.0,683.0,267.0,23917.0,21255.0,335.0,47292.0,187.0,0.4574,36.4,13.8,5309.0,19.6,1382.0,17.2,1920.0,84.3,2019
Greene County,Mississippi,74.8822337691482,28,41,145.0,11.9,3925.0,163.0,104.0,13645.0,10021.0,209.0,49677.0,43.0,0.4195,40.4,9.7,2624.0,21.8,676.0,18.4,3538.0,76.2,2019
Grenada County,Mississippi,71.60343134059,28,43,475.0,6.5,8391.0,127.0,459.0,21088.0,11577.0,865.0,40122.0,213.0,0.4692,39.2,21.3,5362.0,20.7,3024.0,21.1,9161.0,80.8,2019
Hancock County,Mississippi,76.6075095829761,28,45,665.0,8.1,20036.0,1794.0,1164.0,46961.0,41108.0,1648.0,48119.0,529.0,0.4526,44.4,22.0,13081.0,18.6,4905.0,18.5,3765.0,87.5,2019
Harrison County,Mississippi,74.8186801933381,28,47,3884.0,9.4,78104.0,11193.0,8609.0,204502.0,138940.0,7723.0,47894.0,1154.0,0.4602,36.2,23.1,51580.0,16.2,33863.0,20.1,50994.0,88.3,2019
Hinds County,Mississippi,74.979120187671,28,49,4914.0,9.3,88611.0,3676.0,9117.0,238797.0,60513.0,10639.0,44625.0,1720.0,0.4692,34.8,29.0,55237.0,12.7,37203.0,21.3,173413.0,87.5,2019
Holmes County,Mississippi,71.070385741197,28,51,435.0,16.3,6188.0,30.0,398.0,17737.0,2749.0,1031.0,21504.0,335.0,0.5747,34.7,10.2,3722.0,20.4,2397.0,42.4,14903.0,76.8,2019
Humphreys County,Mississippi,72.0853185835422,28,53,250.0,14.6,3186.0,278.0,270.0,8389.0,1743.0,394.0,28962.0,233.0,0.5413,38.3,12.8,2078.0,22.2,1215.0,36.4,6375.0,69.9,2019
Issaquena County,Mississippi,74.0041473572255,28,55,78.0,11.8,483.0,18.0,24.0,1361.0,514.0,28.0,24208.0,12.0,0.5659,42.2,3.2,274.0,30.1,272.0,36.0,839.0,60.5,2019
Itawamba County,Mississippi,73.9053097424301,28,57,161.0,1.8,8653.0,376.0,278.0,23462.0,21363.0,557.0,44567.0,123.0,0.4215,39.9,13.2,6207.0,17.7,2047.0,13.5,1709.0,79.1,2019
Jackson County,Mississippi,75.6165830340245,28,59,1350.0,8.0,52423.0,9242.0,3621.0,142376.0,100751.0,4384.0,51657.0,780.0,0.4623,38.8,21.1,34681.0,17.9,15837.0,16.2,30305.0,88.7,2019
Jasper County,Mississippi,74.7700053302954,28,61,149.0,5.8,6629.0,75.0,94.0,16505.0,7379.0,686.0,35872.0,244.0,0.4861,41.0,15.1,4746.0,17.7,992.0,22.3,8964.0,84.2,2019
Jefferson County,Mississippi,72.9302292576344,28,63,176.0,10.2,2448.0,522.0,63.0,7225.0,959.0,272.0,25019.0,104.0,0.4939,40.5,15.9,1488.0,12.4,799.0,37.6,6198.0,78.0,2019
Jefferson Davis County,Mississippi,72.9476128619163,28,65,195.0,9.0,4713.0,40.0,293.0,11339.0,4303.0,344.0,32116.0,151.0,0.5073,44.0,14.1,3003.0,17.5,1150.0,24.9,6950.0,82.4,2019
Jones County,Mississippi,74.5967220589514,28,67,911.0,5.2,24858.0,3073.0,1499.0,68352.0,46881.0,2509.0,41775.0,585.0,0.4806,37.5,20.8,16987.0,16.9,6799.0,21.7,20077.0,84.1,2019
Kemper County,Mississippi,76.1864347493594,28,69,293.0,10.5,3611.0,58.0,66.0,9943.0,3433.0,413.0,31103.0,115.0,0.4665,41.4,14.7,2201.0,21.4,952.0,28.5,6134.0,82.1,2019
Lafayette County,Mississippi,78.0114111232811,28,71,622.0,5.7,18721.0,1407.0,2515.0,53590.0,38275.0,1211.0,50272.0,150.0,0.5212,30.5,45.6,11111.0,10.8,7105.0,22.1,12657.0,90.4,2019
Lamar County,Mississippi,78.8458442090369,28,73,734.0,10.3,22116.0,1682.0,1514.0,61969.0,47370.0,1518.0,60328.0,263.0,0.4635,35.9,34.1,15584.0,14.3,7196.0,18.3,12446.0,89.4,2019
Lauderdale County,Mississippi,74.4894483698754,28,75,1751.0,5.3,29736.0,1723.0,2538.0,76279.0,41343.0,3007.0,42534.0,995.0,0.504,37.8,19.7,19307.0,19.1,10567.0,20.8,33333.0,84.5,2019
Lawrence County,Mississippi,73.4462237395803,28,77,142.0,7.2,4849.0,116.0,210.0,12633.0,8215.0,310.0,41914.0,134.0,0.4585,39.9,17.6,3385.0,17.2,1203.0,18.6,4109.0,81.7,2019
Leake County,Mississippi,74.3694896402731,28,79,470.0,8.3,8105.0,1059.0,243.0,22792.0,11677.0,879.0,37096.0,361.0,0.4923,36.9,14.3,5591.0,23.8,2367.0,26.4,9555.0,78.6,2019
Lee County,Mississippi,74.5405743764429,28,81,1301.0,5.8,32099.0,2249.0,2266.0,85072.0,56904.0,2528.0,50559.0,617.0,0.4674,37.5,24.4,21639.0,15.8,10315.0,14.6,25089.0,83.6,2019
Leflore County,Mississippi,71.1046583944489,28,83,933.0,8.1,9962.0,773.0,1117.0,29222.0,7009.0,1510.0,26735.0,230.0,0.5857,34.0,18.5,6050.0,10.0,4920.0,36.8,21683.0,81.6,2019
Lincoln County,Mississippi,73.6614321342719,28,85,324.0,7.3,12699.0,152.0,485.0,34320.0,23159.0,1025.0,42606.0,297.0,0.4762,38.9,16.2,9054.0,14.3,3131.0,21.0,10957.0,86.3,2019
Lowndes County,Mississippi,75.1473819369903,28,87,1062.0,8.1,22436.0,1204.0,1784.0,59150.0,31595.0,2174.0,50441.0,487.0,0.4691,37.1,23.4,14654.0,11.7,8183.0,20.4,25902.0,86.0,2019
Madison County,Mississippi,75.8046593967109,28,89,931.0,4.8,39635.0,3133.0,2091.0,104562.0,59828.0,3180.0,71824.0,161.0,0.4737,37.2,48.4,28197.0,9.8,11224.0,9.6,39731.0,91.7,2019
Marion County,Mississippi,72.3991512924087,28,91,388.0,5.7,9483.0,402.0,393.0,24990.0,16308.0,382.0,32090.0,262.0,0.4924,40.8,12.3,5863.0,21.3,1683.0,25.5,8140.0,81.5,2019
Marshall County,Mississippi,73.7435182861434,28,93,325.0,6.7,12772.0,1315.0,516.0,35599.0,17616.0,1005.0,42233.0,253.0,0.4511,40.4,13.8,8832.0,14.5,3128.0,18.8,17017.0,82.1,2019
Monroe County,Mississippi,75.1132166166521,28,95,617.0,5.0,13966.0,450.0,528.0,35673.0,24288.0,1047.0,42354.0,367.0,0.4638,41.1,16.7,9122.0,14.7,3589.0,17.4,11132.0,81.0,2019
Montgomery County,Mississippi,73.4859114927169,28,97,153.0,6.9,4539.0,140.0,228.0,10068.0,5324.0,488.0,39840.0,94.0,0.507,41.6,19.3,3064.0,21.0,1396.0,27.1,4446.0,77.9,2019
Neshoba County,Mississippi,71.1271805990473,28,99,563.0,10.0,10657.0,626.0,585.0,29332.0,17593.0,1186.0,37987.0,427.0,0.467,37.3,11.6,7184.0,20.9,3032.0,25.6,6145.0,80.3,2019
Newton County,Mississippi,73.6607575761413,28,101,219.0,5.5,8037.0,408.0,242.0,21360.0,13115.0,787.0,35958.0,228.0,0.4667,37.0,16.4,5697.0,20.9,1836.0,25.6,6515.0,85.2,2019
Noxubee County,Mississippi,74.5335881660889,28,103,314.0,11.2,3986.0,150.0,190.0,10700.0,2916.0,523.0,33784.0,174.0,0.5001,37.0,15.6,2592.0,20.2,1079.0,32.5,7721.0,70.9,2019
Oktibbeha County,Mississippi,77.7596900043171,28,105,774.0,8.4,17798.0,837.0,2842.0,49512.0,28406.0,1161.0,40453.0,307.0,0.5373,26.1,42.6,9263.0,11.0,8597.0,30.1,18312.0,90.7,2019
Panola County,Mississippi,72.7907317308461,28,107,407.0,6.9,12488.0,699.0,552.0,34190.0,16647.0,1102.0,38304.0,259.0,0.4624,38.3,14.9,8512.0,18.3,3792.0,20.3,16616.0,80.6,2019
Pearl River County,Mississippi,74.1944029276156,28,109,323.0,8.3,21020.0,1709.0,821.0,55219.0,46246.0,1509.0,46901.0,444.0,0.4381,40.9,16.7,15078.0,19.7,4666.0,17.1,7055.0,83.8,2019
Perry County,Mississippi,74.2652186258754,28,111,196.0,8.3,4623.0,181.0,97.0,12006.0,9488.0,329.0,42469.0,112.0,0.4848,41.9,10.7,3347.0,26.1,821.0,19.0,2379.0,83.0,2019
Pike County,Mississippi,72.1058848075005,28,113,598.0,4.9,14404.0,628.0,1042.0,39532.0,17315.0,1271.0,31784.0,354.0,0.5209,37.2,16.6,8528.0,16.3,4464.0,33.0,21456.0,83.2,2019
Pontotoc County,Mississippi,76.4572158345682,28,115,270.0,6.1,10783.0,2171.0,398.0,31618.0,24564.0,771.0,44759.0,291.0,0.4259,36.6,18.1,7943.0,19.7,3098.0,16.2,5068.0,76.5,2019
Prentiss County,Mississippi,74.263413958205,28,117,539.0,7.7,9145.0,380.0,378.0,25255.0,21115.0,476.0,39256.0,272.0,0.4654,39.2,12.4,6092.0,19.8,2494.0,21.9,2533.0,80.1,2019
Quitman County,Mississippi,70.495332662613,28,119,301.0,20.2,3027.0,88.0,185.0,7187.0,1939.0,321.0,25283.0,98.0,0.4643,38.7,10.3,1833.0,16.4,1251.0,35.6,5176.0,71.3,2019
Rankin County,Mississippi,78.7395961525786,28,121,664.0,4.2,55909.0,4201.0,1752.0,152677.0,115371.0,3877.0,65996.0,598.0,0.4082,37.8,29.0,39770.0,12.5,13131.0,8.3,31723.0,89.5,2019
Scott County,Mississippi,74.2566432819638,28,123,537.0,6.9,10180.0,3197.0,308.0,28332.0,16211.0,1192.0,34943.0,569.0,0.534,36.4,11.4,7015.0,23.4,2635.0,25.5,10791.0,74.0,2019
Sharkey County,Mississippi,72.0815016023162,28,125,144.0,16.2,1751.0,5.0,40.0,4404.0,1104.0,191.0,29394.0,108.0,0.4998,41.2,19.5,1046.0,22.1,629.0,27.4,3284.0,77.5,2019
Simpson County,Mississippi,74.0398930715529,28,127,277.0,7.5,9486.0,68.0,383.0,26888.0,16625.0,679.0,43850.0,352.0,0.4773,39.5,16.2,6617.0,16.8,1922.0,19.4,9851.0,79.7,2019
Smith County,Mississippi,75.2202956610621,28,129,80.0,4.3,5820.0,280.0,154.0,16009.0,12129.0,312.0,43105.0,210.0,0.4958,41.5,12.2,4109.0,17.9,988.0,18.9,3675.0,79.2,2019
Stone County,Mississippi,74.0623538508091,28,131,199.0,3.5,6334.0,369.0,140.0,18276.0,14300.0,406.0,45483.0,123.0,0.4771,38.7,15.8,4560.0,19.1,1614.0,19.8,3351.0,82.2,2019
Sunflower County,Mississippi,70.9505077893376,28,133,751.0,13.7,8322.0,474.0,828.0,26168.0,6595.0,1156.0,30838.0,270.0,0.5064,35.6,15.4,5292.0,14.6,3864.0,31.7,19332.0,74.9,2019
Tallahatchie County,Mississippi,73.1445596838709,28,135,293.0,12.4,4369.0,1341.0,135.0,14158.0,5013.0,419.0,29864.0,110.0,0.5244,36.8,10.3,2775.0,16.0,1225.0,31.7,7599.0,69.5,2019
Tate County,Mississippi,74.8492463549901,28,137,259.0,6.0,10324.0,747.0,467.0,28404.0,18895.0,774.0,51030.0,258.0,0.4222,38.2,15.8,7580.0,14.2,2599.0,18.1,8494.0,83.0,2019
Tippah County,Mississippi,73.6114460928828,28,139,262.0,4.4,7834.0,1051.0,291.0,22018.0,17041.0,546.0,39246.0,103.0,0.4395,38.8,15.2,5394.0,20.0,2170.0,20.0,3686.0,79.9,2019
Tishomingo County,Mississippi,72.6469867915249,28,141,213.0,6.2,7635.0,616.0,242.0,19441.0,18680.0,363.0,37681.0,175.0,0.443,42.5,11.4,5035.0,22.8,1869.0,19.7,516.0,80.4,2019
Tunica County,Mississippi,70.8525427957435,28,143,308.0,7.6,3930.0,96.0,534.0,9988.0,1911.0,668.0,39370.0,86.0,0.5046,33.6,16.9,2347.0,13.2,2349.0,24.0,7838.0,83.5,2019
Union County,Mississippi,75.3899755169203,28,145,273.0,5.9,9808.0,1248.0,313.0,28507.0,22559.0,547.0,45754.0,227.0,0.4218,37.9,13.4,6922.0,19.0,2634.0,15.1,4424.0,78.1,2019
Walthall County,Mississippi,73.9421323688856,28,147,178.0,3.7,5601.0,119.0,159.0,14477.0,7665.0,376.0,30961.0,191.0,0.5542,39.8,14.4,3371.0,19.6,679.0,24.0,6706.0,81.7,2019
Warren County,Mississippi,73.960547332033,28,149,984.0,6.4,18235.0,981.0,1661.0,46519.0,22470.0,1942.0,45113.0,414.0,0.4855,39.1,22.4,11480.0,17.6,6182.0,20.6,22978.0,87.1,2019
Washington County,Mississippi,70.8798974322465,28,151,1828.0,13.2,17988.0,745.0,2456.0,46057.0,11807.0,2056.0,29705.0,767.0,0.5365,37.2,17.9,11232.0,23.3,8474.0,33.9,33235.0,78.8,2019
Wayne County,Mississippi,75.2882006899135,28,153,167.0,9.1,7683.0,132.0,196.0,20373.0,11695.0,793.0,37706.0,392.0,0.5072,40.2,15.3,5390.0,22.2,1270.0,20.5,8359.0,79.3,2019
Webster County,Mississippi,72.5896648483734,28,155,160.0,4.5,3782.0,68.0,262.0,9768.0,7697.0,300.0,45730.0,53.0,0.4255,40.5,18.5,2687.0,20.5,896.0,22.2,1995.0,84.9,2019
Wilkinson County,Mississippi,71.9458884290238,28,157,148.0,10.4,3170.0,19.0,142.0,8875.0,2475.0,293.0,27313.0,217.0,0.4907,37.8,13.7,1843.0,24.8,636.0,34.7,6307.0,74.8,2019
Winston County,Mississippi,74.183186948686,28,159,374.0,7.1,7269.0,234.0,374.0,18229.0,9197.0,634.0,34724.0,237.0,0.5275,42.3,14.7,4737.0,21.6,1956.0,23.1,8553.0,81.7,2019
Yalobusha County,Mississippi,72.36444975473,28,161,215.0,5.5,5181.0,172.0,97.0,12367.0,7302.0,331.0,41464.0,128.0,0.402,42.5,13.8,3350.0,16.4,1552.0,18.4,4904.0,83.3,2019
Yazoo County,Mississippi,73.4981867217525,28,163,441.0,14.8,8542.0,1312.0,640.0,28565.0,10533.0,1138.0,33279.0,355.0,0.5346,36.1,13.4,5203.0,24.8,3147.0,31.8,17027.0,78.9,2019
Adair County,Missouri,77.8101753635588,29,1,540.0,5.7,9258.0,622.0,912.0,25369.0,23240.0,425.0,41929.0,150.0,0.5137,27.6,31.0,5004.0,12.4,3697.0,23.8,680.0,90.1,2019
Andrew County,Missouri,79.2529198131928,29,3,157.0,3.0,6763.0,438.0,146.0,17503.0,16686.0,262.0,58772.0,106.0,0.4115,42.4,24.9,4743.0,15.5,1357.0,7.9,240.0,91.7,2019
Atchison County,Missouri,77.7636593668859,29,5,113.0,2.5,2562.0,69.0,86.0,5229.0,5103.0,100.0,50236.0,35.0,0.4395,48.5,23.1,1428.0,18.1,776.0,12.1,24.0,91.5,2019
Audrain County,Missouri,76.3200596043177,29,7,391.0,4.6,9286.0,797.0,356.0,25644.0,22789.0,575.0,44261.0,188.0,0.4513,39.7,14.7,6041.0,16.4,2926.0,15.1,1464.0,86.2,2019
Barry County,Missouri,75.9940412895763,29,9,417.0,4.6,13645.0,3321.0,703.0,35530.0,32723.0,694.0,44403.0,201.0,0.4814,43.7,14.6,9779.0,17.4,3583.0,21.1,80.0,83.6,2019
Barton County,Missouri,77.355859623953,29,11,222.0,7.1,4895.0,187.0,288.0,11797.0,10959.0,194.0,44125.0,199.0,0.4761,41.3,19.9,3191.0,19.9,1465.0,20.3,35.0,87.2,2019
Bates County,Missouri,76.3272460490433,29,13,193.0,4.5,6547.0,360.0,255.0,16296.0,15542.0,304.0,47625.0,113.0,0.4564,41.6,16.1,4617.0,15.9,1786.0,12.0,246.0,87.4,2019
Benton County,Missouri,76.2745054683023,29,15,285.0,8.0,7872.0,391.0,319.0,19107.0,18354.0,231.0,40249.0,258.0,0.4669,53.6,13.0,5014.0,26.0,1446.0,17.7,48.0,84.5,2019
Bollinger County,Missouri,76.3646490785415,29,17,99.0,4.0,4593.0,137.0,160.0,12225.0,11872.0,160.0,44158.0,148.0,0.4082,44.0,8.9,3127.0,22.5,881.0,15.2,50.0,79.8,2019
Boone County,Missouri,79.8894971335671,29,19,3635.0,4.2,70619.0,6086.0,8259.0,177651.0,144228.0,3770.0,55328.0,619.0,0.465,31.2,46.1,40427.0,11.6,31350.0,17.9,15952.0,94.5,2019
Buchanan County,Missouri,76.4950322378685,29,21,2310.0,4.6,33501.0,5776.0,2450.0,88460.0,77199.0,2701.0,51916.0,666.0,0.4453,37.8,21.1,20522.0,16.0,12613.0,17.2,4588.0,88.3,2019
Butler County,Missouri,73.5747347582582,29,23,1146.0,7.9,16390.0,914.0,1017.0,42656.0,38560.0,1208.0,39915.0,254.0,0.471,41.3,13.3,10997.0,24.3,5951.0,23.7,2367.0,83.0,2019
Caldwell County,Missouri,77.4858330398036,29,25,159.0,3.2,3639.0,147.0,120.0,9039.0,8653.0,158.0,49839.0,99.0,0.4022,42.3,18.1,2348.0,16.1,869.0,15.9,52.0,89.8,2019
Callaway County,Missouri,77.4843272871724,29,27,478.0,3.3,15973.0,940.0,569.0,44889.0,41309.0,1119.0,56938.0,211.0,0.4022,38.6,23.1,10825.0,14.1,4391.0,10.6,1969.0,86.2,2019
Camden County,Missouri,79.3094734281992,29,29,234.0,4.7,16031.0,1242.0,548.0,45466.0,43778.0,565.0,53478.0,285.0,0.4508,51.5,21.1,11274.0,19.2,3093.0,14.8,364.0,90.4,2019
Cape Girardeau County,Missouri,77.9095439279442,29,31,1360.0,4.5,29594.0,1827.0,2227.0,78491.0,68877.0,1663.0,53732.0,355.0,0.4609,36.5,31.5,18879.0,14.2,10365.0,16.4,5788.0,91.0,2019
Carroll County,Missouri,76.7749656772421,29,33,149.0,6.7,3503.0,140.0,77.0,8781.0,8394.0,236.0,50830.0,102.0,0.4344,43.4,16.7,2444.0,16.1,902.0,14.5,163.0,85.8,2019
Carter County,Missouri,74.0441291497951,29,35,42.0,4.2,2333.0,158.0,77.0,6147.0,5964.0,157.0,39530.0,106.0,0.4341,41.7,15.5,1562.0,22.8,527.0,13.4,4.0,84.8,2019
Cass County,Missouri,78.8086833558004,29,37,846.0,3.8,39770.0,4541.0,1675.0,103597.0,94521.0,2269.0,69433.0,423.0,0.3964,39.8,26.3,29273.0,13.3,9345.0,9.0,4238.0,92.4,2019
Cedar County,Missouri,75.3076869219619,29,39,244.0,7.0,5842.0,317.0,287.0,14043.0,13507.0,349.0,39365.0,113.0,0.4477,44.7,13.6,3845.0,20.8,1711.0,15.8,7.0,87.7,2019
Chariton County,Missouri,79.2945378552753,29,41,59.0,3.4,2686.0,40.0,102.0,7483.0,7142.0,79.0,46738.0,36.0,0.4398,45.7,17.2,1819.0,18.6,584.0,14.0,191.0,90.7,2019
Christian County,Missouri,79.3102237734149,29,43,348.0,3.4,31645.0,2525.0,1326.0,85658.0,81611.0,1772.0,60645.0,319.0,0.4107,37.9,28.6,22797.0,13.6,8149.0,10.0,707.0,92.0,2019
Clark County,Missouri,77.0295076164657,29,45,108.0,3.4,2657.0,41.0,72.0,6779.0,6598.0,105.0,48909.0,112.0,0.4638,44.0,12.8,1750.0,15.0,668.0,15.0,21.0,86.3,2019
Clay County,Missouri,79.5619563850374,29,47,2938.0,3.9,91238.0,16479.0,4721.0,242516.0,206471.0,5706.0,70510.0,1030.0,0.4128,37.1,33.2,60781.0,11.9,28602.0,8.2,14884.0,93.3,2019
Clinton County,Missouri,76.5996092017181,29,49,138.0,4.3,8177.0,439.0,242.0,20500.0,19612.0,447.0,62701.0,159.0,0.3673,41.0,21.6,5702.0,13.0,1928.0,8.9,310.0,92.0,2019
Cole County,Missouri,79.0433760003444,29,51,1602.0,3.6,30154.0,2176.0,1411.0,76723.0,64416.0,2044.0,60066.0,426.0,0.4155,38.6,33.3,18869.0,11.0,10164.0,10.3,8985.0,92.3,2019
Cooper County,Missouri,77.867792459532,29,53,241.0,4.2,6397.0,352.0,227.0,17660.0,15675.0,382.0,52735.0,80.0,0.4057,38.7,22.1,4178.0,15.7,1755.0,12.1,1029.0,88.7,2019
Crawford County,Missouri,74.900708217397,29,55,278.0,9.7,9578.0,485.0,520.0,24154.0,23350.0,432.0,44438.0,158.0,0.437,41.9,11.5,6192.0,21.6,2736.0,18.5,90.0,77.9,2019
Dade County,Missouri,75.8385149132904,29,57,115.0,9.9,3068.0,162.0,89.0,7578.0,7234.0,121.0,40399.0,28.0,0.442,46.2,12.7,2113.0,17.4,712.0,21.5,27.0,87.2,2019
Dallas County,Missouri,75.9550777216844,29,59,158.0,3.5,6209.0,348.0,276.0,16617.0,15991.0,206.0,43542.0,252.0,0.4724,44.0,12.9,4188.0,24.0,1486.0,13.4,13.0,83.4,2019
Daviess County,Missouri,77.5824198293684,29,61,73.0,2.7,3035.0,130.0,85.0,8295.0,8055.0,115.0,51679.0,200.0,0.4299,41.1,18.5,2137.0,13.7,628.0,14.5,50.0,85.0,2019
DeKalb County,Missouri,78.8834883137025,29,63,267.0,2.2,3807.0,324.0,213.0,12526.0,10757.0,175.0,55918.0,21.0,0.3919,40.4,13.8,2419.0,16.1,1176.0,12.2,1122.0,87.3,2019
Dent County,Missouri,76.1551299023563,29,65,299.0,5.4,6371.0,274.0,363.0,15545.0,14805.0,308.0,42100.0,63.0,0.4537,44.7,15.3,4119.0,22.6,1688.0,22.4,84.0,83.2,2019
Douglas County,Missouri,76.4142822721992,29,67,73.0,5.8,5137.0,115.0,157.0,13306.0,13079.0,169.0,37425.0,40.0,0.4621,47.3,10.8,3692.0,23.0,1040.0,20.4,30.0,82.1,2019
Dunklin County,Missouri,72.0744463648464,29,69,876.0,6.8,12342.0,1991.0,1018.0,30027.0,25396.0,1281.0,36380.0,299.0,0.5018,40.0,13.8,7683.0,21.9,4685.0,25.7,3068.0,76.3,2019
Franklin County,Missouri,76.8528811459318,29,71,1128.0,4.4,40943.0,1799.0,1653.0,103191.0,99053.0,2154.0,57214.0,692.0,0.4311,40.7,20.9,28054.0,13.8,10436.0,10.5,745.0,88.4,2019
Gasconade County,Missouri,76.7848079492552,29,73,164.0,2.7,6076.0,210.0,109.0,14711.0,14300.0,142.0,54885.0,107.0,0.4253,46.2,19.2,4187.0,18.1,1315.0,9.0,79.0,87.8,2019
Gentry County,Missouri,77.7692278740105,29,75,94.0,3.8,2555.0,107.0,33.0,6616.0,6442.0,126.0,47790.0,62.0,0.4356,40.4,19.1,1707.0,15.2,675.0,14.8,39.0,89.2,2019
Greene County,Missouri,77.1159697230735,29,77,7017.0,3.8,125201.0,10786.0,12451.0,289756.0,260411.0,6785.0,46086.0,1954.0,0.4692,36.0,30.5,72743.0,15.0,55029.0,16.4,9558.0,91.8,2019
Grundy County,Missouri,77.5622614349462,29,79,182.0,3.3,3936.0,244.0,141.0,9992.0,9591.0,234.0,45594.0,170.0,0.4293,40.8,17.1,2390.0,16.1,1250.0,17.3,28.0,86.5,2019
Harrison County,Missouri,77.9979870096532,29,81,122.0,4.0,3429.0,195.0,82.0,8491.0,8174.0,241.0,42917.0,102.0,0.401,43.3,16.5,2238.0,18.8,936.0,16.5,46.0,88.2,2019
Henry County,Missouri,75.4420520432942,29,83,368.0,6.0,9328.0,535.0,394.0,21735.0,20743.0,459.0,45795.0,197.0,0.4699,44.1,15.9,5912.0,19.7,2590.0,21.1,273.0,87.8,2019
Hickory County,Missouri,76.4414604802488,29,85,87.0,6.4,3976.0,164.0,141.0,9404.0,9044.0,103.0,34182.0,70.0,0.4235,55.0,9.0,2360.0,27.0,707.0,17.3,3.0,84.3,2019
