County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,High School Degree or Higher (%),Black Population,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,Rent Denominator,Disability Rate,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Turner County,Georgia,73.7428493298456,13,287,22.7,67.8,3642,1990,8.1,39.5,0.5054,1142,21.5,5086,8834,359,310,94,27056,316,3081,13.9,227,2012
Twiggs County,Georgia,74.7854542382444,13,289,27.4,70.6,3823,2099,13.1,43.9,0.5165,608,16.9,4976,8984,110,76,128,30533,168,3044,11.2,165,2012
Union County,Georgia,78.2915900351121,13,291,17.4,81.4,261,6647,19.7,51.0,0.4613,2141,17.7,20639,21344,320,525,150,42125,268,9336,14.3,384,2012
Upson County,Georgia,73.8409648904424,13,293,20.6,75.9,7560,7089,10.8,41.0,0.4214,3386,19.2,18858,27061,751,606,213,34905,753,10213,15.3,715,2012
Walker County,Georgia,75.0645520396827,13,295,16.5,76.1,2987,18544,13.3,39.6,0.4478,7074,20.4,63347,68463,1465,1125,728,38504,1360,26251,13.1,725,2012
Walton County,Georgia,76.5042468360091,13,297,13.8,81.9,12912,23121,19.3,37.4,0.4199,7293,11.9,66919,83771,2317,2826,463,52062,2075,29712,9.5,1078,2012
Ware County,Georgia,74.5069783221159,13,299,23.6,78.5,10758,8693,13.7,37.5,0.4711,4318,19.6,24055,36099,1068,1218,501,34700,1019,13248,10.4,980,2012
Warren County,Georgia,74.1209055800715,13,301,28.0,70.7,3511,1463,8.9,43.2,0.48,715,18.2,2141,5788,158,2,197,32155,272,2282,14.4,100,2012
Washington County,Georgia,75.6554816144758,13,303,24.7,73.8,11197,4917,9.8,39.2,0.4692,1904,15.0,9645,21092,336,407,249,31441,688,7107,9.8,563,2012
Wayne County,Georgia,74.5948368825111,13,305,20.6,79.9,6277,7296,9.1,37.6,0.4492,2928,17.8,22711,30157,663,1747,250,36496,730,10120,11.7,528,2012
Webster County,Georgia,78.300660660108,13,307,22.5,72.3,1073,747,8.4,45.6,0.4612,171,22.3,1574,2773,4,39,63,29926,78,1223,6.7,42,2012
Wheeler County,Georgia,76.7970901366388,13,309,26.0,71.6,3082,1339,4.4,36.6,0.414,633,19.1,4465,7572,44,68,34,27601,244,2028,3.4,96,2012
White County,Georgia,78.5571382430035,13,311,17.2,82.5,616,8722,21.7,43.2,0.4555,3114,14.5,25926,27141,822,660,358,40720,683,12154,8.0,256,2012
Whitfield County,Georgia,77.1821631247314,13,313,19.4,67.1,3843,25479,14.2,34.0,0.4547,11554,13.5,87385,102152,2599,32577,553,41832,2530,34473,11.5,1186,2012
Wilcox County,Georgia,75.3754452456506,13,315,28.6,72.1,3316,1794,7.0,39.7,0.469,531,18.8,5531,9142,72,188,102,31509,218,2657,10.4,157,2012
Wilkes County,Georgia,75.393443998121,13,317,28.8,71.9,4462,2425,16.8,44.2,0.4702,1230,22.8,5468,10398,377,360,263,28224,323,4090,13.3,220,2012
Wilkinson County,Georgia,74.4653822052792,13,319,18.9,78.2,3747,2338,8.2,40.5,0.4012,652,14.7,5725,9577,82,213,121,40331,290,3326,5.8,133,2012
Worth County,Georgia,76.3125556280685,13,321,21.9,72.3,6169,5676,9.2,39.4,0.4316,2102,16.4,15180,21746,331,378,260,39205,672,8039,12.6,403,2012
Hawaii County,Hawaii,80.1962934894907,15,1,17.0,90.1,1258,42762,24.0,40.6,0.4524,22514,13.4,60661,185399,5584,21529,1178,52098,4427,64556,9.6,2173,2012
Honolulu County,Hawaii,81.5379952940021,15,3,9.6,91.3,20222,216181,30.8,37.7,0.4207,134530,10.3,201852,955215,35571,79173,8777,72292,15621,308490,5.8,23166,2012
Kauai County,Hawaii,81.2634162368424,15,7,11.0,89.0,340,15438,23.9,41.5,0.4113,8191,11.7,22252,67113,1862,6415,317,64752,932,22092,7.3,654,2012
Kalawao County,Hawaii,81.3977889898364,15,5,10.9,90.9,0,7,60.6,58.4,0.3161,48,6.6,38,66,9,1,0,66250,0,48,0.0,2,2012
Maui County,Hawaii,81.3977889898364,15,9,10.3,89.8,579,35912,23.4,39.5,0.4387,21902,9.9,54276,154937,5335,15764,887,64058,3563,52267,8.2,1894,2012
Ada County,Idaho,80.6992086312901,16,1,12.2,93.0,4057,101648,37.8,34.9,0.434,47844,9.6,363070,394961,10731,28186,1741,55499,8564,149884,8.5,5113,2012
Adams County,Idaho,80.6512582796805,16,3,13.8,88.7,0,1243,20.4,50.3,0.4285,339,22.7,3780,3976,27,43,31,35756,93,1732,10.0,15,2012
Bannock County,Idaho,77.7041866693936,16,5,14.1,91.4,587,20202,27.1,31.5,0.4228,9003,13.3,74742,82584,2241,5658,617,45860,1886,30206,7.7,1029,2012
Bear Lake County,Idaho,78.8247616862098,16,7,15.4,91.4,22,1839,15.7,39.6,0.3933,472,15.1,5829,5977,90,218,28,40242,119,2474,4.5,18,2012
Benewah County,Idaho,76.1743046438564,16,9,14.5,85.9,148,2603,10.5,44.6,0.3861,915,17.6,7972,9247,140,243,37,38536,236,3762,9.8,95,2012
Bingham County,Idaho,78.1957286355338,16,11,15.4,82.9,113,11228,18.3,32.0,0.4014,3437,12.9,40002,45312,680,7772,179,46817,1013,14638,6.8,521,2012
Blaine County,Idaho,84.3719498430769,16,13,8.9,90.0,8,5813,44.7,40.6,0.446,2938,6.6,19030,21323,251,4241,13,60160,545,9210,7.0,204,2012
Boise County,Idaho,81.2739482119467,16,15,15.4,88.5,32,1906,21.3,48.8,0.4236,612,17.5,6785,7014,142,250,61,45403,74,2978,14.4,33,2012
Bonner County,Idaho,78.9410676420792,16,17,16.3,89.7,127,11801,20.4,45.7,0.4482,4925,14.6,39289,40806,1138,932,301,41379,1045,17886,8.3,469,2012
Bonneville County,Idaho,78.536758713297,16,19,11.6,89.6,701,26691,30.3,31.8,0.422,9390,12.5,95952,104177,2012,11864,681,51254,2712,35919,6.4,1098,2012
Boundary County,Idaho,78.0278088967513,16,21,16.1,83.3,0,2904,19.3,42.6,0.4085,997,13.2,10238,10857,286,425,59,36300,257,4093,5.6,157,2012
Butte County,Idaho,78.8736282215021,16,23,14.3,88.8,3,775,18.0,45.9,0.4358,207,16.5,2734,2828,63,108,0,40150,45,1101,6.6,4,2012
Camas County,Idaho,81.1922864605902,16,25,15.0,75.2,6,349,22.2,38.0,0.3865,153,15.2,1141,1276,31,145,0,40515,30,449,10.0,0,2012
Canyon County,Idaho,79.0552409857648,16,27,19.6,81.5,582,46956,17.5,31.6,0.3993,18522,13.9,173340,189396,4248,45038,1307,42691,5286,63012,12.0,1533,2012
Caribou County,Idaho,78.3590804305647,16,29,7.7,89.2,7,1959,16.1,38.1,0.3876,489,15.1,6569,6872,43,332,31,52134,53,2634,4.3,41,2012
Cassia County,Idaho,78.1489047977562,16,31,16.1,75.4,111,5505,17.1,32.1,0.4334,2341,13.2,20616,22813,348,5703,141,43039,388,7652,8.3,218,2012
Clearwater County,Idaho,78.3065897692389,16,35,11.3,83.8,25,2465,13.7,49.5,0.3937,715,19.7,8183,8679,102,269,54,41914,92,3621,11.4,93,2012
Custer County,Idaho,80.7548702583805,16,37,18.7,89.6,0,1124,28.1,47.9,0.4228,350,19.5,4262,4338,59,112,27,41698,38,1878,5.8,61,2012
Elmore County,Idaho,78.3116981956039,16,39,15.6,85.4,774,6936,15.0,30.3,0.3832,3328,11.3,22359,26655,374,4090,77,43886,661,9554,10.2,131,2012
Franklin County,Idaho,79.7813378741643,16,41,11.8,91.5,23,3242,19.9,32.0,0.3801,750,11.0,12111,12739,45,839,64,47598,146,4098,6.6,16,2012
Fremont County,Idaho,79.5370839143604,16,43,10.8,86.4,5,3477,20.3,33.8,0.3923,730,13.9,12684,13123,109,1654,71,43053,86,4583,5.8,10,2012
Gem County,Idaho,78.34011101866,16,45,17.8,84.8,2,4497,15.2,42.2,0.4124,1645,15.5,15906,16768,485,1333,123,41976,436,6456,14.9,150,2012
Gooding County,Idaho,78.0235315812131,16,47,20.6,71.9,2,3951,12.3,35.0,0.4246,1616,13.7,13326,15327,209,4244,43,37910,247,5536,4.7,63,2012
Idaho County,Idaho,79.2143775883952,16,49,19.2,85.7,19,4545,13.6,48.3,0.3995,1480,19.7,15317,16215,169,434,91,37067,351,6647,8.1,110,2012
Jefferson County,Idaho,79.9127050009559,16,51,11.0,87.5,47,6725,22.3,30.2,0.3681,1400,11.3,24761,25940,141,2650,150,52980,411,8091,6.1,95,2012
Jerome County,Idaho,78.407725190056,16,53,18.6,68.0,35,5523,12.7,31.4,0.3899,2695,10.6,19598,22140,348,6861,112,40309,457,7552,5.9,170,2012
Kootenai County,Idaho,79.2388331967563,16,55,12.8,91.9,283,38483,25.0,39.1,0.4249,16485,12.0,132247,139083,3680,5331,777,49151,3961,55351,9.4,1091,2012
Latah County,Idaho,80.8834822220305,16,57,21.8,94.4,251,8608,43.2,28.1,0.4639,6731,9.6,34735,37365,1979,1321,198,39466,651,15013,6.5,549,2012
Lemhi County,Idaho,78.9991283718338,16,59,21.2,90.2,35,2275,22.7,50.0,0.456,906,16.9,7624,7892,205,189,73,36372,148,3716,8.5,149,2012
Lewis County,Idaho,78.5657450603545,16,61,17.3,89.0,0,1059,16.4,47.7,0.3803,421,21.1,3523,3818,97,133,22,37340,78,1670,7.1,64,2012
Lincoln County,Idaho,78.2816226649995,16,63,15.7,68.9,30,1243,12.9,33.1,0.3645,428,11.1,4418,5167,40,1443,9,43926,76,1659,8.0,16,2012
Madison County,Idaho,81.0434566426995,16,65,36.2,95.6,209,7920,33.6,22.7,0.4773,5017,5.8,35753,37311,1802,2216,50,33776,382,10089,8.4,254,2012
Minidoka County,Idaho,78.4770759003077,16,67,15.0,75.1,50,5139,10.8,35.4,0.4143,1791,13.0,16976,19909,303,6415,86,43301,365,6807,7.1,153,2012
Nez Perce County,Idaho,77.6766156975419,16,69,11.6,88.5,112,10210,19.2,41.0,0.4188,5307,17.8,35308,39226,967,1133,308,45587,997,16110,6.7,755,2012
Oneida County,Idaho,79.4092427309321,16,71,15.1,90.4,0,1169,12.7,39.7,0.3996,268,17.1,4094,4236,74,78,45,44298,67,1574,3.9,36,2012
Owyhee County,Idaho,78.6661103536176,16,73,25.2,72.2,0,2822,8.2,35.8,0.4222,1385,17.1,10314,11479,182,2931,104,33626,254,3881,12.3,83,2012
Payette County,Idaho,78.3464073685756,16,75,19.2,82.1,15,5844,17.0,38.0,0.4051,1974,15.6,20991,22614,324,3372,157,42747,661,8204,11.9,164,2012
Power County,Idaho,77.9657281647991,16,77,12.5,85.3,20,2084,15.4,34.0,0.3536,671,10.0,7124,7717,59,2288,19,41950,163,2553,8.2,37,2012
Shoshone County,Idaho,75.7228450883277,16,79,17.2,86.4,17,3639,14.0,46.5,0.4009,1818,17.0,12313,12797,281,395,91,38273,239,5791,10.1,203,2012
Teton County,Idaho,82.6277300654122,16,81,8.5,86.0,0,2587,33.2,33.9,0.3731,1108,14.5,9625,10007,189,1646,50,56532,187,3677,9.5,39,2012
Twin Falls County,Idaho,77.9131501699993,16,83,15.4,81.6,362,19546,17.1,34.6,0.4124,9266,12.3,71124,77122,1670,10509,457,42639,1994,27980,7.0,806,2012
Valley County,Idaho,82.1847032243004,16,85,10.3,91.7,1,2529,35.7,46.7,0.3884,785,13.2,9502,9793,124,381,9,51953,141,3637,7.0,56,2012
Washington County,Idaho,78.5126783615283,16,87,14.8,79.7,0,2782,17.7,44.0,0.4317,1032,18.6,9276,10144,175,1694,35,36311,407,3994,12.1,185,2012
Adams County,Illinois,78.3489124357671,17,1,13.6,90.0,2418,17483,21.0,40.4,0.4381,6863,13.9,62707,67098,1451,822,337,45691,1570,26700,6.6,1380,2012
Alexander County,Illinois,73.7575887141434,17,3,31.1,73.8,2833,2028,8.3,41.0,0.4569,1053,22.6,5012,8147,146,157,155,27248,363,3084,14.6,299,2012
Bond County,Illinois,78.2406839106156,17,5,13.5,88.8,518,4256,20.8,40.4,0.4397,1418,12.0,16286,17762,251,544,144,47705,213,6312,9.7,225,2012
Boone County,Illinois,79.5470261403817,17,7,10.1,84.8,1186,14138,18.9,36.6,0.4164,2843,8.4,48923,54141,654,10922,195,63670,1235,17864,11.4,520,2012
Brown County,Illinois,78.5320218461636,17,9,9.5,77.4,994,1385,10.8,37.2,0.3969,572,10.0,5570,6913,47,420,29,43915,79,2105,6.8,86,2012
Bureau County,Illinois,78.8726155769582,17,11,11.1,87.2,221,9502,17.6,42.6,0.4416,3516,12.3,33564,34798,638,2703,279,48102,1011,14289,8.3,596,2012
Calhoun County,Illinois,79.3900321496443,17,13,12.9,83.8,4,1418,13.1,44.6,0.4323,424,16.8,4988,5065,71,13,24,47399,88,2071,9.1,37,2012
Carroll County,Illinois,78.7684174153591,17,15,12.5,90.1,75,4553,14.5,46.5,0.4307,1608,14.0,14775,15338,316,447,140,48456,470,6739,8.6,193,2012
Cass County,Illinois,77.1290717398139,17,17,17.1,80.6,423,3513,11.3,37.9,0.3937,1483,11.9,11936,13570,318,2260,84,43180,364,5070,8.0,147,2012
Champaign County,Illinois,80.4897842649458,17,19,22.1,93.3,25348,43084,43.4,28.9,0.489,36145,8.5,150215,200931,11801,10566,888,45088,5185,79267,7.2,7946,2012
Christian County,Illinois,77.3329401854685,17,21,15.9,85.7,501,9206,11.7,41.6,0.4353,3695,13.6,33554,34805,690,491,359,44211,857,14196,6.5,492,2012
Clark County,Illinois,77.0048377770082,17,23,11.5,88.5,64,4622,16.9,42.8,0.435,1592,15.8,16059,16353,239,181,130,47176,437,6593,9.3,211,2012
Clay County,Illinois,76.9555548965121,17,25,14.9,86.1,86,3697,12.8,42.5,0.4032,1244,14.5,13459,13828,190,61,78,39966,394,5591,11.1,149,2012
Clinton County,Illinois,79.3993350580809,17,27,7.7,87.6,1309,9803,17.4,39.4,0.3974,2483,11.2,35628,37793,348,1049,272,60661,792,14058,5.7,357,2012
Coles County,Illinois,77.9843163605551,17,29,22.0,90.7,2024,11669,24.1,32.3,0.4868,7964,12.0,50030,53683,2603,1163,207,38088,1534,21156,10.9,1422,2012
Cook County,Illinois,79.0496552966331,17,31,16.4,83.4,1284262,1189321,34.1,35.3,0.4934,793535,10.1,2934297,5197677,216644,1245329,76510,54648,148965,1933670,11.5,264943,2012
Crawford County,Illinois,77.545475568063,17,33,15.0,87.2,574,5173,15.6,42.0,0.4326,1467,16.4,18405,19777,409,371,145,44617,388,7741,11.6,227,2012
Cumberland County,Illinois,78.4724456722611,17,35,13.4,87.3,56,2922,9.6,40.6,0.4051,715,16.5,10846,11044,56,62,94,44430,202,4136,7.8,77,2012
DeKalb County,Illinois,79.672980108982,17,37,16.9,90.8,6526,23183,28.1,29.4,0.4274,14564,7.4,88160,104820,4843,10655,424,53575,2251,37959,10.6,2095,2012
De Witt County,Illinois,77.2194062501798,17,39,10.4,90.9,217,4524,16.4,42.0,0.4428,1524,13.6,16099,16562,218,344,88,49626,302,6770,6.8,145,2012
Douglas County,Illinois,78.7938733001023,17,41,10.1,84.2,82,5380,13.7,38.3,0.397,1641,10.3,19081,19908,469,1240,457,50589,429,7613,6.1,346,2012
DuPage County,Illinois,81.9381835278837,17,43,6.6,92.1,41842,238685,48.1,38.2,0.4428,83947,7.7,738739,918608,17177,122069,4899,78538,16890,335532,8.4,8599,2012
Edgar County,Illinois,76.8116794940531,17,45,15.7,89.8,73,5225,16.6,43.0,0.4503,1961,15.4,18169,18513,352,196,186,42730,503,7879,10.3,380,2012
Edwards County,Illinois,76.7260928473027,17,47,11.1,88.4,63,1743,11.5,43.1,0.4057,556,15.3,6523,6691,72,0,51,39238,110,2742,10.8,139,2012
Effingham County,Illinois,78.3468967206024,17,49,9.7,89.8,87,9090,19.5,39.5,0.4335,2881,12.0,33428,34258,376,587,228,51009,703,13643,5.6,500,2012
Fayette County,Illinois,78.5261048545,17,51,18.3,83.7,397,5643,13.5,39.7,0.4276,1554,13.9,20711,22082,240,313,195,43724,434,8191,9.5,148,2012
Ford County,Illinois,76.6670484113413,17,53,9.9,85.6,75,3595,15.8,42.5,0.4382,1224,12.6,13705,14045,146,319,186,50203,178,5632,9.1,152,2012
Franklin County,Illinois,74.8161855865432,17,55,18.8,86.7,69,10424,13.8,41.8,0.4145,3648,19.8,38646,39518,624,496,418,37158,1311,16082,9.8,765,2012
Fulton County,Illinois,77.1574269694275,17,57,14.8,82.7,1268,9710,12.4,42.3,0.4046,3748,14.2,34996,36989,916,885,232,43363,944,14665,8.2,567,2012
Gallatin County,Illinois,74.6583494791198,17,59,17.5,80.2,23,1561,11.5,45.0,0.4879,494,21.5,5430,5592,50,21,71,38934,108,2364,8.9,63,2012
Greene County,Illinois,77.5129410739514,17,61,12.0,85.0,177,3833,11.6,41.3,0.4069,1378,15.8,13196,13828,210,119,151,42556,265,5816,7.7,132,2012
Grundy County,Illinois,78.5373310140172,17,63,8.6,90.5,539,12853,17.3,36.4,0.3872,4296,9.3,47587,49870,1076,4112,284,63840,1372,17987,10.3,544,2012
Hamilton County,Illinois,77.0769493893911,17,65,12.9,83.7,32,2364,13.3,43.3,0.4232,711,17.2,8312,8430,69,106,51,37904,143,3501,5.3,50,2012
Hancock County,Illinois,79.65909407034,17,67,13.9,91.3,60,5352,16.8,44.7,0.4097,1745,15.1,18635,19063,243,198,169,42494,370,8053,7.4,140,2012
Hardin County,Illinois,74.7977903044342,17,69,20.8,79.6,34,1253,10.3,45.9,0.4841,391,29.7,4137,4315,58,22,28,35632,113,1903,10.3,110,2012
Henderson County,Illinois,78.8020714215288,17,71,10.4,83.3,21,2241,14.9,47.6,0.3814,625,15.6,7038,7275,97,80,76,49612,165,3219,6.9,82,2012
Henry County,Illinois,79.0275752070742,17,73,10.1,88.1,800,13859,19.7,41.9,0.4069,4399,10.9,47545,50378,697,2444,370,52284,1087,20510,5.9,790,2012
Iroquois County,Illinois,76.9651673717261,17,75,11.7,87.4,337,8251,13.9,43.2,0.4174,2894,12.8,28543,29689,535,1645,161,47908,644,11935,8.5,435,2012
Jackson County,Illinois,78.0098337728233,17,77,29.5,91.4,8644,12071,35.3,29.1,0.514,10908,11.0,46903,59992,4120,2398,415,32819,1604,23496,9.4,2105,2012
Jasper County,Illinois,79.0834142293583,17,79,7.5,91.3,6,2763,13.4,42.7,0.3766,646,14.0,9521,9707,134,88,103,48703,249,3955,7.1,79,2012
Jefferson County,Illinois,76.7655532681683,17,81,16.4,85.2,3108,9928,17.2,40.5,0.451,4075,15.4,34297,38908,904,827,400,42272,1053,15178,10.3,935,2012
Jersey County,Illinois,77.5245409113854,17,83,8.0,87.5,153,6403,15.6,41.3,0.3953,1830,10.2,22439,22939,270,227,154,53692,372,8736,6.8,146,2012
Jo Daviess County,Illinois,80.8742350779271,17,85,10.1,89.5,114,6630,22.4,47.2,0.432,2052,12.7,21981,22663,321,628,238,52164,421,9731,5.8,329,2012
Johnson County,Illinois,77.9446231523655,17,87,11.3,76.5,1201,2956,12.3,42.0,0.4219,733,18.9,11255,12653,95,264,86,42027,144,4279,10.9,104,2012
Kane County,Illinois,80.9379343303043,17,89,11.0,81.9,28009,128159,32.6,34.7,0.4268,41060,7.4,378359,514891,10447,157032,2640,68674,11476,170069,9.2,5724,2012
Kankakee County,Illinois,77.2644121145009,17,91,16.1,83.5,16821,27840,15.5,36.7,0.419,12662,13.9,89768,113170,3317,10056,800,49994,3821,41068,11.2,2044,2012
Kendall County,Illinois,81.1337839875047,17,93,3.9,92.0,6223,29924,33.2,33.0,0.3441,5603,6.4,96523,114226,1081,18090,449,83835,2530,37817,7.0,367,2012
Knox County,Illinois,77.073253373246,17,95,16.0,84.4,4144,13004,17.2,41.8,0.4292,7171,14.3,46433,52698,1607,2580,342,40419,1497,21736,8.6,1725,2012
Lake County,Illinois,81.2448762524699,17,97,8.7,87.9,47655,179208,43.0,36.7,0.4709,55745,7.5,545712,701282,12947,139349,3551,79085,14600,240744,9.1,8298,2012
LaSalle County,Illinois,77.4715669625332,17,99,11.2,87.5,2012,30296,15.8,41.1,0.41,10514,11.6,106771,113688,1994,9145,1051,52356,2665,44709,10.7,1452,2012
Lawrence County,Illinois,75.6205418035559,17,101,13.6,69.8,3662,4143,6.4,40.8,0.4218,1606,15.8,12524,16778,270,835,133,39324,475,6047,5.6,86,2012
Lee County,Illinois,78.3968582750062,17,103,10.0,83.5,1621,9109,15.4,41.6,0.429,3491,12.0,32921,35778,498,1796,361,50342,784,13686,9.2,498,2012
Livingston County,Illinois,77.7454009430223,17,105,10.8,85.3,2333,9532,13.3,40.2,0.3981,3693,13.3,35363,38903,603,1555,286,54339,778,14374,7.7,601,2012
Logan County,Illinois,77.5413705352449,17,107,13.2,82.0,3600,7018,14.9,39.4,0.4333,3257,13.2,25416,30278,646,898,225,46647,1043,10940,6.0,471,2012
McDonough County,Illinois,79.3356685759066,17,109,22.3,92.0,1654,7040,35.4,29.4,0.4746,4989,10.6,29583,32568,1776,858,274,35812,808,12798,9.6,646,2012
McHenry County,Illinois,80.1096734909612,17,111,7.5,92.0,3449,82182,33.3,38.0,0.3934,18683,7.6,279509,308163,4467,35265,1387,77325,5734,108950,9.8,1812,2012
McLean County,Illinois,80.0641334232381,17,113,14.0,93.8,12198,39137,43.3,32.2,0.446,20866,8.9,143872,169689,5365,7441,867,61049,3673,63709,6.6,3104,2012
Macon County,Illinois,77.6103774706962,17,115,16.2,87.7,17612,27899,22.8,40.4,0.4558,13738,13.8,88035,110558,2900,2070,1049,46165,3227,45074,10.2,2993,2012
Macoupin County,Illinois,77.6429466441172,17,117,12.1,89.3,291,13323,15.5,41.9,0.3953,4446,14.8,46523,47712,627,427,300,48788,1188,19379,7.6,692,2012
Madison County,Illinois,77.3246295277805,17,119,13.8,90.9,21124,71126,24.1,38.4,0.432,28142,11.7,238068,268586,7259,7361,2035,52756,7290,106933,8.7,4290,2012
Marion County,Illinois,75.4868366424632,17,121,16.1,86.3,1283,10596,13.7,41.4,0.428,4053,18.6,36672,39319,739,567,451,41723,1310,15958,10.9,773,2012
Marshall County,Illinois,77.5453047115191,17,123,10.2,91.2,52,3293,17.1,44.9,0.3935,931,12.7,12158,12567,149,322,97,52565,200,5092,7.0,85,2012
Mason County,Illinois,76.7561989284825,17,125,17.0,84.9,135,4174,13.8,44.3,0.4292,1300,15.4,14366,14636,313,120,181,42394,449,6400,10.9,215,2012
Massac County,Illinois,75.4981925111284,17,127,16.0,84.3,817,4065,16.3,42.3,0.4116,1332,18.6,13967,15370,239,169,136,42190,336,6157,7.4,294,2012
Menard County,Illinois,78.5152034041841,17,129,9.3,89.4,116,3478,20.1,43.0,0.3837,972,12.2,12394,12728,166,124,77,59428,237,5062,4.9,187,2012
Mercer County,Illinois,78.9615382858566,17,131,10.4,88.0,87,4954,13.0,43.7,0.3925,1333,11.8,16058,16421,192,303,89,52700,419,6768,5.6,210,2012
Monroe County,Illinois,80.3247810769711,17,133,4.9,93.4,75,9355,27.2,40.5,0.3884,2242,9.6,32401,33003,166,456,221,71033,459,12457,6.2,219,2012
Montgomery County,Illinois,77.6000517731715,17,135,14.2,82.7,2208,7765,11.5,41.8,0.4401,2924,13.6,27344,29977,450,455,263,42261,796,11547,5.9,372,2012
Morgan County,Illinois,78.153885615653,17,137,13.9,87.2,2239,9219,19.1,40.9,0.4079,4045,13.3,32592,35544,644,722,180,46763,1166,13919,7.7,627,2012
Moultrie County,Illinois,77.6704814357092,17,139,10.7,81.9,58,4015,13.8,41.0,0.3955,1117,12.8,14601,14844,132,139,369,50005,259,5615,5.3,161,2012
Ogle County,Illinois,79.2423429726647,17,141,10.0,88.2,499,14120,18.4,40.9,0.3836,5232,10.2,51392,53378,773,4732,397,55590,1066,20728,9.8,605,2012
Peoria County,Illinois,77.5888781097316,17,143,16.8,89.2,33054,46812,30.4,36.7,0.4752,25102,10.9,140310,186399,5627,7150,1550,50925,6705,75847,8.4,5477,2012
Perry County,Illinois,77.2508582738569,17,145,17.1,82.9,1974,5221,13.0,39.7,0.4118,1741,16.0,19675,22287,257,610,120,42013,446,8136,8.8,264,2012
Piatt County,Illinois,79.4072548967904,17,147,6.3,91.3,82,4602,23.6,42.8,0.3938,1062,12.0,16362,16679,164,169,115,62125,275,6428,4.8,146,2012
Pike County,Illinois,78.2994122036603,17,149,16.7,82.3,229,4387,11.6,42.0,0.4103,1466,16.2,15919,16436,221,175,95,40445,411,6610,6.6,187,2012
Pope County,Illinois,78.0261557444892,17,151,14.7,87.6,205,1231,9.5,47.9,0.3871,357,21.8,4116,4399,48,106,88,39854,102,1793,7.3,56,2012
Pulaski County,Illinois,74.6925595665263,17,153,22.9,77.8,2038,1519,9.4,43.5,0.4585,509,20.1,3933,6107,80,99,135,31795,174,2414,12.9,144,2012
Putnam County,Illinois,79.4761962910542,17,155,13.9,87.8,40,1692,13.2,44.6,0.3872,520,11.5,5759,5968,100,262,34,54467,68,2453,11.2,38,2012
Randolph County,Illinois,77.6309057233618,17,157,12.4,76.8,3243,8100,9.6,41.2,0.395,2820,15.0,29543,33353,609,862,263,48383,858,11820,7.2,359,2012
Richland County,Illinois,77.7363584249074,17,159,14.0,89.0,59,4405,19.3,43.6,0.4301,1508,16.6,15719,16181,237,131,158,43240,381,6658,5.9,271,2012
Rock Island County,Illinois,78.5170956987508,17,161,11.9,86.6,13388,37488,22.0,40.1,0.4394,17644,12.4,120300,147504,3490,17087,1639,48205,4376,60670,7.7,3953,2012
Saint Clair County,Illinois,76.7161753601221,17,163,17.0,89.2,81457,68854,25.7,37.1,0.4485,34112,13.8,175382,268873,8160,8842,2502,50490,11204,102936,9.5,6235,2012
Saline County,Illinois,73.9857289262721,17,165,18.6,86.3,955,6705,14.1,41.8,0.4578,2770,20.0,23288,24975,565,351,313,37139,636,10347,11.1,557,2012
Sangamon County,Illinois,78.1996583207706,17,167,13.6,90.9,23726,51738,33.3,39.3,0.4354,23649,13.0,165311,197474,6124,3551,1669,55355,6455,82402,7.6,4128,2012
