County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,Black Population,High School Degree or Higher (%),Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Disability Rate,Rent Denominator,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Huntington County,Indiana,77.3553479418624,18,69,12.0,206,88.3,17.3,9769,0.3992,39.8,13.4,3201,681,692,37044,35997,46148,249,808,14138,459,10.9,2013
Jackson County,Indiana,75.9941909054144,18,71,13.0,163,85.1,15.6,11506,0.3973,38.7,12.5,4517,2503,869,42769,40050,46501,274,794,16713,534,9.8,2013
Jasper County,Indiana,77.6379056231259,18,73,7.7,262,85.3,13.4,9147,0.3575,38.2,14.3,2427,1829,349,33398,32564,57500,215,583,11924,350,9.2,2013
Jay County,Indiana,76.1875829792033,18,75,14.7,58,85.0,8.4,5506,0.3897,39.1,16.5,1967,608,314,21333,20984,40235,202,446,8179,327,10.6,2013
Jefferson County,Indiana,75.6294320384736,18,77,13.6,661,83.2,18.6,8478,0.394,41.0,14.4,3470,751,519,32449,30718,43795,308,911,12668,581,9.5,2013
Jennings County,Indiana,74.6465332139594,18,79,16.7,297,83.8,8.8,7320,0.4004,38.4,14.8,2558,600,610,28324,27587,44128,235,898,10632,296,14.8,2013
Johnson County,Indiana,78.1626459060497,18,81,10.6,2429,90.2,27.7,37560,0.4158,37.1,10.0,14304,4524,2932,141796,132712,61231,695,3418,52239,1362,7.0,2013
Knox County,Indiana,75.7666342271034,18,83,14.0,1103,87.3,14.9,9529,0.4216,39.2,14.3,4800,632,916,38266,36249,42119,427,836,14738,792,6.8,2013
Kosciusko County,Indiana,78.1015290142049,18,85,11.9,540,85.5,20.7,21184,0.4189,38.1,11.7,6616,5817,1068,77527,72109,50859,800,1506,29705,726,9.1,2013
LaGrange County,Indiana,79.1598200888753,18,87,16.5,35,61.0,9.7,9255,0.4163,30.6,9.9,2495,1379,468,37463,36593,47617,2542,538,11833,547,9.2,2013
Lake County,Indiana,76.7000274896173,18,89,17.8,124958,86.6,19.2,122309,0.444,37.6,13.6,55342,84317,15832,494250,307902,49035,4299,16708,182080,10985,11.6,2013
LaPorte County,Indiana,76.2679859070185,18,91,16.5,11891,84.8,16.2,28009,0.4266,39.4,14.5,11663,6248,2861,111310,94796,47538,1036,3155,42690,1939,10.9,2013
Lawrence County,Indiana,75.9929771672295,18,93,15.2,210,82.8,13.0,13164,0.4224,41.2,16.7,4043,615,766,46053,44714,42627,420,1183,18592,617,9.3,2013
Madison County,Indiana,75.8327394693444,18,95,17.3,8842,86.7,16.0,32706,0.4205,39.4,17.3,15239,4347,3815,131027,115801,43120,1108,3647,50637,3047,11.7,2013
Marion County,Indiana,76.142415618782,18,97,20.4,244753,83.8,28.1,213144,0.4704,34.0,12.9,158994,85917,41268,912242,578316,42334,6344,38112,360072,27403,11.8,2013
Marshall County,Indiana,78.4813955121407,18,99,15.2,346,83.4,15.6,12253,0.4117,38.4,12.8,3879,4133,777,47057,44078,45709,628,1116,17581,615,10.5,2013
Martin County,Indiana,77.2187364806527,18,101,14.6,20,79.8,7.8,2709,0.3989,42.6,11.8,809,37,180,10269,10065,44740,88,223,4146,130,6.8,2013
Miami County,Indiana,77.1580274454783,18,103,17.2,1784,83.7,9.9,9102,0.4152,40.1,17.2,3265,909,519,36624,33433,42023,268,806,13210,306,12.8,2013
Monroe County,Indiana,80.0585272281401,18,105,25.1,4304,91.8,44.9,27437,0.5072,27.9,10.1,24827,4242,10037,139634,122116,40052,717,2867,53914,3791,7.5,2013
Montgomery County,Indiana,77.3792598476801,18,107,16.8,400,87.7,19.8,10259,0.407,39.8,14.1,4051,1736,1033,38215,36858,46797,249,892,14590,638,9.7,2013
Morgan County,Indiana,76.7907154432227,18,109,11.5,248,85.8,16.0,19354,0.4098,40.4,14.0,6027,884,1329,69217,67504,55354,265,1721,25621,575,8.5,2013
Newton County,Indiana,76.7743168738049,18,111,11.2,29,86.5,8.8,3859,0.4305,42.7,15.9,1260,757,171,14151,13800,50262,70,240,5374,165,9.8,2013
Noble County,Indiana,77.4321909397313,18,113,14.2,77,81.9,11.8,12703,0.4014,37.4,13.8,4230,4604,766,47509,45959,47117,506,1187,17722,518,11.2,2013
Ohio County,Indiana,77.6519405083919,18,115,8.3,41,84.9,13.6,1679,0.3864,44.4,12.8,619,96,112,6075,5938,50377,46,120,2422,83,9.2,2013
Orange County,Indiana,76.0281804386214,18,117,17.9,322,81.9,12.2,5209,0.4092,40.2,18.0,1952,212,396,19829,19233,38826,147,403,7688,291,10.3,2013
Owen County,Indiana,76.0273126585599,18,119,14.0,100,82.4,9.4,6084,0.395,43.0,16.4,1820,217,345,21467,21010,43950,176,489,8552,147,8.8,2013
Parke County,Indiana,78.2079396130296,18,121,13.3,453,84.5,15.2,4142,0.4128,41.5,14.6,952,223,119,17210,16610,43870,159,204,5893,107,8.0,2013
Perry County,Indiana,77.1680662479327,18,123,10.9,577,83.7,10.6,4953,0.3922,40.8,14.9,1490,98,212,19450,18489,47596,108,408,7411,270,7.6,2013
Pike County,Indiana,76.648511342558,18,125,12.7,13,85.5,8.8,3696,0.417,42.9,17.5,870,6,120,12780,12713,40680,185,224,5149,101,5.8,2013
Porter County,Indiana,78.4928076007601,18,127,10.4,5500,91.6,25.6,43450,0.4077,38.8,10.9,13872,14462,3160,165168,152665,62794,1070,3951,61502,1416,8.7,2013
Posey County,Indiana,78.5484266123603,18,129,9.9,356,91.8,19.9,7432,0.4223,42.0,12.1,1512,252,338,25713,24892,58750,139,663,10050,212,6.5,2013
Pulaski County,Indiana,76.1539747608947,18,131,14.0,18,85.0,12.4,3604,0.4159,41.8,17.0,1010,346,249,13253,12897,44764,164,168,5058,103,9.5,2013
Putnam County,Indiana,77.7220242852834,18,133,9.7,1516,85.8,14.5,9072,0.3865,37.7,13.6,2591,619,431,37799,35411,50821,209,733,12414,333,8.9,2013
Randolph County,Indiana,76.8798221198573,18,135,17.4,100,83.2,10.5,7056,0.4475,41.2,16.1,2769,793,541,25975,25236,40904,244,734,10429,355,9.4,2013
Ripley County,Indiana,77.1307634435037,18,137,9.4,123,83.9,14.7,7773,0.3874,40.0,13.8,2558,446,371,28636,27902,47537,216,573,10761,305,8.8,2013
Rush County,Indiana,76.7532853859975,18,139,15.4,162,87.7,15.3,4933,0.4088,40.7,14.9,1932,197,414,17257,16808,47401,172,451,6874,311,9.2,2013
Saint Joseph County,Indiana,77.5110880658183,18,141,17.7,34311,87.4,27.4,65452,0.4532,36.4,12.9,31047,20022,7567,266694,212416,44582,2053,8384,101947,5472,11.0,2013
Scott County,Indiana,72.6915747828592,18,143,19.0,264,78.8,10.5,6353,0.413,39.4,18.5,2390,369,504,24035,23477,42898,250,725,8914,272,14.9,2013
Shelby County,Indiana,76.7707834921755,18,145,12.9,522,85.0,13.4,11897,0.3991,40.0,13.2,4970,1672,919,44511,41919,51440,341,1282,17171,737,10.0,2013
Spencer County,Indiana,78.6143175399103,18,147,12.6,145,87.4,14.8,5795,0.3827,42.5,12.9,1428,537,211,20960,20186,52991,46,278,7984,174,7.6,2013
Starke County,Indiana,74.4289146777688,18,149,16.9,83,81.6,11.7,6349,0.4116,41.2,17.8,1690,779,359,23267,22610,40126,300,593,8964,202,14.4,2013
Steuben County,Indiana,78.9581875422341,18,151,11.5,178,89.0,18.6,9580,0.3982,40.5,12.8,3069,1045,505,34190,32044,48080,204,856,13514,245,11.0,2013
Sullivan County,Indiana,75.4654134628882,18,153,17.9,1086,82.5,10.4,5462,0.4261,39.9,18.1,2159,330,490,21321,19967,43510,131,396,7764,474,8.3,2013
Switzerland County,Indiana,75.9437174970737,18,155,22.2,24,81.7,8.3,2990,0.3948,40.6,13.3,970,157,183,10534,10270,44143,115,297,4099,94,11.3,2013
Tippecanoe County,Indiana,79.2372045170072,18,157,21.6,7343,90.4,36.8,38212,0.4799,28.0,9.5,30514,13454,9518,175628,150497,44246,671,3975,66667,3961,8.4,2013
Tipton County,Indiana,78.1089673902395,18,159,9.4,35,90.1,16.6,4845,0.3759,42.7,16.9,1508,380,275,15834,15478,52686,133,410,6622,239,7.5,2013
Union County,Indiana,77.2368171682889,18,161,12.7,33,83.1,16.6,2018,0.3845,41.0,14.8,703,37,151,7420,7173,44161,44,141,2943,75,10.5,2013
Vanderburgh County,Indiana,76.6712860849351,18,163,15.9,16382,88.7,22.7,44977,0.4533,37.6,13.5,26898,4054,6565,180233,156015,43540,1289,5670,73963,5174,7.1,2013
Vermillion County,Indiana,75.2491786994288,18,165,15.8,27,90.5,13.8,4255,0.4348,41.7,15.9,1409,156,281,16098,15848,42524,123,383,6466,230,9.8,2013
Vigo County,Indiana,75.796581705412,18,167,20.0,7138,86.3,20.5,24490,0.4603,36.0,16.4,14310,2551,3406,108084,94932,40692,754,3009,39597,2301,8.6,2013
Wabash County,Indiana,77.0008225320876,18,169,15.1,202,85.9,16.5,9026,0.3963,41.9,15.6,3029,711,641,32650,31461,45286,230,718,12703,581,10.1,2013
Warren County,Indiana,78.8170966635244,18,171,7.1,10,83.6,15.6,2429,0.4226,43.2,17.3,768,83,80,8464,8266,52317,26,88,3283,80,6.5,2013
Warrick County,Indiana,78.8092413323077,18,173,9.0,586,92.8,28.1,17003,0.421,40.0,10.7,3741,976,831,60163,57178,62351,193,1142,22454,431,7.0,2013
Washington County,Indiana,75.2464672254365,18,175,15.1,100,80.9,11.2,7445,0.4226,39.7,17.0,2094,337,364,28064,27621,41986,302,697,10631,237,11.3,2013
Wayne County,Indiana,75.4683535924965,18,177,21.8,3002,82.4,15.8,18814,0.4511,40.6,17.3,9353,1803,2302,68557,61903,38350,808,2642,28185,2057,11.3,2013
Wells County,Indiana,78.6829437236547,18,179,10.7,107,89.9,15.4,7833,0.399,40.9,12.3,2371,610,365,27707,27074,48136,149,761,10904,305,7.6,2013
White County,Indiana,77.62668129422,18,181,10.8,39,88.2,13.9,6846,0.3954,42.3,15.2,2236,1769,408,24542,23700,51444,124,418,9541,158,9.1,2013
Whitley County,Indiana,78.9731078287699,18,183,8.2,180,89.7,16.4,9219,0.3721,40.3,13.0,2393,548,353,33274,32203,51914,176,731,13094,297,8.4,2013
Adair County,Iowa,78.6769196811541,19,1,9.5,28,89.4,13.6,2071,0.4004,45.6,13.9,755,61,79,7588,7428,47892,41,106,3295,87,3.9,2013
Adams County,Iowa,78.4608538212739,19,3,11.3,12,88.1,13.3,1182,0.3818,46.9,15.1,376,51,60,3973,3883,45871,22,65,1745,37,4.7,2013
Allamakee County,Iowa,79.6112710105108,19,5,12.6,63,88.0,14.8,3900,0.3961,44.4,11.8,1204,786,90,14242,13663,48831,139,176,5862,178,6.3,2013
Appanoose County,Iowa,77.3562991460817,19,7,15.2,60,85.0,16.3,3478,0.4201,44.6,14.1,1523,196,280,12808,12479,39208,109,224,5534,240,8.6,2013
Audubon County,Iowa,79.1878875354717,19,9,9.5,12,88.4,15.4,1692,0.4784,47.1,12.1,525,36,64,6002,5880,48313,64,130,2684,64,2.6,2013
Benton County,Iowa,80.6402939763392,19,11,8.4,122,90.2,17.6,7408,0.3724,40.4,12.4,1977,307,237,25971,25306,56669,137,657,10079,200,5.2,2013
Black Hawk County,Iowa,79.1771903037536,19,13,17.0,11997,88.6,25.1,31212,0.4338,34.6,12.7,16811,5048,5110,131468,113080,45747,1017,3632,52276,2828,8.2,2013
Boone County,Iowa,78.758741897478,19,15,10.1,256,91.4,19.1,6837,0.4146,40.7,11.8,2578,547,369,26310,25659,51826,171,568,10574,352,5.5,2013
Bremer County,Iowa,82.01176586064,19,17,7.3,367,92.1,28.2,6546,0.3942,38.5,9.8,1733,265,279,24387,23657,61216,100,327,9258,178,4.3,2013
Buchanan County,Iowa,78.9827496069638,19,19,9.9,187,89.8,15.4,5867,0.4192,39.1,11.3,1789,266,277,20954,20473,55553,253,311,8187,254,5.0,2013
Buena Vista County,Iowa,80.4817508170506,19,21,12.8,509,76.0,19.8,4915,0.422,36.5,9.7,2439,4814,307,20350,16370,46951,82,463,7615,402,3.8,2013
Butler County,Iowa,79.4852059927596,19,23,9.8,37,89.5,13.1,4367,0.3876,43.5,10.1,1262,148,159,14909,14688,52026,103,277,6189,178,4.3,2013
Calhoun County,Iowa,78.9869321203202,19,25,13.4,126,90.3,16.8,2902,0.4342,47.4,15.4,913,142,149,9952,9653,44484,103,246,4356,82,4.1,2013
Carroll County,Iowa,79.8999501222684,19,27,9.6,226,91.2,17.5,5661,0.4104,42.2,11.5,2119,384,408,20732,20123,48361,119,629,8626,431,3.0,2013
Cass County,Iowa,77.8915191596618,19,29,11.4,42,92.6,20.8,3930,0.4357,44.8,16.0,1714,294,225,13793,13460,43481,229,342,6081,374,3.2,2013
Cedar County,Iowa,81.0041884796632,19,31,8.0,42,91.9,18.3,5348,0.3509,42.8,10.9,1625,314,163,18452,17998,58088,125,452,7665,190,3.7,2013
Cerro Gordo County,Iowa,79.168176708395,19,33,13.2,522,91.9,21.0,11746,0.4473,43.9,12.3,5670,1729,937,43932,41757,44795,325,963,19967,1022,6.0,2013
Cherokee County,Iowa,79.6939758516341,19,35,9.7,15,89.6,20.9,3351,0.4128,47.2,11.4,1342,322,147,12013,11662,48977,129,305,5354,178,4.4,2013
Chickasaw County,Iowa,80.1487484880178,19,37,10.3,39,86.6,10.9,3664,0.41,43.2,12.7,1067,274,165,12379,12085,43971,104,262,5364,133,5.6,2013
Clarke County,Iowa,77.4675570951136,19,39,13.7,102,86.5,10.7,2263,0.4417,41.0,15.1,1064,981,226,9311,9005,43216,106,165,3672,71,5.4,2013
Clay County,Iowa,79.8499640361801,19,41,8.9,29,92.1,19.1,4510,0.4664,42.6,12.1,1843,477,208,16604,15988,49035,99,341,7148,314,5.7,2013
Clayton County,Iowa,80.680609042156,19,43,12.5,59,90.6,13.9,5192,0.4067,45.0,11.8,1677,321,282,17990,17565,47494,137,419,7707,173,5.7,2013
Clinton County,Iowa,78.2617463295276,19,45,14.0,1509,89.2,17.4,13047,0.4228,41.8,13.2,5124,1316,1151,48896,45851,49559,404,1195,20008,941,6.6,2013
Crawford County,Iowa,79.831431594989,19,47,15.8,134,77.1,12.5,4392,0.419,39.1,11.7,1517,4401,175,17205,15976,46548,83,368,6300,174,5.3,2013
Dallas County,Iowa,81.8747929212083,19,49,6.4,763,93.7,44.8,18882,0.4202,34.4,7.8,5936,4293,870,69526,63846,73847,234,1602,26262,451,3.4,2013
Davis County,Iowa,79.0075947798582,19,51,21.2,12,85.6,14.3,2162,0.4439,38.0,11.4,616,96,75,8755,8633,45040,193,159,3115,118,6.7,2013
Decatur County,Iowa,78.057316716468,19,53,19.5,140,82.7,16.8,2046,0.4514,38.3,16.1,928,200,203,8308,7914,36326,68,141,3106,177,8.6,2013
Delaware County,Iowa,80.4393234163722,19,55,8.4,41,88.7,13.0,5019,0.3792,41.9,10.4,1508,161,200,17665,17399,54076,103,319,7129,241,4.4,2013
Des Moines County,Iowa,78.495646686896,19,57,13.8,2143,91.6,19.6,10871,0.4454,41.8,13.8,4566,1093,994,40301,36734,42451,345,1443,16993,1006,8.5,2013
Dickinson County,Iowa,80.8427151328009,19,59,7.8,37,92.9,26.6,5271,0.4314,48.4,13.4,1945,222,426,16818,16443,56136,92,296,7981,246,4.3,2013
Dubuque County,Iowa,80.0310647733595,19,61,10.9,1284,90.4,25.7,24280,0.4192,38.8,11.0,10103,1898,2494,94411,88868,51475,509,2244,37366,1907,4.8,2013
Emmet County,Iowa,78.7706059747837,19,63,12.5,126,86.5,13.0,2661,0.4756,40.5,10.3,831,846,138,10141,9606,48601,55,226,4119,135,5.6,2013
Fayette County,Iowa,79.0739638343001,19,65,11.5,156,88.2,15.9,5256,0.3974,42.6,13.4,1865,411,306,20822,20118,45542,153,377,8328,240,5.5,2013
Floyd County,Iowa,79.8177716190272,19,67,12.6,395,88.5,16.6,4593,0.428,43.7,13.4,1901,337,313,16177,15511,43826,40,488,7007,470,5.4,2013
Franklin County,Iowa,80.1372007587954,19,69,11.1,45,83.9,14.0,3023,0.4282,43.4,10.8,1145,1189,154,10623,9889,48355,68,301,4358,176,4.6,2013
Fremont County,Iowa,78.4914334427493,19,71,10.2,38,90.9,19.5,2030,0.4401,46.0,14.6,668,184,57,7291,7111,50520,41,179,2965,79,4.9,2013
Greene County,Iowa,79.0781465852739,19,73,13.0,8,89.5,18.1,2606,0.4386,45.1,16.0,951,203,173,9255,9084,45865,35,267,3969,165,5.8,2013
Grundy County,Iowa,80.6492931361591,19,75,7.0,21,94.2,19.1,3539,0.4373,42.3,9.3,919,132,110,12416,12223,56827,79,220,5073,117,5.3,2013
Guthrie County,Iowa,79.6710919716922,19,77,10.3,66,91.0,16.3,3294,0.4378,45.1,13.0,910,214,156,10843,10569,50609,63,301,4641,111,5.3,2013
Hamilton County,Iowa,80.0920342548185,19,79,12.3,63,88.6,15.5,4139,0.4386,42.0,13.5,1855,781,319,15486,14515,43589,116,419,6395,346,6.6,2013
Hancock County,Iowa,80.5776902344953,19,81,10.4,15,89.4,17.2,3140,0.3955,44.8,12.1,923,403,175,11243,10863,50105,59,204,4648,192,3.9,2013
Hardin County,Iowa,79.5917498687289,19,83,8.6,178,90.3,22.4,4611,0.3987,44.0,13.0,1805,658,202,17453,16781,49342,157,262,7061,172,6.1,2013
Harrison County,Iowa,77.7831007539848,19,85,9.6,8,90.3,16.7,4138,0.3961,43.1,15.5,1366,195,263,14729,14433,54583,67,278,5996,176,4.7,2013
Henry County,Iowa,78.9241242453736,19,87,17.9,457,90.3,18.0,5090,0.4276,40.3,14.0,1948,838,440,20188,18758,46376,154,557,7493,377,7.1,2013
Howard County,Iowa,79.7155404269643,19,89,11.6,54,84.3,10.5,2440,0.4282,42.2,11.7,786,132,191,9560,9410,46429,168,203,3884,93,4.9,2013
Humboldt County,Iowa,79.8972658776722,19,91,10.2,12,88.7,19.1,2832,0.4018,44.1,11.8,984,356,142,9776,9525,47897,35,223,4222,109,3.8,2013
Ida County,Iowa,78.9494424186119,19,93,14.4,16,89.2,19.2,2011,0.4434,44.5,13.4,851,116,87,7099,6987,43449,40,235,3182,121,3.0,2013
Iowa County,Iowa,80.2357117839382,19,95,10.9,65,93.0,20.0,4758,0.3831,42.1,11.1,1368,329,135,16323,16066,58008,59,312,6745,130,4.1,2013
Jackson County,Iowa,78.8089804967327,19,97,10.5,50,88.3,11.9,5825,0.4149,44.1,12.5,2019,242,343,19737,19255,46467,172,437,8479,356,4.2,2013
Jasper County,Iowa,79.6955909509012,19,99,11.8,501,90.9,16.6,9983,0.3978,42.1,14.7,4259,561,868,36710,35449,50513,226,896,14826,738,5.6,2013
Jefferson County,Iowa,80.3903320781435,19,101,12.4,214,95.8,32.3,4087,0.4788,44.3,10.0,1944,437,307,16800,14745,48814,71,201,6919,307,6.9,2013
Johnson County,Iowa,82.0825183049252,19,103,17.7,6526,94.5,48.8,29043,0.4692,29.5,7.3,21785,6671,7461,134034,114401,53424,797,2963,54005,3041,4.3,2013
Jones County,Iowa,80.5466019871973,19,105,8.3,368,91.1,14.4,5554,0.4029,43.1,13.0,1595,292,215,20637,19744,55041,100,379,8063,236,5.8,2013
Keokuk County,Iowa,79.8515106967713,19,107,13.2,65,88.0,10.4,2711,0.4055,44.0,15.4,844,123,140,10428,10234,42167,93,181,4354,122,6.8,2013
Kossuth County,Iowa,81.2428379182626,19,109,8.7,34,93.3,18.3,4368,0.4339,46.8,12.8,1310,244,114,15437,15145,51812,97,232,6728,125,2.6,2013
Lee County,Iowa,76.8566667628974,19,111,15.1,1188,90.5,14.9,9296,0.4112,42.8,14.7,3719,1138,678,35736,33331,42469,274,916,14241,795,8.6,2013
Linn County,Iowa,80.2355897684685,19,113,9.7,8905,93.3,31.7,53672,0.4221,36.9,10.3,23192,5818,4370,213425,192746,57260,1462,5458,86052,3620,5.5,2013
Louisa County,Iowa,78.8190388050918,19,115,12.2,75,82.6,13.3,3069,0.3982,39.7,12.4,937,1820,118,11348,10394,50583,113,276,4381,135,7.7,2013
Lucas County,Iowa,78.49811366698,19,117,17.0,11,89.5,11.4,2474,0.4058,44.3,15.7,841,63,104,8840,8695,43288,70,236,3734,150,9.8,2013
Lyon County,Iowa,81.2668575638763,19,119,8.0,3,86.8,16.7,3145,0.3808,38.0,10.6,785,247,80,11659,11399,52152,60,131,4425,82,3.1,2013
Madison County,Iowa,79.4944595620177,19,121,8.9,68,92.8,19.6,4219,0.406,40.1,10.2,1414,206,89,15606,15267,57581,78,233,6092,154,6.6,2013
Mahaska County,Iowa,79.422758845112,19,123,15.9,311,89.2,19.5,5823,0.4329,39.3,12.8,2680,388,557,22428,21421,47967,172,428,9073,462,7.7,2013
Marion County,Iowa,79.0958091606253,19,125,9.2,187,92.8,23.8,9000,0.3913,38.6,11.5,3069,557,630,33318,32160,54723,154,503,12691,295,4.4,2013
Marshall County,Iowa,77.8889223875406,19,127,12.1,787,84.1,18.3,10517,0.4042,38.9,12.3,4082,7365,878,40800,35372,51555,219,999,15350,905,6.9,2013
Mills County,Iowa,78.2079430502061,19,129,7.0,93,91.2,23.1,4034,0.3706,41.8,15.1,874,383,138,14983,14601,63076,52,267,5375,98,4.4,2013
Mitchell County,Iowa,80.8072601456274,19,131,7.1,33,90.5,14.1,2926,0.3693,44.6,9.9,817,99,124,10739,10576,51078,91,146,4389,90,3.5,2013
Monona County,Iowa,77.041387990649,19,133,9.0,30,88.1,12.6,2514,0.4256,46.8,14.8,1168,125,107,9208,8912,42025,66,154,3981,141,6.4,2013
Monroe County,Iowa,77.5413112480027,19,135,11.8,13,86.5,17.2,2247,0.4026,42.3,13.3,824,166,96,8010,7760,45997,86,146,3361,78,6.0,2013
Montgomery County,Iowa,77.313888607355,19,137,16.1,0,82.2,17.3,3079,0.429,45.2,16.4,1286,334,254,10625,10354,44281,104,372,4553,163,9.3,2013
Muscatine County,Iowa,78.6478345355873,19,139,14.4,607,83.4,16.6,11437,0.4156,38.2,11.6,4112,6954,804,42798,39498,51425,279,1267,16410,613,7.7,2013
O'Brien County,Iowa,79.6302826917795,19,141,11.3,53,89.8,18.9,3853,0.4718,44.0,12.0,1529,552,295,14249,13641,48185,69,204,6098,405,3.0,2013
Osceola County,Iowa,80.1800424270829,19,143,8.6,24,87.6,16.3,1833,0.3871,43.7,11.6,672,403,72,6335,6105,48659,85,64,2676,44,3.0,2013
Page County,Iowa,78.2680812564627,19,145,13.9,292,87.5,15.9,4164,0.4399,43.8,16.3,1720,462,261,15838,14902,43010,135,314,6415,163,6.0,2013
Palo Alto County,Iowa,78.9088264426251,19,147,9.2,38,87.8,14.6,2399,0.4394,42.9,12.8,900,164,185,9352,9161,44663,46,202,3948,89,5.1,2013
Plymouth County,Iowa,80.4794454882514,19,149,6.4,97,91.3,17.8,6979,0.3906,42.4,10.5,2042,791,312,24923,24006,58888,126,443,9867,243,3.4,2013
Pocahontas County,Iowa,78.8294684546909,19,151,14.2,92,90.8,16.2,1921,0.4382,47.4,12.4,665,193,110,7243,7032,44073,35,144,3227,120,4.8,2013
Polk County,Iowa,79.1359111995346,19,153,11.8,26079,91.1,35.1,112738,0.4369,34.8,10.4,53335,33737,11834,438307,374346,59018,2583,12881,173164,8021,6.2,2013
Pottawattamie County,Iowa,77.9913019206409,19,155,13.8,1201,88.0,18.4,24736,0.4229,38.6,13.4,10867,6214,2413,92962,87793,51304,454,2820,36460,1765,6.5,2013
Poweshiek County,Iowa,79.4493366532401,19,157,12.8,219,92.5,25.6,4783,0.4205,40.9,12.6,2029,479,409,18804,17870,50349,262,421,7488,299,6.8,2013
Ringgold County,Iowa,78.6059866475253,19,159,13.1,4,87.2,16.6,1395,0.4218,46.0,15.6,488,30,37,5107,5068,44551,101,87,2074,34,5.7,2013
Sac County,Iowa,79.4450031400859,19,161,8.7,90,89.9,18.5,2843,0.4158,46.5,12.2,823,223,103,10227,10047,48093,70,167,4435,134,4.4,2013
Scott County,Iowa,79.0545468703512,19,163,13.1,12684,92.2,32.1,42490,0.454,37.4,10.1,20778,9678,4531,167080,144434,52735,1062,5191,67049,2737,5.8,2013
Shelby County,Iowa,80.658744742017,19,165,10.8,31,89.9,15.3,3364,0.4292,46.2,15.1,1135,232,203,12088,11702,48783,78,200,5083,184,3.0,2013
Sioux County,Iowa,82.7113344601191,19,167,8.2,175,87.4,22.9,8819,0.3947,33.2,7.0,2329,3093,322,34050,31847,57227,153,491,11623,311,2.4,2013
Story County,Iowa,82.1728117700704,19,169,20.9,2185,95.4,49.0,18849,0.4573,26.5,7.0,15824,2793,4936,90750,80725,50516,419,1232,35196,1639,6.2,2013
Tama County,Iowa,79.0674147264005,19,171,11.5,88,89.4,14.8,4905,0.4154,42.2,11.9,1718,1321,278,17661,15695,51670,121,507,6794,127,7.1,2013
Taylor County,Iowa,79.0661441030004,19,173,14.5,11,89.6,11.9,1840,0.4303,44.4,13.9,657,413,118,6256,6018,43804,32,146,2764,104,4.6,2013
Union County,Iowa,77.7833039982322,19,175,16.1,178,91.5,14.9,3448,0.4156,41.3,14.2,1433,257,356,12547,12250,44838,65,419,5339,191,7.1,2013
Van Buren County,Iowa,77.8627862177795,19,177,16.5,23,85.4,14.1,2095,0.3898,44.1,13.3,429,86,74,7517,7392,43181,121,110,3023,62,7.9,2013
Wapello County,Iowa,77.1545464159054,19,179,19.1,510,85.0,17.4,9445,0.4465,39.8,15.8,3949,3306,844,35469,32958,41425,251,1198,14534,882,9.0,2013
Warren County,Iowa,79.7446348662471,19,181,7.3,241,94.5,26.9,12869,0.39,38.8,10.8,3703,957,622,46631,45275,62535,230,1257,17378,284,5.5,2013
Washington County,Iowa,79.8017434660004,19,183,9.8,164,89.0,19.0,6045,0.3957,42.0,12.8,2170,1137,427,21834,20742,54554,134,461,8948,368,4.6,2013
Wayne County,Iowa,77.7908791715787,19,185,12.4,4,88.1,11.4,1686,0.428,45.3,15.6,448,70,41,6382,6273,40024,93,116,2589,48,9.3,2013
Webster County,Iowa,77.3646638808777,19,187,15.8,1466,87.9,18.7,9052,0.4507,40.0,14.4,4862,1470,1078,37626,34669,41624,186,1220,15458,887,10.2,2013
