County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),White Population,Rent Burden Count (+50%),Total Population,Hispanic Population,Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Ballard County,Kentucky,75.3701648472013,21,7,84.2,293.0,16.7,594.0,16.0,2174.0,12.6,42.5,0.4473,17.0,42852.0,152.0,7840.0,142.0,8274.0,101.0,3279.0,89.0,6.8,2014
Barren County,Kentucky,76.0512680070202,21,9,77.9,1861.0,20.3,5347.0,19.2,11589.0,13.7,40.1,0.4423,352.0,38885.0,1251.0,39908.0,1028.0,42691.0,1204.0,16789.0,825.0,8.3,2014
Bath County,Kentucky,73.5898747757452,21,11,72.2,226.0,26.7,1036.0,21.5,3017.0,9.6,40.3,0.4921,106.0,33091.0,286.0,11434.0,251.0,11870.0,164.0,4361.0,240.0,14.2,2014
Bell County,Kentucky,71.7172099044201,21,13,65.7,734.0,32.7,3681.0,29.9,7403.0,9.8,41.1,0.4729,632.0,24976.0,847.0,26780.0,987.0,28234.0,115.0,11181.0,1246.0,11.8,2014
Boone County,Kentucky,78.9509218198802,21,15,91.2,3760.0,8.7,11342.0,10.9,32595.0,32.1,36.1,0.4001,464.0,67286.0,2623.0,113086.0,1859.0,123030.0,4678.0,43903.0,1123.0,6.2,2014
Bourbon County,Kentucky,76.2049808276357,21,17,79.4,1438.0,17.7,3092.0,14.5,5304.0,13.8,41.0,0.4571,150.0,43521.0,670.0,17990.0,647.0,19972.0,1360.0,7782.0,540.0,10.8,2014
Boyd County,Kentucky,75.0416309373778,21,19,88.3,1313.0,19.7,6036.0,20.2,13291.0,16.3,41.8,0.4949,541.0,41739.0,1211.0,46653.0,1268.0,49242.0,746.0,19533.0,1320.0,11.4,2014
Boyle County,Kentucky,77.0317626340257,21,21,85.9,2009.0,15.8,3853.0,17.8,7441.0,21.9,41.0,0.4685,214.0,40853.0,899.0,25992.0,722.0,29150.0,864.0,10981.0,497.0,8.7,2014
Bracken County,Kentucky,74.5143091475195,21,23,80.3,1.0,17.0,729.0,15.1,2208.0,11.6,40.4,0.431,92.0,40194.0,182.0,8382.0,131.0,8459.0,119.0,3303.0,149.0,7.2,2014
Breathitt County,Kentucky,69.8925074496196,21,25,63.7,69.0,31.5,1284.0,32.4,3647.0,10.1,40.7,0.4604,482.0,26094.0,392.0,13379.0,246.0,13663.0,67.0,5434.0,250.0,11.5,2014
Breckinridge County,Kentucky,75.6383963609309,21,27,74.3,508.0,18.2,1532.0,20.1,5217.0,8.8,42.2,0.4026,261.0,40039.0,276.0,19214.0,186.0,20076.0,227.0,7325.0,274.0,12.4,2014
Bullitt County,Kentucky,78.3045222598797,21,29,83.7,496.0,10.8,5253.0,14.2,21160.0,11.7,38.9,0.3684,501.0,56199.0,2212.0,73541.0,1128.0,76093.0,1189.0,28282.0,335.0,8.6,2014
Butler County,Kentucky,74.8554354670051,21,31,73.2,134.0,27.3,1331.0,20.0,3447.0,6.5,40.9,0.4519,171.0,34581.0,432.0,12544.0,191.0,12797.0,428.0,5107.0,319.0,10.7,2014
Caldwell County,Kentucky,75.3016681987103,21,33,87.2,771.0,20.2,1521.0,17.5,3604.0,13.2,42.5,0.4472,210.0,40135.0,422.0,11943.0,217.0,12880.0,171.0,5320.0,123.0,10.6,2014
Calloway County,Kentucky,77.0374364253596,21,35,85.7,1474.0,21.3,5177.0,13.9,8715.0,28.0,33.4,0.4736,332.0,38589.0,556.0,34755.0,1494.0,37981.0,942.0,14854.0,761.0,10.6,2014
Campbell County,Kentucky,77.2849591470168,21,37,88.6,2757.0,14.0,11061.0,12.5,22573.0,28.4,37.0,0.4337,722.0,54482.0,2335.0,85686.0,2412.0,91268.0,1598.0,35478.0,2252.0,8.2,2014
Carlisle County,Kentucky,75.6213096025057,21,39,80.5,70.0,19.3,435.0,15.0,1474.0,14.3,42.5,0.4141,43.0,39125.0,144.0,4877.0,52.0,5031.0,108.0,2075.0,87.0,8.0,2014
Carroll County,Kentucky,73.1824962018495,21,41,71.5,187.0,32.1,1546.0,19.4,2745.0,9.7,36.6,0.4447,113.0,39668.0,325.0,10211.0,435.0,10871.0,748.0,4108.0,233.0,15.2,2014
Carter County,Kentucky,74.5388073392227,21,43,76.8,213.0,18.7,2365.0,19.4,7330.0,10.3,39.7,0.4263,319.0,37139.0,487.0,26685.0,472.0,27439.0,141.0,10525.0,342.0,12.1,2014
Casey County,Kentucky,74.7290734787385,21,45,64.7,177.0,28.8,1266.0,20.9,4213.0,6.8,42.1,0.4482,336.0,30051.0,237.0,15592.0,198.0,16002.0,426.0,6186.0,133.0,10.8,2014
Christian County,Kentucky,75.249381609103,21,47,84.1,14838.0,20.4,12961.0,13.2,18147.0,15.8,28.5,0.4512,521.0,38720.0,2355.0,54035.0,2552.0,74459.0,5159.0,25734.0,1596.0,13.8,2014
Clark County,Kentucky,75.202967705506,21,49,82.7,1865.0,15.5,5167.0,16.7,9874.0,18.5,41.0,0.4392,199.0,46554.0,1008.0,33140.0,923.0,35633.0,952.0,14368.0,1059.0,9.0,2014
Clay County,Kentucky,71.5455077771772,21,51,63.7,996.0,35.7,1945.0,22.6,5280.0,8.2,38.5,0.4915,598.0,22626.0,507.0,19959.0,390.0,21446.0,292.0,7652.0,426.0,16.8,2014
Clinton County,Kentucky,73.9570829890244,21,53,65.4,74.0,24.2,960.0,15.5,2562.0,7.9,41.2,0.4806,95.0,27285.0,233.0,9827.0,125.0,10192.0,263.0,3878.0,95.0,10.0,2014
Crittenden County,Kentucky,74.6017453323209,21,55,80.3,82.0,22.3,878.0,16.9,2482.0,9.9,42.2,0.4628,185.0,33356.0,117.0,9028.0,171.0,9254.0,65.0,3812.0,138.0,9.0,2014
Cumberland County,Kentucky,73.987590175573,21,57,70.7,229.0,26.0,746.0,16.9,1810.0,10.0,44.3,0.4628,66.0,30813.0,202.0,6496.0,77.0,6829.0,22.0,2684.0,125.0,11.9,2014
Daviess County,Kentucky,77.007272441498,21,59,87.3,4507.0,15.8,11774.0,15.2,25671.0,19.5,39.2,0.4276,694.0,45760.0,2773.0,89538.0,2468.0,97631.0,2626.0,38000.0,1525.0,6.8,2014
Edmonson County,Kentucky,76.8439881424712,21,61,74.9,175.0,16.8,957.0,25.7,3476.0,9.8,42.5,0.4307,132.0,42404.0,191.0,11830.0,201.0,12137.0,209.0,4734.0,163.0,9.9,2014
Elliott County,Kentucky,75.8461896836744,21,63,70.6,240.0,29.6,508.0,22.0,1952.0,2.8,41.7,0.4708,186.0,28363.0,217.0,7523.0,116.0,7781.0,38.0,2790.0,75.0,7.8,2014
Estill County,Kentucky,72.4069597872629,21,65,72.8,76.0,29.2,1615.0,26.8,4029.0,5.7,42.6,0.4463,161.0,29905.0,511.0,14259.0,376.0,14547.0,6.0,5706.0,293.0,12.9,2014
Fayette County,Kentucky,78.4538398155492,21,67,88.2,43918.0,19.3,56001.0,11.3,71151.0,41.7,34.0,0.4929,1501.0,48667.0,9120.0,231482.0,14743.0,304473.0,20827.0,124101.0,9087.0,8.0,2014
Fleming County,Kentucky,73.935597338029,21,69,73.0,226.0,19.6,1445.0,20.6,3976.0,9.6,40.6,0.5028,260.0,33392.0,374.0,14023.0,161.0,14505.0,171.0,5542.0,238.0,9.0,2014
Floyd County,Kentucky,71.2143440125907,21,71,70.2,347.0,29.5,4560.0,28.7,10725.0,10.2,40.4,0.4789,666.0,30190.0,1024.0,38297.0,899.0,39087.0,261.0,15438.0,1025.0,8.5,2014
Franklin County,Kentucky,76.4265514679885,21,73,84.4,5176.0,15.1,7921.0,16.5,12921.0,27.2,40.2,0.4323,191.0,46818.0,1602.0,41146.0,1954.0,49509.0,1415.0,21065.0,920.0,11.1,2014
Fulton County,Kentucky,72.6593828635329,21,75,74.8,1606.0,24.6,1104.0,20.4,1751.0,11.2,42.6,0.465,22.0,32948.0,203.0,4767.0,187.0,6550.0,83.0,2662.0,348.0,11.3,2014
Gallatin County,Kentucky,72.7168913920476,21,77,75.9,132.0,15.9,898.0,15.1,2021.0,8.0,38.3,0.3904,13.0,48917.0,130.0,7975.0,97.0,8554.0,176.0,3024.0,126.0,9.5,2014
Garrard County,Kentucky,77.315358565885,21,79,78.6,257.0,20.7,1531.0,19.2,4945.0,17.6,41.4,0.4207,134.0,44304.0,434.0,16154.0,457.0,16880.0,398.0,6567.0,184.0,12.2,2014
Grant County,Kentucky,74.4870807473975,21,81,79.4,54.0,18.3,2418.0,15.1,6296.0,11.1,36.7,0.4023,159.0,46382.0,608.0,23479.0,558.0,24667.0,602.0,8301.0,127.0,10.1,2014
Graves County,Kentucky,75.6152447822743,21,83,79.0,1751.0,18.5,3711.0,15.0,9905.0,15.6,40.3,0.4567,357.0,39529.0,907.0,34426.0,900.0,37451.0,2208.0,14284.0,813.0,8.5,2014
Grayson County,Kentucky,74.0360277028669,21,85,73.8,230.0,23.2,2683.0,21.0,6860.0,8.0,39.9,0.4806,214.0,33788.0,388.0,25075.0,541.0,25934.0,318.0,9839.0,401.0,10.8,2014
Green County,Kentucky,75.9363330813286,21,87,76.2,331.0,21.1,1025.0,23.3,3129.0,10.4,43.5,0.4705,127.0,34368.0,257.0,10642.0,193.0,11186.0,58.0,4474.0,160.0,9.3,2014
Greenup County,Kentucky,75.3449020466419,21,89,81.7,272.0,18.0,3318.0,19.7,10236.0,14.0,42.7,0.4439,361.0,44035.0,825.0,35586.0,830.0,36656.0,350.0,14230.0,549.0,12.0,2014
Hancock County,Kentucky,76.7204116462783,21,91,87.1,84.0,16.0,721.0,18.0,2552.0,13.3,41.4,0.397,66.0,50311.0,299.0,8393.0,48.0,8654.0,114.0,3367.0,76.0,6.1,2014
Hardin County,Kentucky,77.2761353533211,21,93,90.8,13358.0,14.9,14877.0,15.8,28084.0,22.0,35.3,0.4256,655.0,49602.0,3419.0,85922.0,2489.0,107565.0,5887.0,39955.0,1552.0,9.1,2014
Harlan County,Kentucky,70.8111639389568,21,95,65.4,642.0,32.1,3494.0,30.5,7865.0,10.5,40.9,0.4792,678.0,25186.0,764.0,27463.0,657.0,28744.0,230.0,11251.0,778.0,9.9,2014
Harrison County,Kentucky,74.761921410405,21,97,78.0,395.0,21.7,2415.0,18.4,4619.0,13.4,41.7,0.4804,65.0,35957.0,567.0,17675.0,607.0,18643.0,363.0,7257.0,374.0,8.5,2014
Hart County,Kentucky,75.1002897290645,21,99,72.2,887.0,25.9,1873.0,20.7,5136.0,8.5,40.4,0.4653,421.0,34771.0,507.0,17196.0,403.0,18427.0,287.0,7135.0,372.0,10.2,2014
Henderson County,Kentucky,75.9517144892147,21,101,85.2,3329.0,18.5,6477.0,18.3,12413.0,15.7,39.8,0.4563,282.0,41006.0,1418.0,41066.0,1542.0,46394.0,974.0,18875.0,1448.0,9.3,2014
Henry County,Kentucky,74.9908099087752,21,103,80.9,504.0,17.6,1750.0,16.6,4310.0,11.9,40.9,0.4188,95.0,44764.0,466.0,14387.0,379.0,15427.0,490.0,5984.0,253.0,8.6,2014
Hickman County,Kentucky,75.5980195589428,21,105,82.4,458.0,16.0,384.0,19.0,1267.0,9.6,47.2,0.3723,66.0,42256.0,101.0,4207.0,61.0,4790.0,36.0,1992.0,53.0,12.8,2014
Hopkins County,Kentucky,74.4277285761176,21,107,81.0,2841.0,17.3,5182.0,17.1,12443.0,12.9,40.3,0.4417,483.0,42404.0,1446.0,42155.0,973.0,46684.0,809.0,18533.0,754.0,8.3,2014
Jackson County,Kentucky,72.9053788902614,21,109,66.8,3.0,31.7,1469.0,31.9,4216.0,7.5,39.4,0.4663,195.0,27224.0,433.0,13216.0,239.0,13370.0,78.0,5670.0,199.0,10.0,2014
Jefferson County,Kentucky,76.4553028726808,21,111,88.0,155105.0,16.7,115928.0,14.7,185802.0,31.5,37.9,0.4847,6314.0,47692.0,26189.0,549890.0,27207.0,751485.0,34389.0,306511.0,24567.0,9.3,2014
Jessamine County,Kentucky,77.4727242291645,21,113,82.0,1544.0,17.1,6491.0,15.2,13636.0,27.3,36.5,0.4869,205.0,50057.0,1402.0,45945.0,1344.0,49601.0,1382.0,18120.0,812.0,9.1,2014
Johnson County,Kentucky,72.4634501192753,21,115,74.1,67.0,25.3,2220.0,28.8,6643.0,9.5,40.3,0.4549,439.0,35026.0,484.0,22941.0,433.0,23390.0,129.0,9134.0,468.0,9.6,2014
Kenton County,Kentucky,76.2248758849541,21,117,88.2,7508.0,14.3,20426.0,14.0,40005.0,29.4,36.3,0.4433,1359.0,54817.0,4849.0,146730.0,4884.0,161915.0,4547.0,61962.0,3631.0,8.4,2014
Knott County,Kentucky,72.2274451651351,21,119,67.5,143.0,26.5,1184.0,27.9,3943.0,10.2,40.6,0.471,337.0,31624.0,349.0,15772.0,177.0,16139.0,117.0,5776.0,229.0,14.6,2014
Knox County,Kentucky,72.5209071839703,21,121,67.1,501.0,33.8,4557.0,19.6,8228.0,7.9,39.0,0.4707,542.0,25523.0,966.0,31003.0,916.0,31857.0,317.0,12524.0,1005.0,16.3,2014
Larue County,Kentucky,75.8430134723381,21,123,79.2,482.0,17.9,1388.0,18.6,3869.0,10.2,40.5,0.4314,108.0,39364.0,503.0,13126.0,381.0,14149.0,429.0,5294.0,116.0,12.2,2014
Laurel County,Kentucky,74.8236595780061,21,125,71.2,507.0,23.3,7136.0,18.2,16500.0,11.1,38.1,0.4682,856.0,35746.0,1880.0,57866.0,1444.0,59535.0,799.0,23184.0,940.0,12.9,2014
Lawrence County,Kentucky,72.941811214509,21,127,75.4,17.0,23.5,1336.0,24.9,4264.0,10.5,39.9,0.471,226.0,36225.0,250.0,15535.0,290.0,15850.0,52.0,5940.0,286.0,7.9,2014
Lee County,Kentucky,71.1113878415521,21,129,69.0,101.0,33.4,773.0,34.0,1741.0,4.7,42.4,0.4913,100.0,23968.0,176.0,7375.0,218.0,7681.0,76.0,2957.0,204.0,11.1,2014
Leslie County,Kentucky,70.7055555295433,21,131,61.1,26.0,23.9,1043.0,30.0,2930.0,4.9,41.6,0.484,145.0,29156.0,252.0,10937.0,219.0,11128.0,105.0,4212.0,235.0,9.4,2014
Letcher County,Kentucky,71.5645048643434,21,133,75.1,140.0,24.5,2343.0,28.2,6582.0,10.9,41.4,0.4668,537.0,31630.0,487.0,23604.0,525.0,23965.0,147.0,9391.0,715.0,12.0,2014
Lewis County,Kentucky,73.7438529769883,21,135,69.7,18.0,33.0,1102.0,23.1,3705.0,9.7,40.2,0.4767,306.0,27707.0,358.0,13619.0,177.0,13848.0,86.0,5222.0,257.0,11.5,2014
Lincoln County,Kentucky,74.5793292154728,21,137,75.2,611.0,25.0,2508.0,20.9,6918.0,8.9,39.7,0.4471,313.0,35949.0,772.0,23452.0,561.0,24546.0,373.0,9693.0,466.0,12.7,2014
Livingston County,Kentucky,74.8229816401454,21,139,83.6,29.0,15.4,671.0,22.0,2710.0,10.0,45.8,0.4263,80.0,40580.0,183.0,9235.0,105.0,9443.0,136.0,3708.0,141.0,7.9,2014
Logan County,Kentucky,75.6291633164398,21,141,73.8,1764.0,21.4,3171.0,16.2,7083.0,11.4,40.7,0.4354,310.0,36101.0,653.0,24330.0,838.0,26844.0,691.0,10862.0,378.0,8.8,2014
Lyon County,Kentucky,76.5899300439026,21,143,85.0,533.0,13.9,592.0,23.7,1913.0,17.5,48.6,0.4239,16.0,43715.0,139.0,7749.0,45.0,8415.0,70.0,3263.0,62.0,7.9,2014
McCracken County,Kentucky,75.8271878005943,21,145,86.6,7064.0,17.4,8971.0,16.8,17475.0,23.0,42.4,0.4857,483.0,43650.0,2223.0,55944.0,1902.0,65545.0,1462.0,27409.0,1623.0,7.2,2014
McCreary County,Kentucky,72.2113471861662,21,147,67.2,1090.0,37.7,1937.0,28.7,4495.0,5.7,38.6,0.4666,249.0,20000.0,277.0,16640.0,664.0,18073.0,296.0,6210.0,495.0,19.6,2014
McLean County,Kentucky,74.7707915801622,21,149,79.7,45.0,19.2,769.0,17.9,2649.0,10.3,42.1,0.4112,128.0,40851.0,198.0,9299.0,128.0,9510.0,120.0,3744.0,92.0,7.4,2014
Madison County,Kentucky,76.748896487138,21,151,85.8,3736.0,21.7,12981.0,15.6,20284.0,27.6,33.6,0.4557,434.0,42155.0,2050.0,78414.0,3494.0,85485.0,1898.0,31752.0,1516.0,9.1,2014
Magoffin County,Kentucky,72.4806991157989,21,153,62.6,2.0,26.8,1239.0,27.0,3471.0,6.5,40.3,0.4638,235.0,27947.0,308.0,12941.0,262.0,13076.0,119.0,4928.0,315.0,11.2,2014
Marion County,Kentucky,75.8871556879405,21,155,79.7,1928.0,17.0,1912.0,15.0,4895.0,9.5,38.4,0.4471,301.0,38478.0,562.0,17627.0,427.0,19965.0,493.0,7385.0,343.0,10.0,2014
Marshall County,Kentucky,75.5417781936048,21,157,86.5,89.0,10.7,2578.0,15.1,9060.0,15.3,44.5,0.4153,220.0,44539.0,678.0,30662.0,402.0,31223.0,385.0,12426.0,232.0,7.9,2014
Martin County,Kentucky,72.1756336285886,21,159,74.0,549.0,33.9,1263.0,31.3,3201.0,6.0,37.9,0.4915,174.0,28040.0,317.0,12001.0,240.0,12750.0,274.0,4381.0,255.0,19.9,2014
Mason County,Kentucky,74.2657915095929,21,161,78.8,1166.0,19.9,2069.0,16.5,4714.0,11.9,40.9,0.5156,148.0,39783.0,575.0,15647.0,221.0,17398.0,72.0,6636.0,347.0,6.9,2014
Meade County,Kentucky,76.6581541175333,21,163,84.7,1276.0,16.1,2982.0,15.7,8148.0,12.6,36.0,0.4321,247.0,49379.0,673.0,26800.0,598.0,29203.0,1084.0,10557.0,226.0,11.2,2014
Menifee County,Kentucky,74.3104976134433,21,165,64.7,34.0,28.8,567.0,23.7,1716.0,10.8,41.8,0.4365,65.0,30313.0,166.0,6127.0,140.0,6337.0,119.0,2404.0,130.0,16.6,2014
Mercer County,Kentucky,75.430311999531,21,167,83.9,823.0,17.8,2376.0,19.4,5966.0,17.9,42.7,0.4374,184.0,42658.0,497.0,19823.0,585.0,21311.0,507.0,8770.0,323.0,13.4,2014
Metcalfe County,Kentucky,74.0456221188455,21,169,71.2,127.0,21.7,944.0,23.0,2658.0,10.3,42.9,0.4533,138.0,30453.0,148.0,9588.0,102.0,10025.0,141.0,3918.0,164.0,8.8,2014
Monroe County,Kentucky,73.5432842592436,21,171,74.8,224.0,25.8,1218.0,23.3,2974.0,12.1,42.5,0.458,168.0,30378.0,258.0,10418.0,200.0,10837.0,309.0,4436.0,253.0,9.2,2014
Montgomery County,Kentucky,75.127374270333,21,173,79.1,817.0,25.2,3597.0,19.4,6935.0,17.9,38.4,0.4852,309.0,38373.0,853.0,25398.0,657.0,26983.0,702.0,10288.0,512.0,13.2,2014
Morgan County,Kentucky,75.2528638451593,21,175,69.9,416.0,29.7,1290.0,23.2,3586.0,10.4,40.1,0.468,135.0,29730.0,288.0,12753.0,255.0,13522.0,127.0,4841.0,231.0,9.7,2014
Muhlenberg County,Kentucky,74.9935967108223,21,177,75.7,1431.0,21.2,2492.0,20.2,8459.0,6.4,41.3,0.4265,317.0,38849.0,907.0,29141.0,428.0,31391.0,404.0,11619.0,474.0,9.5,2014
Nelson County,Kentucky,76.8987194680046,21,179,84.0,2260.0,17.3,4217.0,16.4,12451.0,14.7,37.9,0.4454,302.0,45655.0,1421.0,41057.0,1180.0,44254.0,905.0,16660.0,592.0,10.8,2014
Nicholas County,Kentucky,72.8262822071766,21,181,77.3,27.0,16.1,758.0,16.0,2026.0,12.0,41.8,0.4283,67.0,41996.0,198.0,7034.0,54.0,7064.0,23.0,2861.0,47.0,6.3,2014
Ohio County,Kentucky,75.0902644904247,21,183,74.5,572.0,22.2,1753.0,21.3,6306.0,6.0,40.1,0.4539,275.0,39574.0,648.0,22896.0,389.0,23956.0,828.0,8573.0,188.0,9.0,2014
Oldham County,Kentucky,79.5139674989961,21,185,90.3,2599.0,6.5,2801.0,8.1,16011.0,37.1,39.7,0.4226,283.0,84447.0,1124.0,55775.0,616.0,61711.0,2248.0,19610.0,337.0,5.1,2014
Owen County,Kentucky,75.9217486277289,21,187,80.5,173.0,15.1,1024.0,18.5,2986.0,13.2,41.5,0.4447,55.0,40995.0,249.0,10337.0,159.0,10740.0,257.0,4355.0,135.0,9.2,2014
Owsley County,Kentucky,70.0969601814892,21,189,60.4,37.0,39.2,417.0,34.0,1130.0,11.9,42.9,0.5201,157.0,19146.0,176.0,4525.0,58.0,4686.0,35.0,1740.0,204.0,15.0,2014
Pendleton County,Kentucky,74.5866908388364,21,191,79.6,75.0,14.9,1294.0,16.8,3555.0,9.3,40.9,0.4446,103.0,46085.0,276.0,14389.0,160.0,14642.0,155.0,5349.0,156.0,7.6,2014
Perry County,Kentucky,69.683735429796,21,193,65.7,343.0,26.6,3103.0,26.3,7792.0,11.7,41.8,0.4841,585.0,32302.0,824.0,27179.0,620.0,28261.0,64.0,11005.0,788.0,13.6,2014
Pike County,Kentucky,72.2258095328061,21,195,68.6,558.0,24.1,7515.0,30.2,17754.0,11.8,41.0,0.4821,1258.0,32571.0,1456.0,62810.0,1363.0,64380.0,487.0,26312.0,1320.0,11.0,2014
Powell County,Kentucky,70.8040919231084,21,197,73.4,25.0,27.5,1386.0,25.5,2917.0,12.1,39.1,0.4951,179.0,29141.0,343.0,12224.0,356.0,12552.0,152.0,4628.0,326.0,10.6,2014
Pulaski County,Kentucky,74.298612982802,21,199,77.5,723.0,26.0,7737.0,20.9,17671.0,13.8,41.9,0.5056,665.0,33425.0,2157.0,61149.0,2475.0,63505.0,1438.0,26052.0,1227.0,9.4,2014
Robertson County,Kentucky,74.3927556858411,21,201,59.4,0.0,26.6,214.0,18.7,590.0,11.4,44.3,0.4562,28.0,30479.0,49.0,2220.0,39.0,2239.0,0.0,911.0,40.0,13.2,2014
Rockcastle County,Kentucky,74.0697863101122,21,203,72.8,24.0,25.0,1490.0,23.1,4753.0,7.9,42.0,0.4641,224.0,31536.0,412.0,16616.0,276.0,16965.0,67.0,6634.0,380.0,10.5,2014
Rowan County,Kentucky,75.4472466860216,21,205,75.6,389.0,26.0,2913.0,16.2,5216.0,19.1,32.5,0.4463,109.0,40697.0,422.0,22329.0,751.0,23485.0,171.0,8407.0,435.0,5.7,2014
Russell County,Kentucky,74.5859966248882,21,207,69.4,86.0,27.0,1883.0,21.5,4628.0,10.7,42.3,0.4684,306.0,30773.0,355.0,17134.0,364.0,17646.0,612.0,7223.0,297.0,12.3,2014
Scott County,Kentucky,77.6544309447423,21,209,88.3,2560.0,10.6,5149.0,12.8,13212.0,27.2,35.6,0.4094,411.0,62134.0,1454.0,43688.0,1013.0,49167.0,2064.0,18306.0,728.0,7.7,2014
Shelby County,Kentucky,78.3511931901035,21,211,83.8,3204.0,12.4,4715.0,12.1,11732.0,26.1,38.3,0.4189,196.0,57890.0,1163.0,37680.0,885.0,43581.0,3862.0,15665.0,402.0,7.5,2014
Simpson County,Kentucky,75.3904353349037,21,213,82.4,1685.0,19.6,2308.0,14.5,4493.0,14.4,39.1,0.4048,125.0,39055.0,238.0,15137.0,499.0,17551.0,338.0,6660.0,252.0,8.6,2014
Spencer County,Kentucky,77.4902632108746,21,215,86.3,309.0,6.9,1001.0,14.1,5100.0,17.0,40.3,0.3469,114.0,65149.0,391.0,16720.0,93.0,17419.0,297.0,6301.0,135.0,6.8,2014
Taylor County,Kentucky,75.4334446448344,21,217,81.2,1160.0,22.9,2942.0,17.8,6410.0,14.6,39.3,0.4289,394.0,35521.0,769.0,23043.0,585.0,25059.0,498.0,9491.0,317.0,11.2,2014
Todd County,Kentucky,75.2986926893841,21,219,76.7,1069.0,19.9,1251.0,16.6,3318.0,9.6,37.1,0.4226,237.0,41047.0,388.0,10821.0,282.0,12499.0,505.0,4567.0,154.0,8.0,2014
Trigg County,Kentucky,76.4032793015858,21,221,81.7,1172.0,15.5,1193.0,16.7,4213.0,16.7,44.7,0.4355,202.0,45303.0,428.0,12819.0,99.0,14277.0,213.0,6055.0,224.0,7.5,2014
Trimble County,Kentucky,75.0799424419629,21,223,86.8,119.0,16.5,826.0,18.1,2505.0,12.6,40.0,0.3879,110.0,47119.0,246.0,8603.0,131.0,8816.0,273.0,3578.0,94.0,12.7,2014
Union County,Kentucky,74.605019325845,21,225,79.5,1971.0,28.5,1620.0,20.0,3820.0,10.3,37.0,0.4435,140.0,38367.0,440.0,12836.0,429.0,15192.0,272.0,5620.0,315.0,8.0,2014
Warren County,Kentucky,77.2379570098955,21,227,87.3,10871.0,19.1,18691.0,14.3,28830.0,25.9,32.8,0.468,498.0,45209.0,3208.0,96403.0,4868.0,117169.0,5701.0,44923.0,2462.0,9.1,2014
Washington County,Kentucky,76.4265099949579,21,229,77.8,708.0,16.8,864.0,17.2,3120.0,16.1,41.2,0.414,138.0,39313.0,289.0,10618.0,141.0,11871.0,433.0,4514.0,100.0,7.9,2014
Wayne County,Kentucky,75.533589644763,21,231,63.6,438.0,25.5,2311.0,25.6,5450.0,8.5,41.7,0.4571,361.0,29295.0,501.0,19632.0,410.0,20728.0,592.0,8004.0,322.0,15.4,2014
Webster County,Kentucky,74.3770278323121,21,233,75.0,640.0,14.4,1412.0,20.6,3665.0,7.4,39.8,0.4366,102.0,40852.0,219.0,12348.0,198.0,13454.0,601.0,5057.0,163.0,7.6,2014
Whitley County,Kentucky,71.6702212694558,21,235,71.8,286.0,24.1,4110.0,21.4,9332.0,12.8,37.6,0.454,424.0,32255.0,860.0,34501.0,698.0,35557.0,345.0,12931.0,731.0,12.1,2014
Wolfe County,Kentucky,71.0846493017442,21,237,60.2,15.0,44.3,865.0,29.7,1816.0,9.0,42.0,0.5086,104.0,21198.0,192.0,7205.0,331.0,7273.0,14.0,2826.0,238.0,9.4,2014
Woodford County,Kentucky,77.8165525306384,21,239,86.8,1234.0,12.9,2949.0,13.6,6633.0,30.9,41.6,0.4518,107.0,58639.0,510.0,22279.0,474.0,25151.0,1669.0,9716.0,308.0,6.2,2014
Acadia Parish,Louisiana,74.2748694304924,22,1,70.3,10937.0,19.9,6951.0,18.2,15648.0,9.6,35.6,0.4636,628.0,37684.0,2278.0,48993.0,1068.0,62031.0,1211.0,22788.0,1410.0,9.4,2014
Allen Parish,Louisiana,75.9395524213431,22,3,76.2,4879.0,16.8,2211.0,19.2,5498.0,9.1,38.6,0.4599,307.0,39440.0,572.0,18704.0,276.0,25691.0,1327.0,8108.0,440.0,7.5,2014
Ascension Parish,Louisiana,78.0777668979951,22,5,89.3,25169.0,12.8,7834.0,11.8,30190.0,25.0,34.7,0.4035,702.0,70207.0,3590.0,83573.0,1770.0,112308.0,5529.0,39447.0,1032.0,6.3,2014
Assumption Parish,Louisiana,76.7226505681577,22,7,67.9,6891.0,17.0,1672.0,18.0,6251.0,9.0,38.6,0.4502,418.0,47961.0,552.0,15742.0,190.0,23170.0,530.0,8726.0,405.0,11.3,2014
Avoyelles Parish,Louisiana,73.6650815001014,22,9,67.4,12264.0,22.1,4534.0,19.8,10422.0,8.1,38.2,0.4635,466.0,33781.0,1293.0,27881.0,826.0,41604.0,676.0,15107.0,1042.0,10.2,2014
Beauregard Parish,Louisiana,74.9465653604915,22,11,82.9,4750.0,18.7,3028.0,20.4,9711.0,14.2,37.4,0.4515,230.0,46420.0,983.0,29708.0,500.0,36109.0,1166.0,13095.0,488.0,6.7,2014
Bienville Parish,Louisiana,73.7622183023725,22,13,77.4,5980.0,27.5,1654.0,21.5,3763.0,11.5,42.2,0.498,290.0,32826.0,570.0,7822.0,308.0,14122.0,219.0,5888.0,416.0,10.9,2014
