County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Total Families (Single Mother),No Vehicle (Owner),Median Household Income,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,Year
Honolulu County,Hawaii,81.4815425146768,15,3,91.4,23248.0,9.1,138209.0,11.0,37.6,0.4299,219859.0,34.0,13713.0,7988.0,80078.0,209222.0,990060.0,38989.0,95070.0,4.5,22386.0,311451.0,2017
Kauai County,Hawaii,81.4003396135632,15,7,91.8,491.0,9.1,8350.0,10.1,42.1,0.4277,15723.0,28.2,864.0,434.0,72330.0,23301.0,71093.0,1365.0,7654.0,4.4,630.0,22563.0,2017
Kalawao County,Hawaii,81.6543838489769,15,5,87.3,0.0,12.7,51.0,23.4,57.6,0.3801,15.0,22.8,0.0,0.0,61750.0,18.0,86.0,2.0,4.0,0.0,13.0,53.0,2017
Maui County,Hawaii,81.6543838489769,15,9,92.1,933.0,10.0,22158.0,10.5,40.9,0.4454,37230.0,26.3,2993.0,727.0,72762.0,58275.0,164094.0,4642.0,18130.0,4.9,2369.0,54381.0,2017
Ada County,Idaho,80.5623842009789,16,1,94.7,5615.0,11.8,52151.0,10.2,36.4,0.4641,104954.0,37.6,8108.0,1813.0,60151.0,395726.0,435117.0,11000.0,34228.0,4.3,4685.0,164389.0,2017
Adams County,Idaho,80.3383008383321,16,3,89.1,13.0,13.8,350.0,19.6,52.8,0.4248,1130.0,20.3,88.0,15.0,42727.0,3779.0,3946.0,44.0,131.0,8.7,47.0,1736.0,2017
Bannock County,Idaho,77.0815703316482,16,5,92.0,533.0,17.6,9590.0,15.2,33.2,0.4519,20461.0,28.1,1779.0,435.0,47390.0,75606.0,84113.0,2254.0,6954.0,6.3,1376.0,30790.0,2017
Bear Lake County,Idaho,78.6908575063961,16,7,93.8,48.0,14.5,496.0,13.1,39.3,0.4065,1735.0,20.3,111.0,14.0,50603.0,5655.0,5942.0,78.0,245.0,3.7,65.0,2313.0,2017
Benewah County,Idaho,75.8859597671621,16,9,86.3,22.0,15.8,912.0,20.2,46.5,0.4259,2328.0,14.1,204.0,79.0,43472.0,7890.0,9050.0,114.0,311.0,9.6,124.0,3508.0,2017
Bingham County,Idaho,77.6665768597815,16,11,86.8,142.0,13.1,3756.0,13.8,33.3,0.3974,11146.0,19.3,967.0,209.0,51307.0,37735.0,45369.0,595.0,8121.0,5.2,246.0,14903.0,2017
Blaine County,Idaho,83.4393094989314,16,13,88.7,64.0,14.8,2745.0,8.0,42.8,0.4691,5159.0,40.4,606.0,36.0,58835.0,20204.0,21583.0,479.0,4535.0,3.7,209.0,8273.0,2017
Boise County,Idaho,81.5021931629867,16,15,93.5,14.0,11.3,514.0,16.7,53.2,0.4249,2080.0,29.2,83.0,100.0,49964.0,6588.0,6968.0,63.0,286.0,6.0,16.0,3004.0,2017
Bonner County,Idaho,79.1268722534252,16,17,91.1,82.0,14.0,4781.0,16.7,47.7,0.4565,11558.0,22.4,874.0,163.0,45607.0,39878.0,41855.0,1279.0,1210.0,4.4,723.0,17563.0,2017
Bonneville County,Idaho,78.0782835953423,16,19,91.5,550.0,11.9,11280.0,14.0,32.6,0.4506,27737.0,29.3,2407.0,565.0,54150.0,98578.0,110404.0,2315.0,13987.0,3.8,1349.0,38400.0,2017
Boundary County,Idaho,78.778005160812,16,21,89.7,25.0,18.3,1173.0,17.9,43.7,0.4976,2726.0,18.2,195.0,80.0,39512.0,10638.0,11323.0,214.0,526.0,3.8,88.0,4490.0,2017
Butte County,Idaho,78.5234579408874,16,23,92.1,65.0,16.2,179.0,16.1,46.4,0.475,712.0,15.5,52.0,20.0,43207.0,2520.0,2613.0,18.0,66.0,6.7,24.0,1049.0,2017
Camas County,Idaho,80.4593265207532,16,25,90.5,0.0,22.3,98.0,16.1,47.0,0.5489,220.0,20.6,10.0,0.0,36667.0,850.0,886.0,17.0,82.0,4.4,12.0,370.0,2017
Canyon County,Idaho,78.7489164303773,16,27,84.6,939.0,17.1,22469.0,13.6,33.2,0.4121,48420.0,18.1,4740.0,1039.0,46426.0,180693.0,207027.0,4083.0,51487.0,7.3,1951.0,69303.0,2017
Caribou County,Idaho,77.8388667927639,16,29,92.0,0.0,9.4,409.0,14.6,36.9,0.3927,1858.0,20.1,52.0,100.0,58750.0,6649.0,6862.0,28.0,371.0,2.7,33.0,2533.0,2017
Cassia County,Idaho,77.8325520962545,16,31,81.0,23.0,14.7,2372.0,13.5,31.8,0.4024,6086.0,18.1,526.0,181.0,48162.0,22113.0,23472.0,281.0,6337.0,4.3,218.0,7827.0,2017
Clearwater County,Idaho,78.379963737021,16,35,89.4,19.0,13.9,858.0,24.9,50.3,0.4175,2340.0,17.4,140.0,36.0,41122.0,7979.0,8533.0,127.0,332.0,6.2,71.0,3706.0,2017
Custer County,Idaho,79.951099479515,16,37,89.7,1.0,18.9,440.0,20.0,53.4,0.437,1244.0,22.6,86.0,7.0,37976.0,3939.0,4141.0,81.0,164.0,4.7,5.0,1850.0,2017
Elmore County,Idaho,77.918383848112,16,39,87.8,771.0,14.9,4239.0,14.2,31.4,0.4263,6980.0,17.6,513.0,196.0,45154.0,22773.0,26232.0,558.0,4300.0,7.3,268.0,10062.0,2017
Franklin County,Idaho,79.1447410708704,16,41,90.7,33.0,12.2,837.0,14.3,32.6,0.3778,3456.0,20.2,223.0,64.0,51583.0,12671.0,13120.0,146.0,881.0,2.4,86.0,4286.0,2017
Fremont County,Idaho,79.4389751618535,16,43,87.9,29.0,11.9,874.0,12.7,36.7,0.3874,3429.0,21.1,146.0,55.0,51806.0,12067.0,12889.0,126.0,1605.0,5.9,25.0,4383.0,2017
Gem County,Idaho,77.6719700457143,16,45,87.7,0.0,20.7,1616.0,20.3,45.2,0.4084,4374.0,16.9,456.0,61.0,42888.0,15496.0,16850.0,367.0,1398.0,6.0,201.0,6404.0,2017
Gooding County,Idaho,78.253717162963,16,47,77.9,15.0,15.9,1786.0,13.8,37.3,0.4048,3818.0,14.7,353.0,28.0,42626.0,13564.0,15110.0,221.0,4354.0,5.5,104.0,5550.0,2017
Idaho County,Idaho,79.4547826542974,16,49,89.9,36.0,13.5,1356.0,21.7,49.5,0.3865,4318.0,19.1,170.0,239.0,40299.0,15195.0,16275.0,195.0,523.0,5.4,86.0,6480.0,2017
Jefferson County,Idaho,79.4779359870935,16,51,87.8,19.0,9.5,1609.0,11.7,31.3,0.3705,6816.0,21.2,232.0,127.0,58055.0,24872.0,27410.0,179.0,2858.0,4.6,7.0,8470.0,2017
Jerome County,Idaho,78.1575616125321,16,53,75.9,21.0,16.3,2778.0,12.5,32.6,0.4047,5783.0,13.0,413.0,65.0,46421.0,21924.0,23039.0,297.0,7944.0,4.6,136.0,7741.0,2017
Kootenai County,Idaho,79.1120709346287,16,55,92.9,664.0,12.6,17144.0,13.6,39.7,0.4392,41022.0,24.5,3935.0,575.0,53189.0,141527.0,150128.0,3396.0,6560.0,6.1,1569.0,58873.0,2017
Latah County,Idaho,81.4221459137631,16,57,96.2,279.0,22.5,7218.0,12.8,28.3,0.4697,8503.0,46.4,543.0,135.0,43310.0,35798.0,38697.0,2221.0,1612.0,7.2,662.0,15448.0,2017
Lemhi County,Idaho,78.4546129208234,16,59,90.0,15.0,17.1,1092.0,20.1,52.9,0.4174,2304.0,22.3,144.0,42.0,36031.0,7427.0,7755.0,209.0,250.0,4.4,160.0,3703.0,2017
Lewis County,Idaho,78.3617255307179,16,61,89.7,4.0,15.3,425.0,22.4,48.1,0.444,960.0,16.3,25.0,35.0,40313.0,3364.0,3824.0,81.0,166.0,5.9,60.0,1626.0,2017
Lincoln County,Idaho,77.8110567313034,16,63,78.1,0.0,11.5,494.0,15.3,33.1,0.3854,1157.0,9.1,51.0,7.0,46383.0,4954.0,5296.0,42.0,1577.0,3.1,11.0,1609.0,2017
Madison County,Idaho,80.621725401297,16,65,95.4,248.0,31.8,5703.0,7.3,23.5,0.5036,8606.0,37.5,323.0,111.0,33620.0,35841.0,38241.0,2304.0,2722.0,9.2,311.0,10633.0,2017
Minidoka County,Idaho,78.141432021773,16,67,77.4,52.0,17.9,2130.0,13.4,35.4,0.4268,5593.0,14.2,496.0,127.0,48021.0,19286.0,20448.0,202.0,7029.0,3.9,137.0,7357.0,2017
Nez Perce County,Idaho,77.2504514902428,16,69,92.0,156.0,14.4,4753.0,17.8,41.3,0.4099,10817.0,22.7,1173.0,189.0,51804.0,35979.0,40014.0,958.0,1486.0,4.2,744.0,16308.0,2017
Oneida County,Idaho,79.3973376463542,16,71,91.0,3.0,12.6,338.0,17.6,39.5,0.3919,1143.0,15.1,48.0,13.0,43491.0,4166.0,4284.0,32.0,178.0,5.4,34.0,1581.0,2017
Owyhee County,Idaho,78.6823500532035,16,73,75.1,16.0,23.3,1325.0,15.5,38.6,0.482,2880.0,9.7,202.0,76.0,36092.0,9758.0,11384.0,232.0,3023.0,6.2,112.0,4190.0,2017
Payette County,Idaho,77.8043755447408,16,75,86.9,90.0,15.5,2229.0,16.9,38.8,0.4265,5939.0,14.2,345.0,79.0,48447.0,20761.0,22839.0,275.0,3885.0,6.1,108.0,8571.0,2017
Power County,Idaho,77.8037327635134,16,77,76.6,20.0,11.6,760.0,16.3,34.8,0.3976,1862.0,15.8,72.0,83.0,47602.0,6157.0,7667.0,29.0,2523.0,10.2,39.0,2544.0,2017
Shoshone County,Idaho,75.3537133511927,16,79,85.2,36.0,17.4,1681.0,23.4,47.2,0.4403,3559.0,12.4,240.0,120.0,39835.0,11770.0,12490.0,344.0,430.0,8.9,239.0,5614.0,2017
Teton County,Idaho,82.5671260543516,16,81,92.7,20.0,8.3,1022.0,7.6,36.4,0.4077,2437.0,42.5,182.0,20.0,55986.0,9621.0,10776.0,89.0,1832.0,6.2,17.0,3764.0,2017
Twin Falls County,Idaho,77.9385535745854,16,83,87.7,535.0,14.4,9635.0,13.7,34.6,0.4183,21383.0,19.1,1876.0,404.0,49118.0,76170.0,82248.0,1886.0,12863.0,4.3,843.0,30096.0,2017
Valley County,Idaho,81.8419253340933,16,85,94.4,8.0,10.4,859.0,21.2,50.2,0.4569,2365.0,30.8,127.0,9.0,54015.0,10009.0,10104.0,171.0,448.0,4.3,126.0,3532.0,2017
Washington County,Idaho,78.2033448393429,16,87,83.9,4.0,15.7,1069.0,21.4,46.1,0.4421,2585.0,16.4,319.0,97.0,37521.0,8797.0,9996.0,289.0,1715.0,9.3,101.0,3979.0,2017
Adams County,Illinois,78.0555591364872,17,1,91.7,2689.0,13.1,8088.0,13.8,41.5,0.447,17706.0,23.4,1674.0,430.0,48454.0,62209.0,66787.0,1760.0,988.0,5.5,1585.0,27461.0,2017
Alexander County,Illinois,73.7122376024094,17,3,78.5,2343.0,33.4,718.0,20.1,42.3,0.475,1545.0,10.7,319.0,77.0,31014.0,4215.0,6776.0,162.0,68.0,8.2,155.0,2432.0,2017
Bond County,Illinois,78.328040242306,17,5,89.1,1032.0,15.7,1329.0,16.0,40.4,0.4079,4070.0,19.3,225.0,147.0,54393.0,15463.0,17034.0,247.0,590.0,5.1,267.0,6132.0,2017
Boone County,Illinois,79.5933283432418,17,7,86.8,1220.0,10.6,3889.0,10.9,38.3,0.4374,13791.0,21.7,1379.0,339.0,62701.0,47071.0,53638.0,717.0,11283.0,8.1,457.0,18709.0,2017
Brown County,Illinois,77.9649694032623,17,9,83.8,1463.0,11.6,438.0,12.8,38.7,0.4305,1295.0,13.2,130.0,32.0,56289.0,5195.0,6791.0,25.0,245.0,4.7,88.0,2066.0,2017
Bureau County,Illinois,78.3903488313218,17,11,91.1,261.0,12.6,3298.0,14.0,43.7,0.4149,9596.0,18.9,965.0,206.0,54271.0,31527.0,33619.0,589.0,2942.0,5.7,584.0,13816.0,2017
Calhoun County,Illinois,78.6746694724148,17,13,91.3,15.0,12.8,335.0,17.6,46.5,0.4062,1266.0,13.7,46.0,40.0,53641.0,4770.0,4897.0,60.0,55.0,3.7,78.0,1881.0,2017
Carroll County,Illinois,78.4788340806577,17,15,91.5,198.0,11.3,1525.0,14.6,47.4,0.423,4091.0,17.4,247.0,119.0,50555.0,14093.0,14704.0,222.0,526.0,5.8,299.0,6573.0,2017
Cass County,Illinois,76.6722980559395,17,17,84.5,596.0,13.1,1374.0,12.8,40.2,0.4186,3361.0,13.4,346.0,88.0,50156.0,11692.0,12880.0,183.0,2417.0,6.9,192.0,5160.0,2017
Champaign County,Illinois,80.3599077395168,17,19,95.1,27210.0,21.4,37013.0,8.7,29.7,0.5093,42681.0,43.9,4766.0,967.0,49586.0,151258.0,207946.0,10953.0,11950.0,5.2,8387.0,81418.0,2017
Christian County,Illinois,76.8474772233345,17,21,88.9,559.0,12.8,3443.0,13.1,42.7,0.4218,8933.0,16.4,979.0,276.0,50668.0,32412.0,33562.0,467.0,523.0,4.6,453.0,13892.0,2017
Clark County,Illinois,76.5964413369319,17,23,91.5,52.0,14.3,1748.0,16.1,43.0,0.4321,4720.0,17.1,452.0,67.0,52068.0,15443.0,15924.0,217.0,239.0,6.5,137.0,6809.0,2017
Clay County,Illinois,76.6791255779274,17,25,89.0,90.0,14.0,1177.0,19.6,44.0,0.4249,3786.0,14.9,346.0,101.0,47427.0,13097.0,13393.0,190.0,189.0,5.0,204.0,5624.0,2017
Clinton County,Illinois,79.2137711947773,17,27,89.1,1349.0,9.0,2743.0,13.8,40.4,0.4151,9603.0,22.1,699.0,316.0,64543.0,35288.0,37640.0,577.0,1163.0,3.9,403.0,14183.0,2017
Coles County,Illinois,78.0090220455468,17,29,90.8,2001.0,21.0,8010.0,14.4,34.3,0.5086,12315.0,26.0,1357.0,376.0,41907.0,48685.0,52540.0,2177.0,1267.0,7.3,1169.0,21006.0,2017
Cook County,Illinois,79.157632730843,17,31,86.2,1242179.0,15.9,844178.0,10.3,36.4,0.5063,1182951.0,37.2,137605.0,72991.0,59426.0,2966732.0,5238541.0,212861.0,1312304.0,8.7,274005.0,1956561.0,2017
Crawford County,Illinois,77.1073405440888,17,33,86.8,815.0,11.9,1686.0,16.2,42.5,0.4443,4983.0,16.9,385.0,160.0,47468.0,17938.0,19214.0,327.0,557.0,6.2,304.0,7665.0,2017
Cumberland County,Illinois,78.5009331229403,17,35,88.6,10.0,14.3,898.0,17.1,41.9,0.4007,2922.0,15.0,260.0,98.0,50680.0,10663.0,10899.0,98.0,121.0,5.0,116.0,4287.0,2017
DeKalb County,Illinois,79.5236808933938,17,37,92.7,7766.0,18.1,16281.0,10.1,30.7,0.4338,23088.0,30.6,2801.0,466.0,58343.0,88042.0,104473.0,4339.0,11287.0,8.6,1841.0,37420.0,2017
De Witt County,Illinois,76.730836168955,17,39,91.6,76.0,13.3,1484.0,12.6,42.8,0.4034,4445.0,20.3,379.0,87.0,55411.0,14604.0,16176.0,162.0,414.0,6.6,167.0,6704.0,2017
Douglas County,Illinois,78.4747837060648,17,41,82.6,64.0,12.1,2085.0,12.2,37.9,0.432,5013.0,18.9,398.0,368.0,52261.0,19101.0,19830.0,387.0,1427.0,5.4,366.0,7580.0,2017
DuPage County,Illinois,82.0870228400336,17,43,92.4,43525.0,6.8,90869.0,8.2,39.1,0.4549,238768.0,48.0,15585.0,4890.0,84442.0,729495.0,931826.0,19236.0,131290.0,5.2,8836.0,340669.0,2017
Edgar County,Illinois,76.3416636689184,17,45,88.6,100.0,15.4,1991.0,16.3,44.5,0.4282,5267.0,17.6,471.0,214.0,47873.0,17264.0,17603.0,537.0,193.0,7.4,416.0,7669.0,2017
Edwards County,Illinois,76.7425461064023,17,47,89.6,32.0,11.5,463.0,15.7,43.6,0.4127,1855.0,12.5,191.0,85.0,49632.0,6392.0,6570.0,36.0,84.0,6.1,78.0,2810.0,2017
Effingham County,Illinois,78.0519293404532,17,49,92.1,190.0,11.3,3007.0,12.5,39.1,0.4396,9120.0,22.6,661.0,242.0,54655.0,33234.0,34164.0,309.0,661.0,4.4,380.0,13450.0,2017
Fayette County,Illinois,77.8973824818473,17,51,82.6,1132.0,17.8,1475.0,18.8,41.4,0.4355,5259.0,11.9,375.0,162.0,44541.0,20496.0,21980.0,249.0,377.0,7.4,229.0,7659.0,2017
Ford County,Illinois,76.3079639701953,17,53,89.6,122.0,15.7,1649.0,16.6,43.2,0.4138,3649.0,19.2,490.0,105.0,50851.0,13029.0,13470.0,233.0,407.0,6.6,194.0,5684.0,2017
Franklin County,Illinois,74.7216371828841,17,55,87.2,282.0,19.9,4579.0,20.3,42.3,0.4496,10157.0,15.2,1173.0,552.0,39454.0,38162.0,39302.0,945.0,648.0,8.9,885.0,16346.0,2017
Fulton County,Illinois,76.4723359464906,17,57,87.6,1352.0,15.5,3163.0,15.3,42.5,0.4248,9017.0,17.7,945.0,349.0,48599.0,33695.0,35733.0,545.0,1029.0,7.7,593.0,14069.0,2017
Gallatin County,Illinois,73.8309404493299,17,59,87.4,14.0,16.6,528.0,24.4,44.8,0.4362,1481.0,12.8,170.0,56.0,42450.0,5067.0,5226.0,56.0,58.0,7.8,87.0,2272.0,2017
Greene County,Illinois,76.6305162217468,17,61,86.7,170.0,17.9,1111.0,16.1,42.7,0.4334,3477.0,12.0,284.0,109.0,44502.0,12925.0,13311.0,136.0,54.0,6.7,160.0,5087.0,2017
Grundy County,Illinois,78.1831270801367,17,63,93.3,760.0,9.4,5311.0,10.8,37.5,0.4039,13822.0,22.6,1056.0,361.0,71598.0,47342.0,50333.0,1056.0,4717.0,5.8,383.0,19006.0,2017
Hamilton County,Illinois,76.9686648400877,17,65,90.2,49.0,13.9,724.0,17.4,43.6,0.4382,2353.0,16.9,132.0,68.0,47293.0,8193.0,8259.0,91.0,23.0,4.0,90.0,3413.0,2017
Hancock County,Illinois,79.3939483977973,17,67,92.6,121.0,11.2,1455.0,13.0,46.0,0.3998,5242.0,19.7,346.0,198.0,51460.0,17815.0,18264.0,162.0,262.0,6.6,159.0,7523.0,2017
Hardin County,Illinois,74.1872829546433,17,69,81.6,157.0,16.6,287.0,26.4,46.8,0.4357,898.0,11.1,29.0,34.0,39524.0,3909.0,4161.0,38.0,74.0,22.2,95.0,1452.0,2017
Henderson County,Illinois,78.2607824961669,17,71,89.6,10.0,11.3,622.0,16.9,49.2,0.4325,1999.0,14.2,219.0,55.0,47428.0,6737.0,6927.0,54.0,107.0,6.0,37.0,3019.0,2017
Henry County,Illinois,78.8633621086305,17,73,89.2,878.0,12.5,4356.0,12.5,42.7,0.4249,13716.0,22.1,976.0,313.0,55755.0,46509.0,49649.0,637.0,2731.0,5.1,839.0,19991.0,2017
Iroquois County,Illinois,76.0686838560546,17,75,89.5,330.0,15.5,2848.0,15.5,44.3,0.4356,7903.0,14.3,637.0,138.0,48857.0,26547.0,28457.0,570.0,1877.0,6.5,391.0,11845.0,2017
Jackson County,Illinois,78.2238529306992,17,77,92.1,8713.0,27.9,11236.0,13.7,31.1,0.5384,12623.0,36.2,1616.0,335.0,36008.0,45439.0,59115.0,3473.0,2518.0,8.4,2266.0,23942.0,2017
Jasper County,Illinois,78.6303660077961,17,79,88.7,38.0,12.4,687.0,18.9,43.0,0.4067,2566.0,17.4,166.0,84.0,56523.0,9470.0,9608.0,203.0,141.0,4.4,74.0,3723.0,2017
Jefferson County,Illinois,76.4793684714383,17,81,85.3,3277.0,18.9,4065.0,18.8,40.9,0.4601,9767.0,16.1,1056.0,491.0,46109.0,33597.0,38358.0,790.0,928.0,8.5,893.0,15244.0,2017
Jersey County,Illinois,76.8398555245152,17,83,91.4,103.0,9.4,1652.0,13.0,42.5,0.4036,6207.0,19.7,542.0,179.0,56320.0,21512.0,22215.0,225.0,286.0,6.3,190.0,8831.0,2017
Jo Daviess County,Illinois,80.5985064595928,17,85,92.0,86.0,7.6,2118.0,13.1,49.4,0.4441,6401.0,23.5,381.0,142.0,55532.0,21508.0,22046.0,237.0,648.0,4.3,286.0,9795.0,2017
Johnson County,Illinois,77.830301599502,17,87,83.1,1459.0,13.9,831.0,17.1,42.5,0.432,3077.0,16.2,244.0,74.0,45743.0,11302.0,12899.0,141.0,430.0,7.5,188.0,4486.0,2017
Kane County,Illinois,81.1764982165447,17,89,83.4,29774.0,10.4,46956.0,8.4,36.6,0.442,130292.0,32.4,10886.0,2576.0,74862.0,381774.0,529402.0,11151.0,167287.0,6.2,5544.0,175930.0,2017
Kankakee County,Illinois,76.9224743640989,17,91,87.9,16836.0,15.1,12728.0,15.6,37.7,0.4264,26994.0,19.8,3271.0,1020.0,56542.0,88468.0,110801.0,3072.0,11142.0,7.5,2176.0,40239.0,2017
Kendall County,Illinois,81.0822192454337,17,93,92.0,8322.0,5.6,7237.0,7.2,34.5,0.358,31835.0,34.8,2752.0,321.0,89860.0,101482.0,122933.0,1575.0,21617.0,5.0,398.0,39882.0,2017
Knox County,Illinois,76.4530799533177,17,95,88.0,4569.0,18.1,7119.0,15.9,42.2,0.4438,12048.0,17.9,1331.0,344.0,41972.0,44276.0,51374.0,1393.0,2843.0,6.3,1553.0,20981.0,2017
Lake County,Illinois,81.233286165799,17,97,90.3,47970.0,8.5,64998.0,8.7,38.0,0.4857,179683.0,44.2,15143.0,3195.0,82613.0,552121.0,704476.0,13864.0,148894.0,6.3,8294.0,244523.0,2017
LaSalle County,Illinois,76.9203147479907,17,99,88.7,2777.0,13.6,12142.0,13.1,41.8,0.4293,29605.0,17.8,2741.0,708.0,54693.0,103991.0,111151.0,2752.0,10323.0,8.3,1906.0,44448.0,2017
Lawrence County,Illinois,75.580987197963,17,101,82.8,1434.0,16.4,1812.0,21.3,41.2,0.4011,4206.0,11.6,398.0,136.0,44504.0,14396.0,16457.0,233.0,623.0,5.4,199.0,6271.0,2017
Lee County,Illinois,77.9323802056279,17,103,88.9,1814.0,11.8,3511.0,14.4,42.7,0.4343,8548.0,17.8,752.0,256.0,58319.0,31494.0,34670.0,635.0,2041.0,5.9,565.0,13416.0,2017
Livingston County,Illinois,76.7108390543287,17,105,89.3,1499.0,13.3,3947.0,14.8,41.6,0.4354,9515.0,15.1,913.0,240.0,54339.0,34170.0,36812.0,855.0,1627.0,5.5,777.0,14379.0,2017
Logan County,Illinois,77.2926126571723,17,107,89.2,1998.0,9.2,2995.0,15.0,40.6,0.3988,7167.0,19.8,482.0,252.0,58271.0,26048.0,29488.0,427.0,1002.0,5.6,387.0,11011.0,2017
McDonough County,Illinois,78.4557472154314,17,109,92.9,1547.0,22.3,3822.0,13.1,31.3,0.4661,6274.0,32.6,577.0,222.0,42911.0,28522.0,31597.0,1003.0,851.0,8.6,775.0,11481.0,2017
McHenry County,Illinois,80.3407060287473,17,111,92.8,4108.0,7.3,22849.0,9.1,39.9,0.4028,83007.0,33.2,5878.0,1816.0,82230.0,284614.0,308043.0,4770.0,38531.0,5.4,2221.0,110860.0,2017
McLean County,Illinois,79.766908163326,17,113,95.8,14214.0,14.5,23209.0,9.5,32.7,0.4588,40560.0,44.7,3453.0,902.0,64573.0,144451.0,173231.0,5605.0,8216.0,3.9,3237.0,66070.0,2017
Macon County,Illinois,77.0148354880899,17,115,90.0,15021.0,16.6,13312.0,15.3,41.0,0.471,26993.0,22.7,3610.0,1121.0,49052.0,84088.0,107587.0,2816.0,2327.0,9.2,3120.0,44310.0,2017
Macoupin County,Illinois,77.05419840319,17,117,90.6,358.0,13.3,4353.0,15.5,43.1,0.4174,12599.0,18.5,1036.0,330.0,53890.0,44586.0,45960.0,1108.0,510.0,8.2,634.0,18663.0,2017
Madison County,Illinois,76.5154934783538,17,119,92.3,22844.0,13.5,31507.0,13.0,40.0,0.4452,69651.0,26.2,7058.0,1766.0,56536.0,233810.0,266153.0,6870.0,8310.0,7.4,5117.0,107241.0,2017
Marion County,Illinois,74.8214776499557,17,121,88.9,1299.0,17.8,4108.0,18.5,41.8,0.4269,10461.0,15.2,1297.0,449.0,44679.0,35552.0,38305.0,866.0,719.0,8.7,667.0,16001.0,2017
Marshall County,Illinois,76.6665442819204,17,123,92.9,53.0,10.3,829.0,12.8,46.3,0.4138,3164.0,17.4,168.0,112.0,55173.0,11584.0,11925.0,135.0,365.0,6.2,83.0,4900.0,2017
Mason County,Illinois,76.3193685040813,17,125,88.8,85.0,13.9,1372.0,16.2,45.5,0.4191,3858.0,15.4,407.0,137.0,44695.0,13587.0,13904.0,213.0,142.0,8.0,224.0,6034.0,2017
Massac County,Illinois,74.8928782075179,17,127,85.4,889.0,18.4,1613.0,21.3,43.8,0.4352,3854.0,12.1,339.0,164.0,42168.0,13253.0,14594.0,479.0,393.0,7.9,359.0,6084.0,2017
Menard County,Illinois,78.2678365504556,17,129,92.6,63.0,11.4,1256.0,13.7,42.3,0.4238,3683.0,24.6,319.0,72.0,62368.0,12057.0,12416.0,222.0,179.0,4.6,198.0,5230.0,2017
Mercer County,Illinois,78.2412765472682,17,131,92.2,88.0,11.4,1494.0,12.0,44.8,0.3947,4510.0,18.7,380.0,135.0,55649.0,15344.0,15794.0,216.0,354.0,6.5,223.0,6620.0,2017
Monroe County,Illinois,80.5116511678593,17,133,95.2,141.0,5.3,2375.0,9.8,42.3,0.4193,10007.0,30.6,446.0,171.0,74410.0,32999.0,33739.0,550.0,508.0,4.4,390.0,13227.0,2017
Montgomery County,Illinois,77.1523427111279,17,135,86.7,1756.0,15.6,2467.0,14.0,42.4,0.4398,7294.0,14.4,712.0,309.0,47807.0,26832.0,29173.0,474.0,502.0,5.8,351.0,11234.0,2017
Morgan County,Illinois,77.1896118620297,17,137,91.5,2155.0,14.9,4316.0,15.2,41.2,0.4371,8716.0,21.2,988.0,235.0,49353.0,31287.0,34442.0,814.0,803.0,6.1,703.0,13894.0,2017
Moultrie County,Illinois,77.4457908520439,17,139,85.3,85.0,12.1,1415.0,10.8,39.9,0.3902,3960.0,18.1,411.0,371.0,53979.0,14430.0,14711.0,200.0,181.0,3.0,266.0,5856.0,2017
Ogle County,Illinois,78.6258891413636,17,141,89.0,565.0,11.1,5236.0,12.3,41.9,0.4184,14236.0,19.7,1216.0,328.0,57655.0,48723.0,51619.0,1040.0,5079.0,6.5,660.0,20830.0,2017
Peoria County,Illinois,77.2546679931588,17,143,90.0,32658.0,15.9,26093.0,11.8,37.0,0.4678,45441.0,30.2,6049.0,1452.0,53063.0,136008.0,186145.0,5759.0,8545.0,8.3,6093.0,74515.0,2017
Perry County,Illinois,76.8164588050926,17,145,85.0,1868.0,14.7,2086.0,16.8,41.8,0.4704,5162.0,12.5,585.0,175.0,45864.0,19034.0,21467.0,515.0,651.0,6.7,355.0,8223.0,2017
Piatt County,Illinois,79.0007582016943,17,147,94.6,175.0,5.4,1224.0,11.8,43.0,0.4043,4857.0,28.5,285.0,39.0,67360.0,15368.0,16433.0,164.0,209.0,4.5,92.0,6676.0,2017
Pike County,Illinois,77.4125154218844,17,149,88.2,270.0,14.9,1492.0,17.2,42.4,0.4333,4230.0,16.1,419.0,196.0,41387.0,15384.0,15930.0,217.0,202.0,6.7,237.0,6629.0,2017
Pope County,Illinois,77.7451228473583,17,151,86.6,221.0,12.7,240.0,26.5,52.2,0.4016,1047.0,13.1,49.0,39.0,41139.0,3983.0,4360.0,33.0,84.0,9.1,35.0,1639.0,2017
Pulaski County,Illinois,74.3189868611745,17,153,85.8,1737.0,17.1,590.0,24.3,43.3,0.4584,1355.0,11.2,138.0,120.0,34655.0,3725.0,5691.0,123.0,119.0,10.4,168.0,2246.0,2017
Putnam County,Illinois,78.7812364234101,17,155,92.5,24.0,8.9,493.0,11.4,47.5,0.4169,1646.0,14.9,119.0,33.0,64741.0,5600.0,5771.0,57.0,308.0,5.2,21.0,2438.0,2017
