County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Total Families (Single Mother),No Vehicle (Owner),Median Household Income,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Rent Denominator,Disability Rate,Poverty Rate,High School Degree or Higher (%),Black Population,Year
Jefferson County,Idaho,79.5549325361917,16,51,4.6,40.0,8647.0,25759.0,27969.0,159.0,2941.0,332.0,70.0,60162.0,31.2,0.3723,7003.0,22.6,1758.0,10.9,7.7,89.1,24.0,2018
Jerome County,Idaho,78.372243553832,16,53,4.0,169.0,7828.0,22059.0,23431.0,410.0,8299.0,469.0,56.0,49306.0,32.7,0.4154,5852.0,14.9,2825.0,11.8,18.0,77.7,29.0,2018
Kootenai County,Idaho,79.2328439147693,16,55,5.2,1568.0,60497.0,144715.0,153605.0,3380.0,6918.0,3797.0,661.0,54457.0,40.2,0.442,41702.0,24.9,17862.0,13.5,12.1,92.5,610.0,2018
Latah County,Idaho,81.7350004374416,16,57,5.0,596.0,15530.0,35993.0,39239.0,2117.0,1690.0,526.0,209.0,45466.0,28.3,0.4688,8457.0,45.1,7298.0,12.0,20.6,96.3,386.0,2018
Lemhi County,Idaho,78.6706979935259,16,59,3.5,82.0,3549.0,7390.0,7798.0,117.0,261.0,142.0,59.0,37921.0,52.3,0.4017,2165.0,21.1,872.0,17.8,13.1,92.2,3.0,2018
Lewis County,Idaho,78.5015164349575,16,61,5.8,67.0,1632.0,3352.0,3845.0,79.0,171.0,31.0,28.0,41326.0,48.3,0.4586,919.0,17.3,465.0,24.4,14.2,88.5,9.0,2018
Lincoln County,Idaho,77.9642795231461,16,63,3.1,10.0,1687.0,4981.0,5321.0,63.0,1607.0,69.0,7.0,48222.0,35.0,0.395,1232.0,10.1,521.0,14.7,13.4,79.4,0.0,2018
Madison County,Idaho,80.6257884901165,16,65,6.6,279.0,10625.0,36249.0,38705.0,2218.0,2902.0,331.0,98.0,36031.0,23.4,0.4899,8863.0,36.4,5700.0,7.7,30.5,95.9,106.0,2018
Minidoka County,Idaho,78.4276114220126,16,67,3.5,65.0,7279.0,19491.0,20615.0,226.0,7226.0,538.0,100.0,50663.0,35.2,0.4496,5527.0,13.4,2061.0,14.3,19.3,78.4,27.0,2018
Nez Perce County,Idaho,77.3697884443554,16,69,4.7,811.0,16302.0,36020.0,40155.0,1037.0,1547.0,1030.0,208.0,54174.0,40.9,0.4138,10657.0,21.9,4804.0,17.7,14.6,92.3,104.0,2018
Oneida County,Idaho,79.3365167879412,16,71,5.1,2.0,1585.0,4206.0,4326.0,27.0,192.0,66.0,10.0,51058.0,37.9,0.3647,1137.0,15.5,306.0,17.4,13.0,91.0,4.0,2018
Owyhee County,Idaho,78.9976569149105,16,73,4.5,88.0,4250.0,9483.0,11455.0,208.0,3048.0,218.0,84.0,40430.0,38.4,0.4761,3041.0,11.2,1250.0,16.6,21.1,75.0,50.0,2018
Payette County,Idaho,77.8679092587371,16,75,5.5,154.0,8768.0,20919.0,23041.0,230.0,3963.0,419.0,89.0,50289.0,39.9,0.4321,5905.0,14.2,2400.0,18.1,13.6,85.0,78.0,2018
Power County,Idaho,78.0334499144763,16,77,3.9,26.0,2581.0,5991.0,7713.0,21.0,2618.0,49.0,27.0,49985.0,37.7,0.3881,1714.0,15.9,802.0,17.4,9.6,80.9,4.0,2018
Shoshone County,Idaho,75.2040558962485,16,79,8.6,268.0,5540.0,11743.0,12526.0,296.0,439.0,228.0,107.0,39091.0,47.4,0.4508,3465.0,11.6,1657.0,25.4,17.3,85.6,55.0,2018
Teton County,Idaho,82.8445853721701,16,81,6.0,17.0,3736.0,9818.0,11080.0,86.0,1895.0,176.0,25.0,68818.0,36.6,0.4239,2456.0,41.5,973.0,7.5,6.1,92.9,17.0,2018
Twin Falls County,Idaho,78.1094938120641,16,83,3.4,964.0,30697.0,76995.0,83666.0,1914.0,13502.0,1830.0,297.0,50778.0,34.7,0.4312,21574.0,20.6,9646.0,13.5,14.8,87.8,591.0,2018
Valley County,Idaho,82.0226748663957,16,85,4.3,199.0,3461.0,10285.0,10401.0,223.0,190.0,132.0,0.0,55299.0,48.7,0.4714,2370.0,30.1,736.0,19.7,10.0,94.6,9.0,2018
Washington County,Idaho,78.3239726157779,16,87,5.4,141.0,4018.0,8693.0,10025.0,283.0,1718.0,365.0,99.0,37206.0,45.4,0.4448,2639.0,14.8,1194.0,20.3,15.7,85.9,17.0,2018
Adams County,Illinois,78.3241804008291,17,1,4.7,1623.0,27300.0,61819.0,66427.0,1499.0,1021.0,1691.0,440.0,51398.0,41.3,0.4548,17646.0,24.8,7734.0,13.8,12.1,92.6,2712.0,2018
Alexander County,Illinois,73.9462721371861,17,3,7.0,131.0,2323.0,4078.0,6532.0,133.0,73.0,254.0,76.0,34709.0,42.8,0.4596,1487.0,11.3,667.0,21.5,30.2,80.9,2169.0,2018
Bond County,Illinois,78.4717991782688,17,5,3.9,271.0,6218.0,15189.0,16712.0,208.0,578.0,187.0,114.0,58097.0,41.3,0.4132,4114.0,21.8,1400.0,15.6,14.5,89.7,1043.0,2018
Boone County,Illinois,79.8353957702262,17,7,6.8,501.0,18731.0,46861.0,53606.0,578.0,11459.0,1369.0,257.0,66898.0,38.4,0.4381,13937.0,23.2,3784.0,11.4,11.0,86.2,1190.0,2018
Brown County,Illinois,78.0675227444201,17,9,4.3,112.0,2087.0,5168.0,6675.0,25.0,286.0,134.0,34.0,58762.0,39.0,0.3869,1286.0,13.7,503.0,14.2,10.0,84.3,1364.0,2018
Bureau County,Illinois,78.4729903522156,17,11,5.3,599.0,13805.0,31250.0,33381.0,598.0,2995.0,924.0,140.0,55940.0,44.0,0.4153,9490.0,19.7,3266.0,13.5,12.6,91.6,311.0,2018
Calhoun County,Illinois,78.6939937898545,17,13,5.1,58.0,1805.0,4742.0,4858.0,44.0,57.0,44.0,41.0,54392.0,46.7,0.4284,1212.0,13.6,289.0,19.2,12.8,90.6,17.0,2018
Carroll County,Illinois,78.6786514000322,17,15,6.6,227.0,6476.0,13933.0,14562.0,218.0,523.0,297.0,105.0,51228.0,47.9,0.4172,4097.0,18.1,1539.0,14.0,11.1,91.4,166.0,2018
Cass County,Illinois,76.8126707654135,17,17,6.3,185.0,5024.0,11382.0,12665.0,137.0,2374.0,395.0,88.0,51997.0,39.7,0.4215,3386.0,14.6,1273.0,13.2,13.5,84.0,590.0,2018
Champaign County,Illinois,80.5258760958324,17,19,4.8,8572.0,82499.0,151382.0,209448.0,10618.0,12239.0,4561.0,986.0,51692.0,29.9,0.5097,42535.0,44.4,38252.0,8.9,20.9,95.1,27942.0,2018
Christian County,Illinois,76.9402584003335,17,21,3.4,520.0,13939.0,32101.0,33231.0,498.0,533.0,931.0,214.0,52415.0,43.2,0.4208,8909.0,16.6,3553.0,12.3,13.0,88.8,423.0,2018
Clark County,Illinois,76.7133538518677,17,23,6.3,102.0,6774.0,15357.0,15836.0,194.0,247.0,468.0,76.0,54158.0,43.0,0.4275,4719.0,17.6,1767.0,16.5,12.6,90.9,49.0,2018
Clay County,Illinois,76.8126312858613,17,25,5.5,178.0,5638.0,13025.0,13338.0,174.0,196.0,414.0,51.0,48691.0,42.7,0.4237,3704.0,15.2,1296.0,19.9,16.0,89.9,61.0,2018
Clinton County,Illinois,79.3869666770734,17,27,3.4,404.0,14190.0,35227.0,37628.0,595.0,1166.0,649.0,349.0,65010.0,40.2,0.4191,9418.0,22.5,2995.0,14.3,9.0,89.9,1311.0,2018
Coles County,Illinois,78.1763838538685,17,29,5.7,1303.0,21139.0,48036.0,51736.0,2220.0,1288.0,1477.0,422.0,44071.0,35.2,0.4984,12253.0,25.6,8116.0,15.4,21.5,90.5,1905.0,2018
Cook County,Illinois,79.388624870544,17,31,7.8,275326.0,1963070.0,2957561.0,5223719.0,208847.0,1314232.0,135364.0,72144.0,62088.0,36.6,0.5069,1183806.0,38.0,846311.0,10.2,15.1,86.7,1230494.0,2018
Crawford County,Illinois,77.3234446027132,17,33,5.4,278.0,7653.0,17341.0,19088.0,403.0,668.0,453.0,136.0,49233.0,42.0,0.4577,5086.0,16.6,1669.0,15.9,11.6,86.9,1100.0,2018
Cumberland County,Illinois,78.7967924567709,17,35,3.4,102.0,4322.0,10580.0,10865.0,66.0,114.0,245.0,91.0,53376.0,42.6,0.3961,2934.0,15.8,899.0,16.7,14.0,89.6,9.0,2018
DeKalb County,Illinois,79.6759119459418,17,37,7.4,1936.0,37703.0,87832.0,104200.0,4024.0,11422.0,2758.0,461.0,61086.0,31.0,0.4353,22925.0,31.4,16225.0,10.1,16.5,92.4,8033.0,2018
De Witt County,Illinois,76.8180688005805,17,39,5.5,150.0,6663.0,15425.0,16042.0,140.0,430.0,380.0,85.0,55591.0,43.1,0.4021,4398.0,21.3,1375.0,12.1,11.0,91.1,76.0,2018
Douglas County,Illinois,78.6926727445963,17,41,4.3,399.0,7618.0,18989.0,19714.0,344.0,1424.0,466.0,407.0,54218.0,37.9,0.4355,5066.0,19.0,2157.0,11.5,11.2,82.3,105.0,2018
DuPage County,Illinois,82.2955496478991,17,43,4.5,8862.0,341823.0,721721.0,931743.0,19669.0,132004.0,15420.0,5077.0,88711.0,39.1,0.453,239066.0,48.8,91688.0,8.2,6.8,92.6,44287.0,2018
Edgar County,Illinois,76.5394303741436,17,45,6.0,388.0,7590.0,17132.0,17539.0,484.0,201.0,535.0,197.0,51109.0,44.6,0.43,5185.0,16.7,1848.0,16.1,12.3,89.2,61.0,2018
Edwards County,Illinois,77.0303092038165,17,47,6.1,80.0,2776.0,6313.0,6507.0,24.0,90.0,171.0,81.0,49766.0,43.3,0.4141,1871.0,13.9,488.0,16.9,10.3,91.5,45.0,2018
Effingham County,Illinois,78.1763063585551,17,49,3.9,519.0,13555.0,33240.0,34174.0,425.0,684.0,610.0,248.0,56293.0,39.1,0.4478,9009.0,22.5,3029.0,12.8,11.6,92.6,179.0,2018
Fayette County,Illinois,78.0790932011151,17,51,7.0,183.0,7616.0,20354.0,21724.0,235.0,408.0,384.0,98.0,44432.0,41.5,0.4366,5264.0,11.7,1483.0,17.9,17.9,83.0,1043.0,2018
Ford County,Illinois,76.4303581544281,17,53,5.3,208.0,5779.0,12787.0,13398.0,264.0,427.0,475.0,89.0,51120.0,43.0,0.4179,3627.0,20.2,1700.0,16.0,15.8,90.0,147.0,2018
Franklin County,Illinois,75.0052157093261,17,55,8.5,780.0,16135.0,37938.0,39127.0,852.0,657.0,1161.0,550.0,41414.0,42.3,0.4535,10002.0,15.9,4225.0,20.7,19.6,87.7,323.0,2018
Fulton County,Illinois,76.5893588775311,17,57,6.7,611.0,14090.0,33391.0,35418.0,551.0,1043.0,1026.0,279.0,50180.0,43.0,0.433,8939.0,17.6,3265.0,14.9,16.5,88.1,1317.0,2018
Gallatin County,Illinois,73.8857874155799,17,59,4.5,100.0,2314.0,4989.0,5157.0,67.0,75.0,240.0,51.0,42500.0,45.3,0.4548,1578.0,9.9,576.0,23.5,19.6,88.0,12.0,2018
Greene County,Illinois,76.6470892549106,17,61,4.0,140.0,5005.0,12817.0,13218.0,85.0,86.0,254.0,100.0,46052.0,42.9,0.4345,3322.0,12.4,1047.0,16.5,14.4,87.9,194.0,2018
Grundy County,Illinois,78.3318211066917,17,63,5.1,371.0,19398.0,47316.0,50509.0,978.0,4877.0,929.0,374.0,74140.0,37.6,0.3925,13923.0,23.6,5599.0,9.4,8.8,93.1,735.0,2018
Hamilton County,Illinois,77.2026480007867,17,65,3.2,95.0,3376.0,8043.0,8221.0,92.0,198.0,126.0,67.0,56862.0,44.1,0.415,2373.0,18.3,655.0,19.5,9.5,88.5,31.0,2018
Hancock County,Illinois,79.5573589371456,17,67,6.2,161.0,7420.0,17645.0,18112.0,153.0,268.0,346.0,198.0,51549.0,46.0,0.412,5064.0,21.3,1373.0,13.7,11.9,93.2,148.0,2018
Hardin County,Illinois,74.377254352652,17,69,15.9,84.0,1438.0,3826.0,4009.0,22.0,69.0,38.0,49.0,43081.0,46.2,0.5009,907.0,11.2,283.0,25.7,16.4,81.1,112.0,2018
Henderson County,Illinois,78.3904547826165,17,71,5.6,44.0,2990.0,6730.0,6884.0,36.0,117.0,155.0,47.0,52712.0,49.7,0.4066,2002.0,15.4,557.0,17.2,8.2,90.1,5.0,2018
Henry County,Illinois,78.9966692082307,17,73,5.1,821.0,20023.0,46523.0,49464.0,754.0,2773.0,926.0,291.0,57250.0,43.1,0.4212,13635.0,22.6,4449.0,12.8,11.9,90.2,856.0,2018
Iroquois County,Illinois,76.2693361456723,17,75,5.6,404.0,11779.0,26149.0,28169.0,590.0,1914.0,497.0,161.0,51825.0,44.5,0.4197,7936.0,15.4,2726.0,15.5,14.0,89.2,290.0,2018
Jackson County,Illinois,78.5649461440718,17,77,9.4,2493.0,23728.0,44880.0,58551.0,3367.0,2530.0,1726.0,371.0,37802.0,31.6,0.5355,12477.0,36.0,11404.0,14.0,27.5,92.2,8753.0,2018
Jasper County,Illinois,78.8146163051599,17,79,4.1,87.0,3656.0,9347.0,9598.0,180.0,24.0,156.0,126.0,54951.0,42.8,0.4112,2458.0,17.5,643.0,20.3,13.1,89.3,97.0,2018
Jefferson County,Illinois,76.5579062480992,17,81,7.4,789.0,15223.0,33448.0,38169.0,763.0,969.0,1022.0,454.0,47617.0,41.0,0.4579,9816.0,17.4,4158.0,19.3,18.4,86.0,3201.0,2018
Jersey County,Illinois,76.9002213179343,17,83,4.1,259.0,8665.0,21350.0,22069.0,250.0,302.0,416.0,173.0,56747.0,42.7,0.409,5921.0,20.5,1673.0,13.4,9.2,91.7,105.0,2018
Jo Daviess County,Illinois,80.850974155617,17,85,4.5,288.0,9758.0,21211.0,21834.0,255.0,648.0,345.0,125.0,57083.0,49.7,0.4355,6223.0,23.8,2132.0,14.5,8.3,91.8,110.0,2018
Johnson County,Illinois,78.1357772600792,17,87,5.7,169.0,4342.0,11013.0,12602.0,104.0,403.0,221.0,61.0,50923.0,43.2,0.4437,3058.0,16.5,689.0,16.0,11.8,82.2,1486.0,2018
Kane County,Illinois,81.4244763769702,17,89,5.5,5283.0,178050.0,385578.0,530839.0,10951.0,168385.0,11374.0,2530.0,76912.0,37.0,0.4425,131854.0,33.1,47223.0,8.3,10.0,84.1,29259.0,2018
Kankakee County,Illinois,76.9524134714262,17,91,6.0,2327.0,40050.0,88554.0,111061.0,3156.0,11317.0,3156.0,938.0,57981.0,37.6,0.4326,26471.0,21.0,12731.0,13.8,14.8,87.9,16716.0,2018
Kendall County,Illinois,81.2027499055598,17,93,4.9,442.0,40407.0,102615.0,124626.0,1474.0,22616.0,2506.0,352.0,91764.0,34.9,0.3577,31947.0,35.4,6852.0,7.7,5.3,92.1,8775.0,2018
Knox County,Illinois,76.5287204524217,17,95,5.7,1618.0,20830.0,43826.0,50999.0,1457.0,2875.0,1226.0,280.0,43709.0,42.1,0.4519,11860.0,18.5,7203.0,16.0,18.1,88.8,4570.0,2018
Lake County,Illinois,81.3828962935101,17,97,5.6,8638.0,244672.0,543635.0,703619.0,13747.0,150590.0,14648.0,3565.0,86244.0,38.2,0.487,179569.0,45.0,65199.0,8.9,8.3,90.6,47489.0,2018
LaSalle County,Illinois,76.9612540429278,17,99,6.8,2043.0,44644.0,102932.0,110401.0,2566.0,10473.0,2951.0,716.0,56243.0,41.8,0.4307,29552.0,17.9,12296.0,13.4,13.5,88.7,2787.0,2018
Lawrence County,Illinois,75.7701800680072,17,101,6.3,184.0,6144.0,14092.0,16189.0,241.0,616.0,329.0,137.0,45654.0,41.0,0.403,4114.0,13.5,1777.0,20.1,16.7,84.7,1445.0,2018
Lee County,Illinois,77.9407152687588,17,103,4.4,584.0,13699.0,31228.0,34527.0,721.0,2077.0,757.0,294.0,57901.0,43.4,0.4344,8491.0,17.7,3724.0,14.9,10.9,88.8,1769.0,2018
Livingston County,Illinois,76.8526449261429,17,105,5.4,762.0,14320.0,33736.0,36324.0,915.0,1627.0,967.0,265.0,56200.0,42.0,0.4291,9483.0,15.7,4000.0,15.6,13.8,89.3,1454.0,2018
Logan County,Illinois,77.3401593384336,17,107,5.6,398.0,10872.0,25806.0,29207.0,414.0,1000.0,399.0,284.0,57899.0,40.4,0.4073,6821.0,20.4,2963.0,15.5,8.5,88.9,1849.0,2018
McDonough County,Illinois,78.3631672317894,17,109,7.6,831.0,11292.0,27867.0,30875.0,926.0,835.0,589.0,145.0,43724.0,32.1,0.4652,6120.0,32.4,3757.0,13.4,22.0,93.5,1458.0,2018
McHenry County,Illinois,80.5457367844027,17,111,4.4,2407.0,111812.0,284366.0,307789.0,4812.0,39326.0,5734.0,1666.0,84803.0,40.2,0.4062,83541.0,33.7,23181.0,9.4,7.1,92.8,4473.0,2018
McLean County,Illinois,79.860466717077,17,113,3.5,3282.0,66159.0,143774.0,173219.0,5457.0,8340.0,3481.0,930.0,65813.0,32.9,0.4645,40460.0,44.8,23719.0,9.4,14.6,95.9,14618.0,2018
Macon County,Illinois,77.0347172463258,17,115,8.2,3384.0,44113.0,83045.0,106512.0,3179.0,2366.0,3564.0,939.0,50444.0,41.3,0.4646,26739.0,22.5,13437.0,15.3,16.2,90.3,15291.0,2018
Macoupin County,Illinois,77.1963804690827,17,117,7.1,541.0,18772.0,44291.0,45719.0,1101.0,536.0,1029.0,289.0,53778.0,43.6,0.4213,12711.0,19.4,4451.0,15.1,13.4,91.0,422.0,2018
Madison County,Illinois,76.6044613766013,17,119,6.8,5465.0,107413.0,232485.0,265670.0,7103.0,8485.0,6743.0,1736.0,57890.0,40.1,0.4396,69285.0,25.8,31406.0,13.9,13.7,92.1,22659.0,2018
Marion County,Illinois,74.9027400694676,17,121,9.5,740.0,15913.0,35266.0,38084.0,794.0,748.0,1320.0,434.0,46102.0,42.1,0.4296,10170.0,15.0,4237.0,18.2,17.9,88.8,1330.0,2018
Marshall County,Illinois,76.7912181603338,17,123,6.1,59.0,4893.0,11471.0,11794.0,173.0,360.0,234.0,97.0,55901.0,46.3,0.4158,3112.0,16.8,876.0,13.2,11.2,92.8,49.0,2018
Mason County,Illinois,76.3002084250437,17,125,7.9,199.0,6027.0,13386.0,13778.0,238.0,147.0,427.0,121.0,45596.0,45.3,0.4354,3823.0,15.4,1326.0,17.4,15.4,88.8,130.0,2018
Massac County,Illinois,74.8941726397218,17,127,5.6,299.0,6011.0,13127.0,14430.0,301.0,404.0,373.0,172.0,42604.0,43.8,0.4359,3892.0,13.2,1484.0,21.1,18.0,86.2,901.0,2018
Menard County,Illinois,78.534602669867,17,129,4.9,160.0,5198.0,12017.0,12367.0,214.0,185.0,285.0,75.0,69102.0,42.9,0.4011,3661.0,23.1,1186.0,14.1,9.6,93.4,58.0,2018
Mercer County,Illinois,78.469435704446,17,131,5.5,234.0,6624.0,15215.0,15693.0,213.0,364.0,354.0,148.0,58011.0,44.8,0.3958,4499.0,17.8,1467.0,12.5,11.4,91.4,92.0,2018
Monroe County,Illinois,80.7570763816713,17,133,3.1,345.0,13349.0,33170.0,33936.0,557.0,514.0,439.0,150.0,81268.0,42.6,0.4289,10037.0,32.5,2072.0,9.3,5.0,96.0,76.0,2018
Montgomery County,Illinois,77.3427905018426,17,135,4.9,402.0,11339.0,27074.0,29009.0,375.0,504.0,592.0,348.0,50304.0,43.1,0.4325,7370.0,15.6,2597.0,14.0,15.9,86.6,1458.0,2018
Morgan County,Illinois,77.1240704347098,17,137,5.9,809.0,13864.0,31072.0,34426.0,832.0,816.0,1040.0,195.0,48508.0,41.5,0.4355,8556.0,19.9,4459.0,16.3,14.6,91.7,2369.0,2018
Moultrie County,Illinois,77.5785545719955,17,139,3.2,222.0,5910.0,14410.0,14703.0,167.0,197.0,278.0,380.0,59623.0,40.3,0.3951,3950.0,19.5,1324.0,11.8,9.2,85.3,78.0,2018
Ogle County,Illinois,78.7200077023725,17,141,5.9,620.0,20901.0,48328.0,51328.0,882.0,5108.0,1262.0,383.0,59707.0,42.4,0.4099,14335.0,20.0,5452.0,12.2,9.9,89.9,501.0,2018
Peoria County,Illinois,77.4158634334202,17,143,7.9,6037.0,73629.0,134449.0,184463.0,5664.0,8681.0,6359.0,1503.0,54770.0,37.2,0.4756,44659.0,30.4,25715.0,11.9,16.3,90.4,32473.0,2018
Perry County,Illinois,76.8758712474532,17,145,6.8,452.0,8323.0,18870.0,21384.0,403.0,657.0,647.0,172.0,48298.0,41.7,0.4686,5420.0,11.7,2085.0,18.9,16.3,84.4,1918.0,2018
Piatt County,Illinois,79.0910973850545,17,147,4.2,123.0,6700.0,15955.0,16427.0,213.0,213.0,229.0,59.0,69271.0,43.0,0.3953,4775.0,27.9,1222.0,12.6,5.9,93.6,90.0,2018
Pike County,Illinois,77.5626535112966,17,149,5.4,254.0,6527.0,15249.0,15754.0,130.0,195.0,445.0,191.0,42664.0,42.3,0.4355,4232.0,15.1,1421.0,16.2,13.9,88.7,243.0,2018
Pope County,Illinois,77.9657052384489,17,151,15.6,41.0,1644.0,3910.0,4249.0,42.0,79.0,41.0,43.0,40671.0,53.7,0.3977,1033.0,13.4,245.0,25.3,13.2,86.0,223.0,2018
Pulaski County,Illinois,74.4889515867204,17,153,9.3,169.0,2173.0,3674.0,5611.0,136.0,124.0,111.0,102.0,33799.0,44.1,0.4624,1317.0,12.3,547.0,23.4,18.9,85.7,1685.0,2018
Putnam County,Illinois,78.9165585412303,17,155,3.6,20.0,2395.0,5572.0,5746.0,58.0,308.0,114.0,37.0,65034.0,47.9,0.4115,1651.0,14.6,466.0,11.9,8.8,92.3,34.0,2018
Randolph County,Illinois,77.4546551573067,17,157,5.1,523.0,11873.0,28300.0,32546.0,342.0,996.0,603.0,206.0,52107.0,42.0,0.43,7734.0,12.8,2886.0,15.7,12.9,83.4,3311.0,2018
Richland County,Illinois,77.38551782801,17,159,5.8,315.0,6482.0,15311.0,15881.0,314.0,264.0,365.0,99.0,48724.0,41.9,0.4361,4025.0,21.3,1833.0,16.7,15.0,87.8,141.0,2018
Rock Island County,Illinois,78.0205462617953,17,161,6.5,3926.0,60294.0,117544.0,145275.0,4010.0,18459.0,4980.0,1016.0,52630.0,40.1,0.4353,37533.0,23.2,18902.0,13.5,14.8,88.9,14645.0,2018
Saint Clair County,Illinois,76.5432401399524,17,163,7.1,7376.0,103063.0,168903.0,263463.0,8411.0,10507.0,8727.0,2307.0,53681.0,38.3,0.4706,65340.0,27.3,36148.0,13.0,16.4,90.8,79351.0,2018
Saline County,Illinois,73.8836205281008,17,165,9.8,669.0,10002.0,22485.0,24231.0,566.0,430.0,837.0,256.0,41167.0,42.0,0.4732,6668.0,17.8,2762.0,22.5,22.2,86.4,683.0,2018
Sangamon County,Illinois,77.905619192986,17,167,6.3,5247.0,83661.0,161828.0,197661.0,6986.0,4449.0,6746.0,1640.0,60466.0,40.0,0.4627,50630.0,34.2,26010.0,13.9,15.2,92.4,25260.0,2018
Schuyler County,Illinois,77.6166765385924,17,169,5.5,53.0,2836.0,6429.0,7064.0,40.0,29.0,164.0,59.0,46151.0,45.8,0.3868,1737.0,18.2,667.0,20.2,21.4,89.8,518.0,2018
Scott County,Illinois,77.4510352949078,17,171,6.7,52.0,1959.0,4956.0,5047.0,38.0,62.0,120.0,41.0,53973.0,44.1,0.4337,1354.0,15.0,427.0,12.0,12.9,92.6,8.0,2018
Shelby County,Illinois,79.4408212604492,17,173,4.6,240.0,9203.0,21459.0,21832.0,231.0,226.0,369.0,147.0,51157.0,44.8,0.3856,6282.0,16.9,1819.0,12.5,11.2,92.2,203.0,2018
Stark County,Illinois,76.6850576449433,17,175,3.5,36.0,2294.0,5353.0,5500.0,69.0,88.0,120.0,41.0,52260.0,45.1,0.4734,1485.0,17.5,453.0,12.9,16.1,90.9,38.0,2018
Stephenson County,Illinois,78.8714100011904,17,177,7.1,1442.0,19609.0,39059.0,45433.0,1144.0,1725.0,1710.0,458.0,48016.0,45.1,0.4446,12749.0,19.3,6141.0,14.7,14.4,92.9,4469.0,2018
Tazewell County,Illinois,78.4548323260504,17,179,4.3,2156.0,54613.0,128237.0,133852.0,2001.0,3019.0,3170.0,968.0,62342.0,40.9,0.4247,36888.0,26.4,12857.0,11.9,8.6,92.6,1747.0,2018
Union County,Illinois,76.1468956659704,17,181,6.6,235.0,6669.0,16114.0,17127.0,251.0,876.0,368.0,151.0,49182.0,43.7,0.4472,4679.0,22.8,1493.0,17.8,18.1,87.7,237.0,2018
Vermilion County,Illinois,75.2475248380187,17,183,7.5,2622.0,31180.0,64497.0,78407.0,2108.0,3877.0,2590.0,625.0,45384.0,40.3,0.4467,19598.0,15.1,9617.0,15.4,19.6,88.1,10975.0,2018
Wabash County,Illinois,77.9442606593382,17,185,5.9,208.0,4896.0,11133.0,11573.0,212.0,271.0,186.0,92.0,51432.0,43.6,0.4286,3279.0,17.2,1159.0,17.6,11.8,90.5,93.0,2018
Warren County,Illinois,78.1127678708528,17,187,6.7,242.0,6690.0,15267.0,17338.0,248.0,1631.0,518.0,89.0,49607.0,39.3,0.4346,4508.0,23.0,1637.0,13.3,12.4,87.7,453.0,2018
Washington County,Illinois,78.8623415586465,17,189,4.2,105.0,5975.0,13683.0,14155.0,182.0,201.0,251.0,78.0,59469.0,43.4,0.422,4038.0,20.6,1275.0,12.2,8.2,92.1,117.0,2018
Wayne County,Illinois,77.2387027685413,17,191,3.5,328.0,7075.0,15938.0,16487.0,175.0,81.0,351.0,185.0,49764.0,43.3,0.4151,4522.0,14.6,1675.0,18.4,14.1,88.4,290.0,2018
White County,Illinois,75.3907063706392,17,193,7.9,246.0,6082.0,13729.0,14025.0,150.0,198.0,406.0,247.0,47773.0,44.1,0.4198,3913.0,15.2,1344.0,20.0,13.1,91.3,101.0,2018
Whiteside County,Illinois,78.083218041726,17,195,5.3,924.0,23346.0,52677.0,56396.0,1045.0,6687.0,1481.0,483.0,53828.0,43.2,0.4306,15278.0,18.5,5793.0,14.5,10.6,90.3,986.0,2018
Will County,Illinois,79.7707965460722,17,197,5.2,5182.0,227848.0,505669.0,688697.0,10565.0,117522.0,13988.0,3152.0,83504.0,37.6,0.4111,171789.0,34.0,43195.0,8.8,7.0,90.9,77224.0,2018
Williamson County,Illinois,76.7620320923806,17,199,5.9,1501.0,27089.0,61474.0,67299.0,1743.0,1749.0,1908.0,490.0,49053.0,40.9,0.4456,17327.0,22.6,8160.0,17.5,15.0,91.2,2843.0,2018
Winnebago County,Illinois,76.7974300064302,17,201,9.1,7765.0,114608.0,226087.0,286174.0,9306.0,35640.0,10258.0,2033.0,52743.0,39.6,0.4501,73716.0,22.6,39260.0,14.0,15.6,87.7,36833.0,2018
Woodford County,Illinois,79.8054959522829,17,203,4.1,447.0,14566.0,37567.0,38817.0,512.0,695.0,746.0,187.0,71867.0,40.0,0.422,10687.0,31.6,2630.0,10.0,7.2,94.5,250.0,2018
Adams County,Indiana,78.6019930288169,18,1,3.6,259.0,12476.0,34060.0,35195.0,498.0,1588.0,729.0,1077.0,51713.0,33.4,0.4149,8692.0,15.3,2842.0,11.8,16.8,84.1,392.0,2018
Allen County,Indiana,77.1607074409299,18,3,5.6,6626.0,143500.0,293212.0,370016.0,9238.0,27170.0,11769.0,2497.0,53402.0,35.8,0.4521,93312.0,28.2,45551.0,12.5,14.3,89.3,42187.0,2018
Bartholomew County,Indiana,77.8624452242181,18,5,4.8,845.0,31669.0,69835.0,81893.0,1475.0,5423.0,1969.0,570.0,59045.0,37.7,0.4319,20938.0,32.3,9082.0,12.1,13.0,90.9,1625.0,2018
Benton County,Indiana,77.5803580092312,18,7,4.2,41.0,3403.0,8457.0,8667.0,206.0,445.0,236.0,56.0,46188.0,40.5,0.3892,2229.0,16.9,950.0,18.1,16.1,89.5,49.0,2018
