County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Year
Grant County,Indiana,74.8705216914387,18,53,4823.0,86.5,19.4,17.7,8180.0,0.4149,39.8,16.7,16854.0,2275.0,40272.0,581.0,2772.0,1801.0,68269.0,60506.0,1689.0,8.1,26227.0,2016
Greene County,Indiana,75.9076622683788,18,55,105.0,85.6,14.9,19.4,2579.0,0.4282,42.6,14.3,8386.0,580.0,45153.0,355.0,405.0,335.0,32633.0,31981.0,341.0,6.2,12688.0,2016
Hamilton County,Indiana,81.5946264477584,18,57,10790.0,96.0,5.1,7.3,24819.0,0.4353,36.3,56.3,81987.0,5959.0,87782.0,1041.0,11350.0,4431.0,303042.0,265639.0,1636.0,3.5,111443.0,2016
Hancock County,Indiana,78.171603296033,18,59,1463.0,94.2,7.4,12.9,6105.0,0.3842,39.8,29.0,19484.0,1474.0,68449.0,341.0,1499.0,1088.0,71955.0,68579.0,521.0,4.9,26680.0,2016
Harrison County,Indiana,76.9212669648546,18,61,34.0,88.7,13.2,17.9,2762.0,0.4011,42.5,16.9,10054.0,870.0,52926.0,183.0,657.0,490.0,39370.0,38299.0,363.0,6.7,14524.0,2016
Hendricks County,Indiana,79.4321163269164,18,63,9582.0,93.5,5.1,11.1,11515.0,0.3723,37.5,34.7,41052.0,2986.0,73042.0,351.0,5493.0,1987.0,155817.0,138569.0,682.0,5.0,55744.0,2016
Henry County,Indiana,75.2401687413227,18,65,993.0,87.8,16.2,17.0,4913.0,0.4402,42.5,15.7,11947.0,1164.0,44509.0,210.0,783.0,1035.0,48953.0,46578.0,707.0,8.4,17926.0,2016
Howard County,Indiana,75.2857579307992,18,67,5859.0,88.5,16.8,17.5,10872.0,0.4446,41.5,19.5,22223.0,2651.0,45928.0,604.0,2526.0,2445.0,82728.0,72872.0,2047.0,7.6,34411.0,2016
Huntington County,Indiana,76.9275980844103,18,69,314.0,90.1,12.0,14.4,3496.0,0.3912,40.1,18.9,9885.0,610.0,47042.0,277.0,754.0,762.0,36696.0,35479.0,458.0,5.2,14532.0,2016
Jackson County,Indiana,75.5477991457413,18,71,238.0,87.1,14.8,13.1,4319.0,0.4097,38.3,16.2,11715.0,902.0,48546.0,327.0,2677.0,896.0,43637.0,40199.0,554.0,5.6,16517.0,2016
Jasper County,Indiana,77.122445499465,18,73,304.0,87.0,7.7,12.6,2791.0,0.3755,39.1,16.5,8776.0,667.0,55485.0,144.0,1976.0,538.0,33461.0,32002.0,343.0,6.4,12091.0,2016
Jay County,Indiana,75.5620978498543,18,75,78.0,84.1,15.9,16.1,1975.0,0.4074,39.4,10.9,5474.0,507.0,42322.0,273.0,629.0,298.0,21196.0,20769.0,424.0,7.6,8062.0,2016
Jefferson County,Indiana,75.3075118155963,18,77,627.0,86.9,14.5,14.9,3617.0,0.4002,40.5,17.0,8633.0,887.0,47065.0,275.0,800.0,782.0,32482.0,30751.0,531.0,7.4,12642.0,2016
Jennings County,Indiana,74.1626492662047,18,79,372.0,84.5,15.3,15.3,2757.0,0.3929,39.6,9.6,7235.0,763.0,47236.0,240.0,633.0,546.0,28023.0,27229.0,419.0,6.7,10519.0,2016
Johnson County,Indiana,78.0001980158916,18,81,3128.0,91.5,9.3,10.3,15837.0,0.4149,37.4,29.5,39160.0,3752.0,63023.0,634.0,4920.0,2836.0,147567.0,136509.0,1426.0,5.5,53713.0,2016
Knox County,Indiana,75.4403206930184,18,83,1141.0,88.5,14.1,16.4,4989.0,0.4242,38.1,15.2,9308.0,998.0,44624.0,283.0,660.0,978.0,37956.0,35803.0,802.0,5.3,14655.0,2016
Kosciusko County,Indiana,77.95193883502,18,85,729.0,84.8,11.0,13.2,7376.0,0.4231,37.8,21.2,21611.0,1494.0,54482.0,783.0,6062.0,1326.0,78461.0,73563.0,1018.0,5.3,30078.0,2016
LaGrange County,Indiana,78.9339430821133,18,87,86.0,64.3,12.5,10.4,2145.0,0.4165,31.1,11.2,9392.0,496.0,53947.0,2653.0,1496.0,275.0,38395.0,37605.0,524.0,4.1,11850.0,2016
Lake County,Indiana,76.265415794645,18,89,120716.0,87.6,17.6,13.9,57531.0,0.4483,38.2,20.9,123242.0,16751.0,50905.0,4362.0,88341.0,14435.0,489698.0,302867.0,11435.0,9.6,184140.0,2016
LaPorte County,Indiana,75.9221178688242,18,91,12162.0,87.5,17.3,13.6,12480.0,0.4392,40.0,17.6,28396.0,3289.0,48165.0,1327.0,6747.0,2697.0,110993.0,92765.0,2254.0,8.8,43052.0,2016
Lawrence County,Indiana,75.8100165826887,18,93,160.0,88.4,12.9,16.9,4144.0,0.4116,42.4,14.3,13014.0,1228.0,46044.0,397.0,693.0,717.0,45696.0,44167.0,435.0,5.6,18426.0,2016
Madison County,Indiana,75.4216768529383,18,95,10189.0,87.5,16.8,17.7,15764.0,0.4258,40.0,17.4,33604.0,3863.0,44795.0,1207.0,4814.0,3456.0,129862.0,114056.0,2844.0,7.8,51441.0,2016
Marion County,Indiana,75.8152846915981,18,97,254863.0,85.7,20.5,13.7,169648.0,0.4826,34.1,29.0,208284.0,35865.0,43369.0,6286.0,91656.0,43408.0,932142.0,582047.0,29476.0,9.0,365472.0,2016
Marshall County,Indiana,78.3872097048119,18,99,283.0,84.5,11.6,13.8,4129.0,0.42,39.8,18.5,11856.0,824.0,49725.0,547.0,4362.0,699.0,46833.0,43839.0,624.0,7.7,17093.0,2016
Martin County,Indiana,77.0834815030599,18,101,42.0,84.4,12.2,15.6,934.0,0.4168,42.7,11.4,2617.0,231.0,47457.0,95.0,22.0,130.0,10218.0,9944.0,153.0,5.4,4219.0,2016
Miami County,Indiana,76.6096070502187,18,103,1803.0,85.1,16.1,16.4,3649.0,0.4252,39.8,11.9,9111.0,956.0,45646.0,249.0,1004.0,694.0,36093.0,33011.0,336.0,8.9,13268.0,2016
Monroe County,Indiana,79.8533425739366,18,105,4430.0,92.2,25.0,10.6,24806.0,0.5117,28.6,45.1,27674.0,2993.0,43389.0,592.0,4672.0,8704.0,143292.0,124252.0,3406.0,6.6,54278.0,2016
Montgomery County,Indiana,77.0808334249817,18,107,340.0,88.5,12.7,14.8,4241.0,0.3926,40.4,16.8,10176.0,850.0,50253.0,235.0,1751.0,717.0,38108.0,36620.0,492.0,5.4,14852.0,2016
Morgan County,Indiana,76.5028001991266,18,109,260.0,88.4,12.5,15.1,6137.0,0.3996,41.2,15.5,18722.0,1517.0,57521.0,412.0,979.0,1167.0,69504.0,67658.0,730.0,6.4,25655.0,2016
Newton County,Indiana,76.2437055452073,18,111,47.0,85.8,13.3,13.8,1370.0,0.3942,42.9,10.5,3885.0,299.0,50058.0,63.0,828.0,132.0,14022.0,13548.0,102.0,7.2,5482.0,2016
Noble County,Indiana,76.9838476978966,18,113,170.0,84.7,11.4,13.7,4589.0,0.4087,38.4,14.1,12806.0,1145.0,49657.0,435.0,4754.0,756.0,47587.0,46028.0,520.0,7.0,18013.0,2016
Ohio County,Indiana,77.2856847215348,18,115,139.0,88.6,6.7,13.6,464.0,0.3554,46.2,13.8,1695.0,91.0,54653.0,43.0,37.0,80.0,6003.0,5811.0,56.0,5.9,2427.0,2016
Orange County,Indiana,75.7016187027433,18,117,250.0,83.3,16.4,18.9,1952.0,0.4264,40.9,11.9,5302.0,502.0,41438.0,187.0,261.0,346.0,19579.0,18917.0,357.0,5.5,7720.0,2016
Owen County,Indiana,75.9327405172846,18,119,135.0,84.3,14.8,17.5,1790.0,0.4009,44.3,12.0,6003.0,416.0,45388.0,126.0,246.0,222.0,21038.0,20518.0,167.0,6.8,8581.0,2016
Parke County,Indiana,77.9013741159824,18,121,325.0,85.5,15.0,16.7,1337.0,0.4579,41.6,11.8,4329.0,190.0,42664.0,176.0,244.0,180.0,17033.0,16371.0,189.0,7.0,6150.0,2016
Perry County,Indiana,76.9154574099155,18,123,596.0,87.0,14.7,14.9,1624.0,0.4044,41.1,13.4,5021.0,483.0,47396.0,114.0,237.0,264.0,19301.0,18287.0,239.0,4.1,7318.0,2016
Pike County,Indiana,76.3710370312559,18,125,100.0,86.3,10.1,18.8,791.0,0.3853,43.4,12.6,3490.0,199.0,48076.0,110.0,56.0,65.0,12554.0,12222.0,60.0,3.9,4957.0,2016
Porter County,Indiana,78.2372497626121,18,127,5908.0,91.7,10.8,10.9,14514.0,0.4214,39.4,26.1,44153.0,3689.0,64874.0,1017.0,15662.0,3328.0,167016.0,153059.0,1447.0,6.3,62429.0,2016
Posey County,Indiana,78.2378731378236,18,129,344.0,94.3,9.7,12.3,1554.0,0.4335,42.7,20.6,7330.0,464.0,59918.0,132.0,273.0,299.0,25527.0,24789.0,259.0,4.6,10017.0,2016
Pulaski County,Indiana,75.6832029234199,18,131,45.0,87.1,13.4,16.8,1250.0,0.4321,41.6,10.7,3554.0,265.0,44884.0,85.0,360.0,243.0,12910.0,12417.0,95.0,7.0,5174.0,2016
Putnam County,Indiana,77.4849797770486,18,133,1341.0,88.4,10.3,15.6,3418.0,0.4039,37.8,15.0,8994.0,685.0,52465.0,151.0,985.0,456.0,37626.0,35313.0,382.0,6.5,12962.0,2016
Randolph County,Indiana,76.2753933311568,18,135,236.0,86.4,17.3,16.1,2557.0,0.4328,42.0,13.1,6881.0,736.0,42418.0,180.0,819.0,494.0,25403.0,24524.0,395.0,6.4,10483.0,2016
Ripley County,Indiana,76.8498021842202,18,137,113.0,86.8,10.1,13.5,2624.0,0.3773,40.8,17.4,7986.0,530.0,52372.0,133.0,500.0,484.0,28633.0,27716.0,381.0,6.6,10981.0,2016
Rush County,Indiana,75.9902661852517,18,139,208.0,84.6,18.0,15.3,1889.0,0.4395,41.2,14.0,4776.0,493.0,46380.0,204.0,241.0,291.0,16873.0,16367.0,228.0,5.7,6747.0,2016
Saint Joseph County,Indiana,77.0559049558277,18,141,34636.0,87.7,17.2,13.4,32223.0,0.4645,36.4,28.2,64126.0,7937.0,46174.0,1951.0,21797.0,7061.0,267696.0,211802.0,6368.0,7.5,100861.0,2016
Scott County,Indiana,71.9565701926189,18,143,59.0,84.6,14.0,16.9,2358.0,0.4075,40.9,13.0,6219.0,429.0,46368.0,144.0,439.0,441.0,23734.0,23127.0,209.0,6.7,8844.0,2016
Shelby County,Indiana,76.6359729340364,18,145,573.0,87.7,12.5,13.6,4815.0,0.4005,41.5,16.6,11521.0,1137.0,52651.0,374.0,1747.0,851.0,44404.0,41852.0,683.0,7.7,17309.0,2016
Spencer County,Indiana,78.3253266358022,18,147,132.0,89.4,9.9,13.9,1472.0,0.3933,42.8,15.3,5899.0,212.0,54870.0,137.0,575.0,231.0,20777.0,20061.0,182.0,5.7,8065.0,2016
Starke County,Indiana,73.9744537642762,18,149,96.0,82.9,15.7,17.0,1646.0,0.4139,41.9,11.6,6149.0,477.0,43401.0,253.0,797.0,256.0,23069.0,22277.0,179.0,9.5,8727.0,2016
Steuben County,Indiana,78.7946142512439,18,151,85.0,88.5,10.4,15.0,3121.0,0.4094,42.1,19.9,9206.0,610.0,50418.0,270.0,1151.0,290.0,34279.0,33336.0,357.0,5.9,13451.0,2016
Sullivan County,Indiana,75.2101517808369,18,153,952.0,86.4,17.3,17.7,2196.0,0.4223,41.0,12.7,5487.0,413.0,43786.0,105.0,350.0,585.0,21026.0,19637.0,352.0,5.6,7713.0,2016
Switzerland County,Indiana,75.4991269178379,18,155,64.0,82.7,21.5,16.3,1208.0,0.404,40.1,8.3,2972.0,241.0,43456.0,79.0,188.0,187.0,10484.0,10241.0,128.0,6.9,4102.0,2016
Tippecanoe County,Indiana,79.2213402160096,18,157,8585.0,90.7,21.8,9.9,31772.0,0.4711,27.9,35.3,38455.0,4349.0,47406.0,619.0,14628.0,9030.0,183397.0,154153.0,4344.0,6.2,68172.0,2016
Tipton County,Indiana,77.9314159293671,18,159,26.0,88.3,8.7,16.6,1334.0,0.3913,44.5,21.1,4376.0,298.0,54023.0,91.0,383.0,244.0,15447.0,14895.0,170.0,5.3,6401.0,2016
Union County,Indiana,76.2181119630577,18,161,12.0,88.2,9.5,14.7,797.0,0.3894,43.1,18.6,1839.0,132.0,45104.0,40.0,1.0,147.0,7251.0,6973.0,97.0,5.4,2917.0,2016
Vanderburgh County,Indiana,76.2933743300626,18,163,16344.0,89.8,17.0,14.7,27478.0,0.4675,37.7,24.9,44725.0,6100.0,43311.0,1279.0,4500.0,6318.0,181692.0,156287.0,4904.0,5.7,74313.0,2016
Vermillion County,Indiana,75.0782700086447,18,165,59.0,89.0,13.4,17.2,1593.0,0.4077,43.0,13.0,4181.0,440.0,44409.0,132.0,174.0,228.0,15752.0,15453.0,256.0,6.2,6600.0,2016
Vigo County,Indiana,75.8059296437222,18,167,6333.0,87.7,20.3,17.9,15875.0,0.4624,36.1,23.2,25083.0,2890.0,41221.0,703.0,2708.0,4252.0,108099.0,94538.0,2856.0,8.1,40753.0,2016
Wabash County,Indiana,76.1891174920247,18,169,269.0,87.9,12.7,14.6,3242.0,0.4003,42.1,18.3,8602.0,793.0,47473.0,247.0,779.0,513.0,32177.0,30763.0,404.0,5.9,12767.0,2016
Warren County,Indiana,78.4738266283658,18,171,57.0,91.0,7.9,15.5,567.0,0.3748,44.5,19.6,2449.0,164.0,58623.0,32.0,113.0,70.0,8309.0,8145.0,58.0,5.0,3327.0,2016
Warrick County,Indiana,78.5708045693579,18,173,941.0,92.8,9.5,11.7,4554.0,0.4303,40.6,28.0,17110.0,1156.0,61542.0,189.0,1052.0,799.0,61427.0,57989.0,537.0,4.5,23290.0,2016
Washington County,Indiana,74.8123525326464,18,175,13.0,85.5,14.9,17.7,2480.0,0.4211,41.0,12.7,7528.0,669.0,44883.0,188.0,355.0,447.0,27792.0,27299.0,357.0,8.7,10540.0,2016
Wayne County,Indiana,74.6400089998032,18,177,3372.0,84.7,19.9,18.1,8630.0,0.4684,40.9,17.1,17280.0,2096.0,39691.0,846.0,1869.0,1814.0,67423.0,60513.0,1945.0,7.3,26664.0,2016
Wells County,Indiana,78.1211701722691,18,179,201.0,91.2,12.6,12.7,2114.0,0.3879,40.7,17.4,7652.0,786.0,51568.0,137.0,721.0,339.0,27836.0,26968.0,309.0,3.8,10828.0,2016
White County,Indiana,76.979863388741,18,181,112.0,89.6,10.0,15.8,2118.0,0.4104,42.3,15.7,6723.0,298.0,51547.0,152.0,1833.0,268.0,24265.0,22663.0,179.0,5.4,9670.0,2016
Whitley County,Indiana,78.6893334731017,18,183,130.0,90.1,8.8,16.2,2635.0,0.3888,41.3,18.3,9409.0,725.0,54837.0,201.0,615.0,314.0,33354.0,32300.0,257.0,4.7,13232.0,2016
Adair County,Iowa,78.2722216745053,19,1,21.0,93.4,9.7,15.3,746.0,0.418,46.0,16.6,2118.0,164.0,48765.0,58.0,117.0,82.0,7330.0,7188.0,82.0,2.8,3228.0,2016
Adams County,Iowa,78.2562080838269,19,3,19.0,92.5,9.8,15.4,438.0,0.4116,47.2,16.7,1103.0,40.0,48598.0,12.0,31.0,45.0,3822.0,3720.0,47.0,3.1,1681.0,2016
Allamakee County,Iowa,79.2775063526061,19,5,118.0,88.1,10.2,11.6,1311.0,0.4337,45.1,17.0,3877.0,182.0,48089.0,122.0,792.0,117.0,14001.0,13497.0,131.0,4.7,6035.0,2016
Appanoose County,Iowa,76.7750656952685,19,7,61.0,89.9,16.1,16.6,1405.0,0.4613,44.8,18.1,3264.0,189.0,40817.0,165.0,217.0,246.0,12602.0,12289.0,276.0,6.6,5430.0,2016
Audubon County,Iowa,78.6437551635846,19,9,22.0,89.6,11.6,12.8,518.0,0.4666,48.3,13.1,1625.0,112.0,47048.0,67.0,35.0,69.0,5793.0,5636.0,55.0,2.8,2667.0,2016
Benton County,Iowa,80.3549397992736,19,11,140.0,92.8,9.2,11.6,1976.0,0.4281,41.8,21.8,7076.0,468.0,61222.0,112.0,355.0,237.0,25720.0,25147.0,364.0,3.8,10155.0,2016
Black Hawk County,Iowa,78.7665323564129,19,13,11778.0,90.8,15.4,11.1,17502.0,0.4472,34.8,27.0,31060.0,3380.0,50348.0,730.0,5493.0,4910.0,132821.0,113015.0,2882.0,6.3,52506.0,2016
Boone County,Iowa,78.5744380526717,19,15,324.0,94.4,10.3,14.6,2790.0,0.4066,41.1,22.4,6975.0,485.0,54513.0,210.0,626.0,390.0,26411.0,25618.0,281.0,4.3,10943.0,2016
Bremer County,Iowa,81.7324086822186,19,17,265.0,95.3,7.3,9.4,1807.0,0.4174,38.9,27.9,6461.0,276.0,64264.0,118.0,339.0,370.0,24663.0,23758.0,196.0,3.2,9343.0,2016
Buchanan County,Iowa,78.9233001810294,19,19,72.0,92.3,9.2,10.6,1692.0,0.4697,38.5,18.0,5490.0,384.0,55881.0,269.0,301.0,214.0,21031.0,20519.0,220.0,3.8,8246.0,2016
Buena Vista County,Iowa,80.1536306802379,19,21,601.0,78.2,13.3,9.2,2405.0,0.4423,35.4,18.7,5125.0,627.0,49942.0,75.0,5046.0,242.0,20445.0,16319.0,290.0,4.5,7504.0,2016
Butler County,Iowa,79.0264661744778,19,23,45.0,91.9,8.8,10.3,1282.0,0.4064,43.7,15.7,4282.0,209.0,52204.0,70.0,177.0,107.0,14933.0,14648.0,143.0,3.2,6282.0,2016
Calhoun County,Iowa,78.6543253490709,19,25,164.0,92.2,14.8,13.8,1017.0,0.4588,45.4,18.4,2673.0,287.0,44635.0,106.0,180.0,164.0,9876.0,9500.0,91.0,2.7,4249.0,2016
Carroll County,Iowa,79.6797051084203,19,27,292.0,92.9,9.4,11.1,2129.0,0.433,42.0,21.4,5489.0,444.0,53785.0,141.0,464.0,410.0,20555.0,19969.0,279.0,2.6,8580.0,2016
Cass County,Iowa,77.2747677046566,19,29,35.0,90.3,15.1,14.6,1783.0,0.4216,44.6,19.8,3767.0,394.0,45469.0,199.0,316.0,232.0,13433.0,13117.0,267.0,3.3,6076.0,2016
Cedar County,Iowa,80.985277501221,19,31,108.0,93.4,6.4,11.2,1628.0,0.3739,42.2,22.0,5116.0,280.0,60435.0,75.0,334.0,159.0,18389.0,17852.0,200.0,3.3,7599.0,2016
Cerro Gordo County,Iowa,78.7615111246002,19,33,682.0,93.3,12.8,14.3,5789.0,0.4496,44.3,21.9,11440.0,1111.0,47788.0,420.0,1907.0,1065.0,43303.0,41093.0,1169.0,4.1,19250.0,2016
Cherokee County,Iowa,79.4236019334943,19,35,83.0,90.6,11.8,13.5,1413.0,0.4352,46.5,19.2,3229.0,314.0,51590.0,140.0,365.0,70.0,11752.0,11431.0,197.0,3.2,5317.0,2016
Chickasaw County,Iowa,79.6205395733571,19,37,90.0,90.3,9.0,14.2,1131.0,0.4182,44.2,14.5,3391.0,192.0,48013.0,98.0,269.0,209.0,12164.0,11946.0,158.0,3.2,5244.0,2016
Clarke County,Iowa,77.3071840956902,19,39,27.0,90.7,16.0,13.8,1315.0,0.399,39.7,15.4,2425.0,174.0,46510.0,105.0,1119.0,235.0,9273.0,8757.0,133.0,4.6,3837.0,2016
Clay County,Iowa,79.667286986663,19,41,73.0,93.2,11.9,13.2,2071.0,0.4362,41.7,20.9,4578.0,410.0,48888.0,66.0,527.0,260.0,16478.0,15770.0,354.0,3.3,7281.0,2016
Clayton County,Iowa,80.446345525961,19,43,110.0,91.0,10.5,13.5,1833.0,0.4315,45.9,15.3,4887.0,390.0,48482.0,172.0,331.0,271.0,17735.0,17377.0,221.0,4.0,7622.0,2016
Clinton County,Iowa,77.798064314864,19,45,1284.0,91.6,13.6,13.6,5168.0,0.4341,42.2,19.4,12788.0,1286.0,50067.0,428.0,1416.0,1233.0,47972.0,45020.0,922.0,4.6,19871.0,2016
Crawford County,Iowa,79.189800089565,19,47,286.0,78.5,21.7,12.8,1739.0,0.4957,37.9,11.7,4583.0,432.0,49699.0,85.0,4677.0,251.0,17147.0,15849.0,182.0,5.7,6430.0,2016
Dallas County,Iowa,82.0742464268387,19,49,912.0,95.5,5.7,7.4,7757.0,0.4425,35.0,47.4,20840.0,1312.0,78918.0,439.0,4778.0,1191.0,78074.0,71336.0,578.0,2.2,30026.0,2016
Davis County,Iowa,79.0159432914758,19,51,16.0,86.7,18.7,12.3,668.0,0.4496,37.6,16.6,2345.0,199.0,49696.0,271.0,110.0,93.0,8768.0,8605.0,116.0,4.1,3230.0,2016
Decatur County,Iowa,77.976326977202,19,53,163.0,86.9,20.8,18.3,1080.0,0.4465,36.8,20.1,1994.0,191.0,38467.0,70.0,220.0,190.0,8210.0,7815.0,292.0,5.8,3166.0,2016
Delaware County,Iowa,80.2600325362815,19,55,33.0,90.7,9.6,10.9,1307.0,0.4243,43.2,15.1,4980.0,333.0,59452.0,64.0,210.0,212.0,17445.0,17154.0,190.0,3.4,6882.0,2016
Des Moines County,Iowa,78.1019156918892,19,57,2239.0,92.2,16.7,14.7,4430.0,0.4412,42.2,19.6,10645.0,1393.0,44516.0,242.0,1147.0,971.0,40114.0,36446.0,838.0,5.7,16659.0,2016
Dickinson County,Iowa,80.6807036057415,19,59,62.0,95.6,6.9,13.7,1960.0,0.4455,48.8,29.0,5010.0,293.0,57914.0,158.0,295.0,348.0,17046.0,16622.0,353.0,3.4,8008.0,2016
Dubuque County,Iowa,80.1162972528086,19,61,2571.0,92.3,12.5,10.9,10543.0,0.4346,38.5,29.2,25249.0,2343.0,56154.0,457.0,2126.0,2616.0,96359.0,89975.0,1828.0,4.0,38006.0,2016
Emmet County,Iowa,78.5965789555193,19,63,141.0,89.6,13.6,14.4,922.0,0.4649,42.5,17.5,2630.0,276.0,45536.0,101.0,890.0,134.0,9820.0,9443.0,117.0,5.3,4127.0,2016
Fayette County,Iowa,78.7943216192379,19,65,270.0,89.8,13.1,13.8,2014.0,0.4404,43.1,19.6,5377.0,537.0,47711.0,73.0,455.0,422.0,20391.0,19497.0,332.0,4.3,8333.0,2016
Floyd County,Iowa,79.4612735064932,19,67,272.0,89.0,14.1,14.5,1966.0,0.4449,44.5,19.7,4484.0,453.0,46406.0,77.0,377.0,402.0,16004.0,15163.0,438.0,3.5,6891.0,2016
Franklin County,Iowa,79.7394870666519,19,69,139.0,88.6,14.7,12.9,1086.0,0.4305,42.5,16.7,2830.0,335.0,47524.0,94.0,1233.0,146.0,10393.0,9591.0,115.0,5.4,4227.0,2016
Fremont County,Iowa,78.0092969792555,19,71,41.0,92.1,10.5,14.8,739.0,0.4423,46.3,21.4,1999.0,132.0,52922.0,50.0,176.0,67.0,7019.0,6765.0,95.0,3.9,2969.0,2016
Greene County,Iowa,78.6568866509727,19,73,14.0,92.8,10.6,16.3,940.0,0.4182,45.0,18.0,2648.0,189.0,47264.0,70.0,232.0,173.0,9083.0,8887.0,194.0,5.8,3903.0,2016
Grundy County,Iowa,80.4472398026981,19,75,42.0,95.4,6.0,10.8,1031.0,0.4321,42.5,25.1,3505.0,198.0,61606.0,99.0,151.0,139.0,12373.0,12169.0,125.0,3.8,5162.0,2016
Guthrie County,Iowa,79.3212565543,19,77,26.0,92.1,10.6,13.7,853.0,0.4517,45.9,20.5,2983.0,274.0,52702.0,58.0,254.0,151.0,10691.0,10418.0,91.0,3.3,4490.0,2016
Hamilton County,Iowa,80.0032530091539,19,79,97.0,92.2,10.8,12.9,1816.0,0.4384,43.0,22.0,4264.0,313.0,53970.0,61.0,857.0,349.0,15227.0,14213.0,212.0,3.0,6381.0,2016
Hancock County,Iowa,80.5976264205096,19,81,86.0,92.7,9.5,12.1,1025.0,0.411,44.2,19.9,3095.0,168.0,54813.0,30.0,411.0,162.0,11006.0,10661.0,148.0,1.8,4699.0,2016
Hardin County,Iowa,79.1950138376552,19,83,215.0,91.7,8.1,11.6,1695.0,0.4078,44.4,20.4,4469.0,270.0,51821.0,159.0,699.0,179.0,17324.0,16615.0,210.0,3.4,7093.0,2016
Harrison County,Iowa,77.3516723078532,19,85,7.0,91.0,10.5,15.0,1450.0,0.4033,44.0,17.4,3975.0,335.0,55845.0,71.0,228.0,244.0,14335.0,13978.0,211.0,2.8,6046.0,2016
Henry County,Iowa,78.6654826184545,19,87,419.0,92.0,13.6,14.7,2198.0,0.424,40.7,18.8,5095.0,510.0,49606.0,95.0,894.0,357.0,19941.0,18325.0,285.0,4.9,7619.0,2016
Howard County,Iowa,79.2365368415477,19,89,31.0,88.9,11.6,11.7,768.0,0.4172,42.1,13.2,2384.0,172.0,49199.0,110.0,144.0,128.0,9430.0,9271.0,127.0,3.7,3815.0,2016
Humboldt County,Iowa,79.6700698483603,19,91,15.0,93.1,13.6,12.3,1186.0,0.4476,43.3,19.9,2760.0,316.0,47478.0,40.0,354.0,184.0,9607.0,9416.0,136.0,3.9,4236.0,2016
Ida County,Iowa,78.2962627787167,19,93,6.0,93.3,11.0,13.1,762.0,0.4623,44.7,19.0,2057.0,132.0,49957.0,49.0,148.0,73.0,7041.0,6885.0,138.0,3.6,3077.0,2016
Iowa County,Iowa,79.5716182277172,19,95,105.0,92.1,9.8,11.5,1446.0,0.3964,41.8,18.6,4853.0,352.0,55099.0,87.0,384.0,201.0,16326.0,15972.0,166.0,1.8,6779.0,2016
Jackson County,Iowa,78.8285947213709,19,97,70.0,91.2,13.8,12.6,2150.0,0.422,44.6,16.5,5626.0,526.0,49115.0,224.0,264.0,362.0,19529.0,18947.0,381.0,4.8,8427.0,2016
Jasper County,Iowa,79.1500087632454,19,99,550.0,92.4,9.3,14.0,3956.0,0.4019,42.6,17.9,9786.0,749.0,55503.0,182.0,681.0,662.0,36715.0,35174.0,507.0,4.9,14644.0,2016
Jefferson County,Iowa,80.0532562726524,19,101,1011.0,94.9,15.6,9.7,2321.0,0.4661,41.1,33.1,4158.0,253.0,45257.0,94.0,521.0,397.0,17662.0,14839.0,243.0,6.6,6896.0,2016
Johnson County,Iowa,82.2667647489935,19,103,8666.0,94.7,17.9,7.3,23334.0,0.4904,29.9,52.4,31121.0,2710.0,56808.0,845.0,7558.0,8068.0,142006.0,118240.0,3159.0,3.2,56543.0,2016
Jones County,Iowa,80.5236829527486,19,105,431.0,92.1,10.6,12.8,1945.0,0.4366,43.8,16.7,5702.0,418.0,55507.0,130.0,340.0,251.0,20481.0,19578.0,285.0,4.5,8244.0,2016
Keokuk County,Iowa,79.5789802610829,19,107,1.0,91.3,12.8,15.0,995.0,0.4175,44.1,17.0,2771.0,194.0,45227.0,47.0,147.0,174.0,10234.0,10026.0,125.0,5.5,4414.0,2016
Kossuth County,Iowa,80.6354878606905,19,109,69.0,94.3,9.7,12.9,1377.0,0.4184,45.9,19.5,4394.0,232.0,54231.0,60.0,310.0,157.0,15226.0,14818.0,143.0,1.8,6657.0,2016
Lee County,Iowa,76.4276265602279,19,111,907.0,91.8,16.4,17.2,3658.0,0.4118,43.4,14.6,9228.0,851.0,44568.0,344.0,1196.0,647.0,35172.0,32906.0,746.0,7.9,14318.0,2016
Linn County,Iowa,80.2984286925395,19,113,10174.0,94.6,9.4,10.3,23348.0,0.4294,37.2,32.2,55227.0,5003.0,60989.0,1324.0,6527.0,4169.0,218076.0,195251.0,3423.0,4.2,88006.0,2016
Louisa County,Iowa,78.5960165226171,19,115,142.0,82.7,12.6,12.2,1020.0,0.419,40.7,13.3,2997.0,222.0,51615.0,82.0,1792.0,106.0,11251.0,10414.0,140.0,4.3,4366.0,2016
Lucas County,Iowa,78.4000196600919,19,117,11.0,91.8,10.6,15.5,783.0,0.4319,45.5,16.5,2378.0,183.0,48768.0,69.0,37.0,114.0,8700.0,8498.0,170.0,5.1,3678.0,2016
