County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Bowman County,North Dakota,78.8605103124453,38,011,36318.0
Burke County,North Dakota,79.4270461344442,38,013,35674.0
Burleigh County,North Dakota,81.1718448894401,38,015,36483.0
Cass County,North Dakota,80.8568790977155,38,017,34193.0
Cavalier County,North Dakota,80.11905169146,38,019,43144.0
Dickey County,North Dakota,79.2857468911128,38,021,30510.0
Divide County,North Dakota,79.5319984730087,38,023,39171.0
Dunn County,North Dakota,79.5484103887178,38,025,42438.0
Eddy County,North Dakota,75.9991889436742,38,027,35444.0
Emmons County,North Dakota,78.7467740271098,38,029,29622.0
Foster County,North Dakota,79.1100313193289,38,031,32665.0
Golden Valley County,North Dakota,83.2022898361922,38,033,28840.0
Grand Forks County,North Dakota,79.3365982380774,38,035,30465.0
Grant County,North Dakota,78.9232692208192,38,037,33537.0
Griggs County,North Dakota,78.9800937935521,38,039,33416.0
Hettinger County,North Dakota,79.1905598067152,38,041,32544.0
Kidder County,North Dakota,80.8882268187548,38,043,34455.0
LaMoure County,North Dakota,81.5670211699688,38,045,36653.0
Logan County,North Dakota,79.719065661897,38,047,31952.0
McHenry County,North Dakota,79.4621663837716,38,049,36874.0
McIntosh County,North Dakota,79.2807688951363,38,051,31133.0
McKenzie County,North Dakota,78.595958993304,38,053,38324.0
McLean County,North Dakota,78.7572008063446,38,055,36953.0
Mercer County,North Dakota,79.9780279729036,38,057,36720.0
Morton County,North Dakota,78.6477811274231,38,059,37335.0
Mountrail County,North Dakota,75.1810692832571,38,061,40113.0
Nelson County,North Dakota,76.5723437140746,38,063,33599.0
Oliver County,North Dakota,82.673276601479,38,065,38604.0
Pembina County,North Dakota,79.7954782722541,38,067,34824.0
Pierce County,North Dakota,78.7887726814331,38,069,26619.0
Ramsey County,North Dakota,78.0159623608846,38,071,33884.0
Ransom County,North Dakota,77.8116785016545,38,073,33574.0
Renville County,North Dakota,78.6150592897229,38,075,30888.0
Richland County,North Dakota,80.6522087033614,38,077,29818.0
Rolette County,North Dakota,72.3600695837935,38,079,18075.0
Sargent County,North Dakota,80.4616407898578,38,081,36207.0
Sheridan County,North Dakota,82.3864867831582,38,083,34172.0
Sioux County,North Dakota,68.0637361999356,38,085,15944.0
Stark County,North Dakota,80.2959527142851,38,089,37978.0
Steele County,North Dakota,81.6324175764827,38,091,40479.0
Stutsman County,North Dakota,78.384355247305,38,093,31182.0
Towner County,North Dakota,78.0964503470622,38,095,36099.0
Traill County,North Dakota,79.7638091205015,38,097,31774.0
Walsh County,North Dakota,77.624593008183,38,099,30693.0
Ward County,North Dakota,80.0937469451584,38,101,33414.0
Wells County,North Dakota,78.6458032553712,38,103,33580.0
Williams County,North Dakota,78.2683303373485,38,105,44474.0
Adams County,Ohio,73.2819116608333,39,001,20248.0
Allen County,Ohio,76.8813585091244,39,003,24551.0
Ashland County,Ohio,77.7993036984008,39,005,24612.0
Ashtabula County,Ohio,75.2883378702036,39,007,21936.0
Athens County,Ohio,77.2807617211315,39,009,20062.0
Auglaize County,Ohio,78.4318372438084,39,011,28340.0
Belmont County,Ohio,76.5791893777904,39,013,25326.0
Brown County,Ohio,74.5476672015781,39,015,24525.0
Butler County,Ohio,76.8584562961949,39,017,29745.0
Carroll County,Ohio,77.3987937044499,39,019,26908.0
Champaign County,Ohio,76.4078427944909,39,021,25528.0
Clark County,Ohio,74.3737007682053,39,023,25270.0
Clermont County,Ohio,77.603812408345,39,025,31812.0
Clinton County,Ohio,75.5263272494393,39,027,25238.0
Columbiana County,Ohio,75.998187354803,39,029,24758.0
Coshocton County,Ohio,76.614253977031,39,031,21520.0
Crawford County,Ohio,75.5444172876743,39,033,24386.0
Cuyahoga County,Ohio,76.8534014355735,39,035,30441.0
Darke County,Ohio,76.9095097986965,39,037,24768.0
Defiance County,Ohio,77.6021512061683,39,039,26941.0
Delaware County,Ohio,81.8608449016819,39,041,45116.0
Erie County,Ohio,76.7525753882151,39,043,30223.0
Fairfield County,Ohio,78.3465726787202,39,045,29582.0
Fayette County,Ohio,73.7979474059214,39,047,24013.0
Franklin County,Ohio,77.0778519730043,39,049,31199.0
Fulton County,Ohio,77.7872204071499,39,051,27922.0
Gallia County,Ohio,73.7101214496601,39,053,22293.0
Geauga County,Ohio,81.0334659229989,39,055,39513.0
Greene County,Ohio,78.9435510733234,39,057,33138.0
Guernsey County,Ohio,75.5827463383216,39,059,22864.0
Hamilton County,Ohio,76.5357633897808,39,061,32638.0
Hancock County,Ohio,77.9386579922663,39,063,29608.0
Hardin County,Ohio,76.0029889825477,39,065,21099.0
Harrison County,Ohio,75.4893731778524,39,067,22965.0
Henry County,Ohio,78.2533549902936,39,069,27325.0
Highland County,Ohio,74.9870689416155,39,071,22079.0
Hocking County,Ohio,75.9374480634474,39,073,23192.0
Holmes County,Ohio,78.9816474826727,39,075,21143.0
Huron County,Ohio,76.2215560121681,39,077,24193.0
Jackson County,Ohio,72.7062095523364,39,079,21730.0
Jefferson County,Ohio,74.4683025128288,39,081,24028.0
Knox County,Ohio,77.6720813536976,39,083,24523.0
Lake County,Ohio,78.2873540993486,39,085,32125.0
Lawrence County,Ohio,73.0767157091736,39,087,22844.0
Licking County,Ohio,77.5346842526012,39,089,29093.0
Logan County,Ohio,76.3008879779996,39,091,26525.0
Lorain County,Ohio,77.6454279525107,39,093,28555.0
Lucas County,Ohio,75.860765320929,39,095,27111.0
Madison County,Ohio,76.6394301906682,39,097,27798.0
Mahoning County,Ohio,76.1141216686073,39,099,25901.0
Marion County,Ohio,75.6177772483353,39,101,22579.0
Medina County,Ohio,79.8610379936994,39,103,34174.0
Meigs County,Ohio,74.3838860828916,39,105,22396.0
Mercer County,Ohio,78.5782870159726,39,107,27540.0
Miami County,Ohio,77.5385197736802,39,109,28051.0
Monroe County,Ohio,77.0609161578471,39,111,23154.0
Montgomery County,Ohio,75.112181331732,39,113,27602.0
Morgan County,Ohio,76.7171009439442,39,115,22122.0
Morrow County,Ohio,77.5078634759645,39,117,24864.0
Muskingum County,Ohio,75.7789089525642,39,119,22877.0
Noble County,Ohio,80.542254918214,39,121,23119.0
Ottawa County,Ohio,78.2425558282812,39,123,31574.0
Paulding County,Ohio,77.0359168469169,39,125,24319.0
Perry County,Ohio,76.1753815673522,39,127,21557.0
Pickaway County,Ohio,76.155182722847,39,129,25460.0
Pike County,Ohio,73.1008767947365,39,131,21983.0
Portage County,Ohio,78.1019012330538,39,133,27985.0
Preble County,Ohio,75.6095301724417,39,135,25374.0
Putnam County,Ohio,79.396736880139,39,137,28568.0
Richland County,Ohio,76.2713683804032,39,139,23439.0
Ross County,Ohio,74.9110978272677,39,141,22714.0
Sandusky County,Ohio,76.7091546682708,39,143,25219.0
Scioto County,Ohio,72.8668413879797,39,145,22586.0
Seneca County,Ohio,77.058999787049,39,147,25004.0
Shelby County,Ohio,77.8012326374218,39,149,28410.0
Stark County,Ohio,77.0928152338934,39,151,27401.0
Summit County,Ohio,77.0295866052372,39,153,30803.0
Trumbull County,Ohio,75.8002600749146,39,155,25542.0
Tuscarawas County,Ohio,77.5798553640004,39,157,25054.0
Union County,Ohio,79.073550822177,39,159,33066.0
Van Wert County,Ohio,77.3804977290359,39,161,26130.0
Vinton County,Ohio,74.4719114668497,39,163,19876.0
Warren County,Ohio,79.2687936914355,39,165,37479.0
Washington County,Ohio,76.7542072250952,39,167,26608.0
Wayne County,Ohio,78.0254326492606,39,169,25762.0
Williams County,Ohio,77.5870809597817,39,171,24160.0
Wood County,Ohio,78.5847141169072,39,173,30042.0
Wyandot County,Ohio,77.395059534863,39,175,25431.0
Adair County,Oklahoma,73.0339399700148,40,001,16576.0
Alfalfa County,Oklahoma,77.4455349796946,40,003,28007.0
Atoka County,Oklahoma,75.0545505389888,40,005,19439.0
Beaver County,Oklahoma,77.6032790015472,40,007,25935.0
Beckham County,Oklahoma,73.6130276780609,40,009,23883.0
Blaine County,Oklahoma,74.0641326068194,40,011,22823.0
Bryan County,Oklahoma,75.0984064237471,40,013,22171.0
Caddo County,Oklahoma,72.4633172169884,40,015,21071.0
Canadian County,Oklahoma,78.0413603974578,40,017,29852.0
Carter County,Oklahoma,73.5401198480639,40,019,24965.0
Cherokee County,Oklahoma,75.0993199658218,40,021,19799.0
Choctaw County,Oklahoma,72.1561996510661,40,023,19446.0
Cimarron County,Oklahoma,76.7173836713365,40,025,28461.0
Cleveland County,Oklahoma,78.5211218509188,40,027,29231.0
Coal County,Oklahoma,72.5465560059517,40,029,24004.0
Comanche County,Oklahoma,75.8777630132275,40,031,25186.0
Cotton County,Oklahoma,74.1903756904006,40,033,21887.0
Craig County,Oklahoma,73.6718130390018,40,035,20666.0
Creek County,Oklahoma,74.1925412317226,40,037,24056.0
Custer County,Oklahoma,74.6168931433362,40,039,24621.0
Delaware County,Oklahoma,75.7618546464794,40,041,22175.0
Dewey County,Oklahoma,74.2372726531525,40,043,25821.0
Ellis County,Oklahoma,75.6845223526572,40,045,27272.0
Garfield County,Oklahoma,75.3107605953969,40,047,25787.0
Garvin County,Oklahoma,72.9175393439696,40,049,22433.0
Grady County,Oklahoma,75.7486275926235,40,051,27334.0
Grant County,Oklahoma,75.2281262943051,40,053,29002.0
Greer County,Oklahoma,74.9385941899222,40,055,20073.0
Harmon County,Oklahoma,75.3617547813061,40,057,21620.0
Harper County,Oklahoma,76.3606938685141,40,059,23536.0
Haskell County,Oklahoma,73.8446561216188,40,061,20009.0
Hughes County,Oklahoma,72.3742665895462,40,063,18004.0
Jackson County,Oklahoma,75.1379210859459,40,065,22988.0
Jefferson County,Oklahoma,73.2698606285768,40,067,19130.0
Johnston County,Oklahoma,73.1967384123794,40,069,21022.0
Kay County,Oklahoma,74.1989271739518,40,071,24057.0
Kingfisher County,Oklahoma,76.9462063925446,40,073,31885.0
Kiowa County,Oklahoma,72.1078928989461,40,075,23076.0
Latimer County,Oklahoma,74.6825554737315,40,077,24233.0
Le Flore County,Oklahoma,73.3625254782594,40,079,20264.0
Lincoln County,Oklahoma,75.0728269568576,40,081,23911.0
Logan County,Oklahoma,78.3383967763961,40,083,28265.0
Love County,Oklahoma,74.9531702253289,40,085,20965.0
McClain County,Oklahoma,76.2686771566097,40,087,28353.0
McCurtain County,Oklahoma,72.4605868078852,40,089,19040.0
McIntosh County,Oklahoma,73.4554982892398,40,091,22241.0
Major County,Oklahoma,76.0360013441572,40,093,28294.0
Marshall County,Oklahoma,76.199820418047,40,095,22431.0
Mayes County,Oklahoma,74.4541937985356,40,097,22575.0
Murray County,Oklahoma,73.4839656313348,40,099,24804.0
Muskogee County,Oklahoma,72.4378614973945,40,101,21800.0
Noble County,Oklahoma,75.9703875992447,40,103,28054.0
Nowata County,Oklahoma,74.6440234990249,40,105,21491.0
Okfuskee County,Oklahoma,71.4039201912799,40,107,17656.0
Oklahoma County,Oklahoma,75.6842487034408,40,109,29127.0
Okmulgee County,Oklahoma,73.0932240061274,40,111,21436.0
Osage County,Oklahoma,77.3859736183432,40,113,24195.0
Ottawa County,Oklahoma,72.847074821504,40,115,19415.0
Pawnee County,Oklahoma,73.9996290092612,40,117,22965.0
Payne County,Oklahoma,77.842249355335,40,119,22785.0
Pittsburg County,Oklahoma,73.168455006744,40,121,24408.0
Pontotoc County,Oklahoma,74.1845983670375,40,123,23862.0
Pottawatomie County,Oklahoma,73.8549360317077,40,125,22284.0
Pushmataha County,Oklahoma,73.588816853972,40,127,22596.0
Roger Mills County,Oklahoma,76.8478735989629,40,129,27797.0
Rogers County,Oklahoma,77.0256078901983,40,131,29824.0
Seminole County,Oklahoma,71.5066364770156,40,133,19605.0
Sequoyah County,Oklahoma,73.4570837399565,40,135,19253.0
Stephens County,Oklahoma,74.8033583581678,40,137,25177.0
Texas County,Oklahoma,76.1295965464908,40,139,23324.0
Tillman County,Oklahoma,74.8485111560631,40,141,21422.0
Tulsa County,Oklahoma,76.3802242849768,40,143,29797.0
Wagoner County,Oklahoma,78.0627635802152,40,145,27337.0
Washington County,Oklahoma,76.4808318413534,40,147,28913.0
Washita County,Oklahoma,75.075218631134,40,149,26409.0
Woods County,Oklahoma,76.6093874559487,40,151,28322.0
Woodward County,Oklahoma,75.9814732091381,40,153,27413.0
Baker County,Oregon,77.9629140051114,41,001,25820.0
Benton County,Oregon,82.6740680494252,41,003,30873.0
Clackamas County,Oregon,80.864929242867,41,005,37551.0
Clatsop County,Oregon,78.6831739005787,41,007,28115.0
Columbia County,Oregon,79.0675644770101,41,009,28460.0
Coos County,Oregon,76.3660256887965,41,011,26007.0
Crook County,Oregon,78.908752112312,41,013,24239.0
Curry County,Oregon,76.6676859898622,41,015,26925.0
Deschutes County,Oregon,81.0876158055724,41,017,31575.0
Douglas County,Oregon,77.0640637132996,41,019,25002.0
Gilliam County,Oregon,81.095576177268,41,021,24178.0
Grant County,Oregon,79.9723879014165,41,023,25154.0
Harney County,Oregon,78.3521919622831,41,025,24398.0
Hood River County,Oregon,80.4677762914781,41,027,29595.0
Jackson County,Oregon,78.8040149509364,41,029,27081.0
Jefferson County,Oregon,77.832474117956,41,031,22957.0
Josephine County,Oregon,76.48711494472,41,033,24349.0
Klamath County,Oregon,76.0983958929304,41,035,23793.0
Lake County,Oregon,77.8412656514756,41,037,21005.0
Lane County,Oregon,79.0222283715955,41,039,27032.0
Lincoln County,Oregon,77.8949476870402,41,041,25782.0
Linn County,Oregon,77.931853603926,41,043,24448.0
Malheur County,Oregon,77.9586161185193,41,045,17567.0
Marion County,Oregon,79.2594779269319,41,047,24791.0
Morrow County,Oregon,79.5975025117159,41,049,21743.0
Multnomah County,Oregon,79.4327668608598,41,051,34848.0
Polk County,Oregon,80.2613053948659,41,053,25928.0
Sherman County,Oregon,80.8709996220437,41,055,34226.0
Tillamook County,Oregon,79.0225266887114,41,057,25458.0
Umatilla County,Oregon,78.4055357889015,41,059,22153.0
Union County,Oregon,79.1272623173035,41,061,26586.0
Wallowa County,Oregon,80.147072822847,41,063,26898.0
Wasco County,Oregon,77.4729719344427,41,065,24727.0
Washington County,Oregon,82.452477390427,41,067,35369.0
Wheeler County,Oregon,79.2690147198928,41,069,21268.0
Yamhill County,Oregon,79.8040807785057,41,071,28540.0
Adams County,Pennsylvania,79.3166168617587,42,001,29685.0
Allegheny County,Pennsylvania,77.9334725495949,42,003,35280.0
Armstrong County,Pennsylvania,76.7330041551337,42,005,25502.0
Beaver County,Pennsylvania,76.7741757845724,42,007,29162.0
Bedford County,Pennsylvania,78.042620150623,42,009,24219.0
Berks County,Pennsylvania,79.0582166592364,42,011,29041.0
Blair County,Pennsylvania,76.8147811093122,42,013,25531.0
Bradford County,Pennsylvania,77.7813376473019,42,015,26937.0
Bucks County,Pennsylvania,79.7695245281358,42,017,41924.0
Butler County,Pennsylvania,78.6309217778661,42,019,35101.0
Cambria County,Pennsylvania,76.2656932877615,42,021,24838.0
Cameron County,Pennsylvania,78.4687338672543,42,023,24933.0
Carbon County,Pennsylvania,76.6254480033453,42,025,25680.0
Centre County,Pennsylvania,82.447597586655,42,027,28545.0
Chester County,Pennsylvania,81.1253060217383,42,029,46256.0
Clarion County,Pennsylvania,77.9775509887442,42,031,23595.0
Clearfield County,Pennsylvania,77.6026265398808,42,033,22568.0
Clinton County,Pennsylvania,78.0822911767805,42,035,22794.0
Columbia County,Pennsylvania,78.3352069258367,42,037,24908.0
Crawford County,Pennsylvania,77.0659474905821,42,039,24716.0
Cumberland County,Pennsylvania,79.9201448938064,42,041,34246.0
Dauphin County,Pennsylvania,78.4507314316969,42,043,31152.0
Delaware County,Pennsylvania,78.3651534959719,42,045,36747.0
Elk County,Pennsylvania,78.0598272853476,42,047,27163.0
Erie County,Pennsylvania,77.4959147639151,42,049,26361.0
Fayette County,Pennsylvania,75.2594485855439,42,051,24247.0
Forest County,Pennsylvania,76.3931610247921,42,053,14989.0
Franklin County,Pennsylvania,79.2047300628811,42,055,28985.0
Fulton County,Pennsylvania,77.6225597210443,42,057,25273.0
Greene County,Pennsylvania,75.669887699931,42,059,25574.0
Huntingdon County,Pennsylvania,78.7428509465571,42,061,22908.0
Indiana County,Pennsylvania,78.0271388274715,42,063,25014.0
Jefferson County,Pennsylvania,77.1090894675542,42,065,23895.0
Juniata County,Pennsylvania,78.7783267883319,42,067,24068.0
Lackawanna County,Pennsylvania,76.8047734832707,42,069,27258.0
Lancaster County,Pennsylvania,80.0326237664884,42,071,29280.0
Lawrence County,Pennsylvania,76.5430740060266,42,073,26918.0
Lebanon County,Pennsylvania,78.7903729833157,42,075,27916.0
Lehigh County,Pennsylvania,79.2240540872602,42,077,30988.0
Luzerne County,Pennsylvania,76.4096978946803,42,079,26809.0
Lycoming County,Pennsylvania,78.0498665326598,42,081,26265.0
McKean County,Pennsylvania,76.7288342436384,42,083,24868.0
Mercer County,Pennsylvania,76.8673286369705,42,085,25499.0
Mifflin County,Pennsylvania,78.0591083258182,42,087,23568.0
Monroe County,Pennsylvania,78.5385719564424,42,089,27439.0
Montgomery County,Pennsylvania,80.5846011895232,42,091,45048.0
Montour County,Pennsylvania,78.3676240001011,42,093,31818.0
Northampton County,Pennsylvania,79.8137408063344,42,095,32608.0
Northumberland County,Pennsylvania,77.2197592683078,42,097,24278.0
Perry County,Pennsylvania,77.324245273402,42,099,28900.0
Philadelphia County,Pennsylvania,75.908914485372,42,101,24811.0
Pike County,Pennsylvania,80.4591750874596,42,103,31156.0
Potter County,Pennsylvania,77.8801276032897,42,105,23213.0
Schuylkill County,Pennsylvania,75.7498687915052,42,107,25224.0
Snyder County,Pennsylvania,80.1456944843575,42,109,24961.0
Somerset County,Pennsylvania,77.2990960900099,42,111,23877.0
Sullivan County,Pennsylvania,75.9792949279568,42,113,26720.0
Susquehanna County,Pennsylvania,77.686534559235,42,115,27823.0
Tioga County,Pennsylvania,78.3764837642916,42,117,25353.0
Union County,Pennsylvania,81.6721946371522,42,119,25089.0
Venango County,Pennsylvania,77.2993806355589,42,121,25190.0
Warren County,Pennsylvania,77.9922830246965,42,123,26558.0
Washington County,Pennsylvania,76.9998440851649,42,125,32828.0
Wayne County,Pennsylvania,77.89533319519,42,127,25569.0
Westmoreland County,Pennsylvania,77.8030749729763,42,129,31827.0
Wyoming County,Pennsylvania,76.6449895027038,42,131,28046.0
York County,Pennsylvania,78.7654406446848,42,133,30178.0
Bristol County,Rhode Island,80.9729112673251,44,001,42360.0
Kent County,Rhode Island,79.0773516352443,44,003,37157.0
Newport County,Rhode Island,81.4357329234189,44,005,43603.0
Providence County,Rhode Island,79.3106902697274,44,007,29025.0
Washington County,Rhode Island,80.9775072645584,44,009,39568.0
Abbeville County,South Carolina,75.9393059825353,45,001,19234.0
Aiken County,South Carolina,76.3850771063812,45,003,26222.0
Allendale County,South Carolina,72.1783344964034,45,005,13439.0
Anderson County,South Carolina,75.451262500467,45,007,24485.0
Bamberg County,South Carolina,73.9647779140574,45,009,19256.0
Barnwell County,South Carolina,73.1867437272465,45,011,20018.0
Beaufort County,South Carolina,81.8021469166054,45,013,34966.0
Berkeley County,South Carolina,77.6935185052267,45,015,27010.0
Calhoun County,South Carolina,75.8450980696117,45,017,24766.0
Charleston County,South Carolina,78.3908807986508,45,019,35587.0
Cherokee County,South Carolina,73.2529346410475,45,021,20516.0
Chester County,South Carolina,72.7991004489032,45,023,20518.0
Chesterfield County,South Carolina,73.7412798969135,45,025,19768.0
Clarendon County,South Carolina,75.5348992606419,45,027,20616.0
Colleton County,South Carolina,72.3952863580736,45,029,21059.0
Darlington County,South Carolina,72.749037162263,45,031,21225.0
Dillon County,South Carolina,72.1404303448278,45,033,15638.0
Dorchester County,South Carolina,77.8637446949951,45,035,27317.0
Edgefield County,South Carolina,78.501444402612,45,037,23804.0
Fairfield County,South Carolina,73.7754517514643,45,039,21972.0
Florence County,South Carolina,73.6768678199475,45,041,23797.0
Georgetown County,South Carolina,76.1138623336237,45,043,28748.0
Greenville County,South Carolina,77.697963737044,45,045,29132.0
Greenwood County,South Carolina,76.0170608167355,45,047,22636.0
Hampton County,South Carolina,73.6214870729734,45,049,17676.0
Horry County,South Carolina,76.3924677229403,45,051,25804.0
Jasper County,South Carolina,76.9335489813775,45,053,20067.0
Kershaw County,South Carolina,75.8574030527988,45,055,23530.0
Lancaster County,South Carolina,77.376920161166,45,057,26425.0
Laurens County,South Carolina,73.5501265529587,45,059,20748.0
Lee County,South Carolina,71.9935999955051,45,061,16972.0
Lexington County,South Carolina,77.4705657786103,45,063,29311.0
McCormick County,South Carolina,76.4291440744521,45,065,22836.0
Marion County,South Carolina,71.4947934424649,45,067,18556.0
Marlboro County,South Carolina,71.7403403361299,45,069,16561.0
Newberry County,South Carolina,75.5930955028676,45,071,22190.0
Oconee County,South Carolina,76.3922747303441,45,073,26798.0
Orangeburg County,South Carolina,73.4890047280342,45,075,19489.0
Pickens County,South Carolina,76.4384182939198,45,077,23501.0
Richland County,South Carolina,77.0372605233231,45,079,28018.0
Saluda County,South Carolina,77.078852880133,45,081,20390.0
Spartanburg County,South Carolina,75.4227770048422,45,083,24786.0
Sumter County,South Carolina,74.8232639563161,45,085,21733.0
Union County,South Carolina,73.1445435001887,45,087,21183.0
Williamsburg County,South Carolina,72.5854641088965,45,089,17440.0
York County,South Carolina,77.4383392652603,45,091,30387.0
Aurora County,South Dakota,79.4956091252996,46,003,30872.0
Beadle County,South Dakota,78.3536619497449,46,005,24950.0
Bennett County,South Dakota,72.4943653516546,46,007,15287.0
Bon Homme County,South Dakota,80.0786674717386,46,009,24858.0
Brookings County,South Dakota,81.2653225003709,46,011,27197.0
Brown County,South Dakota,80.0138142257277,46,013,31493.0
Brule County,South Dakota,78.3109428572915,46,015,26074.0
Buffalo County,South Dakota,69.1510508964198,46,017,10960.0
Butte County,South Dakota,77.6336369715146,46,019,26178.0
Campbell County,South Dakota,82.3048976449745,46,021,36158.0
Charles Mix County,South Dakota,77.0770925153734,46,023,21805.0
Clark County,South Dakota,79.6671842988113,46,025,26759.0
Clay County,South Dakota,79.2744403576431,46,027,24541.0
Codington County,South Dakota,80.4146193833571,46,029,29249.0
Corson County,South Dakota,69.9432609212552,46,031,15160.0
Custer County,South Dakota,79.0772074077057,46,033,31015.0
Davison County,South Dakota,78.6960366557367,46,035,28086.0
Day County,South Dakota,78.9902622932998,46,037,30841.0
Deuel County,South Dakota,80.5097684876653,46,039,29204.0
Dewey County,South Dakota,69.540289085969,46,041,17267.0
Douglas County,South Dakota,79.3517488158881,46,043,27603.0
Edmunds County,South Dakota,80.2121203876838,46,045,31836.0
Fall River County,South Dakota,75.180853049084,46,047,26584.0
Faulk County,South Dakota,80.6056637619083,46,049,29714.0
Grant County,South Dakota,79.0042652513652,46,051,29363.0
Gregory County,South Dakota,77.595682352003,46,053,26169.0
Haakon County,South Dakota,77.049850636142,46,055,22863.0
Hamlin County,South Dakota,78.6957859373518,46,057,27060.0
Hand County,South Dakota,80.2809827547282,46,059,33109.0
Hanson County,South Dakota,79.2507998298529,46,061,24805.0
Harding County,South Dakota,80.6174461041407,46,063,30464.0
Hughes County,South Dakota,79.0892897200491,46,065,32000.0
Hutchinson County,South Dakota,79.3789437585389,46,067,29869.0
Hyde County,South Dakota,77.9583560527608,46,069,30277.0
Jerauld County,South Dakota,79.4387368832931,46,073,38776.0
Jones County,South Dakota,79.0641231747692,46,075,26526.0
Kingsbury County,South Dakota,78.6787682905616,46,077,33333.0
Lake County,South Dakota,80.698768585686,46,079,31145.0
Lawrence County,South Dakota,80.7664848903531,46,081,28606.0
Lincoln County,South Dakota,83.7070044880099,46,083,39404.0
Lyman County,South Dakota,76.4565761007818,46,085,21155.0
McCook County,South Dakota,77.5902884647924,46,087,29254.0
McPherson County,South Dakota,79.7532048210069,46,089,25975.0
Marshall County,South Dakota,80.5662953588461,46,091,28861.0
Meade County,South Dakota,78.9773304946124,46,093,26896.0
Mellette County,South Dakota,70.9195679992034,46,095,14264.0
Miner County,South Dakota,78.353775655181,46,097,28633.0
Minnehaha County,South Dakota,78.840479314597,46,099,29551.0
Moody County,South Dakota,79.9410118821606,46,101,27774.0
Pennington County,South Dakota,79.4584607944179,46,103,28910.0
Perkins County,South Dakota,78.3469706683899,46,105,30120.0
Potter County,South Dakota,78.5052320694827,46,107,32853.0
Roberts County,South Dakota,77.1094808506446,46,109,25767.0
Sanborn County,South Dakota,78.7859927258787,46,111,31965.0
Shannon County,South Dakota,65.3400210661017,46,113,
Spink County,South Dakota,79.3727340541037,46,115,31957.0
Stanley County,South Dakota,80.8210389747231,46,117,32862.0
Sully County,South Dakota,80.8741278356465,46,119,39888.0
Todd County,South Dakota,67.0880326534072,46,121,11665.0
Tripp County,South Dakota,77.2923215114819,46,123,27613.0
Turner County,South Dakota,78.9626446268954,46,125,27844.0
Union County,South Dakota,80.7921368909553,46,127,37093.0
Walworth County,South Dakota,77.1746814387322,46,129,29457.0
Yankton County,South Dakota,79.3987252790124,46,135,30395.0
Ziebach County,South Dakota,76.1747183218635,46,137,13461.0
Jackson County,South Dakota,72.9470293099377,46,071,16939.0
Anderson County,Tennessee,75.1769264200811,47,001,26972.0
Bedford County,Tennessee,74.741770894819,47,003,22953.0
Benton County,Tennessee,72.4025405457426,47,005,21282.0
Bledsoe County,Tennessee,76.5559512280339,47,007,21402.0
Blount County,Tennessee,76.839001929273,47,009,28334.0
Bradley County,Tennessee,76.3823274795627,47,011,25144.0
Campbell County,Tennessee,72.4420482664476,47,013,21282.0
Cannon County,Tennessee,74.5281496181858,47,015,24595.0
Carroll County,Tennessee,73.0010052077893,47,017,20557.0
Carter County,Tennessee,75.4558024532222,47,019,21001.0
Cheatham County,Tennessee,74.2763961929523,47,021,25673.0
Chester County,Tennessee,75.7452724786127,47,023,20497.0
Claiborne County,Tennessee,72.987487717369,47,025,20184.0
Clay County,Tennessee,73.911005088935,47,027,17667.0
Cocke County,Tennessee,72.0615621272174,47,029,20189.0
Coffee County,Tennessee,74.0788260843185,47,031,24748.0
Crockett County,Tennessee,74.1449087513214,47,033,21056.0
Cumberland County,Tennessee,76.5459635281491,47,035,23668.0
Davidson County,Tennessee,76.9247107796289,47,037,32347.0
Decatur County,Tennessee,74.1374802540998,47,039,21098.0
DeKalb County,Tennessee,73.540245485845,47,041,25443.0
Dickson County,Tennessee,74.6659373757499,47,043,25211.0
Dyer County,Tennessee,73.5969215548812,47,045,24695.0
Fayette County,Tennessee,77.2795526697482,47,047,30471.0
Fentress County,Tennessee,72.807928290099,47,049,18171.0
Franklin County,Tennessee,75.6608615057893,47,051,25637.0
Gibson County,Tennessee,73.4003015901714,47,053,21858.0
Giles County,Tennessee,74.6616239190229,47,055,22994.0
Grainger County,Tennessee,73.8458017469966,47,057,20966.0
Greene County,Tennessee,74.0774669880397,47,059,21960.0
Grundy County,Tennessee,71.3267067950531,47,061,15824.0
Hamblen County,Tennessee,74.5267663035681,47,063,21962.0
Hamilton County,Tennessee,77.2680094705065,47,065,29711.0
Hancock County,Tennessee,72.1167621312042,47,067,19396.0
Hardeman County,Tennessee,74.2278130297709,47,069,16938.0
Hardin County,Tennessee,73.2550899256402,47,071,23328.0
Hawkins County,Tennessee,74.4889832728215,47,073,22141.0
Haywood County,Tennessee,74.1743548560096,47,075,21453.0
Henderson County,Tennessee,74.0159641355893,47,077,21344.0
Henry County,Tennessee,74.1401385280731,47,079,22952.0
Hickman County,Tennessee,74.170119681438,47,081,20936.0
Houston County,Tennessee,73.8101435326107,47,083,20819.0
Humphreys County,Tennessee,73.8420252491232,47,085,23498.0
Jackson County,Tennessee,73.9498434319583,47,087,18643.0
Jefferson County,Tennessee,75.4451924353719,47,089,23724.0
Johnson County,Tennessee,74.7957699973677,47,091,19183.0
Knox County,Tennessee,76.3690931283795,47,093,30541.0
Lake County,Tennessee,72.3179176567691,47,095,14232.0
