County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Fulton County,Ohio,77.9546121615624,39,051,42.0
Gallia County,Ohio,73.961779953005,39,053,40.4
Geauga County,Ohio,81.1254067637685,39,055,27.0
Greene County,Ohio,79.0292319053715,39,057,25.2
Guernsey County,Ohio,75.7604214140035,39,059,42.3
Hamilton County,Ohio,76.6489178463534,39,061,27.0
Hancock County,Ohio,78.225444611062,39,063,36.4
Hardin County,Ohio,76.1764389130223,39,065,48.9
Harrison County,Ohio,75.5130329415442,39,067,47.2
Henry County,Ohio,78.4335240904143,39,069,44.3
Highland County,Ohio,75.1632603664842,39,071,43.2
Hocking County,Ohio,76.1162758781302,39,073,45.3
Holmes County,Ohio,79.1048926919607,39,075,36.3
Huron County,Ohio,76.5505147103821,39,077,47.0
Jackson County,Ohio,73.0265843872106,39,079,42.7
Jefferson County,Ohio,74.6174364352501,39,081,42.2
Knox County,Ohio,77.7695039407988,39,083,41.1
Lake County,Ohio,78.482954176976,39,085,33.5
Lawrence County,Ohio,73.4346091917641,39,087,41.6
Licking County,Ohio,77.5816264215698,39,089,36.4
Logan County,Ohio,76.4544278205241,39,091,49.2
Lorain County,Ohio,77.8270461430121,39,093,32.2
Lucas County,Ohio,75.9836693814215,39,095,30.4
Madison County,Ohio,76.6402749856124,39,097,42.0
Mahoning County,Ohio,76.2335528687606,39,099,37.9
Marion County,Ohio,75.8345859071976,39,101,43.1
Medina County,Ohio,79.9542146441894,39,103,31.9
Meigs County,Ohio,74.5232606168153,39,105,43.2
Mercer County,Ohio,78.6890999590075,39,107,47.8
Miami County,Ohio,77.7179063529939,39,109,36.0
Monroe County,Ohio,77.1712034132152,39,111,51.1
Montgomery County,Ohio,75.3508227805231,39,113,28.4
Morgan County,Ohio,76.885139014545,39,115,46.7
Morrow County,Ohio,77.6168643968366,39,117,45.5
Muskingum County,Ohio,75.9611772108915,39,119,41.4
Noble County,Ohio,80.7857211773562,39,121,49.8
Ottawa County,Ohio,78.4094504059144,39,123,37.7
Paulding County,Ohio,77.1671244300182,39,125,49.7
Perry County,Ohio,76.2099034410586,39,127,44.3
Pickaway County,Ohio,76.3068827039667,39,129,43.3
Pike County,Ohio,73.3650097776787,39,131,40.7
Portage County,Ohio,78.1079844943247,39,133,37.2
Preble County,Ohio,75.9292627827062,39,135,44.8
Putnam County,Ohio,79.5358625592782,39,137,42.3
Richland County,Ohio,76.423208837563,39,139,40.9
Ross County,Ohio,75.0043417977514,39,141,43.6
Sandusky County,Ohio,76.9249615152787,39,143,42.3
Scioto County,Ohio,73.1247435307318,39,145,40.6
Seneca County,Ohio,77.3529990178002,39,147,45.5
Shelby County,Ohio,77.9676541345017,39,149,43.4
Stark County,Ohio,77.3571387742857,39,151,37.9
Summit County,Ohio,77.1357143329627,39,153,32.1
Trumbull County,Ohio,75.9744879530432,39,155,45.2
Tuscarawas County,Ohio,77.8097216651732,39,157,46.4
Union County,Ohio,79.0504265448054,39,159,35.6
Van Wert County,Ohio,77.6755628862309,39,161,47.6
Vinton County,Ohio,74.669985716249,39,163,46.3
Warren County,Ohio,79.3300327822445,39,165,26.1
Washington County,Ohio,76.9030081612479,39,167,41.3
Wayne County,Ohio,78.1925107836512,39,169,40.5
Williams County,Ohio,77.8402515655423,39,171,45.0
Wood County,Ohio,78.7653626428979,39,173,31.4
Wyandot County,Ohio,77.7680257655848,39,175,48.0
Adair County,Oklahoma,73.1135695295482,40,001,42.9
Alfalfa County,Oklahoma,77.6896178605976,40,003,40.1
Atoka County,Oklahoma,75.0407707373783,40,005,40.6
Beaver County,Oklahoma,77.7385088343713,40,007,37.8
Beckham County,Oklahoma,73.6137144847369,40,009,39.8
Blaine County,Oklahoma,74.2099407679317,40,011,38.1
Bryan County,Oklahoma,75.0322219927298,40,013,34.2
Caddo County,Oklahoma,72.5340567055229,40,015,41.3
Canadian County,Oklahoma,77.996892094783,40,017,29.5
Carter County,Oklahoma,73.515527433508,40,019,38.0
Cherokee County,Oklahoma,74.9429921156508,40,021,32.0
Choctaw County,Oklahoma,72.2920858999688,40,023,39.7
Cimarron County,Oklahoma,76.8342302119871,40,025,37.8
Cleveland County,Oklahoma,78.5036470525853,40,027,25.4
Coal County,Oklahoma,72.6745479308155,40,029,39.9
Comanche County,Oklahoma,75.8542842194217,40,031,33.6
Cotton County,Oklahoma,74.3128146173212,40,033,40.6
Craig County,Oklahoma,73.8717166462499,40,035,40.4
Creek County,Oklahoma,74.1829894424951,40,037,41.0
Custer County,Oklahoma,74.6682912105232,40,039,34.4
Delaware County,Oklahoma,75.8652763157019,40,041,36.9
Dewey County,Oklahoma,74.2524008135381,40,043,44.1
Ellis County,Oklahoma,75.9868200307798,40,045,36.1
Garfield County,Oklahoma,75.4499235237751,40,047,36.4
Garvin County,Oklahoma,72.9235063523563,40,049,43.3
Grady County,Oklahoma,75.7611268024507,40,051,39.2
Grant County,Oklahoma,75.4764601186249,40,053,35.1
Greer County,Oklahoma,75.0472441703021,40,055,37.5
Harmon County,Oklahoma,75.3832430989234,40,057,26.7
Harper County,Oklahoma,76.3353114968231,40,059,35.7
Haskell County,Oklahoma,73.8715600294793,40,061,39.2
Hughes County,Oklahoma,72.3245894034536,40,063,40.1
Jackson County,Oklahoma,75.1558164301613,40,065,26.6
Jefferson County,Oklahoma,73.2754787318329,40,067,42.1
Johnston County,Oklahoma,73.1275186290183,40,069,36.7
Kay County,Oklahoma,74.3234183004544,40,071,33.3
Kingfisher County,Oklahoma,76.9274668611739,40,073,35.8
Kiowa County,Oklahoma,72.2610261685507,40,075,37.4
Latimer County,Oklahoma,74.6420323648894,40,077,34.8
Le Flore County,Oklahoma,73.3736273999494,40,079,40.8
Lincoln County,Oklahoma,75.0153566264302,40,081,38.8
Logan County,Oklahoma,78.174909683236,40,083,33.1
Love County,Oklahoma,74.8964784945467,40,085,43.4
McClain County,Oklahoma,76.2084545110764,40,087,34.5
McCurtain County,Oklahoma,72.5692921859891,40,089,41.8
McIntosh County,Oklahoma,73.4657849224402,40,091,40.2
Major County,Oklahoma,76.1991888393614,40,093,41.3
Marshall County,Oklahoma,76.0576881039735,40,095,34.8
Mayes County,Oklahoma,74.5258462021255,40,097,38.3
Murray County,Oklahoma,73.5830307554357,40,099,38.0
Muskogee County,Oklahoma,72.5962121674358,40,101,35.9
Noble County,Oklahoma,75.928675047046,40,103,35.2
Nowata County,Oklahoma,74.8414439709409,40,105,43.4
Okfuskee County,Oklahoma,71.4374634572384,40,107,37.6
Oklahoma County,Oklahoma,75.6793617331522,40,109,25.3
Okmulgee County,Oklahoma,72.9739673418664,40,111,36.6
Osage County,Oklahoma,77.3857394384704,40,113,41.6
Ottawa County,Oklahoma,73.0090310112859,40,115,36.2
Pawnee County,Oklahoma,74.027347539534,40,117,43.0
Payne County,Oklahoma,77.9551009098237,40,119,26.4
Pittsburg County,Oklahoma,73.3203812116478,40,121,36.5
Pontotoc County,Oklahoma,74.2386229372995,40,123,33.9
Pottawatomie County,Oklahoma,73.7616520154945,40,125,35.5
Pushmataha County,Oklahoma,73.471838898745,40,127,39.1
Roger Mills County,Oklahoma,77.1110872827573,40,129,38.5
Rogers County,Oklahoma,77.118571578731,40,131,32.9
Seminole County,Oklahoma,71.6192498209893,40,133,35.8
Sequoyah County,Oklahoma,73.5807807078208,40,135,38.4
Stephens County,Oklahoma,74.7462526616444,40,137,40.0
Texas County,Oklahoma,76.3381005127377,40,139,29.5
Tillman County,Oklahoma,74.7988852265722,40,141,36.3
Tulsa County,Oklahoma,76.3444838439346,40,143,25.8
Wagoner County,Oklahoma,78.0059363061427,40,145,34.8
Washington County,Oklahoma,76.6273174005861,40,147,35.1
Washita County,Oklahoma,75.2143711458053,40,149,40.9
Woods County,Oklahoma,76.7305870069482,40,151,33.4
Woodward County,Oklahoma,76.1960287620037,40,153,38.2
Baker County,Oregon,77.996919912269,41,001,31.6
Benton County,Oregon,82.6178455474511,41,003,14.3
Clackamas County,Oregon,80.8249967017429,41,005,22.4
Clatsop County,Oregon,78.6600734844518,41,007,25.6
Columbia County,Oregon,79.2025172236467,41,009,32.5
Coos County,Oregon,76.4871689424455,41,011,32.4
Crook County,Oregon,78.8786421213827,41,013,36.4
Curry County,Oregon,76.7726203581345,41,015,27.6
Deschutes County,Oregon,81.0164469311303,41,017,23.6
Douglas County,Oregon,77.0875478831296,41,019,32.4
Gilliam County,Oregon,80.7992612752123,41,021,37.8
Grant County,Oregon,80.0194751928997,41,023,31.8
Harney County,Oregon,78.4022211699678,41,025,35.4
Hood River County,Oregon,80.3995267660117,41,027,24.9
Jackson County,Oregon,78.8070086757094,41,029,27.1
Jefferson County,Oregon,77.7482798844311,41,031,29.3
Josephine County,Oregon,76.4911842910093,41,033,32.3
Klamath County,Oregon,76.3676130151181,41,035,30.7
Lake County,Oregon,77.9486735410351,41,037,33.4
Lane County,Oregon,79.0750016200977,41,039,24.7
Lincoln County,Oregon,77.8550769963626,41,041,29.8
Linn County,Oregon,78.0328838793435,41,043,30.4
Malheur County,Oregon,77.9491332286679,41,045,30.0
Marion County,Oregon,79.3157460294579,41,047,27.1
Morrow County,Oregon,79.6583477395111,41,049,34.6
Multnomah County,Oregon,79.4409102881499,41,051,17.6
Polk County,Oregon,80.3507650785301,41,053,25.8
Sherman County,Oregon,80.9998979214165,41,055,35.9
Tillamook County,Oregon,79.0711073991688,41,057,33.6
Umatilla County,Oregon,78.4032349023763,41,059,29.0
Union County,Oregon,79.1550331632619,41,061,33.6
Wallowa County,Oregon,80.1865081857056,41,063,32.5
Wasco County,Oregon,77.5897406295135,41,065,30.0
Washington County,Oregon,82.4309137529451,41,067,18.6
Wheeler County,Oregon,79.2525917084404,41,069,38.0
Yamhill County,Oregon,79.8396766903874,41,071,28.0
Adams County,Pennsylvania,79.3439739437029,42,001,41.9
Allegheny County,Pennsylvania,78.0306408920515,42,003,28.9
Armstrong County,Pennsylvania,76.9385308065418,42,005,48.8
Beaver County,Pennsylvania,77.0214996083134,42,007,39.1
Bedford County,Pennsylvania,78.0849651568801,42,009,50.8
Berks County,Pennsylvania,79.1216853336105,42,011,38.1
Blair County,Pennsylvania,76.8790274265156,42,013,48.1
Bradford County,Pennsylvania,78.0034965291339,42,015,48.3
Bucks County,Pennsylvania,79.8153464056334,42,017,30.2
Butler County,Pennsylvania,78.7450372978333,42,019,34.2
Cambria County,Pennsylvania,76.409739913782,42,021,45.5
Cameron County,Pennsylvania,78.5243979714953,42,023,45.9
Carbon County,Pennsylvania,76.6965328927237,42,025,46.7
Centre County,Pennsylvania,82.497319168251,42,027,31.1
Chester County,Pennsylvania,81.1522422019108,42,029,22.5
Clarion County,Pennsylvania,78.0224156433016,42,031,46.1
Clearfield County,Pennsylvania,77.7283275595484,42,033,50.8
Clinton County,Pennsylvania,78.2292564523376,42,035,46.0
Columbia County,Pennsylvania,78.4218661538894,42,037,44.6
Crawford County,Pennsylvania,77.085805648734,42,039,44.9
Cumberland County,Pennsylvania,79.9436397737042,42,041,33.9
Dauphin County,Pennsylvania,78.5253930846544,42,043,34.0
Delaware County,Pennsylvania,78.3538063047223,42,045,31.6
Elk County,Pennsylvania,78.0763873521606,42,047,48.8
Erie County,Pennsylvania,77.5698319695671,42,049,39.8
Fayette County,Pennsylvania,75.432045026914,42,051,50.4
Forest County,Pennsylvania,76.414137358895,42,053,54.6
Franklin County,Pennsylvania,79.3601355067522,42,055,43.1
Fulton County,Pennsylvania,77.6899531657243,42,057,52.4
Greene County,Pennsylvania,75.8566932787113,42,059,47.7
Huntingdon County,Pennsylvania,78.7741030302791,42,061,51.2
Indiana County,Pennsylvania,78.0691991070324,42,063,44.1
Jefferson County,Pennsylvania,77.1723288442239,42,065,51.3
Juniata County,Pennsylvania,78.9320298602238,42,067,51.4
Lackawanna County,Pennsylvania,76.872849248509,42,069,37.6
Lancaster County,Pennsylvania,80.0935615300174,42,071,37.4
Lawrence County,Pennsylvania,76.7483723650437,42,073,44.3
Lebanon County,Pennsylvania,78.9578136487769,42,075,43.3
Lehigh County,Pennsylvania,79.2811778503965,42,077,33.3
Luzerne County,Pennsylvania,76.4705802250471,42,079,39.2
Lycoming County,Pennsylvania,78.1158359351758,42,081,40.2
McKean County,Pennsylvania,76.7707230203204,42,083,47.9
Mercer County,Pennsylvania,77.1142668778614,42,085,44.1
Mifflin County,Pennsylvania,78.0131544061174,42,087,51.1
Monroe County,Pennsylvania,78.5877417799,42,089,36.5
Montgomery County,Pennsylvania,80.6404114978847,42,091,24.6
Montour County,Pennsylvania,78.2744557609731,42,093,41.5
Northampton County,Pennsylvania,79.9249988807825,42,095,35.1
Northumberland County,Pennsylvania,77.3860507903055,42,097,50.2
Perry County,Pennsylvania,77.4015580360289,42,099,46.2
Philadelphia County,Pennsylvania,75.9562160755653,42,101,33.5
Pike County,Pennsylvania,80.3255446614815,42,103,34.9
Potter County,Pennsylvania,78.110570859698,42,105,47.9
Schuylkill County,Pennsylvania,75.9214296147037,42,107,47.7
Snyder County,Pennsylvania,80.1791677674438,42,109,45.5
Somerset County,Pennsylvania,77.3383795407772,42,111,49.2
Sullivan County,Pennsylvania,76.0911851165755,42,113,49.2
Susquehanna County,Pennsylvania,77.7169685983506,42,115,46.6
Tioga County,Pennsylvania,78.5590318623058,42,117,44.1
Union County,Pennsylvania,81.658958406242,42,119,40.9
Venango County,Pennsylvania,77.2152593238993,42,121,49.3
Warren County,Pennsylvania,77.9094184834213,42,123,46.6
Washington County,Pennsylvania,77.1038385508834,42,125,38.8
Wayne County,Pennsylvania,77.9192349812545,42,127,43.1
Westmoreland County,Pennsylvania,77.9289501231893,42,129,38.5
Wyoming County,Pennsylvania,76.8352445222315,42,131,47.9
York County,Pennsylvania,78.8997237434799,42,133,40.6
Bristol County,Rhode Island,81.1098262003964,44,001,20.9
Kent County,Rhode Island,79.0531361247986,44,003,28.5
Newport County,Rhode Island,81.4405312041083,44,005,22.9
Providence County,Rhode Island,79.3359135138866,44,007,29.6
Washington County,Rhode Island,81.0813431643168,44,009,22.9
Abbeville County,South Carolina,76.136702918593,45,001,35.2
Aiken County,South Carolina,76.426659455428,45,003,31.0
Allendale County,South Carolina,72.3761875690276,45,005,40.7
Anderson County,South Carolina,75.5384231944984,45,007,31.9
Bamberg County,South Carolina,74.1188153277537,45,009,28.6
Barnwell County,South Carolina,73.5889377839758,45,011,35.3
Beaufort County,South Carolina,81.9416104905095,45,013,22.7
Berkeley County,South Carolina,77.8268532132553,45,015,30.5
Calhoun County,South Carolina,75.8430697002581,45,017,38.6
Charleston County,South Carolina,78.4275721652351,45,019,21.7
Cherokee County,South Carolina,73.5931849808359,45,021,36.4
Chester County,South Carolina,73.0069626427971,45,023,37.1
Chesterfield County,South Carolina,74.0184166519553,45,025,41.0
Clarendon County,South Carolina,75.5496600411651,45,027,36.5
Colleton County,South Carolina,72.5927778586408,45,029,37.7
Darlington County,South Carolina,72.9609986224455,45,031,35.9
Dillon County,South Carolina,72.32654404738,45,033,36.2
Dorchester County,South Carolina,77.9497454964773,45,035,28.0
Edgefield County,South Carolina,78.5889397892428,45,037,35.5
Fairfield County,South Carolina,73.7861140583468,45,039,38.7
Florence County,South Carolina,73.9026652552415,45,041,33.2
Georgetown County,South Carolina,76.2607600648805,45,043,29.5
Greenville County,South Carolina,77.7971646384794,45,045,25.3
Greenwood County,South Carolina,76.1595416309071,45,047,29.4
Hampton County,South Carolina,73.8103571376639,45,049,42.2
Horry County,South Carolina,76.5374285713213,45,051,31.8
Jasper County,South Carolina,76.9375368402411,45,053,36.0
Kershaw County,South Carolina,75.9625651286687,45,055,35.9
Lancaster County,South Carolina,77.2689854218615,45,057,33.3
Laurens County,South Carolina,73.8582565456948,45,059,34.7
Lee County,South Carolina,72.1244695192006,45,061,42.4
Lexington County,South Carolina,77.5487358403859,45,063,28.7
McCormick County,South Carolina,76.5685865344738,45,065,30.5
Marion County,South Carolina,71.7402749158016,45,067,36.7
Marlboro County,South Carolina,71.9531010900984,45,069,40.7
Newberry County,South Carolina,75.7697917202741,45,071,35.6
Oconee County,South Carolina,76.4558652022178,45,073,31.4
Orangeburg County,South Carolina,73.6371049475746,45,075,34.0
Pickens County,South Carolina,76.5532385173326,45,077,31.4
Richland County,South Carolina,77.1030450845974,45,079,22.4
Saluda County,South Carolina,77.1230549954661,45,081,36.8
Spartanburg County,South Carolina,75.4588429439054,45,083,29.8
Sumter County,South Carolina,74.950401408865,45,085,29.6
Union County,South Carolina,73.2511810009674,45,087,39.2
Williamsburg County,South Carolina,72.5773846160692,45,089,40.4
York County,South Carolina,77.4675317193302,45,091,27.4
Aurora County,South Dakota,79.690853786415,46,003,36.0
Beadle County,South Dakota,78.5816579120526,46,005,32.5
Bennett County,South Dakota,72.6339496264118,46,007,30.7
Bon Homme County,South Dakota,80.3378549244484,46,009,38.6
Brookings County,South Dakota,81.3831435379926,46,011,26.5
Brown County,South Dakota,79.9764442791945,46,013,32.8
Brule County,South Dakota,78.473930022455,46,015,29.3
Buffalo County,South Dakota,69.3584073001174,46,017,41.4
Butte County,South Dakota,77.6574970411211,46,019,38.1
Campbell County,South Dakota,82.100126402413,46,021,40.5
Charles Mix County,South Dakota,77.3663609088223,46,023,38.0
Clark County,South Dakota,79.6893000134143,46,025,39.9
Clay County,South Dakota,79.3103393788872,46,027,23.8
Codington County,South Dakota,80.3419188404434,46,029,37.7
Corson County,South Dakota,70.1749154230784,46,031,34.9
Custer County,South Dakota,79.1714624867631,46,033,29.9
Davison County,South Dakota,78.9843169154607,46,035,27.1
Day County,South Dakota,78.878370850152,46,037,39.2
Deuel County,South Dakota,80.5285675240326,46,039,41.3
Dewey County,South Dakota,69.7527521171877,46,041,37.0
Douglas County,South Dakota,79.5731215072348,46,043,37.0
Edmunds County,South Dakota,80.2471563269423,46,045,33.0
Fall River County,South Dakota,75.3810277225015,46,047,32.9
Faulk County,South Dakota,80.5132308559281,46,049,33.8
Grant County,South Dakota,79.0338988958264,46,051,43.6
Gregory County,South Dakota,77.7300168688977,46,053,37.3
Haakon County,South Dakota,77.4123702696812,46,055,37.7
Hamlin County,South Dakota,78.6837297732904,46,057,44.2
Hand County,South Dakota,80.3514425739594,46,059,33.4
Hanson County,South Dakota,79.4333762862303,46,061,36.4
Harding County,South Dakota,80.8551853267427,46,063,30.0
Hughes County,South Dakota,79.2435751223406,46,065,27.9
Hutchinson County,South Dakota,79.5912150588512,46,067,36.9
Hyde County,South Dakota,78.1238557486479,46,069,44.2
Jerauld County,South Dakota,79.6170193973119,46,073,41.6
Jones County,South Dakota,79.1843597006244,46,075,44.3
Kingsbury County,South Dakota,78.670321960961,46,077,37.6
Lake County,South Dakota,80.753696693006,46,079,32.1
Lawrence County,South Dakota,80.7924881783845,46,081,31.2
Lincoln County,South Dakota,83.7561181207046,46,083,21.3
Lyman County,South Dakota,76.649287539906,46,085,39.1
McCook County,South Dakota,77.7864548077873,46,087,32.4
McPherson County,South Dakota,79.9520995887095,46,089,28.8
Marshall County,South Dakota,80.4614557101275,46,091,32.1
Meade County,South Dakota,78.8709652720581,46,093,31.8
Mellette County,South Dakota,71.279986013005,46,095,40.8
Miner County,South Dakota,78.4771557158374,46,097,38.4
Minnehaha County,South Dakota,78.9838558892631,46,099,28.4
Moody County,South Dakota,80.1664475899518,46,101,32.3
Pennington County,South Dakota,79.5491791744482,46,103,27.8
Perkins County,South Dakota,78.4359011734154,46,105,39.5
Potter County,South Dakota,78.5872483955931,46,107,41.6
Roberts County,South Dakota,77.213769711434,46,109,36.9
Sanborn County,South Dakota,78.9795084649975,46,111,36.8
Shannon County,South Dakota,65.3584754318251,46,113,
Spink County,South Dakota,79.3743814331266,46,115,38.1
Stanley County,South Dakota,80.9252607855018,46,117,35.1
Sully County,South Dakota,81.1766937187259,46,119,32.9
Todd County,South Dakota,67.2202053335391,46,121,25.0
Tripp County,South Dakota,77.5873772301426,46,123,37.3
Turner County,South Dakota,79.1456044286069,46,125,35.3
Union County,South Dakota,80.9062801576011,46,127,29.3
Walworth County,South Dakota,77.2804087174709,46,129,36.5
Yankton County,South Dakota,79.618478191426,46,135,33.3
Ziebach County,South Dakota,76.438113179906,46,137,39.0
Jackson County,South Dakota,73.2124609028388,46,071,33.2
Anderson County,Tennessee,75.3608722046448,47,001,33.2
Bedford County,Tennessee,74.8174401794333,47,003,41.4
Benton County,Tennessee,72.5188934491207,47,005,46.7
Bledsoe County,Tennessee,76.5632158503544,47,007,41.4
Blount County,Tennessee,76.9755141775988,47,009,34.5
Bradley County,Tennessee,76.4406677213945,47,011,32.7
Campbell County,Tennessee,72.361586362337,47,013,42.0
Cannon County,Tennessee,74.5090408722036,47,015,45.2
Carroll County,Tennessee,73.1085496410441,47,017,41.2
Carter County,Tennessee,75.4371033245715,47,019,39.4
Cheatham County,Tennessee,74.4912352731897,47,021,37.3
Chester County,Tennessee,75.9407855644515,47,023,38.6
Claiborne County,Tennessee,72.8769757594757,47,025,40.6
Clay County,Tennessee,73.8771947679885,47,027,46.7
Cocke County,Tennessee,72.1310308886631,47,029,46.5
Coffee County,Tennessee,74.2014153250522,47,031,37.5
Crockett County,Tennessee,74.3556727302732,47,033,39.5
Cumberland County,Tennessee,76.6306457321489,47,035,37.8
Davidson County,Tennessee,76.9695677383129,47,037,23.3
Decatur County,Tennessee,74.3038880990719,47,039,46.3
DeKalb County,Tennessee,73.5515029051784,47,041,44.0
Dickson County,Tennessee,74.9267876034032,47,043,44.1
Dyer County,Tennessee,73.6657574790289,47,045,39.2
Fayette County,Tennessee,77.3377747139413,47,047,35.3
Fentress County,Tennessee,72.8732036203282,47,049,45.2
Franklin County,Tennessee,75.6910022100413,47,051,39.3
Gibson County,Tennessee,73.4081201817343,47,053,38.4
Giles County,Tennessee,74.7303106985866,47,055,44.2
Grainger County,Tennessee,73.884637950294,47,057,44.8
Greene County,Tennessee,74.3449251998882,47,059,43.4
Grundy County,Tennessee,71.3226006151785,47,061,44.0
Hamblen County,Tennessee,74.5855561096663,47,063,41.6
Hamilton County,Tennessee,77.2584864065116,47,065,27.1
Hancock County,Tennessee,72.0958415921413,47,067,40.0
Hardeman County,Tennessee,74.3048498406437,47,069,45.9
Hardin County,Tennessee,73.2504898539134,47,071,42.6
Hawkins County,Tennessee,74.5300310075838,47,073,43.5
Haywood County,Tennessee,74.3971545748714,47,075,44.5
Henderson County,Tennessee,74.1041249819757,47,077,39.7
Henry County,Tennessee,74.1424818690479,47,079,47.3
Hickman County,Tennessee,74.3346685029396,47,081,41.9
Houston County,Tennessee,73.951770363997,47,083,45.2
Humphreys County,Tennessee,73.9447044846444,47,085,42.5
Jackson County,Tennessee,73.8942135814772,47,087,49.6
Jefferson County,Tennessee,75.5320963519602,47,089,39.2
Johnson County,Tennessee,74.8669613116652,47,091,41.6
Knox County,Tennessee,76.4469213049055,47,093,25.9
Lake County,Tennessee,72.2943482476598,47,095,45.6
Lauderdale County,Tennessee,73.5453999863804,47,097,45.0
Lawrence County,Tennessee,74.3425400168531,47,099,42.9
Lewis County,Tennessee,74.435835524579,47,101,42.9
Lincoln County,Tennessee,74.9958146428731,47,103,41.2
Loudon County,Tennessee,77.0828363430694,47,105,32.7
McMinn County,Tennessee,74.3701051150191,47,107,43.8
McNairy County,Tennessee,73.1091615444064,47,109,44.7
Macon County,Tennessee,73.5009407483966,47,111,45.2
Madison County,Tennessee,75.93823135029,47,113,33.6
Marion County,Tennessee,73.7963439132212,47,115,37.0
Marshall County,Tennessee,75.2746047253145,47,117,42.1
Maury County,Tennessee,75.9932677677319,47,119,36.0
Meigs County,Tennessee,72.6402923671282,47,121,44.2
Monroe County,Tennessee,74.6052069394792,47,123,43.0
Montgomery County,Tennessee,76.0984879235771,47,125,30.5
Moore County,Tennessee,78.4723342111941,47,127,40.5
Morgan County,Tennessee,74.3104101409931,47,129,48.4
Obion County,Tennessee,74.812506939622,47,131,41.9
Overton County,Tennessee,73.4542398271868,47,133,44.4
Perry County,Tennessee,73.2502209009251,47,135,41.3
Pickett County,Tennessee,74.9792674843786,47,137,42.1
Polk County,Tennessee,73.7272182186167,47,139,41.8
Putnam County,Tennessee,75.9180363336773,47,141,38.2
Rhea County,Tennessee,74.0910891690683,47,143,36.9
Roane County,Tennessee,74.8110944856205,47,145,37.4
Robertson County,Tennessee,75.6022772111671,47,147,39.1
Rutherford County,Tennessee,77.7773367008557,47,149,30.2
Scott County,Tennessee,72.4289041405774,47,151,46.7
Sequatchie County,Tennessee,75.5178036720679,47,153,39.1
Sevier County,Tennessee,75.8712949742038,47,155,37.1
Shelby County,Tennessee,75.4006784060059,47,157,26.8
Smith County,Tennessee,74.6666107870907,47,159,46.8
Stewart County,Tennessee,74.7017541573976,47,161,41.6
Sullivan County,Tennessee,75.5528698134251,47,163,35.4
Sumner County,Tennessee,77.8641548926424,47,165,32.2
Tipton County,Tennessee,75.0190685324868,47,167,39.7
Trousdale County,Tennessee,74.1238059368357,47,169,39.4
Unicoi County,Tennessee,74.0094969216088,47,171,40.8
Union County,Tennessee,73.9407448218881,47,173,44.7
Van Buren County,Tennessee,74.2265159092291,47,175,48.1
Warren County,Tennessee,74.0402042857818,47,177,43.2
Washington County,Tennessee,75.9219191120704,47,179,30.6
Wayne County,Tennessee,75.0208369198324,47,181,43.4
Weakley County,Tennessee,75.9792735524488,47,183,40.2
White County,Tennessee,73.9353570913638,47,185,46.2
Williamson County,Tennessee,81.8033039516801,47,187,15.6
Wilson County,Tennessee,78.0785745895351,47,189,30.4
Anderson County,Texas,73.3564179846563,48,001,36.6
Andrews County,Texas,76.0150723327192,48,003,35.6
Angelina County,Texas,75.7037706171543,48,005,31.5
Aransas County,Texas,75.6576140093994,48,007,28.4
Archer County,Texas,78.6545849933484,48,009,34.6
Armstrong County,Texas,76.4169244726163,48,011,26.9
Atascosa County,Texas,77.258582963744,48,013,36.1
Austin County,Texas,78.417845810019,48,015,29.2
Bailey County,Texas,77.7342246842293,48,017,28.6
Bandera County,Texas,79.5216441799609,48,019,30.9
Bastrop County,Texas,77.5558474714477,48,021,29.7
Baylor County,Texas,74.5909078914176,48,023,30.9
Bee County,Texas,76.514971441143,48,025,33.9
Bell County,Texas,77.734572692837,48,027,27.3
Bexar County,Texas,78.3219633038494,48,029,25.3
Blanco County,Texas,78.7395520272794,48,031,31.9
Bosque County,Texas,76.5375409868254,48,035,34.9
Bowie County,Texas,75.1916202678896,48,037,35.6
Brazoria County,Texas,78.6450718236664,48,039,26.2
Brazos County,Texas,80.2770608930505,48,041,19.6
Brewster County,Texas,80.8921391556609,48,043,23.1
Briscoe County,Texas,77.9794132024824,48,045,26.6
Brooks County,Texas,75.6423608407779,48,047,30.3
Brown County,Texas,74.8668468257655,48,049,36.6
Burleson County,Texas,77.0474220824839,48,051,39.3
Burnet County,Texas,78.4281872250518,48,053,31.4
Caldwell County,Texas,77.6243661744286,48,055,36.1
Calhoun County,Texas,77.2886267806408,48,057,33.5
Callahan County,Texas,76.0455483550751,48,059,40.7
Cameron County,Texas,79.9676250752686,48,061,25.0
Camp County,Texas,74.800645659298,48,063,38.1
Carson County,Texas,77.9719755673849,48,065,28.1
Cass County,Texas,74.9093984936589,48,067,45.0
Castro County,Texas,78.3218807006499,48,069,31.8
Chambers County,Texas,77.3199410644012,48,071,29.2
Cherokee County,Texas,75.863592447561,48,073,33.7
Childress County,Texas,75.7916608018624,48,075,40.6
Clay County,Texas,76.961049875236,48,077,41.9
Cochran County,Texas,74.9874495270672,48,079,31.9
Coke County,Texas,76.2537283956453,48,081,34.8
Coleman County,Texas,74.8427148966259,48,083,40.1
Collin County,Texas,81.9698815981949,48,085,15.3
Collingsworth County,Texas,74.8875235979221,48,087,28.2
Colorado County,Texas,77.1928188601455,48,089,37.5
