County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Tulsa County,Oklahoma,76.3967859461289,40,143,12636
Wagoner County,Oklahoma,77.5447369562034,40,145,469
Washington County,Oklahoma,77.0063201987648,40,147,713
Washita County,Oklahoma,75.872657785789,40,149,87
Woods County,Oklahoma,76.944928125586,40,151,95
Woodward County,Oklahoma,76.4647048085824,40,153,244
Baker County,Oregon,78.2373688806571,41,001,330
Benton County,Oregon,82.587836401541,41,003,2177
Clackamas County,Oregon,80.6435537531434,41,005,6302
Clatsop County,Oregon,78.5760490452586,41,007,1066
Columbia County,Oregon,79.314947458013,41,009,615
Coos County,Oregon,76.8056832718512,41,011,1133
Crook County,Oregon,78.955841168142,41,013,258
Curry County,Oregon,77.0906842398896,41,015,203
Deschutes County,Oregon,80.7137275209048,41,017,2355
Douglas County,Oregon,77.3425989121329,41,019,1528
Gilliam County,Oregon,80.7011937964984,41,021,31
Grant County,Oregon,80.1196081528038,41,023,153
Harney County,Oregon,78.5189587705838,41,025,42
Hood River County,Oregon,80.5883423962647,41,027,239
Jackson County,Oregon,78.8209906253296,41,029,4320
Jefferson County,Oregon,77.6356056265162,41,031,275
Josephine County,Oregon,76.9107132408798,41,033,1634
Klamath County,Oregon,76.8405095046063,41,035,1496
Lake County,Oregon,78.4231234054691,41,037,100
Lane County,Oregon,79.311180340828,41,039,9761
Lincoln County,Oregon,78.0495896049876,41,041,965
Linn County,Oregon,78.1088373606877,41,043,1837
Malheur County,Oregon,78.1393064962786,41,045,694
Marion County,Oregon,79.1737872528385,41,047,7259
Morrow County,Oregon,79.6762359545983,41,049,165
Multnomah County,Oregon,79.2360266012536,41,051,35902
Polk County,Oregon,80.3935808882328,41,053,922
Sherman County,Oregon,80.9425881892712,41,055,10
Tillamook County,Oregon,79.1905330223333,41,057,330
Umatilla County,Oregon,78.5143711174842,41,059,1425
Union County,Oregon,79.0988223445195,41,061,507
Wallowa County,Oregon,80.2612424663334,41,063,113
Wasco County,Oregon,77.5869446630261,41,065,742
Washington County,Oregon,82.2082254134814,41,067,10350
Wheeler County,Oregon,79.5760583465721,41,069,4
Yamhill County,Oregon,79.8816043797466,41,071,1512
Adams County,Pennsylvania,79.62475575826,42,001,1036
Allegheny County,Pennsylvania,78.3850411159457,42,003,56556
Armstrong County,Pennsylvania,77.4564842780653,42,005,1653
Beaver County,Pennsylvania,77.6522904045578,42,007,4262
Bedford County,Pennsylvania,78.6662583857328,42,009,609
Berks County,Pennsylvania,79.3617205825892,42,011,10527
Blair County,Pennsylvania,77.1638814887792,42,013,3207
Bradford County,Pennsylvania,78.3870827345871,42,015,955
Bucks County,Pennsylvania,80.0123828192628,42,017,6288
Butler County,Pennsylvania,78.990472042661,42,019,3177
Cambria County,Pennsylvania,77.0315821727508,42,021,4066
Cameron County,Pennsylvania,78.9552078416077,42,023,145
Carbon County,Pennsylvania,76.8203237865675,42,025,1194
Centre County,Pennsylvania,82.1226610484097,42,027,4700
Chester County,Pennsylvania,81.1304064196221,42,029,6350
Clarion County,Pennsylvania,78.0241938117339,42,031,864
Clearfield County,Pennsylvania,77.9585341186031,42,033,1583
Clinton County,Pennsylvania,78.50446416128,42,035,843
Columbia County,Pennsylvania,78.6763670498851,42,037,1236
Crawford County,Pennsylvania,77.4242009357533,42,039,1821
Cumberland County,Pennsylvania,80.0273421804342,42,041,3845
Dauphin County,Pennsylvania,78.5338770560906,42,043,8549
Delaware County,Pennsylvania,78.5518714491918,42,045,16321
Elk County,Pennsylvania,78.3636866331361,42,047,533
Erie County,Pennsylvania,77.8241800940365,42,049,9816
Fayette County,Pennsylvania,75.8861949687061,42,051,3156
Forest County,Pennsylvania,76.8450379582968,42,053,68
Franklin County,Pennsylvania,79.5718318389531,42,055,2011
Fulton County,Pennsylvania,78.1599878812407,42,057,175
Greene County,Pennsylvania,76.3942332445119,42,059,707
Huntingdon County,Pennsylvania,78.8582539520489,42,061,757
Indiana County,Pennsylvania,78.7303207198543,42,063,1800
Jefferson County,Pennsylvania,77.4615372609809,42,065,965
Juniata County,Pennsylvania,79.1934587401377,42,067,342
Lackawanna County,Pennsylvania,77.1077909403801,42,069,6195
Lancaster County,Pennsylvania,80.264403667319,42,071,11209
Lawrence County,Pennsylvania,77.420873155187,42,073,2019
Lebanon County,Pennsylvania,79.3337405683537,42,075,2925
Lehigh County,Pennsylvania,79.3457880044922,42,077,10822
Luzerne County,Pennsylvania,76.9732114271053,42,079,10058
Lycoming County,Pennsylvania,78.4290677158999,42,081,2791
McKean County,Pennsylvania,77.0874127465964,42,083,1272
Mercer County,Pennsylvania,77.779130374553,42,085,2637
Mifflin County,Pennsylvania,78.4681107129795,42,087,946
Monroe County,Pennsylvania,78.7410796391497,42,089,1875
Montgomery County,Pennsylvania,80.7613814127399,42,091,13969
Montour County,Pennsylvania,78.4421846790211,42,093,366
Northampton County,Pennsylvania,80.0365208057285,42,095,6439
Northumberland County,Pennsylvania,77.6517683584149,42,097,2626
Perry County,Pennsylvania,77.6772902040824,42,099,366
Philadelphia County,Pennsylvania,75.8752366491657,42,101,131438
Pike County,Pennsylvania,80.245270873514,42,103,480
Potter County,Pennsylvania,78.4663493317879,42,105,283
Schuylkill County,Pennsylvania,76.2881730361138,42,107,3753
Snyder County,Pennsylvania,80.1741402061015,42,109,383
Somerset County,Pennsylvania,77.8859249449511,42,111,1121
Sullivan County,Pennsylvania,76.5096866129396,42,113,82
Susquehanna County,Pennsylvania,78.1104085549718,42,115,570
Tioga County,Pennsylvania,78.9020824708201,42,117,641
Union County,Pennsylvania,81.1891710468088,42,119,627
Venango County,Pennsylvania,77.4720025749851,42,121,1256
Warren County,Pennsylvania,78.107391829745,42,123,929
Washington County,Pennsylvania,77.556453894514,42,125,4706
Wayne County,Pennsylvania,78.0364974640986,42,127,673
Westmoreland County,Pennsylvania,78.4220177749038,42,129,7698
Wyoming County,Pennsylvania,77.2758289510259,42,131,336
York County,Pennsylvania,79.2310296841629,42,133,7060
Bristol County,Rhode Island,81.4541850646379,44,001,781
Kent County,Rhode Island,79.419765137498,44,003,2825
Newport County,Rhode Island,81.342310187209,44,005,2145
Providence County,Rhode Island,79.4827856364561,44,007,24413
Washington County,Rhode Island,81.2705082668347,44,009,1530
Abbeville County,South Carolina,76.3910401899193,45,001,485
Aiken County,South Carolina,76.944742581927,45,003,2904
Allendale County,South Carolina,73.3747625750096,45,005,372
Anderson County,South Carolina,75.9953127137381,45,007,2828
Bamberg County,South Carolina,74.7745279555738,45,009,435
Barnwell County,South Carolina,74.0065678812258,45,011,380
Beaufort County,South Carolina,81.7926113423595,45,013,1666
Berkeley County,South Carolina,78.0027613350784,45,015,1778
Calhoun County,South Carolina,76.0051913036,45,017,284
Charleston County,South Carolina,78.6377082058517,45,019,8919
Cherokee County,South Carolina,74.4071571108856,45,021,1297
Chester County,South Carolina,73.8730593004421,45,023,668
Chesterfield County,South Carolina,74.569535278399,45,025,1190
Clarendon County,South Carolina,75.8696773959386,45,027,1024
Colleton County,South Carolina,73.3539479226845,45,029,693
Darlington County,South Carolina,73.6528577749372,45,031,1763
Dillon County,South Carolina,73.0664911827193,45,033,980
Dorchester County,South Carolina,78.3121093661491,45,035,1743
Edgefield County,South Carolina,78.9581143570012,45,037,322
Fairfield County,South Carolina,74.1341333939985,45,039,613
Florence County,South Carolina,74.4196320227036,45,041,3391
Georgetown County,South Carolina,76.7222413273889,45,043,818
Greenville County,South Carolina,77.9093744861937,45,045,8642
Greenwood County,South Carolina,76.8514353493499,45,047,1648
Hampton County,South Carolina,74.3218360441654,45,049,419
Horry County,South Carolina,76.837004538035,45,051,3948
Jasper County,South Carolina,76.7926183306489,45,053,316
Kershaw County,South Carolina,76.5046182790698,45,055,705
Lancaster County,South Carolina,76.9410936968657,45,057,1298
Laurens County,South Carolina,74.3853290251217,45,059,1167
Lee County,South Carolina,72.9230757424488,45,061,491
Lexington County,South Carolina,77.8871568212083,45,063,3022
McCormick County,South Carolina,76.8713745132231,45,065,270
Marion County,South Carolina,72.6087922141714,45,067,1152
Marlboro County,South Carolina,72.6255419968904,45,069,882
Newberry County,South Carolina,76.1127281900351,45,071,916
Oconee County,South Carolina,76.8258771655189,45,073,1168
Orangeburg County,South Carolina,74.3172986433595,45,075,1992
Pickens County,South Carolina,76.8126591301581,45,077,1462
Richland County,South Carolina,77.1896262644012,45,079,7608
Saluda County,South Carolina,77.2837395279538,45,081,386
Spartanburg County,South Carolina,75.842045576482,45,083,5250
Sumter County,South Carolina,75.7189537975621,45,085,2558
Union County,South Carolina,73.8743590803221,45,087,631
Williamsburg County,South Carolina,73.2820541146922,45,089,944
York County,South Carolina,77.4789464035588,45,091,2850
Aurora County,South Dakota,80.0051542818736,46,003,2
Beadle County,South Dakota,78.806007988613,46,005,465
Bennett County,South Dakota,73.6506967861223,46,007,127
Bon Homme County,South Dakota,80.991003569687,46,009,57
Brookings County,South Dakota,81.522003589749,46,011,459
Brown County,South Dakota,79.9512570204262,46,013,758
Brule County,South Dakota,78.9851043165291,46,015,87
Buffalo County,South Dakota,70.3159531484178,46,017,54
Butte County,South Dakota,77.7191912206414,46,019,151
Campbell County,South Dakota,81.5134878481777,46,021,11
Charles Mix County,South Dakota,78.0737418664716,46,023,126
Clark County,South Dakota,80.1591307525863,46,025,39
Clay County,South Dakota,79.5813515583616,46,027,168
Codington County,South Dakota,80.3335113859605,46,029,561
Corson County,South Dakota,70.8668343730185,46,031,91
Custer County,South Dakota,79.8088860988265,46,033,31
Davison County,South Dakota,79.9057722021185,46,035,357
Day County,South Dakota,78.8705168315443,46,037,97
Deuel County,South Dakota,80.4672981620473,46,039,34
Dewey County,South Dakota,70.2555919644584,46,041,102
Douglas County,South Dakota,80.4830451243487,46,043,39
Edmunds County,South Dakota,80.3109893259581,46,045,45
Fall River County,South Dakota,76.0349884691115,46,047,167
Faulk County,South Dakota,80.4271842776125,46,049,38
Grant County,South Dakota,79.3301433796664,46,051,100
Gregory County,South Dakota,77.9479871995744,46,053,91
Haakon County,South Dakota,78.5191076768986,46,055,7
Hamlin County,South Dakota,78.9839545428985,46,057,28
Hand County,South Dakota,80.7821328348321,46,059,58
Hanson County,South Dakota,80.6856665097434,46,061,0
Harding County,South Dakota,81.2672497813161,46,063,6
Hughes County,South Dakota,79.46646185386,46,065,314
Hutchinson County,South Dakota,80.2731299807863,46,067,76
Hyde County,South Dakota,78.0153651649989,46,069,0
Jerauld County,South Dakota,79.842586336003,46,073,12
Jones County,South Dakota,79.0274991975341,46,075,4
Kingsbury County,South Dakota,78.9601360468665,46,077,45
Lake County,South Dakota,80.9619317766421,46,079,117
Lawrence County,South Dakota,80.4653125504637,46,081,531
Lincoln County,South Dakota,83.9354250490228,46,083,286
Lyman County,South Dakota,77.241470871629,46,085,81
McCook County,South Dakota,78.3522226051575,46,087,35
McPherson County,South Dakota,80.0748795535209,46,089,43
Marshall County,South Dakota,80.2662019781381,46,091,38
Meade County,South Dakota,78.8675575441169,46,093,217
Mellette County,South Dakota,72.589245202694,46,095,55
Miner County,South Dakota,79.3568973886081,46,097,33
Minnehaha County,South Dakota,79.2160871307678,46,099,3025
Moody County,South Dakota,80.9099972125428,46,101,110
Pennington County,South Dakota,79.9823737140454,46,103,1647
Perkins County,South Dakota,78.5180614642423,46,105,86
Potter County,South Dakota,78.8651952218191,46,107,21
Roberts County,South Dakota,77.6352493117543,46,109,173
Sanborn County,South Dakota,79.2665705597139,46,111,10
Shannon County,South Dakota,66.2977731660296,46,113,221
Spink County,South Dakota,79.7051846596884,46,115,79
Stanley County,South Dakota,80.7021064152714,46,117,0
Sully County,South Dakota,81.4499980985909,46,119,5
Todd County,South Dakota,68.3709358589254,46,121,437
Tripp County,South Dakota,78.3238338671391,46,123,128
Turner County,South Dakota,79.4328303560749,46,125,91
Union County,South Dakota,81.2410654905936,46,127,112
Walworth County,South Dakota,77.4038499224292,46,129,44
Yankton County,South Dakota,80.078321234205,46,135,421
Ziebach County,South Dakota,76.7645773219832,46,137,86
Jackson County,South Dakota,74.1793393971269,46,071,46
Anderson County,Tennessee,76.0301059698212,47,001,1398
Bedford County,Tennessee,75.1755865819104,47,003,669
Benton County,Tennessee,73.0496111142996,47,005,247
Bledsoe County,Tennessee,76.7176357694464,47,007,214
Blount County,Tennessee,77.3242655422636,47,009,1406
Bradley County,Tennessee,76.7436415945249,47,011,1558
Campbell County,Tennessee,73.0014181265184,47,013,755
Cannon County,Tennessee,75.0144254048913,47,015,204
Carroll County,Tennessee,73.2848165628714,47,017,478
Carter County,Tennessee,76.1005224150282,47,019,670
Cheatham County,Tennessee,75.1644639146447,47,021,239
Chester County,Tennessee,76.4117808680306,47,023,146
Claiborne County,Tennessee,73.3374315086517,47,025,348
Clay County,Tennessee,74.2870770734519,47,027,112
Cocke County,Tennessee,73.0037377470554,47,029,659
Coffee County,Tennessee,74.5017912135619,47,031,875
Crockett County,Tennessee,75.0541019753383,47,033,172
Cumberland County,Tennessee,76.9327701727961,47,035,587
Davidson County,Tennessee,77.1435770623768,47,037,16327
Decatur County,Tennessee,74.7801519805416,47,039,143
DeKalb County,Tennessee,73.8371197260071,47,041,285
Dickson County,Tennessee,75.5172193609814,47,043,722
Dyer County,Tennessee,74.6898673592197,47,045,1040
Fayette County,Tennessee,77.9144811982771,47,047,276
Fentress County,Tennessee,73.0710642349231,47,049,236
Franklin County,Tennessee,75.894001916126,47,051,410
Gibson County,Tennessee,73.9352997160925,47,053,813
Giles County,Tennessee,75.3911204024685,47,055,466
Grainger County,Tennessee,74.4270469836249,47,057,199
Greene County,Tennessee,74.9867322336078,47,059,834
Grundy County,Tennessee,71.5149278649849,47,061,148
Hamblen County,Tennessee,74.9686185551805,47,063,1099
Hamilton County,Tennessee,77.4908021860677,47,065,8336
Hancock County,Tennessee,72.544284055802,47,067,222
Hardeman County,Tennessee,74.8567109763404,47,069,629
Hardin County,Tennessee,73.82517472639,47,071,341
Hawkins County,Tennessee,74.9503419750926,47,073,525
Haywood County,Tennessee,75.1253232480877,47,075,566
Henderson County,Tennessee,74.5335388271154,47,077,288
Henry County,Tennessee,74.4248680581865,47,079,611
Hickman County,Tennessee,74.843803669045,47,081,243
Houston County,Tennessee,74.6531795214548,47,083,172
Humphreys County,Tennessee,74.7200774929918,47,085,194
Jackson County,Tennessee,74.0418047953784,47,087,135
Jefferson County,Tennessee,75.9231098072205,47,089,508
Johnson County,Tennessee,75.3547709826472,47,091,254
Knox County,Tennessee,76.794556844337,47,093,8298
Lake County,Tennessee,72.7204565157657,47,095,242
Lauderdale County,Tennessee,74.0609584284266,47,097,521
Lawrence County,Tennessee,75.109162329612,47,099,752
Lewis County,Tennessee,75.135379914074,47,101,172
Lincoln County,Tennessee,75.4579238830729,47,103,457
Loudon County,Tennessee,77.4889333501538,47,105,424
McMinn County,Tennessee,74.9736695371633,47,107,556
McNairy County,Tennessee,73.7080296628211,47,109,312
Macon County,Tennessee,73.8817838986682,47,111,296
Madison County,Tennessee,76.5331611365175,47,113,1926
Marion County,Tennessee,74.3155252947736,47,115,454
Marshall County,Tennessee,75.7901049032219,47,117,387
Maury County,Tennessee,76.4934388425679,47,119,1150
Meigs County,Tennessee,73.1948920702691,47,121,98
Monroe County,Tennessee,75.4238203221072,47,123,473
Montgomery County,Tennessee,76.4951838313826,47,125,2029
Moore County,Tennessee,78.6033813771679,47,127,31
Morgan County,Tennessee,74.8276203500229,47,129,176
Obion County,Tennessee,75.3030046265226,47,131,711
Overton County,Tennessee,74.0269936159514,47,133,200
Perry County,Tennessee,73.9792515942363,47,135,99
Pickett County,Tennessee,75.5724603470484,47,137,30
Polk County,Tennessee,74.0896678278818,47,139,85
Putnam County,Tennessee,75.9083507172678,47,141,755
Rhea County,Tennessee,74.5742445084174,47,143,455
Roane County,Tennessee,75.3425419890349,47,145,468
Robertson County,Tennessee,75.9684761195392,47,147,691
Rutherford County,Tennessee,78.1068594384907,47,149,2545
Scott County,Tennessee,72.6885044788707,47,151,246
Sequatchie County,Tennessee,75.8416133028172,47,153,195
Sevier County,Tennessee,76.413784517627,47,155,856
Shelby County,Tennessee,75.8525043007856,47,157,25385
Smith County,Tennessee,74.6872022605588,47,159,260
Stewart County,Tennessee,75.1415865835293,47,161,188
Sullivan County,Tennessee,75.9831580868397,47,163,2481
Sumner County,Tennessee,78.0108918466596,47,165,1598
Tipton County,Tennessee,75.5166227083354,47,167,538
Trousdale County,Tennessee,74.4436935682917,47,169,113
Unicoi County,Tennessee,74.6081711579281,47,171,229
Union County,Tennessee,74.5058219808394,47,173,231
Van Buren County,Tennessee,75.4642597088865,47,175,5
Warren County,Tennessee,74.5021105979821,47,177,630
Washington County,Tennessee,76.2948099165984,47,179,2055
Wayne County,Tennessee,75.2879548685504,47,181,84
Weakley County,Tennessee,76.2796805178978,47,183,574
White County,Tennessee,74.1179569247671,47,185,445
Williamson County,Tennessee,81.9645393134094,47,187,965
Wilson County,Tennessee,78.0600435174924,47,189,873
Anderson County,Texas,73.65328227173,48,001,757
Andrews County,Texas,76.5998095189566,48,003,90
Angelina County,Texas,75.874776924489,48,005,933
Aransas County,Texas,75.4357788280713,48,007,313
Archer County,Texas,78.7166653834252,48,009,42
Armstrong County,Texas,76.6847432100497,48,011,2
Atascosa County,Texas,77.4963740342687,48,013,345
Austin County,Texas,78.2833513025268,48,015,257
Bailey County,Texas,76.9564411806169,48,017,67
Bandera County,Texas,79.634894140419,48,019,161
Bastrop County,Texas,77.4093512463223,48,021,591
Baylor County,Texas,75.6821973088304,48,023,0
Bee County,Texas,77.0189538794317,48,025,353
Bell County,Texas,77.9715722245641,48,027,4360
Bexar County,Texas,78.4557824025515,48,029,37463
Blanco County,Texas,79.0663120105079,48,031,54
Bosque County,Texas,76.6403541613418,48,035,163
Bowie County,Texas,75.4078530546704,48,037,1782
Brazoria County,Texas,78.4520700821598,48,039,2550
Brazos County,Texas,80.1708062869932,48,041,4144
Brewster County,Texas,80.9860561316429,48,043,141
Briscoe County,Texas,78.2499143500549,48,045,23
Brooks County,Texas,75.7059654797747,48,047,192
Brown County,Texas,75.0377800526665,48,049,677
Burleson County,Texas,77.3253672725856,48,051,164
Burnet County,Texas,78.5650565519457,48,053,455
Caldwell County,Texas,77.9889633693387,48,055,502
Calhoun County,Texas,77.5375436356464,48,057,235
Callahan County,Texas,75.8933999168232,48,059,48
Cameron County,Texas,80.0101399721482,48,061,6934
Camp County,Texas,74.6731978196892,48,063,273
Carson County,Texas,77.6573026059321,48,065,14
Cass County,Texas,74.8776683281699,48,067,798
Castro County,Texas,78.3165554330442,48,069,45
Chambers County,Texas,77.194666254996,48,071,143
Cherokee County,Texas,76.1248895486997,48,073,665
Childress County,Texas,75.9675300009827,48,075,64
Clay County,Texas,77.0281581819362,48,077,38
Cochran County,Texas,75.7919580619782,48,079,43
Coke County,Texas,76.9434109805289,48,081,19
Coleman County,Texas,74.84111112519,48,083,128
Collin County,Texas,81.6548373982011,48,085,5846
Collingsworth County,Texas,74.9467424065431,48,087,36
Colorado County,Texas,77.2082519284899,48,089,184
Comal County,Texas,79.3452965403761,48,091,815
Comanche County,Texas,76.7147006527249,48,093,161
Concho County,Texas,78.1096295066836,48,095,25
Cooke County,Texas,76.8879746105736,48,097,414
Coryell County,Texas,77.4913181499827,48,099,472
Cottle County,Texas,76.110916893168,48,101,51
Crane County,Texas,76.2540511887861,48,103,23
Crockett County,Texas,77.4532648923946,48,105,56
Crosby County,Texas,75.9689537758269,48,107,71
Culberson County,Texas,79.1757628868319,48,109,50
Dallam County,Texas,76.6727555772325,48,111,56
Dallas County,Texas,78.3708310758448,48,113,52145
Dawson County,Texas,75.8790915139571,48,115,214
Deaf Smith County,Texas,77.4002401600845,48,117,261
Delta County,Texas,75.1512023512155,48,119,32
Denton County,Texas,80.7527637290018,48,121,5546
DeWitt County,Texas,77.0473717072327,48,123,372
Dickens County,Texas,76.95378087904,48,125,19
Dimmit County,Texas,77.7417471282458,48,127,172
Donley County,Texas,75.494785332884,48,129,3
Duval County,Texas,75.340426974076,48,131,310
Eastland County,Texas,75.4008012993947,48,133,290
Ector County,Texas,74.9929884811429,48,135,1845
Edwards County,Texas,79.4326683481977,48,137,13
Ellis County,Texas,77.7914470169451,48,139,1065
El Paso County,Texas,79.7920597871233,48,141,14508
Erath County,Texas,78.2157954370876,48,143,484
Falls County,Texas,76.4341401326147,48,145,257
Fannin County,Texas,75.330645479039,48,147,323
Fayette County,Texas,78.689592037612,48,149,148
Fisher County,Texas,77.6498038080679,48,151,76
Floyd County,Texas,77.5175074219078,48,153,94
Foard County,Texas,77.5588451758534,48,155,25
Fort Bend County,Texas,81.8524923943395,48,157,3103
Franklin County,Texas,77.1582107757741,48,159,113
Freestone County,Texas,76.5323252223859,48,161,92
Frio County,Texas,77.3280607643377,48,163,250
Gaines County,Texas,77.4565662156535,48,165,137
Galveston County,Texas,77.5589960648513,48,167,4928
Garza County,Texas,76.3034231499688,48,169,47
Gillespie County,Texas,80.6916202895792,48,171,145
Glasscock County,Texas,81.141834315878,48,173,0
Goliad County,Texas,78.4862699014192,48,175,103
Gonzales County,Texas,76.744844701557,48,177,356
Gray County,Texas,74.9882817470153,48,179,74
Grayson County,Texas,75.9149515873656,48,181,2044
Gregg County,Texas,75.4430114855047,48,183,2173
Grimes County,Texas,76.2766477329048,48,185,215
Guadalupe County,Texas,79.5095632646798,48,187,1093
Hale County,Texas,76.8733633274098,48,189,481
Hall County,Texas,75.5106227919012,48,191,100
Hamilton County,Texas,76.2840233686798,48,193,101
Hansford County,Texas,76.8133636339517,48,195,73
Hardeman County,Texas,77.6554760224173,48,197,121
Hardin County,Texas,75.8226535247194,48,199,373
Harris County,Texas,78.8631573518296,48,201,83584
Harrison County,Texas,75.9850177083379,48,203,659
Hartley County,Texas,80.3772584430666,48,205,26
Haskell County,Texas,76.2055570694738,48,207,102
Hays County,Texas,80.2323364394523,48,209,1213
Hemphill County,Texas,77.8795392651703,48,211,50
Henderson County,Texas,75.1690714567662,48,213,842
Hidalgo County,Texas,81.0387699609156,48,215,9040
Hill County,Texas,76.2881891310952,48,217,464
Hockley County,Texas,76.4546381661195,48,219,237
Hood County,Texas,78.1295068587225,48,221,374
Hopkins County,Texas,76.1425363149124,48,223,462
Houston County,Texas,76.2015099002221,48,225,401
Howard County,Texas,74.7132311791024,48,227,712
Hudspeth County,Texas,81.6081052243101,48,229,19
Hunt County,Texas,75.7965061073832,48,231,1378
Hutchinson County,Texas,75.1186333043064,48,233,282
Irion County,Texas,79.6238376378894,48,235,10
Jack County,Texas,76.1485738851237,48,237,96
Jackson County,Texas,77.3348704138823,48,239,98
Jasper County,Texas,74.9264207782919,48,241,624
Jeff Davis County,Texas,83.7627051942568,48,243,21
Jefferson County,Texas,75.9808874246943,48,245,6298
Jim Hogg County,Texas,76.8638715707198,48,247,41
Jim Wells County,Texas,75.3570624538607,48,249,682
Johnson County,Texas,76.8830868328413,48,251,832
Jones County,Texas,76.4308917316845,48,253,166
Karnes County,Texas,76.7905876078047,48,255,211
Kaufman County,Texas,76.4730417908053,48,257,672
Kendall County,Texas,80.388717023004,48,259,208
Kerr County,Texas,78.1292065488633,48,265,434
Kimble County,Texas,77.6811824586123,48,267,59
Kinney County,Texas,79.8370909887048,48,271,62
Kleberg County,Texas,76.7875298239088,48,273,669
Knox County,Texas,75.5767499727597,48,275,65
Lamar County,Texas,74.6985233036027,48,277,1246
Lamb County,Texas,76.0482563256154,48,279,217
Lampasas County,Texas,77.5552411951353,48,281,251
La Salle County,Texas,77.8366026594189,48,283,125
Lavaca County,Texas,78.5981179498473,48,285,200
Lee County,Texas,78.4073005204075,48,287,98
Leon County,Texas,76.5612868178154,48,289,67
Liberty County,Texas,74.2224742918836,48,291,486
Limestone County,Texas,75.2962171236003,48,293,191
Lipscomb County,Texas,77.7223863120608,48,295,19
Live Oak County,Texas,78.8987815019101,48,297,38
Llano County,Texas,78.7990940379771,48,299,286
Lubbock County,Texas,76.6241223957414,48,303,4597
Lynn County,Texas,76.8749905784361,48,305,68
McCulloch County,Texas,76.1499034038884,48,307,88
McLennan County,Texas,77.4652463797788,48,309,4513
Madison County,Texas,76.3210733810971,48,313,168
Marion County,Texas,74.0918737170459,48,315,196
Martin County,Texas,76.1053150349125,48,317,25
Mason County,Texas,79.4627884982786,48,319,40
Matagorda County,Texas,76.3606322541162,48,321,385
Maverick County,Texas,78.3691618224392,48,323,731
Medina County,Texas,78.5954439121727,48,325,224
Menard County,Texas,77.8577407077413,48,327,23
Midland County,Texas,78.6031937194179,48,329,1240
Milam County,Texas,76.8101332688485,48,331,504
Mills County,Texas,78.0540040783439,48,333,30
Mitchell County,Texas,75.3122503989433,48,335,60
Montague County,Texas,74.5579614927539,48,337,294
Montgomery County,Texas,79.0014278925819,48,339,3878
Moore County,Texas,77.537884644053,48,341,305
Morris County,Texas,74.2294772035705,48,343,143
Motley County,Texas,77.1584486215352,48,345,8
Nacogdoches County,Texas,76.3366420705344,48,347,1580
Navarro County,Texas,75.7564187508247,48,349,1013
Newton County,Texas,74.8305527282354,48,351,67
Nolan County,Texas,74.6362549215647,48,353,340
Nueces County,Texas,77.6615801644617,48,355,7629
Ochiltree County,Texas,76.3322720589847,48,357,31
Oldham County,Texas,78.8126091084943,48,359,13
Orange County,Texas,74.2342210162068,48,361,1028
Palo Pinto County,Texas,75.4437937345185,48,363,311
Panola County,Texas,75.0627470606068,48,365,239
Parker County,Texas,77.7339150505157,48,367,1210
Parmer County,Texas,78.3337250806321,48,369,56
Pecos County,Texas,77.8408309987829,48,371,267
Polk County,Texas,72.8809326426628,48,373,380
Potter County,Texas,74.2556807298861,48,375,2460
Presidio County,Texas,85.897820718997,48,377,136
Rains County,Texas,76.1302390391837,48,379,65
Randall County,Texas,78.4923671463345,48,381,1388
Reagan County,Texas,77.1431180341505,48,383,10
Real County,Texas,76.533316648629,48,385,11
Red River County,Texas,74.4156588244387,48,387,198
Reeves County,Texas,77.4488805309024,48,389,111
Refugio County,Texas,76.0701927792481,48,391,109
Robertson County,Texas,76.2868929691501,48,395,396
Rockwall County,Texas,79.77088571393,48,397,323
Runnels County,Texas,76.3470445119342,48,399,135
Rusk County,Texas,76.0082778513582,48,401,502
Sabine County,Texas,74.7951898963715,48,403,94
San Augustine County,Texas,74.1554204631847,48,405,192
San Jacinto County,Texas,76.2489354809819,48,407,347
San Patricio County,Texas,75.9416844885821,48,409,894
San Saba County,Texas,77.6810103148486,48,411,91
Schleicher County,Texas,77.7783334505326,48,413,47
Scurry County,Texas,76.6160953034509,48,415,226
Shackelford County,Texas,77.6824911452554,48,417,44
Shelby County,Texas,74.3511046361145,48,419,674
Sherman County,Texas,77.6995909012211,48,421,6
Smith County,Texas,77.5906011238672,48,423,3269
Somervell County,Texas,77.7462700173757,48,425,48
Starr County,Texas,78.3729389388742,48,427,756
Stephens County,Texas,76.5888971163633,48,429,94
Sterling County,Texas,77.7946577809252,48,431,3
Stonewall County,Texas,77.0780278842018,48,433,23
Sutton County,Texas,78.8212001183063,48,435,24
Swisher County,Texas,77.3001549729359,48,437,99
Tarrant County,Texas,78.6252375325878,48,439,24033
Taylor County,Texas,76.1773104909844,48,441,2332
Terry County,Texas,76.0439798757124,48,445,142
Throckmorton County,Texas,77.7384296617433,48,447,12
Titus County,Texas,76.7140800770613,48,449,511
Tom Green County,Texas,77.6252758542813,48,451,1990
Travis County,Texas,80.9605282168523,48,453,21042
Trinity County,Texas,74.1547366302513,48,455,152
Tyler County,Texas,75.361690010729,48,457,201
Upshur County,Texas,75.0882030596734,48,459,379
Upton County,Texas,77.0807280044299,48,461,44
Uvalde County,Texas,77.909206520789,48,463,292
Val Verde County,Texas,78.883193144955,48,465,659
