County,State,mean_life_expectancy,State_FIPS,County_FIPS,Disability Rate
Fulton County,Ohio,78.5849583378052,39,051,10.7
Gallia County,Ohio,74.9345004986377,39,053,18.1
Geauga County,Ohio,81.3520138722858,39,055,9.6
Greene County,Ohio,79.5405068905344,39,057,11.8
Guernsey County,Ohio,76.278917738257,39,059,16.7
Hamilton County,Ohio,76.9862564585127,39,061,12.3
Hancock County,Ohio,78.7472109982306,39,063,11.1
Hardin County,Ohio,76.4385504189967,39,065,14.4
Harrison County,Ohio,75.9324840965208,39,067,15.6
Henry County,Ohio,78.9120734635178,39,069,12.8
Highland County,Ohio,75.6948737225916,39,071,17.6
Hocking County,Ohio,76.7913285441359,39,073,16.2
Holmes County,Ohio,79.4030143146356,39,075,7.9
Huron County,Ohio,77.0724185977001,39,077,13.5
Jackson County,Ohio,74.0641521791598,39,079,19.4
Jefferson County,Ohio,74.989437043416,39,081,16.6
Knox County,Ohio,77.8942945515372,39,083,13.9
Lake County,Ohio,78.8589253783596,39,085,11.5
Lawrence County,Ohio,74.5993004013106,39,087,21.1
Licking County,Ohio,77.8928441475667,39,089,13.2
Logan County,Ohio,77.011686972231,39,091,15.1
Lorain County,Ohio,78.2939444899525,39,093,13.7
Lucas County,Ohio,76.509292915365,39,095,15.1
Madison County,Ohio,77.100188572009,39,097,13.6
Mahoning County,Ohio,76.7543515795229,39,099,15.8
Marion County,Ohio,76.5447466619103,39,101,17.4
Medina County,Ohio,80.060849630098,39,103,9.5
Meigs County,Ohio,75.4466559339299,39,105,20.2
Mercer County,Ohio,79.0589049917846,39,107,10.7
Miami County,Ohio,78.1970027186278,39,109,12.1
Monroe County,Ohio,77.3642266552989,39,111,16.7
Montgomery County,Ohio,76.1985277917956,39,113,15.1
Morgan County,Ohio,77.2754134800524,39,115,16.8
Morrow County,Ohio,78.066315150497,39,117,13.7
Muskingum County,Ohio,76.4206877372992,39,119,15.4
Noble County,Ohio,80.8217196766053,39,121,17.1
Ottawa County,Ohio,78.8746584818262,39,123,14.6
Paulding County,Ohio,77.6418725877143,39,125,15.5
Perry County,Ohio,76.5926129359398,39,127,16.3
Pickaway County,Ohio,76.8580416072219,39,129,15.1
Pike County,Ohio,74.2093094526697,39,131,20.7
Portage County,Ohio,78.4647282466692,39,133,11.5
Preble County,Ohio,76.2950368816641,39,135,15.6
Putnam County,Ohio,79.9972599538382,39,137,9.4
Richland County,Ohio,77.0618172627183,39,139,13.9
Ross County,Ohio,75.5129613517097,39,141,17.5
Sandusky County,Ohio,77.535561620987,39,143,13.6
Scioto County,Ohio,74.1612078693571,39,145,21.2
Seneca County,Ohio,77.9428163870259,39,147,13.9
Shelby County,Ohio,78.4741241774847,39,149,11.5
Stark County,Ohio,77.9961107477784,39,151,13.4
Summit County,Ohio,77.62263133323,39,153,12.5
Trumbull County,Ohio,76.5421526524028,39,155,14.7
Tuscarawas County,Ohio,78.3059850027201,39,157,12.9
Union County,Ohio,78.8242626212528,39,159,10.6
Van Wert County,Ohio,78.0883468630201,39,161,14.8
Vinton County,Ohio,75.1823096720376,39,163,18.2
Warren County,Ohio,79.5473899718419,39,165,9.4
Washington County,Ohio,77.1216983830944,39,167,18.3
Wayne County,Ohio,78.7492297955312,39,169,11.5
Williams County,Ohio,78.3846728788023,39,171,13.3
Wood County,Ohio,79.2187948235241,39,173,9.6
Wyandot County,Ohio,78.2585930559281,39,175,14.2
Adair County,Oklahoma,73.6254381636107,40,001,20.7
Alfalfa County,Oklahoma,78.1697412559019,40,003,16.8
Atoka County,Oklahoma,75.2794505683332,40,005,21.4
Beaver County,Oklahoma,78.3274796223916,40,007,10.5
Beckham County,Oklahoma,74.1370228063229,40,009,17.0
Blaine County,Oklahoma,74.7500419219317,40,011,21.1
Bryan County,Oklahoma,75.1061536952748,40,013,17.8
Caddo County,Oklahoma,73.0958575807903,40,015,16.1
Canadian County,Oklahoma,78.1065454396438,40,017,12.2
Carter County,Oklahoma,73.3331636401737,40,019,16.9
Cherokee County,Oklahoma,75.0914083795382,40,021,18.2
Choctaw County,Oklahoma,72.6232243953839,40,023,24.6
Cimarron County,Oklahoma,76.7349070848334,40,025,14.4
Cleveland County,Oklahoma,78.2569711007829,40,027,12.3
Coal County,Oklahoma,72.8028491247255,40,029,20.4
Comanche County,Oklahoma,75.7870275356738,40,031,16.6
Cotton County,Oklahoma,74.8190530666699,40,033,18.6
Craig County,Oklahoma,74.0171750682727,40,035,22.1
Creek County,Oklahoma,74.3648048578221,40,037,17.9
Custer County,Oklahoma,75.5142206416593,40,039,14.0
Delaware County,Oklahoma,75.9230749401333,40,041,20.7
Dewey County,Oklahoma,74.6041832073873,40,043,17.0
Ellis County,Oklahoma,76.6670122150926,40,045,16.9
Garfield County,Oklahoma,75.8864789207515,40,047,15.7
Garvin County,Oklahoma,73.1998478503345,40,049,17.1
Grady County,Oklahoma,75.6919110000667,40,051,15.1
Grant County,Oklahoma,76.2697448878965,40,053,16.7
Greer County,Oklahoma,75.3593628406272,40,055,19.1
Harmon County,Oklahoma,75.8305327448459,40,057,21.4
Harper County,Oklahoma,76.6815340056397,40,059,11.8
Haskell County,Oklahoma,73.9668576448237,40,061,21.1
Hughes County,Oklahoma,72.8380076648443,40,063,21.8
Jackson County,Oklahoma,75.266000946659,40,065,14.3
Jefferson County,Oklahoma,73.1641075104129,40,067,16.8
Johnston County,Oklahoma,73.2277424610758,40,069,24.3
Kay County,Oklahoma,74.7454316314071,40,071,17.1
Kingfisher County,Oklahoma,76.9171594933786,40,073,15.6
Kiowa County,Oklahoma,72.9272456491388,40,075,20.1
Latimer County,Oklahoma,74.9127515610244,40,077,22.6
Le Flore County,Oklahoma,73.648348076662,40,079,20.6
Lincoln County,Oklahoma,75.0448100173994,40,081,20.3
Logan County,Oklahoma,78.2837363638587,40,083,12.6
Love County,Oklahoma,75.1229684103395,40,085,14.0
McClain County,Oklahoma,76.3000530891004,40,087,15.2
McCurtain County,Oklahoma,72.9659260487333,40,089,21.8
McIntosh County,Oklahoma,73.882960531777,40,091,24.5
Major County,Oklahoma,76.5563419513806,40,093,18.4
Marshall County,Oklahoma,75.8025362376354,40,095,28.7
Mayes County,Oklahoma,74.868201279142,40,097,18.8
Murray County,Oklahoma,74.0149556607309,40,099,19.0
Muskogee County,Oklahoma,72.9060158911358,40,101,19.2
Noble County,Oklahoma,76.5061466402946,40,103,15.7
Nowata County,Oklahoma,75.6259955553885,40,105,19.7
Okfuskee County,Oklahoma,72.1689873112421,40,107,25.3
Oklahoma County,Oklahoma,75.6943551097149,40,109,13.4
Okmulgee County,Oklahoma,73.4430163228807,40,111,20.3
Osage County,Oklahoma,77.5190175783478,40,113,18.0
Ottawa County,Oklahoma,73.3888898509792,40,115,19.9
Pawnee County,Oklahoma,74.3257358572128,40,117,18.4
Payne County,Oklahoma,78.1645944130328,40,119,11.0
Pittsburg County,Oklahoma,73.7911527270609,40,121,21.9
Pontotoc County,Oklahoma,74.3062093161928,40,123,16.7
Pottawatomie County,Oklahoma,74.2646743663457,40,125,17.5
Pushmataha County,Oklahoma,73.6021863072196,40,127,28.4
Roger Mills County,Oklahoma,77.7128136786197,40,129,14.8
Rogers County,Oklahoma,77.2207321717224,40,131,14.2
Seminole County,Oklahoma,72.064897940838,40,133,21.2
Sequoyah County,Oklahoma,73.6577109953549,40,135,22.3
Stephens County,Oklahoma,75.0857782414765,40,137,18.5
Texas County,Oklahoma,76.6463610353092,40,139,11.0
Tillman County,Oklahoma,75.112964662035,40,141,20.0
Tulsa County,Oklahoma,76.3967859461289,40,143,13.3
Wagoner County,Oklahoma,77.5447369562034,40,145,15.5
Washington County,Oklahoma,77.0063201987648,40,147,16.3
Washita County,Oklahoma,75.872657785789,40,149,15.8
Woods County,Oklahoma,76.944928125586,40,151,15.1
Woodward County,Oklahoma,76.4647048085824,40,153,13.8
Baker County,Oregon,78.2373688806571,41,001,19.7
Benton County,Oregon,82.587836401541,41,003,10.0
Clackamas County,Oregon,80.6435537531434,41,005,11.5
Clatsop County,Oregon,78.5760490452586,41,007,18.0
Columbia County,Oregon,79.314947458013,41,009,13.9
Coos County,Oregon,76.8056832718512,41,011,22.0
Crook County,Oregon,78.955841168142,41,013,20.8
Curry County,Oregon,77.0906842398896,41,015,25.1
Deschutes County,Oregon,80.7137275209048,41,017,12.6
Douglas County,Oregon,77.3425989121329,41,019,21.2
Gilliam County,Oregon,80.7011937964984,41,021,21.5
Grant County,Oregon,80.1196081528038,41,023,20.8
Harney County,Oregon,78.5189587705838,41,025,20.2
Hood River County,Oregon,80.5883423962647,41,027,9.8
Jackson County,Oregon,78.8209906253296,41,029,16.6
Jefferson County,Oregon,77.6356056265162,41,031,17.0
Josephine County,Oregon,76.9107132408798,41,033,17.4
Klamath County,Oregon,76.8405095046063,41,035,18.7
Lake County,Oregon,78.4231234054691,41,037,21.3
Lane County,Oregon,79.311180340828,41,039,14.8
Lincoln County,Oregon,78.0495896049876,41,041,20.3
Linn County,Oregon,78.1088373606877,41,043,16.5
Malheur County,Oregon,78.1393064962786,41,045,16.8
Marion County,Oregon,79.1737872528385,41,047,14.1
Morrow County,Oregon,79.6762359545983,41,049,14.8
Multnomah County,Oregon,79.2360266012536,41,051,12.2
Polk County,Oregon,80.3935808882328,41,053,13.6
Sherman County,Oregon,80.9425881892712,41,055,18.7
Tillamook County,Oregon,79.1905330223333,41,057,15.6
Umatilla County,Oregon,78.5143711174842,41,059,13.3
Union County,Oregon,79.0988223445195,41,061,16.5
Wallowa County,Oregon,80.2612424663334,41,063,19.8
Wasco County,Oregon,77.5869446630261,41,065,15.9
Washington County,Oregon,82.2082254134814,41,067,9.6
Wheeler County,Oregon,79.5760583465721,41,069,19.7
Yamhill County,Oregon,79.8816043797466,41,071,14.4
Adams County,Pennsylvania,79.62475575826,42,001,13.1
Allegheny County,Pennsylvania,78.3850411159457,42,003,13.0
Armstrong County,Pennsylvania,77.4564842780653,42,005,18.7
Beaver County,Pennsylvania,77.6522904045578,42,007,15.4
Bedford County,Pennsylvania,78.6662583857328,42,009,16.9
Berks County,Pennsylvania,79.3617205825892,42,011,13.0
Blair County,Pennsylvania,77.1638814887792,42,013,15.4
Bradford County,Pennsylvania,78.3870827345871,42,015,14.3
Bucks County,Pennsylvania,80.0123828192628,42,017,10.1
Butler County,Pennsylvania,78.990472042661,42,019,11.4
Cambria County,Pennsylvania,77.0315821727508,42,021,17.6
Cameron County,Pennsylvania,78.9552078416077,42,023,18.9
Carbon County,Pennsylvania,76.8203237865675,42,025,17.1
Centre County,Pennsylvania,82.1226610484097,42,027,9.1
Chester County,Pennsylvania,81.1304064196221,42,029,7.6
Clarion County,Pennsylvania,78.0241938117339,42,031,15.5
Clearfield County,Pennsylvania,77.9585341186031,42,033,15.2
Clinton County,Pennsylvania,78.50446416128,42,035,14.6
Columbia County,Pennsylvania,78.6763670498851,42,037,11.3
Crawford County,Pennsylvania,77.4242009357533,42,039,16.3
Cumberland County,Pennsylvania,80.0273421804342,42,041,11.1
Dauphin County,Pennsylvania,78.5338770560906,42,043,12.5
Delaware County,Pennsylvania,78.5518714491918,42,045,11.2
Elk County,Pennsylvania,78.3636866331361,42,047,15.2
Erie County,Pennsylvania,77.8241800940365,42,049,15.2
Fayette County,Pennsylvania,75.8861949687061,42,051,18.8
Forest County,Pennsylvania,76.8450379582968,42,053,29.1
Franklin County,Pennsylvania,79.5718318389531,42,055,11.6
Fulton County,Pennsylvania,78.1599878812407,42,057,15.3
Greene County,Pennsylvania,76.3942332445119,42,059,19.0
Huntingdon County,Pennsylvania,78.8582539520489,42,061,15.4
Indiana County,Pennsylvania,78.7303207198543,42,063,13.8
Jefferson County,Pennsylvania,77.4615372609809,42,065,15.9
Juniata County,Pennsylvania,79.1934587401377,42,067,14.1
Lackawanna County,Pennsylvania,77.1077909403801,42,069,14.6
Lancaster County,Pennsylvania,80.264403667319,42,071,10.7
Lawrence County,Pennsylvania,77.420873155187,42,073,14.6
Lebanon County,Pennsylvania,79.3337405683537,42,075,11.6
Lehigh County,Pennsylvania,79.3457880044922,42,077,13.4
Luzerne County,Pennsylvania,76.9732114271053,42,079,15.2
Lycoming County,Pennsylvania,78.4290677158999,42,081,14.3
McKean County,Pennsylvania,77.0874127465964,42,083,17.4
Mercer County,Pennsylvania,77.779130374553,42,085,16.1
Mifflin County,Pennsylvania,78.4681107129795,42,087,17.0
Monroe County,Pennsylvania,78.7410796391497,42,089,13.2
Montgomery County,Pennsylvania,80.7613814127399,42,091,9.3
Montour County,Pennsylvania,78.4421846790211,42,093,13.0
Northampton County,Pennsylvania,80.0365208057285,42,095,12.4
Northumberland County,Pennsylvania,77.6517683584149,42,097,16.1
Perry County,Pennsylvania,77.6772902040824,42,099,12.9
Philadelphia County,Pennsylvania,75.8752366491657,42,101,15.8
Pike County,Pennsylvania,80.245270873514,42,103,14.5
Potter County,Pennsylvania,78.4663493317879,42,105,18.1
Schuylkill County,Pennsylvania,76.2881730361138,42,107,17.2
Snyder County,Pennsylvania,80.1741402061015,42,109,11.8
Somerset County,Pennsylvania,77.8859249449511,42,111,16.6
Sullivan County,Pennsylvania,76.5096866129396,42,113,19.3
Susquehanna County,Pennsylvania,78.1104085549718,42,115,17.5
Tioga County,Pennsylvania,78.9020824708201,42,117,15.1
Union County,Pennsylvania,81.1891710468088,42,119,12.5
Venango County,Pennsylvania,77.4720025749851,42,121,16.8
Warren County,Pennsylvania,78.107391829745,42,123,16.8
Washington County,Pennsylvania,77.556453894514,42,125,14.9
Wayne County,Pennsylvania,78.0364974640986,42,127,16.7
Westmoreland County,Pennsylvania,78.4220177749038,42,129,14.2
Wyoming County,Pennsylvania,77.2758289510259,42,131,16.0
York County,Pennsylvania,79.2310296841629,42,133,12.2
Bristol County,Rhode Island,81.4541850646379,44,001,11.4
Kent County,Rhode Island,79.419765137498,44,003,12.9
Newport County,Rhode Island,81.342310187209,44,005,10.8
Providence County,Rhode Island,79.4827856364561,44,007,13.1
Washington County,Rhode Island,81.2705082668347,44,009,9.9
Abbeville County,South Carolina,76.3910401899193,45,001,19.8
Aiken County,South Carolina,76.944742581927,45,003,14.1
Allendale County,South Carolina,73.3747625750096,45,005,22.9
Anderson County,South Carolina,75.9953127137381,45,007,16.3
Bamberg County,South Carolina,74.7745279555738,45,009,21.6
Barnwell County,South Carolina,74.0065678812258,45,011,22.6
Beaufort County,South Carolina,81.7926113423595,45,013,11.9
Berkeley County,South Carolina,78.0027613350784,45,015,12.2
Calhoun County,South Carolina,76.0051913036,45,017,17.7
Charleston County,South Carolina,78.6377082058517,45,019,10.8
Cherokee County,South Carolina,74.4071571108856,45,021,17.7
Chester County,South Carolina,73.8730593004421,45,023,17.9
Chesterfield County,South Carolina,74.569535278399,45,025,15.1
Clarendon County,South Carolina,75.8696773959386,45,027,22.0
Colleton County,South Carolina,73.3539479226845,45,029,18.5
Darlington County,South Carolina,73.6528577749372,45,031,17.2
Dillon County,South Carolina,73.0664911827193,45,033,18.6
Dorchester County,South Carolina,78.3121093661491,45,035,11.3
Edgefield County,South Carolina,78.9581143570012,45,037,14.4
Fairfield County,South Carolina,74.1341333939985,45,039,17.2
Florence County,South Carolina,74.4196320227036,45,041,16.0
Georgetown County,South Carolina,76.7222413273889,45,043,16.3
Greenville County,South Carolina,77.9093744861937,45,045,11.2
Greenwood County,South Carolina,76.8514353493499,45,047,14.9
Hampton County,South Carolina,74.3218360441654,45,049,20.6
Horry County,South Carolina,76.837004538035,45,051,14.6
Jasper County,South Carolina,76.7926183306489,45,053,15.1
Kershaw County,South Carolina,76.5046182790698,45,055,14.3
Lancaster County,South Carolina,76.9410936968657,45,057,13.7
Laurens County,South Carolina,74.3853290251217,45,059,19.0
Lee County,South Carolina,72.9230757424488,45,061,17.7
Lexington County,South Carolina,77.8871568212083,45,063,11.3
McCormick County,South Carolina,76.8713745132231,45,065,18.9
Marion County,South Carolina,72.6087922141714,45,067,18.0
Marlboro County,South Carolina,72.6255419968904,45,069,20.4
Newberry County,South Carolina,76.1127281900351,45,071,13.9
Oconee County,South Carolina,76.8258771655189,45,073,18.3
Orangeburg County,South Carolina,74.3172986433595,45,075,16.6
Pickens County,South Carolina,76.8126591301581,45,077,14.2
Richland County,South Carolina,77.1896262644012,45,079,11.3
Saluda County,South Carolina,77.2837395279538,45,081,15.4
Spartanburg County,South Carolina,75.842045576482,45,083,15.0
Sumter County,South Carolina,75.7189537975621,45,085,16.8
Union County,South Carolina,73.8743590803221,45,087,20.4
Williamsburg County,South Carolina,73.2820541146922,45,089,19.7
York County,South Carolina,77.4789464035588,45,091,11.2
Aurora County,South Dakota,80.0051542818736,46,003,11.4
Beadle County,South Dakota,78.806007988613,46,005,14.7
Bennett County,South Dakota,73.6506967861223,46,007,14.8
Bon Homme County,South Dakota,80.991003569687,46,009,13.8
Brookings County,South Dakota,81.522003589749,46,011,9.1
Brown County,South Dakota,79.9512570204262,46,013,10.0
Brule County,South Dakota,78.9851043165291,46,015,18.0
Buffalo County,South Dakota,70.3159531484178,46,017,16.2
Butte County,South Dakota,77.7191912206414,46,019,15.7
Campbell County,South Dakota,81.5134878481777,46,021,16.5
Charles Mix County,South Dakota,78.0737418664716,46,023,14.2
Clark County,South Dakota,80.1591307525863,46,025,17.8
Clay County,South Dakota,79.5813515583616,46,027,9.4
Codington County,South Dakota,80.3335113859605,46,029,13.5
Corson County,South Dakota,70.8668343730185,46,031,13.1
Custer County,South Dakota,79.8088860988265,46,033,14.5
Davison County,South Dakota,79.9057722021185,46,035,13.5
Day County,South Dakota,78.8705168315443,46,037,13.2
Deuel County,South Dakota,80.4672981620473,46,039,15.5
Dewey County,South Dakota,70.2555919644584,46,041,12.4
Douglas County,South Dakota,80.4830451243487,46,043,14.5
Edmunds County,South Dakota,80.3109893259581,46,045,11.0
Fall River County,South Dakota,76.0349884691115,46,047,21.5
Faulk County,South Dakota,80.4271842776125,46,049,16.1
Grant County,South Dakota,79.3301433796664,46,051,14.0
Gregory County,South Dakota,77.9479871995744,46,053,18.2
Haakon County,South Dakota,78.5191076768986,46,055,16.2
Hamlin County,South Dakota,78.9839545428985,46,057,14.0
Hand County,South Dakota,80.7821328348321,46,059,14.4
Hanson County,South Dakota,80.6856665097434,46,061,10.1
Harding County,South Dakota,81.2672497813161,46,063,8.7
Hughes County,South Dakota,79.46646185386,46,065,10.9
Hutchinson County,South Dakota,80.2731299807863,46,067,14.6
Hyde County,South Dakota,78.0153651649989,46,069,13.4
Jerauld County,South Dakota,79.842586336003,46,073,15.5
Jones County,South Dakota,79.0274991975341,46,075,17.2
Kingsbury County,South Dakota,78.9601360468665,46,077,13.5
Lake County,South Dakota,80.9619317766421,46,079,12.1
Lawrence County,South Dakota,80.4653125504637,46,081,13.7
Lincoln County,South Dakota,83.9354250490228,46,083,6.3
Lyman County,South Dakota,77.241470871629,46,085,11.5
McCook County,South Dakota,78.3522226051575,46,087,10.7
McPherson County,South Dakota,80.0748795535209,46,089,16.0
Marshall County,South Dakota,80.2662019781381,46,091,9.6
Meade County,South Dakota,78.8675575441169,46,093,13.8
Mellette County,South Dakota,72.589245202694,46,095,16.4
Miner County,South Dakota,79.3568973886081,46,097,13.6
Minnehaha County,South Dakota,79.2160871307678,46,099,9.7
Moody County,South Dakota,80.9099972125428,46,101,11.1
Pennington County,South Dakota,79.9823737140454,46,103,13.2
Perkins County,South Dakota,78.5180614642423,46,105,17.2
Potter County,South Dakota,78.8651952218191,46,107,15.6
Roberts County,South Dakota,77.6352493117543,46,109,12.5
Sanborn County,South Dakota,79.2665705597139,46,111,13.4
Shannon County,South Dakota,66.2977731660296,46,113,11.4
Spink County,South Dakota,79.7051846596884,46,115,16.8
Stanley County,South Dakota,80.7021064152714,46,117,9.7
Sully County,South Dakota,81.4499980985909,46,119,12.1
Todd County,South Dakota,68.3709358589254,46,121,16.6
Tripp County,South Dakota,78.3238338671391,46,123,14.3
Turner County,South Dakota,79.4328303560749,46,125,11.8
Union County,South Dakota,81.2410654905936,46,127,10.7
Walworth County,South Dakota,77.4038499224292,46,129,15.0
Yankton County,South Dakota,80.078321234205,46,135,13.2
Ziebach County,South Dakota,76.7645773219832,46,137,10.1
Jackson County,South Dakota,74.1793393971269,46,071,12.3
Anderson County,Tennessee,76.0301059698212,47,001,19.1
Bedford County,Tennessee,75.1755865819104,47,003,15.3
Benton County,Tennessee,73.0496111142996,47,005,24.3
Bledsoe County,Tennessee,76.7176357694464,47,007,29.0
Blount County,Tennessee,77.3242655422636,47,009,15.4
Bradley County,Tennessee,76.7436415945249,47,011,18.0
Campbell County,Tennessee,73.0014181265184,47,013,22.5
Cannon County,Tennessee,75.0144254048913,47,015,20.1
Carroll County,Tennessee,73.2848165628714,47,017,20.0
Carter County,Tennessee,76.1005224150282,47,019,22.1
Cheatham County,Tennessee,75.1644639146447,47,021,15.2
Chester County,Tennessee,76.4117808680306,47,023,14.1
Claiborne County,Tennessee,73.3374315086517,47,025,21.9
Clay County,Tennessee,74.2870770734519,47,027,19.5
Cocke County,Tennessee,73.0037377470554,47,029,22.0
Coffee County,Tennessee,74.5017912135619,47,031,19.2
Crockett County,Tennessee,75.0541019753383,47,033,19.0
Cumberland County,Tennessee,76.9327701727961,47,035,21.5
Davidson County,Tennessee,77.1435770623768,47,037,11.3
Decatur County,Tennessee,74.7801519805416,47,039,22.2
DeKalb County,Tennessee,73.8371197260071,47,041,17.6
Dickson County,Tennessee,75.5172193609814,47,043,16.4
Dyer County,Tennessee,74.6898673592197,47,045,18.8
Fayette County,Tennessee,77.9144811982771,47,047,15.9
Fentress County,Tennessee,73.0710642349231,47,049,25.0
Franklin County,Tennessee,75.894001916126,47,051,19.0
Gibson County,Tennessee,73.9352997160925,47,053,16.3
Giles County,Tennessee,75.3911204024685,47,055,17.3
Grainger County,Tennessee,74.4270469836249,47,057,21.7
Greene County,Tennessee,74.9867322336078,47,059,21.6
Grundy County,Tennessee,71.5149278649849,47,061,26.8
Hamblen County,Tennessee,74.9686185551805,47,063,18.4
Hamilton County,Tennessee,77.4908021860677,47,065,14.4
Hancock County,Tennessee,72.544284055802,47,067,27.1
Hardeman County,Tennessee,74.8567109763404,47,069,19.8
Hardin County,Tennessee,73.82517472639,47,071,19.9
Hawkins County,Tennessee,74.9503419750926,47,073,21.4
Haywood County,Tennessee,75.1253232480877,47,075,18.1
Henderson County,Tennessee,74.5335388271154,47,077,16.2
Henry County,Tennessee,74.4248680581865,47,079,21.9
Hickman County,Tennessee,74.843803669045,47,081,20.9
Houston County,Tennessee,74.6531795214548,47,083,20.9
Humphreys County,Tennessee,74.7200774929918,47,085,18.2
Jackson County,Tennessee,74.0418047953784,47,087,23.3
Jefferson County,Tennessee,75.9231098072205,47,089,18.9
Johnson County,Tennessee,75.3547709826472,47,091,26.0
Knox County,Tennessee,76.794556844337,47,093,12.0
Lake County,Tennessee,72.7204565157657,47,095,27.0
Lauderdale County,Tennessee,74.0609584284266,47,097,22.1
Lawrence County,Tennessee,75.109162329612,47,099,16.8
Lewis County,Tennessee,75.135379914074,47,101,18.6
Lincoln County,Tennessee,75.4579238830729,47,103,17.9
Loudon County,Tennessee,77.4889333501538,47,105,16.4
McMinn County,Tennessee,74.9736695371633,47,107,19.1
McNairy County,Tennessee,73.7080296628211,47,109,20.5
Macon County,Tennessee,73.8817838986682,47,111,19.0
Madison County,Tennessee,76.5331611365175,47,113,15.7
Marion County,Tennessee,74.3155252947736,47,115,22.2
Marshall County,Tennessee,75.7901049032219,47,117,17.5
Maury County,Tennessee,76.4934388425679,47,119,15.1
Meigs County,Tennessee,73.1948920702691,47,121,29.3
Monroe County,Tennessee,75.4238203221072,47,123,19.7
Montgomery County,Tennessee,76.4951838313826,47,125,13.1
Moore County,Tennessee,78.6033813771679,47,127,18.4
Morgan County,Tennessee,74.8276203500229,47,129,22.6
Obion County,Tennessee,75.3030046265226,47,131,17.6
Overton County,Tennessee,74.0269936159514,47,133,18.4
Perry County,Tennessee,73.9792515942363,47,135,20.2
Pickett County,Tennessee,75.5724603470484,47,137,15.8
Polk County,Tennessee,74.0896678278818,47,139,20.8
Putnam County,Tennessee,75.9083507172678,47,141,14.5
Rhea County,Tennessee,74.5742445084174,47,143,24.8
Roane County,Tennessee,75.3425419890349,47,145,21.9
Robertson County,Tennessee,75.9684761195392,47,147,13.1
Rutherford County,Tennessee,78.1068594384907,47,149,8.9
Scott County,Tennessee,72.6885044788707,47,151,21.8
Sequatchie County,Tennessee,75.8416133028172,47,153,23.0
Sevier County,Tennessee,76.413784517627,47,155,17.1
Shelby County,Tennessee,75.8525043007856,47,157,12.5
Smith County,Tennessee,74.6872022605588,47,159,16.2
Stewart County,Tennessee,75.1415865835293,47,161,20.0
Sullivan County,Tennessee,75.9831580868397,47,163,19.9
Sumner County,Tennessee,78.0108918466596,47,165,11.8
Tipton County,Tennessee,75.5166227083354,47,167,15.4
Trousdale County,Tennessee,74.4436935682917,47,169,16.1
Unicoi County,Tennessee,74.6081711579281,47,171,23.8
Union County,Tennessee,74.5058219808394,47,173,17.0
Van Buren County,Tennessee,75.4642597088865,47,175,18.9
Warren County,Tennessee,74.5021105979821,47,177,18.6
Washington County,Tennessee,76.2948099165984,47,179,16.2
Wayne County,Tennessee,75.2879548685504,47,181,19.8
Weakley County,Tennessee,76.2796805178978,47,183,16.4
White County,Tennessee,74.1179569247671,47,185,17.7
Williamson County,Tennessee,81.9645393134094,47,187,7.4
Wilson County,Tennessee,78.0600435174924,47,189,12.0
Anderson County,Texas,73.65328227173,48,001,13.2
Andrews County,Texas,76.5998095189566,48,003,13.1
Angelina County,Texas,75.874776924489,48,005,18.3
Aransas County,Texas,75.4357788280713,48,007,20.0
Archer County,Texas,78.7166653834252,48,009,15.4
Armstrong County,Texas,76.6847432100497,48,011,14.1
Atascosa County,Texas,77.4963740342687,48,013,14.3
Austin County,Texas,78.2833513025268,48,015,12.4
Bailey County,Texas,76.9564411806169,48,017,12.7
Bandera County,Texas,79.634894140419,48,019,20.3
Bastrop County,Texas,77.4093512463223,48,021,12.6
Baylor County,Texas,75.6821973088304,48,023,21.1
Bee County,Texas,77.0189538794317,48,025,17.4
Bell County,Texas,77.9715722245641,48,027,12.4
Bexar County,Texas,78.4557824025515,48,029,13.1
Blanco County,Texas,79.0663120105079,48,031,17.2
Bosque County,Texas,76.6403541613418,48,035,17.3
Bowie County,Texas,75.4078530546704,48,037,15.2
Brazoria County,Texas,78.4520700821598,48,039,10.3
Brazos County,Texas,80.1708062869932,48,041,9.2
Brewster County,Texas,80.9860561316429,48,043,19.7
Briscoe County,Texas,78.2499143500549,48,045,16.8
Brooks County,Texas,75.7059654797747,48,047,27.2
Brown County,Texas,75.0377800526665,48,049,13.6
Burleson County,Texas,77.3253672725856,48,051,20.6
Burnet County,Texas,78.5650565519457,48,053,19.2
Caldwell County,Texas,77.9889633693387,48,055,16.8
Calhoun County,Texas,77.5375436356464,48,057,18.6
Callahan County,Texas,75.8933999168232,48,059,18.5
Cameron County,Texas,80.0101399721482,48,061,13.0
Camp County,Texas,74.6731978196892,48,063,19.1
Carson County,Texas,77.6573026059321,48,065,11.5
Cass County,Texas,74.8776683281699,48,067,19.9
Castro County,Texas,78.3165554330442,48,069,10.7
Chambers County,Texas,77.194666254996,48,071,13.4
Cherokee County,Texas,76.1248895486997,48,073,13.9
Childress County,Texas,75.9675300009827,48,075,15.7
Clay County,Texas,77.0281581819362,48,077,18.3
Cochran County,Texas,75.7919580619782,48,079,19.0
Coke County,Texas,76.9434109805289,48,081,15.5
Coleman County,Texas,74.84111112519,48,083,12.5
Collin County,Texas,81.6548373982011,48,085,6.1
Collingsworth County,Texas,74.9467424065431,48,087,19.5
Colorado County,Texas,77.2082519284899,48,089,14.0
Comal County,Texas,79.3452965403761,48,091,13.2
